lldR	arcA	betI	xylR	gadX	torR	rutR	gadW	nemR	gadE	gadA	hdeB	yhiD	hdeA	gadC	cadA	cadB	gadB	mdtE	mdtF	betB	betT	lldD	gadY	betA	lldP	nemA	slp	dctR	hdeD	rutD	rutA
0,2546882	0,9024655	0,3443103	0,1224989	0,7911875	0,4296189	0,5624560	0,2787615	0,2799265	0,4765913	0,6800133	0,4120396	0,7050325	0,5492853	0,5188714	0,5648479	0,0728190	0,6253593	0,7038327	0,5661793	0,1101397	0,1246060	0,0914879	0,7399959	0,4260008	0,3008104	0,5635668	0,4875191	0,7699409	0,3194897	0,4026118	0,4090806
