"Time"	melR	crp	rhaR	rhaS	feaR	malI	zraR	mtlR	rbsR	prpR	rbsK	rhaB	malY	rbsB	prpB	prpE	rhaA	melA	prpD	rbsD	malX	rbsA	melB	zraS	rhaD	prpC	rbsC	rhaT	mtlD	mtlA	ychH	agp
560	0,5840662	0,9603974	0,7854758	1,0258202	0,9497449	0,2940713	1,0689608	0,6711540	0,8453894	0,9912344	0,0934030	0,9022558	0,2769846	0,3991957	1,0152733	0,9965568	0,5058886	0,8751231	0,9740337	0,5243560	0,8368902	0,4024500	0,5812245	1,0007601	0,8079357	0,9467594	0,5088198	1,0353366	0,5521561	0,4128803	1,0553763	0,5876390
580	0,5755695	0,9358648	0,8218035	1,0936206	0,9151320	0,3194734	0,9394402	0,6892938	0,8776956	1,0653881	0,0822177	0,8961873	0,2667362	0,4281940	0,9795388	1,0245350	0,4110340	0,8054056	0,9836062	0,4503606	0,8313556	0,4083511	0,5548913	0,9974166	0,8256286	0,9689215	0,5069463	1,0052435	0,4853795	0,5310751	1,0299146	0,6170858
600	0,5631400	0,9749111	0,8634665	0,9896533	0,9277223	0,3077741	0,8552256	0,7173300	0,8759055	1,0917703	0,0839558	0,9267082	0,2425052	0,4445662	0,9514985	1,0248506	0,4540539	0,7621086	0,9646671	0,3896720	0,7854851	0,4246505	0,5182730	1,0487338	0,8236362	1,0432845	0,4449779	1,0594380	0,4652388	0,6492187	1,0102049	0,6295524
620	0,4846804	0,9400021	0,8085948	0,9659574	0,8949725	0,2778731	0,8822545	0,6944353	0,8860656	0,9998915	0,0718540	0,9005772	0,2142420	0,4276745	0,9377417	0,9586854	0,3937152	0,7193107	0,9724751	0,3357051	0,7908485	0,4145309	0,5010875	1,0500446	0,7617482	0,9866745	0,4272182	1,0318912	0,5325004	0,6998509	1,0749663	0,5873717
640	0,5866186	0,9881445	0,7743026	0,9232480	0,9166158	0,2738820	0,8390459	0,6929006	0,8639830	1,0198771	0,0906893	0,9545684	0,2220419	0,4111648	0,9323341	1,0054676	0,4041125	0,6682339	0,8886697	0,3436976	0,7465461	0,4367408	0,4822686	0,9905519	0,7776498	1,0084859	0,4475616	1,0371519	0,5176828	0,8003227	0,9954929	0,6233770
660	0,6273892	1,0213123	0,7227599	0,9162292	0,9790093	0,2913351	0,8614363	0,7159702	0,9207011	1,0123175	0,0975845	0,9853805	0,2468645	0,4120260	0,9008062	1,0319460	0,3643886	0,6975212	0,9072823	0,3222820	0,8030134	0,4359525	0,4802638	1,0170233	0,8531438	1,0649135	0,4929223	1,0571512	0,5610033	0,8276278	1,0104433	0,5997057
680	0,5989942	0,9812008	0,6872846	0,9447593	1,0194350	0,3032173	0,8719846	0,7188382	0,9232469	1,0489505	0,1201788	1,0287870	0,2032662	0,4231640	0,9519284	1,0418556	0,4150722	0,7160606	0,9451023	0,3378731	0,7564276	0,4004969	0,5261813	0,9734200	0,8265436	1,0143969	0,4825110	1,0181354	0,5600906	0,8297027	0,8985260	0,6204766
700	0,6031438	1,0554061	0,7056018	0,9377912	0,9985123	0,2985322	0,7689452	0,6521332	0,8981920	0,9806014	0,0971726	0,9809197	0,1724303	0,4093021	1,0399909	1,0961119	0,3909417	0,7155755	0,8741573	0,3142696	0,8224682	0,4033430	0,5507648	0,9997155	0,8402749	0,9374628	0,5275830	1,0988591	0,4798490	0,8588709	0,9401233	0,6332523
720	0,6128680	0,9670326	0,6888993	0,9960832	0,8699771	0,3009280	0,7231872	0,6832834	0,9568655	0,9271384	0,0998492	0,9598555	0,1916331	0,4022175	1,0574533	0,9168345	0,3703539	0,7587363	0,8866290	0,3496460	0,8272670	0,4023028	0,5747152	0,9892479	0,8433547	1,0347003	0,5790728	1,0867674	0,5440452	0,8802668	0,9775788	0,6417339
740	0,6288708	0,9706464	0,7692772	0,9529204	0,9156807	0,3236891	0,7153785	0,7420115	0,9057421	0,8660331	0,0942197	0,9242925	0,1961338	0,4064083	0,9760021	1,0028949	0,3715183	0,7939757	0,8718402	0,3548447	0,8670027	0,4055566	0,6113766	0,9640857	0,8148572	1,0318698	0,5958055	1,0094336	0,5375362	0,9108593	1,0165854	0,6003362
760	0,6165707	0,9819574	0,8251223	0,9748837	0,8835501	0,3232895	0,6400106	0,6916068	0,8949019	0,9668836	0,1043231	0,9217070	0,1838550	0,4174722	0,9126370	0,9776008	0,3886292	0,8121808	0,8778846	0,3472510	0,8751900	0,4529809	0,5878562	0,9351976	0,7830736	1,0501648	0,5281090	1,0286261	0,5958339	0,9253188	1,0333638	0,6549413
780	0,6708525	1,0344783	0,8109410	1,0596972	0,9070616	0,3005558	0,6688134	0,6823605	0,9073875	0,9698635	0,1388593	0,8949514	0,2042696	0,4210565	0,8771934	0,9949776	0,3904709	0,7887033	0,9047000	0,3599557	0,7864324	0,4923830	0,6486643	0,9675308	0,7818686	1,0781018	0,5100773	0,9855483	0,5959133	0,9060115	0,9832158	0,5834413
800	0,6142907	1,0007663	0,8484427	1,0246561	0,9346407	0,2959561	0,6683299	0,6722694	0,7551089	0,9898224	0,1100864	0,8342179	0,2108932	0,4002582	0,8750369	1,0685976	0,4454905	0,8119112	0,8724213	0,3355129	0,7736808	0,4981563	0,6014268	0,9601670	0,7802232	0,9980587	0,5096161	0,9779310	0,6262438	0,8483157	1,0227298	0,5449296
820	0,6561176	1,0206913	0,8255756	0,9202848	0,9275825	0,2979621	0,6528166	0,6695764	0,8802018	0,9612797	0,1337785	0,8076723	0,2508639	0,3866704	0,9353231	0,9675334	0,4451041	0,7945635	0,8966182	0,3313998	0,8413562	0,5363074	0,5681557	0,9489747	0,8113280	1,0629821	0,4886112	1,0385135	0,5441331	0,7381256	1,0564662	0,6104636
840	0,6317911	1,0134510	0,7901317	0,9032496	0,9385195	0,2972805	0,7019531	0,6522222	0,8473234	1,0556936	0,1225558	0,8157509	0,2329283	0,3623632	0,8978655	0,9416813	0,4074018	0,7696998	0,8782350	0,3497224	0,8240383	0,4688683	0,6033714	0,9772184	0,8049601	1,0249901	0,5104257	1,0375389	0,5332760	0,7831112	1,0208252	0,6265527
860	0,5962886	0,9888453	0,8517570	0,9371203	0,9920648	0,3032452	0,7518681	0,6681505	0,9317236	0,9974083	0,1208629	0,8806512	0,2256164	0,3698899	0,9087131	0,9949289	0,3387859	0,7748208	0,9635711	0,3223328	0,7751112	0,4336564	0,5902871	0,9430334	0,8488631	0,9650665	0,5475945	1,0676828	0,5642824	0,7658811	1,0383580	0,6591067
880	0,5546937	0,9593153	0,8129346	0,9783014	1,0583920	0,2685412	0,7289862	0,6477569	0,9799390	1,0885635	0,1197956	0,8990310	0,1997622	0,3754055	0,9175243	0,9718247	0,3423922	0,7742464	0,9071330	0,2817156	0,7642759	0,4668022	0,5401036	0,9852938	0,8272336	0,9881934	0,5519392	0,9900579	0,5753635	0,8833460	1,0032990	0,6443172
900	0,5812858	0,9588021	0,7936379	0,9832704	1,0308979	0,2347260	0,7285917	0,6640113	0,8435109	1,0255112	0,1014220	0,9226766	0,1809326	0,3472743	0,9764014	1,0169817	0,3174864	0,8006402	0,9552708	0,2762290	0,8699476	0,4735343	0,5445242	0,9972233	0,8410994	1,0198247	0,5276150	0,9969851	0,5384210	0,8415195	0,9734516	0,6390639
920	0,6605622	1,0016637	0,8659625	0,9661560	1,0578499	0,2273734	0,7170777	0,7297793	0,9256175	0,9904054	0,0742666	0,9683481	0,2230112	0,3497183	1,0165797	0,9937493	0,3493711	0,8108164	0,8632058	0,2574095	0,8176980	0,4655487	0,5594214	1,0077085	0,7765541	0,9907914	0,5002504	0,9539908	0,5463720	0,8018962	0,9477819	0,6353180
940	0,5917991	1,0415212	0,8313535	0,8980871	1,0181798	0,2461619	0,7223320	0,6780450	0,9498493	1,0529420	0,0940523	0,9383462	0,2224760	0,3439999	0,9938399	1,0367552	0,3727396	0,7435017	0,9086655	0,3180333	0,8363884	0,4456006	0,5588624	1,0634394	0,7575961	0,9642431	0,5038629	0,9796446	0,5928983	0,7832596	1,0021305	0,6405666
960	0,5912458	1,0152595	0,8284221	0,9768776	0,9946580	0,2976157	0,7001562	0,7512161	0,8694736	1,0047491	0,1289278	0,9165242	0,2093451	0,3483210	0,9852730	1,0178769	0,3612062	0,7981150	0,9233049	0,2722877	0,8215387	0,4302742	0,5922355	1,0539167	0,7307017	1,0134306	0,5096383	1,0388062	0,5866256	0,8190676	0,9381914	0,6401220
980	0,5541500	0,9700073	0,7710826	0,9082387	1,0036295	0,2921082	0,7153040	0,7302821	0,9244186	1,0103463	0,1026836	0,9505734	0,2167149	0,3793929	0,9481377	1,0299390	0,3230468	0,8189148	0,9135493	0,2783052	0,8261544	0,4170624	0,5697853	1,0063239	0,7096925	1,0487471	0,5300602	1,0156371	0,5425662	0,8684744	0,9789533	0,5878477
1000	0,5462237	0,9490953	0,7942200	0,9575703	0,9476199	0,2851870	0,7485476	0,7240455	0,9132184	0,9455425	0,1121266	0,9558967	0,2296278	0,3944844	0,9119440	1,0501804	0,3568873	0,8500875	0,8588048	0,3173073	0,8163094	0,4594041	0,5769377	1,0033962	0,7795648	1,0238646	0,5148079	1,0445663	0,5132146	0,8481658	1,0102607	0,5540481
1020	0,5509540	0,9904198	0,7731843	0,8910126	0,9119915	0,3091898	0,6996533	0,7038950	0,8292103	0,9585228	0,1055756	0,9740189	0,2380486	0,3703392	0,9256704	1,0152706	0,3611989	0,7406110	0,8405057	0,2882428	0,8359447	0,4603806	0,5420800	1,0136125	0,7491147	0,9164515	0,4655939	1,0977416	0,5661664	0,8175043	0,9460474	0,5440906
1040	0,5677122	1,0117778	0,7628634	0,9367513	0,8723873	0,3063768	0,6729514	0,6979150	0,9142127	0,9957252	0,0891524	0,9682457	0,2136739	0,3670511	0,9835893	0,9860510	0,3707073	0,7600756	0,8536380	0,2794754	0,8161998	0,5053851	0,5954655	1,0130695	0,7649208	0,9115716	0,4661606	1,1713878	0,6157498	0,8182962	0,9531208	0,5778274
1060	0,5741432	1,0488396	0,7897776	0,9106728	0,8207481	0,3029067	0,7294994	0,6926023	0,9910820	0,9589595	0,0863688	0,9420483	0,2205551	0,3792614	0,9982853	0,9868442	0,3609464	0,8041744	0,8518504	0,2671781	0,8802159	0,4800272	0,5618588	0,9887923	0,7356544	0,9612161	0,4669227	1,1321254	0,5434366	0,8292837	0,9159251	0,5776240
1080	0,5551776	0,9822538	0,7784513	0,9348069	0,9352208	0,2843845	0,6958704	0,6740658	0,9280235	0,9690109	0,0802080	0,9353322	0,2478465	0,3621502	1,0883755	0,9230745	0,3717412	0,7737980	0,8864041	0,2570159	0,8013448	0,4170524	0,5588408	1,0190753	0,7868077	0,9816687	0,4847439	1,0745283	0,5522508	0,8347488	0,9462475	0,5714399
1100	0,5646153	1,0406029	0,8024936	1,0178378	0,9092836	0,2852550	0,7332200	0,6809372	0,9753688	0,8948811	0,0875479	0,8946730	0,1850198	0,3693234	0,9751946	0,9932584	0,4189853	0,7548398	0,9149396	0,3197121	0,8107299	0,4383797	0,5155946	1,0674680	0,8165943	1,0670052	0,5601686	1,0609559	0,5315260	0,8382827	0,9435680	0,6463289

0	0,6225013	0,8813174	0,7620854	0,9698113	0,9547209	0,3105278	0,7302145	0,7610144	0,8887285	0,9717435	0,1042346	0,9481316	0,2523070	0,4167865	1,0882809	0,9411879	0,3231685	0,7734139	0,8857091	0,2766238	0,8021162	0,4359767	0,6122578	1,0195789	0,7962639	1,0970508	0,4263714	0,9663562	0,6035773	0,8540620	0,9973325	0,5688350
20	0,5442049	1,0110177	0,7952569	0,9358557	0,9804752	0,3255166	0,7085894	0,7373920	0,8974002	0,7750199	0,0954369	1,0423558	0,1539522	0,3535792	0,9130293	0,9703786	0,5085404	0,8388299	0,8301313	0,2580309	0,7629676	0,4684718	0,6596372	0,9488062	0,8017335	1,0474882	0,6317080	0,9444415	0,6483070	0,7424379	1,0713494	0,6150225
40	0,6102558	0,9545709	0,7925636	0,9457733	0,9661523	0,2802560	0,7378940	0,7385810	0,8317991	0,6468653	0,0571569	1,0596538	0,1213687	0,3295638	0,9672889	1,0260213	0,6555763	0,8470247	0,8559260	0,2998520	0,7558439	0,4447395	0,6452500	0,9612811	0,7884389	1,0662759	0,7278350	1,0041009	0,7062126	0,7209921	1,0311980	0,6109184
60	0,6078075	0,9674702	0,8252297	0,9271221	0,9822227	0,2481775	0,6841458	0,7440631	0,8690050	0,5637263	0,0819333	0,9843767	0,0704617	0,3558398	0,9589080	0,9346617	0,7441153	0,7967692	0,9921386	0,3182260	0,7792097	0,4919845	0,5897920	0,8859119	0,7786060	1,0163209	0,8375120	0,9886723	0,7321785	0,6478320	0,9891897	0,6763122
80	0,5721298	0,9447250	0,7688067	1,0256539	0,9960572	0,2644571	0,7016316	0,7281492	0,9452565	0,5468787	0,0781078	1,0134608	0,0434863	0,3512995	0,9289396	0,9576275	0,7781017	0,8111134	1,0351330	0,2999465	0,7752474	0,4501211	0,6001412	0,9891928	0,7459366	0,9761070	0,7740666	0,9823565	0,6909979	0,7160183	0,9973694	0,6738234
100	0,5318067	0,9871581	0,7918347	1,0053803	0,9613671	0,2523347	0,6934548	0,7104478	0,9419600	0,5621157	0,1050348	0,9491110	0,0301039	0,3485410	0,9670003	1,0171832	0,7852483	0,7550221	1,0472214	0,2890267	0,7869170	0,4064320	0,6067261	0,9442349	0,7747467	0,9708977	0,8220073	1,0157997	0,6949279	0,7255041	1,0013862	0,7915182
120	0,6251133	0,9118402	0,7947499	0,9603401	0,9523556	0,2319338	0,6597674	0,6921137	1,0123266	0,5244138	0,0992206	0,9144076	0,0175200	0,3701811	0,9962419	1,0272395	0,7988635	0,7680171	1,0419903	0,2809377	0,7593369	0,4186810	0,6150588	0,9295785	0,8046907	1,0109519	0,8022648	0,9557058	0,7315907	0,6786274	0,9954070	0,8392552
140	0,6828932	0,9008022	0,8415149	0,9953621	0,9509086	0,2257078	0,7051454	0,7242578	0,8977332	0,5157524	0,0890327	0,9538247	0,0113166	0,3497360	0,9821972	0,9692765	0,7924727	0,8298070	0,9801713	0,2534706	0,8158334	0,4527922	0,6012204	0,9575116	0,8284476	0,9695283	0,8069954	0,8836706	0,7742638	0,6792280	1,0495170	0,8115793
160	0,7206234	0,9555086	0,7761082	1,0166563	0,9757015	0,2309893	0,7364700	0,7334955	0,9122877	0,5405773	0,0700375	0,9637243	0,0102346	0,3789131	1,0265119	0,9467475	0,7469113	0,7961950	0,8723312	0,2933558	0,8335001	0,4443130	0,6257991	0,8881456	0,7660709	1,0069887	0,8155020	0,9402154	0,7488904	0,7203089	1,0058639	0,7683107
180	0,6677386	1,0310750	0,7236793	1,0134565	0,9427942	0,2515891	0,7216481	0,7027414	0,8900272	0,5117910	0,0960948	0,9832820	0,0071577	0,3746154	1,0233474	0,9704777	0,8020634	0,8377808	0,8706959	0,2858023	0,8165279	0,4375884	0,6346173	0,9069850	0,7811173	0,9486955	0,7089452	0,9302498	0,7695485	0,6749612	0,9641387	0,7679268
200	0,6429486	0,9780903	0,7034009	0,9498198	0,9419882	0,2594407	0,6144971	0,7628709	0,8969146	0,5204499	0,0626539	0,9378366	0,0009457	0,3862221	1,0340855	0,8846108	0,8103606	0,8490213	0,9341952	0,3272105	0,7923550	0,4579555	0,5948764	0,9584350	0,7991145	0,9967058	0,7130586	0,9804461	0,7028846	0,6492249	1,0150711	0,8073959
220	0,5371319	1,0050881	0,7871837	0,9361198	0,9318245	0,2815733	0,6217197	0,7468007	0,8634807	0,5370927	0,0922870	0,9263566	0,0007060	0,3505896	1,0667632	0,9058723	0,8903615	0,8317219	0,8978167	0,3389747	0,8435613	0,4895775	0,5723737	0,9315838	0,7477261	0,9783336	0,7146905	0,9316645	0,6825804	0,6833230	1,0184119	0,7635670
240	0,5110594	1,0338630	0,7775879	0,9706384	0,9686313	0,2805374	0,6517175	0,7487523	0,9070307	0,5275733	0,1129873	0,9429143	0,0009116	0,3579479	1,0574915	0,9882628	0,8567565	0,8097401	0,8782674	0,2586870	0,8874323	0,4884012	0,6284192	0,9024108	0,7398094	0,9679846	0,8034590	0,9642838	0,7603013	0,6361494	0,9742452	0,7423288
260	0,5917385	1,1413018	0,7298464	0,9366091	0,9779110	0,2780644	0,6626119	0,6815574	0,8984128	0,5335589	0,1104942	0,9661076	0,0000758	0,3573425	0,9766514	0,9788994	0,8145034	0,8156417	0,8923947	0,2491100	0,8757657	0,5395512	0,6227709	0,9537042	0,7930518	0,9207478	0,7102089	0,9075984	0,7672921	0,7450392	1,0166286	0,7695632
280	0,6340850	1,0708036	0,8284381	0,9837520	0,9768585	0,2667410	0,6479444	0,7236747	0,8807844	0,5147085	0,0979695	0,9626000	0,0002414	0,3507075	0,9165924	0,9422229	0,9100341	0,7499900	0,8862027	0,2494025	0,9511680	0,4942541	0,6225794	1,0223755	0,8355337	1,0263147	0,7509458	0,8910881	0,7983695	0,7048211	1,0227699	0,7377415
300	0,5620614	0,9807959	0,7839666	0,9483663	0,9518380	0,2878631	0,7626270	0,7249234	0,9738306	0,4954026	0,0883177	1,0127754	0,0000020	0,3597930	0,9625568	0,9938189	0,8721026	0,7811067	0,9341935	0,3021012	0,9510144	0,4690302	0,5992856	1,0173015	0,8325364	0,9350749	0,7312051	0,8654919	0,7921101	0,7291209	1,0838311	0,7569510
320	0,6266765	0,9632552	0,8093877	0,9172323	0,9523456	0,2815451	0,7661981	0,7814450	0,9493780	0,4935717	0,0764735	0,9195970	0,0000942	0,3822886	0,9792523	1,0455460	0,8658063	0,8236133	1,0012968	0,2981861	0,8316759	0,4438260	0,6691326	1,0454205	0,8456734	0,9674915	0,7245012	0,9672532	0,7979108	0,7473800	1,1212904	0,7285674
340	0,6502823	0,9436478	0,8390216	0,9529111	1,0151775	0,2839548	0,6864352	0,8006368	0,9833210	0,4827264	0,0677906	0,8656408	0,0000998	0,3374436	1,0056614	1,0325099	0,8216034	0,8434944	0,9838550	0,3464388	0,8620846	0,4003875	0,6665706	1,0638007	0,7847446	1,0322758	0,7427731	1,0176387	0,7255498	0,7109394	1,0808588	0,7092128
360	0,6536970	1,0170435	0,8502859	0,9370676	0,9833857	0,2772566	0,6715968	0,7680519	0,9759203	0,4103673	0,0950131	0,8828876	0,0000088	0,3702492	0,9427166	0,9305869	0,8862220	0,8129381	0,9472476	0,3103293	0,9571836	0,3658848	0,6938185	0,9885517	0,7413106	0,9941767	0,8152874	1,0021068	0,7369822	0,6769493	1,1008972	0,7633813
380	0,6390213	1,0433240	0,7511035	0,9261399	1,0015816	0,2947922	0,7032445	0,7269218	1,0173715	0,4495787	0,0552791	0,9411748	0,0000000	0,3549505	0,8991425	1,0000369	0,9036403	0,8075124	0,9700531	0,2557307	0,9279111	0,3187980	0,6533388	1,0004417	0,7482607	0,9717510	0,7023630	1,0111842	0,7677126	0,6775128	1,0899820	0,7741253
400	0,5964599	0,9713027	0,8188720	0,9457109	1,0074304	0,3164281	0,6865654	0,7212447	1,0796244	0,4948984	0,0853025	0,9065844	0,0000928	0,3131144	0,8581633	0,9662998	0,9114666	0,7893417	0,9048099	0,2452536	0,8918166	0,3604041	0,6723998	0,9772678	0,8171748	0,9807939	0,7506285	0,9865543	0,7303697	0,7236925	1,0471298	0,7388214
420	0,6313769	1,0254346	0,7917122	0,9696231	0,9787629	0,3168620	0,6685424	0,6963817	0,9624217	0,5211826	0,0746463	0,9374243	0,0000000	0,3469505	0,8667846	0,9850075	0,9146921	0,7894747	0,9401854	0,2699712	0,8657032	0,3835512	0,6425914	0,9698750	0,8297179	1,0076079	0,7781903	0,9657122	0,6434748	0,7282106	1,0440974	0,7729354
440	0,5951375	0,9732598	0,7831760	0,9716953	0,9054899	0,3325244	0,7420205	0,7933843	0,9790271	0,5359146	0,0692425	0,9111099	0,0000000	0,3644342	0,9046738	1,0828113	0,9138121	0,7835505	0,9628272	0,3080972	0,8632552	0,3476175	0,6254297	0,9714863	0,8367012	0,9626191	0,8228725	0,9497787	0,6703364	0,6800704	1,0142111	0,7848177
460	0,6643789	1,0043999	0,8530926	0,8917058	0,9625449	0,3034508	0,7038699	0,7741601	0,9873942	0,4861327	0,0420860	0,9546972	0,0001775	0,3744246	1,0141475	1,0719191	0,9125025	0,8415161	0,9369055	0,3580989	0,8860545	0,3312431	0,5607615	0,9444349	0,8270539	0,9761998	0,8226603	0,9675281	0,7069066	0,6480626	1,0059286	0,7459500
480	0,5732650	0,9537118	0,7688026	0,9593364	1,0651559	0,2643672	0,7147519	0,7556103	0,9415879	0,4838590	0,0722782	0,9742996	0,0001100	0,3329370	0,9333146	1,0343592	0,8985792	0,8206116	0,8942088	0,3269094	0,8252835	0,3425646	0,5945204	0,8958374	0,8429573	0,9645077	0,8652109	0,9780456	0,6937005	0,7088017	0,9690619	0,7447097
500	0,5940007	0,9899150	0,7759686	0,9448817	1,0071323	0,2872074	0,6953555	0,7281884	0,9225654	0,5129351	0,0661778	0,9780883	0,0009265	0,3077247	0,9167417	0,9674768	0,8968667	0,8593305	0,9859940	0,3248245	0,8205498	0,3521420	0,6152969	0,8768522	0,7903992	1,0054140	0,8734988	1,0235512	0,6665617	0,7742470	0,9900806	0,7926914
520	0,5968395	0,9974741	0,8645316	0,9790373	0,9747992	0,3421994	0,7660344	0,7532407	0,9077434	0,5208659	0,0897907	0,9478036	0,0013342	0,3118174	1,0111196	1,0438353	0,8643743	0,8710143	0,9548931	0,3091496	0,8948138	0,3705477	0,6336727	0,9651851	0,7472844	0,9255633	0,8581080	1,0172817	0,7671107	0,6861900	0,9514612	0,7860181
540	0,5770920	1,0463718	0,8950615	0,9485906	0,9595702	0,3062142	0,7787548	0,7414763	0,9144965	0,4935957	0,1067593	0,9607825	0,0004011	0,3047340	1,0602116	0,9916025	0,8553414	0,7911268	0,9646790	0,2761097	0,8446016	0,4374078	0,6080783	0,9377165	0,7900162	0,9754136	0,7716931	1,0196176	0,7942241	0,6788949	0,9824539	0,7173224
560	0,5529208	1,0616822	0,8615746	0,9643122	0,9499232	0,2821529	0,8469163	0,7499192	0,9993136	0,4880244	0,1019310	1,0047431	0,0000061	0,3294265	1,0546811	1,0266684	0,9029656	0,8547777	0,9835918	0,2731823	0,8041904	0,4714294	0,6027592	0,9348902	0,7307494	1,0220291	0,7633011	1,0425369	0,8516727	0,6834965	1,0043196	0,7765918
580	0,5877893	1,0078019	0,8364034	0,9518457	0,9144003	0,2888487	0,7679120	0,6554733	1,0377297	0,7472000	0,1094628	1,0134280	0,0686180	0,3297814	1,0381564	1,0225314	0,6893444	0,8859004	0,8785543	0,2990254	0,7722838	0,4708543	0,6160446	0,9562787	0,7810249	1,0334257	0,6819062	0,9584908	0,6690020	0,7561936	0,9823255	0,7243857
600	0,6098731	0,9278144	0,7582900	0,9947551	0,9370452	0,2811298	0,7610166	0,6485820	0,9999758	0,8686722	0,1311891	0,9990697	0,1319210	0,3495927	0,9750894	1,0297033	0,5825106	0,8473052	0,8437559	0,2898010	0,8418080	0,4701216	0,6254619	0,9884013	0,7908377	0,9833790	0,6482984	0,9943278	0,6945392	0,8021406	1,0057828	0,6784618
620	0,6162599	0,9465828	0,8371522	1,0273811	0,9478846	0,2627423	0,7657399	0,6837609	0,9090771	0,9667124	0,1109518	0,9558718	0,1914280	0,3764908	0,9338081	0,9589269	0,4716522	0,7878825	0,8299240	0,2863217	0,8321278	0,4151415	0,5981827	1,0090135	0,6993241	0,9185539	0,5637931	1,0363878	0,6397093	0,8746598	1,0200553	0,6034546
640	0,5838670	0,9483247	0,8444478	1,0083768	1,0311314	0,2811596	0,8133099	0,6619723	0,9150577	1,0194243	0,0887458	0,9289016	0,2047092	0,3849643	1,0082187	1,0092452	0,4373671	0,7142092	0,8244754	0,2867008	0,8308740	0,4266830	0,6525692	0,9737093	0,7183169	1,0329121	0,5006747	1,0320595	0,6113278	0,8991070	1,0178481	0,5703236
660	0,5206931	0,9494168	0,8386465	1,0184883	1,0474173	0,2504805	0,7370240	0,6380583	0,8933174	1,0627485	0,0899761	0,9163290	0,2076699	0,3334380	0,9896768	1,0488559	0,3868526	0,7309140	0,8606007	0,3063410	0,8146010	0,4005235	0,6434653	1,0114638	0,8141120	0,9951932	0,4628652	1,0625644	0,6164142	0,9062629	1,0496942	0,5918950
680	0,5663773	1,0101814	0,8511689	1,0232499	0,9897626	0,2990293	0,7666062	0,6848490	0,8040508	1,0625877	0,0996607	0,9656004	0,2047501	0,3385059	0,9714750	1,0438980	0,3848554	0,7276992	0,8424119	0,3215558	0,7745645	0,4002752	0,5708712	0,9760404	0,7995623	0,9256650	0,4418704	1,0109161	0,6220680	0,8751283	1,1012164	0,5645396
700	0,6646839	0,9833529	0,8877722	0,9861624	0,9732043	0,3227777	0,7718262	0,7551759	0,9133318	1,0277616	0,0862908	0,8915252	0,2049397	0,3466069	0,9470901	1,0675889	0,4287385	0,7463157	0,8426275	0,3024026	0,8348081	0,4170102	0,5697664	1,0106514	0,7857440	0,9718371	0,5259806	1,0186267	0,5985530	0,9151001	1,0442556	0,6286718
720	0,6987523	0,9808708	0,8598254	1,0532873	0,9995859	0,3350654	0,7716664	0,7616306	0,9214504	1,0079429	0,1263825	0,9305075	0,2424657	0,3735792	1,0203599	1,0234387	0,3688101	0,7908018	0,8567321	0,3046647	0,8124504	0,4128376	0,5630953	0,9788770	0,7551009	0,9513518	0,4570452	1,0378729	0,6073519	0,8593713	1,0434615	0,6050555
740	0,6980342	1,0672378	0,8546518	0,9605567	0,9137522	0,3358254	0,7814148	0,7419610	0,9488420	1,0544456	0,1261050	0,9417899	0,2008019	0,3399197	1,0267826	0,9826715	0,3916776	0,7267492	0,9211561	0,3012296	0,7563468	0,3448688	0,5943748	0,9446444	0,7973799	0,9405784	0,4846454	1,0330795	0,5748250	0,8811794	1,0077154	0,5768465
760	0,6507525	1,0175765	0,8150435	0,9176045	0,9210374	0,3141942	0,6762954	0,6757419	0,9331457	0,9718948	0,0943330	0,9291925	0,1979625	0,3248254	1,0024236	0,9463189	0,3414008	0,7498155	0,8154325	0,2974237	0,7323426	0,3794425	0,5797340	0,9139126	0,7569506	0,9634758	0,4780545	1,0103067	0,5743737	0,9163929	1,0004341	0,5681363
780	0,5695956	0,9561351	0,8446894	0,9601440	0,8629608	0,3109805	0,6601320	0,6477470	0,9660778	1,0812440	0,0873498	0,9728085	0,1997387	0,3285451	0,9913645	0,9906204	0,3805232	0,7612567	0,8696433	0,3430349	0,8012126	0,3873629	0,6292237	0,8774296	0,7188399	1,0567655	0,4447889	0,9751165	0,5039785	0,8521327	0,9906954	0,6025891
800	0,5953016	0,9376951	0,8338126	0,9060866	0,8867964	0,2778911	0,6955460	0,6779597	0,8829923	1,0818603	0,1097725	0,9849566	0,2087615	0,3281400	0,9816417	0,9995996	0,3680992	0,7159739	0,8598391	0,2846238	0,8421297	0,4147126	0,6263884	0,9335219	0,7524601	0,9876807	0,4449604	1,0078635	0,5215879	0,8563386	0,9911337	0,5508134
820	0,6634024	0,9162610	0,7790733	0,8890474	0,8916087	0,2618896	0,7302124	0,6055875	0,8366822	1,0214242	0,0949971	0,9106096	0,2521454	0,3539312	0,9598737	1,0385893	0,3676177	0,6973194	0,9486904	0,2573652	0,8561609	0,4207306	0,5631838	1,0324657	0,6949492	0,9443692	0,4961932	0,9531749	0,4731608	0,9111490	1,0218026	0,6138465
840	0,6169346	0,9536548	0,8204319	0,8211887	0,8539727	0,2549048	0,6854772	0,6322282	0,8935610	1,0727459	0,1133562	0,9324675	0,2529035	0,3911104	0,9532552	0,9160293	0,3670206	0,8189124	0,9528094	0,2757098	0,8156428	0,4756809	0,6199466	1,0343039	0,6853058	0,9405096	0,5223842	0,9946075	0,5163960	0,9181560	1,0478032	0,6222912
