"Time"	lldR	arcA	betI	xylR	gadX	torR	rutR	gadW	nemR	gadE	gadA	hdeB	yhiD	hdeA	gadC	cadA	cadB	gadB	mdtE	mdtF	betB	betT	lldD	gadY	betA	lldP	nemA	slp	dctR	hdeD	rutD	rutA

0	0,2935006	1,0000000	0,5002163	0,1551229	0,9817716	0,6210314	0,6400573	0,3755086	0,3955130	0,7020779	0,9843074	0,6427402	0,9276313	0,7966949	0,7749254	0,6774241	0,0587449	0,9220179	0,8138291	0,8100403	0,1108108	0,1628631	0,0985862	0,8330028	0,6677415	0,2054770	0,8096677	0,7492276	0,9477949	0,4414087	0,5230910	0,6113308
20	0,2935827	0,9432941	0,4438891	0,1550913	0,9817703	0,6210314	0,6400573	0,3755434	0,3955130	0,7317975	0,9842999	0,6427375	0,9276316	0,7967964	0,7752473	0,6778698	0,0884536	0,9220835	0,8232954	0,8104197	0,0988786	0,1587111	0,0989276	0,8398739	0,6686193	0,2053486	0,8096677	0,7492280	0,9477953	0,4418719	0,5230907	0,6077477
40	0,2961391	0,8796215	0,3534222	0,1547523	0,9817605	0,6210314	0,6400573	0,3758062	0,3955130	0,7854694	0,9842426	0,6427203	0,9276375	0,7977265	0,7779396	0,6817100	0,1430815	0,9226206	0,8425585	0,8135111	0,0781722	0,1502073	0,1011815	0,8528434	0,6765229	0,2053478	0,8096677	0,7492322	0,9477998	0,4458116	0,5230879	0,5993720
60	0,3031885	0,8438862	0,2805896	0,1539742	0,9817313	0,6210314	0,6400573	0,3763377	0,3955130	0,8370301	0,9841251	0,6426362	0,9276400	0,8004647	0,7841864	0,6913615	0,1965388	0,9238725	0,8637771	0,8207018	0,0611782	0,1420845	0,1063087	0,8657874	0,6959983	0,2056505	0,8096677	0,7492528	0,9478214	0,4558829	0,5230809	0,5885371
80	0,3144737	0,8271432	0,2333399	0,1528719	0,9816775	0,6210314	0,6400573	0,3769897	0,3955130	0,8788055	0,9839803	0,6424263	0,9276184	0,8053961	0,7930152	0,7062494	0,2406274	0,9256642	0,8834872	0,8308688	0,0520573	0,1390071	0,1133608	0,8765710	0,7252772	0,2064322	0,8096677	0,7493009	0,9478722	0,4717178	0,5230706	0,5771012
100	0,3283467	0,8199127	0,2060441	0,1516225	0,9816020	0,6210314	0,6400573	0,3776175	0,3955130	0,9101491	0,9838420	0,6420715	0,9275589	0,8122221	0,8027203	0,7242347	0,2742845	0,9276831	0,9003586	0,8421220	0,0497516	0,1432649	0,1207378	0,8848092	0,7595264	0,2078076	0,8096677	0,7493762	0,9479518	0,4912103	0,5230589	0,5664231
120	0,3430950	0,8169266	0,1914589	0,1503643	0,9815130	0,6210314	0,6400573	0,3781461	0,3955130	0,9327040	0,9837279	0,6415992	0,9274611	0,8202541	0,8119118	0,7430716	0,2989228	0,9296679	0,9141118	0,8529566	0,0513599	0,1530368	0,1272195	0,8907910	0,7940682	0,2097935	0,8096677	0,7494684	0,9480497	0,5119886	0,5230474	0,5572451
140	0,3575170	0,8157261	0,1841351	0,1491790	0,9814201	0,6210314	0,6400573	0,3785570	0,3955130	0,9485336	0,9836418	0,6410615	0,9273349	0,8287357	0,8198159	0,7610656	0,3165138	0,9314584	0,9249603	0,8625155	0,0544850	0,1654551	0,1322301	0,8949922	0,8257286	0,2123127	0,8096677	0,7495647	0,9481522	0,5321654	0,5230372	0,5498033
160	0,3709435	0,8152518	0,1806656	0,1481044	0,9813314	0,6210314	0,6400573	0,3788614	0,3955130	0,9594689	0,9835803	0,6405126	0,9271940	0,8370357	0,8261784	0,7771941	0,3288775	0,9329833	0,9333159	0,8704688	0,0577493	0,1783548	0,1356936	0,8978745	0,8529057	0,2152264	0,8096677	0,7496544	0,9482481	0,5505332	0,5230287	0,5440186
180	0,3830823	0,8150666	0,1791243	0,1471516	0,9812521	0,6210314	0,6400573	0,3790803	0,3955130	0,9669450	0,9835379	0,6399948	0,9270511	0,8447181	0,8310651	0,7909952	0,3374790	0,9342302	0,9396352	0,8768181	0,0605463	0,1904509	0,1378090	0,8998177	0,8751581	0,2183744	0,8096677	0,7497316	0,9483309	0,5664881	0,5230220	0,5396606
200	0,3938642	0,8149948	0,1784950	0,1463176	0,9811847	0,6210314	0,6400573	0,3792351	0,3955130	0,9720205	0,9835091	0,6395343	0,9269159	0,8515352	0,8346918	0,8023964	0,3434227	0,9352199	0,9443460	0,8817353	0,0627095	0,2011168	0,1388764	0,9011103	0,8927464	0,2216046	0,8096677	0,7497940	0,9483982	0,5798655	0,5230168	0,5364546
220	0,4033371	0,8149671	0,1782709	0,1455928	0,9811296	0,6210314	0,6400573	0,3793435	0,3955130	0,9754499	0,9834898	0,6391427	0,9267944	0,8573891	0,8373157	0,8115594	0,3475111	0,9359879	0,9478169	0,8854568	0,0642788	0,2101456	0,1391964	0,9019609	0,9062758	0,2247909	0,8096677	0,7498423	0,9484505	0,5907781	0,5230130	0,5341394
240	0,4116031	0,8149565	0,1782127	0,1449655	0,9810859	0,6210314	0,6400573	0,3794190	0,3955130	0,9777593	0,9834768	0,6388211	0,9266894	0,8622859	0,8391780	0,8187627	0,3503146	0,9365734	0,9503494	0,8882232	0,0653679	0,2175709	0,1390235	0,9025157	0,9164631	0,2278388	0,8096677	0,7498783	0,9484898	0,5994877	0,5230101	0,5324917
260	0,4187840	0,8149524	0,1782140	0,1444240	0,9810520	0,6210314	0,6400573	0,3794715	0,3955130	0,9793110	0,9834681	0,6385641	0,9266015	0,8662958	0,8404804	0,8243239	0,3522330	0,9370137	0,9521820	0,8902508	0,0660994	0,2235481	0,1385538	0,9028749	0,9240039	0,2306850	0,8096677	0,7499044	0,9485185	0,6063173	0,5230080	0,5313328
280	0,4250034	0,8149509	0,1782312	0,1439569	0,9810262	0,6210314	0,6400573	0,3795079	0,3955130	0,9803518	0,9834621	0,6383632	0,9265295	0,8695219	0,8413811	0,8285533	0,3535437	0,9373410	0,9534988	0,8917197	0,0665785	0,2282815	0,1379277	0,9031059	0,9295090	0,2332928	0,8096677	0,7499230	0,9485391	0,6115951	0,5230065	0,5305255
300	0,4303785	0,8149503	0,1782484	0,1435544	0,9810069	0,6210314	0,6400573	0,3795332	0,3955130	0,9810491	0,9834579	0,6382088	0,9264719	0,8720791	0,8419985	0,8317289	0,3544384	0,9375821	0,9544391	0,8927739	0,0668859	0,2319819	0,1372402	0,9032538	0,9334823	0,2356463	0,8096677	0,7499360	0,9485536	0,6156243	0,5230055	0,5299676
320	0,4350167	0,8149501	0,1782614	0,1432077	0,9809927	0,6210314	0,6400573	0,3795507	0,3955130	0,9815160	0,9834550	0,6380920	0,9264265	0,8740807	0,8424189	0,8340876	0,3550487	0,9377582	0,9551071	0,8935246	0,0670800	0,2348451	0,1365518	0,9033479	0,9363233	0,2377450	0,8096677	0,7499450	0,9485638	0,6186688	0,5230047	0,5295847
340	0,4390141	0,8149500	0,1782700	0,1429090	0,9809822	0,6210314	0,6400573	0,3795628	0,3955130	0,9818283	0,9834530	0,6380046	0,9263912	0,8756304	0,8427036	0,8358230	0,3554648	0,9378860	0,9555793	0,8940556	0,0672010	0,2370419	0,1358984	0,9034075	0,9383386	0,2395985	0,8096677	0,7499512	0,9485708	0,6209491	0,5230042	0,5293234
360	0,4424558	0,8149499	0,1782753	0,1426518	0,9809747	0,6210314	0,6400573	0,3795712	0,3955130	0,9820371	0,9834515	0,6379398	0,9263641	0,8768189	0,8428957	0,8370895	0,3557484	0,9379783	0,9559117	0,8944290	0,0672755	0,2387157	0,1352989	0,9034451	0,9397587	0,2412231	0,8096677	0,7499554	0,9485757	0,6226441	0,5230038	0,5291460
380	0,4454169	0,8149499	0,1782784	0,1424302	0,9809692	0,6210314	0,6400573	0,3795770	0,3955130	0,9821767	0,9834504	0,6378922	0,9263435	0,8777229	0,8430249	0,8380069	0,3559416	0,9380446	0,9561448	0,8946904	0,0673210	0,2399836	0,1347614	0,9034688	0,9407538	0,2426382	0,8096677	0,7499582	0,9485790	0,6238958	0,5230036	0,5290260
400	0,4479627	0,8149499	0,1782802	0,1422393	0,9809653	0,6210314	0,6400573	0,3795810	0,3955130	0,9822700	0,9834496	0,6378576	0,9263279	0,8784054	0,8431115	0,8386674	0,3560732	0,9380919	0,9563077	0,8948726	0,0673485	0,2409393	0,1342871	0,9034836	0,9414476	0,2438650	0,8096677	0,7499601	0,9485812	0,6248148	0,5230034	0,5289451
420	0,4501503	0,8149499	0,1782812	0,1420750	0,9809625	0,6210314	0,6400573	0,3795838	0,3955130	0,9823324	0,9834490	0,6378324	0,9263163	0,8789174	0,8431695	0,8391401	0,3561629	0,9381257	0,9564212	0,8949991	0,0673651	0,2416567	0,1338731	0,9034929	0,9419294	0,2449245	0,8096677	0,7499614	0,9485828	0,6254861	0,5230033	0,5288908
440	0,4520292	0,8149499	0,1782817	0,1419334	0,9809605	0,6210314	0,6400573	0,3795857	0,3955130	0,9823740	0,9834486	0,6378143	0,9263076	0,8792992	0,8432082	0,8394767	0,3562240	0,9381497	0,9565001	0,8950867	0,0673750	0,2421932	0,1335148	0,9034986	0,9422628	0,2458368	0,8096677	0,7499623	0,9485838	0,6259743	0,5230032	0,5288545
460	0,4536423	0,8149499	0,1782819	0,1418114	0,9809591	0,6210314	0,6400573	0,3795870	0,3955130	0,9824019	0,9834483	0,6378013	0,9263012	0,8795823	0,8432341	0,8397153	0,3562656	0,9381666	0,9565547	0,8951471	0,0673809	0,2425931	0,1332063	0,9035022	0,9424926	0,2466204	0,8096677	0,7499629	0,9485845	0,6263279	0,5230032	0,5288302
480	0,4550267	0,8149499	0,1782821	0,1417064	0,9809581	0,6210314	0,6400573	0,3795879	0,3955130	0,9824204	0,9834480	0,6377920	0,9262965	0,8797914	0,8432513	0,8398837	0,3562939	0,9381786	0,9565925	0,8951887	0,0673844	0,2428904	0,1329418	0,9035044	0,9426507	0,2472925	0,8096677	0,7499633	0,9485850	0,6265830	0,5230031	0,5288141
500	0,4562146	0,8149499	0,1782821	0,1416159	0,9809574	0,6210314	0,6400573	0,3795885	0,3955130	0,9824329	0,9834478	0,6377854	0,9262931	0,8799451	0,8432628	0,8400022	0,3563132	0,9381870	0,9566185	0,8952173	0,0673865	0,2431109	0,1327156	0,9035057	0,9427591	0,2478680	0,8096677	0,7499635	0,9485854	0,6267666	0,5230031	0,5288033
520	0,4572335	0,8149499	0,1782821	0,1415380	0,9809569	0,6210314	0,6400573	0,3795890	0,3955130	0,9824411	0,9834477	0,6377807	0,9262906	0,8800576	0,8432705	0,8400852	0,3563264	0,9381929	0,9566364	0,8952368	0,0673877	0,2432741	0,1325224	0,9035066	0,9428333	0,2483604	0,8096677	0,7499637	0,9485856	0,6268983	0,5230031	0,5287962
540	0,4581074	0,8149499	0,1782822	0,1414708	0,9809566	0,6210314	0,6400573	0,3795893	0,3955130	0,9824467	0,9834476	0,6377774	0,9262888	0,8801397	0,8432756	0,8401431	0,3563353	0,9381971	0,9566488	0,8952502	0,0673884	0,2433946	0,1323577	0,9035071	0,9428840	0,2487814	0,8096677	0,7499638	0,9485857	0,6269925	0,5230031	0,5287915
560	0,4588567	0,8149499	0,1782822	0,1414130	0,9809563	0,6210314	0,6400573	0,3795895	0,3955130	0,9824504	0,9834476	0,6377750	0,9262875	0,8801993	0,8432790	0,8401835	0,3563414	0,9382000	0,9566572	0,8952594	0,0673889	0,2434835	0,1322173	0,9035074	0,9429186	0,2491412	0,8096677	0,7499639	0,9485858	0,6270598	0,5230031	0,5287883
580	0,4587608	0,8716558	0,2510889	0,1414089	0,9809581	0,6210314	0,6400573	0,3795815	0,3955130	0,9634578	0,9834597	0,6377735	0,9262863	0,8801688	0,8430984	0,8399982	0,3266403	0,9381830	0,9502825	0,8952191	0,1136632	0,2530390	0,1316146	0,8966544	0,9421171	0,2494177	0,8096677	0,7499639	0,9485859	0,6269402	0,5230038	0,5324528
600	0,4541668	0,9353284	0,3614984	0,1417220	0,9809711	0,6210314	0,6400573	0,3795115	0,3955130	0,9281971	0,9835404	0,6377762	0,9262843	0,8794463	0,8415099	0,8380683	0,2720176	0,9380046	0,9371520	0,8947492	0,1761895	0,2638781	0,1280523	0,8837190	0,9337905	0,2494431	0,8096677	0,7499631	0,9485850	0,6253146	0,5230088	0,5412939
620	0,4446771	0,9710638	0,4407496	0,1424527	0,9809961	0,6210314	0,6400573	0,3793416	0,3955130	0,8923347	0,9836835	0,6377986	0,9262833	0,8773174	0,8377058	0,8330086	0,2185614	0,9375293	0,9223118	0,8933702	0,2019996	0,2632027	0,1212642	0,8708121	0,9120393	0,2491174	0,8096677	0,7499579	0,9485796	0,6207313	0,5230185	0,5527180
640	0,4324331	0,9878068	0,4832938	0,1434727	0,9810296	0,6210314	0,6400573	0,3790833	0,3955130	0,8606362	0,9838423	0,6378636	0,9262889	0,8735445	0,8320660	0,8246656	0,1744730	0,9367420	0,9079048	0,8908410	0,1982071	0,2546143	0,1130461	0,8600649	0,8792039	0,2484262	0,8096677	0,7499437	0,9485650	0,6128016	0,5230306	0,5645210
660	0,4193311	0,9950372	0,5011375	0,1446184	0,9810694	0,6210314	0,6400573	0,3787692	0,3955130	0,8339451	0,9839831	0,6379895	0,9263073	0,8683308	0,8254500	0,8137084	0,1408163	0,9357086	0,8947623	0,8871707	0,1817021	0,2424344	0,1050657	0,8518608	0,8415753	0,2473795	0,8096677	0,7499176	0,9485380	0,6019999	0,5230428	0,5752776
680	0,4065142	0,9980234	0,5061387	0,1457710	0,9811145	0,6210314	0,6400573	0,3784323	0,3955130	0,8118433	0,9840926	0,6381823	0,9263421	0,8621110	0,8186534	0,8011186	0,1161790	0,9345221	0,8831294	0,8825397	0,1630343	0,2294259	0,0982737	0,8459085	0,8047869	0,2460042	0,8096677	0,7498796	0,9484984	0,5892024	0,5230538	0,5843304
700	0,3945455	0,9992238	0,5058638	0,1468625	0,9811640	0,6210314	0,6400573	0,3780970	0,3955130	0,7936159	0,9841705	0,6384361	0,9263941	0,8553688	0,8122151	0,7878544	0,0985892	0,9332707	0,8729962	0,8772144	0,1468946	0,2171196	0,0930120	0,8417299	0,7722802	0,2443443	0,8096677	0,7498321	0,9484488	0,5753420	0,5230630	0,5915483
720	0,3836408	0,9996981	0,5041400	0,1478614	0,9812161	0,6210314	0,6400573	0,3777788	0,3955130	0,7785693	0,9842224	0,6387369	0,9264612	0,8485297	0,8064209	0,7746895	0,0862265	0,9320240	0,8642490	0,8714800	0,1346179	0,2062405	0,0892525	0,8388620	0,7454705	0,2424558	0,8096677	0,7497785	0,9483926	0,5612242	0,5230703	0,5970856
740	0,3738326	0,9998833	0,5025088	0,1487580	0,9812693	0,6210314	0,6400573	0,3774860	0,3955130	0,7661150	0,9842552	0,6390675	0,9265399	0,8419166	0,8013738	0,7621691	0,0776257	0,9308304	0,8567391	0,8655975	0,1259854	0,1970300	0,0867896	0,8369245	0,7244155	0,2404005	0,8096677	0,7497225	0,9483334	0,5474602	0,5230760	0,6012146
760	0,3650666	0,9999551	0,5013832	0,1495539	0,9813217	0,6210314	0,6400573	0,3772221	0,3955130	0,7557752	0,9842749	0,6394114	0,9266260	0,8357455	0,7970669	0,7506288	0,0716825	0,9297198	0,8503135	0,8597822	0,1202365	0,1894609	0,0853618	0,8356298	0,7084561	0,2382393	0,8096677	0,7496670	0,9482745	0,5344652	0,5230802	0,6042275
780	0,3572542	0,9999828	0,5007300	0,1502559	0,9813721	0,6210314	0,6400573	0,3769874	0,3955130	0,7471667	0,9842864	0,6397544	0,9267157	0,8301400	0,7934372	0,7402373	0,0675943	0,9287081	0,8448281	0,8541964	0,1165564	0,1833741	0,0847158	0,8347707	0,6966681	0,2360275	0,8096677	0,7496140	0,9482179	0,5224886	0,5230833	0,6063893
800	0,3502980	0,9999934	0,5004002	0,1508731	0,9814195	0,6210314	0,6400573	0,3767808	0,3955130	0,7399823	0,9842927	0,6400857	0,9268056	0,8251526	0,7904001	0,7310439	0,0647907	0,9278009	0,8401530	0,8489519	0,1142684	0,1785584	0,0846340	0,8342028	0,6881236	0,2338126	0,8096677	0,7495648	0,9481651	0,5116516	0,5230856	0,6079198
820	0,3441039	0,9999975	0,5002566	0,1514145	0,9814631	0,6210314	0,6400573	0,3766002	0,3955130	0,7339742	0,9842961	0,6403977	0,9268930	0,8207859	0,7878681	0,7230183	0,0628720	0,9269972	0,8361731	0,8441172	0,1128753	0,1747965	0,0849423	0,8338274	0,6820140	0,2316332	0,8096677	0,7495202	0,9481170	0,5019841	0,5230872	0,6089917
840	0,3385854	0,9999990	0,5002063	0,1518890	0,9815028	0,6210314	0,6400573	0,3764433	0,3955130	0,7289414	0,9842979	0,6406860	0,9269759	0,8170103	0,7857604	0,7160829	0,0615609	0,9262917	0,8327883	0,8397260	0,1120388	0,1718873	0,0855078	0,8335785	0,6776883	0,2295188	0,8096677	0,7494803	0,9480738	0,4934550	0,5230884	0,6097357
860	0,3336652	0,9999996	0,5001960	0,1523044	0,9815383	0,6210314	0,6400573	0,3763076	0,3955130	0,7247199	0,9842989	0,6409482	0,9270533	0,8137773	0,7840060	0,7101356	0,0606658	0,9256770	0,8299120	0,8357858	0,1115407	0,1696560	0,0862321	0,8334125	0,6746475	0,2274913	0,8096677	0,7494451	0,9480355	0,4859956	0,5230892	0,6102483
880	0,3292750	0,9999999	0,5001996	0,1526682	0,9815699	0,6210314	0,6400573	0,3761906	0,3955130	0,7211748	0,9842995	0,6411838	0,9271242	0,8110299	0,7825447	0,7050649	0,0600550	0,9251444	0,8274693	0,8322853	0,1112452	0,1679560	0,0870446	0,8333007	0,6725212	0,2255654	0,8096677	0,7494143	0,9480018	0,4795167	0,5230898	0,6105992
900	0,3253546	0,9999999	0,5002057	0,1529865	0,9815978	0,6210314	0,6400573	0,3760901	0,3955130	0,7181949	0,9843000	0,6413933	0,9271885	0,8087086	0,7813261	0,7007602	0,0596385	0,9246852	0,8253963	0,8292012	0,1110699	0,1666684	0,0878958	0,8332242	0,6710406	0,2237505	0,8096677	0,7493874	0,9479724	0,4739202	0,5230902	0,6108382
920	0,3218514	1,0000000	0,5002106	0,1532650	0,9816221	0,6210314	0,6400573	0,3760039	0,3955130	0,7156884	0,9843005	0,6415782	0,9272462	0,8067560	0,7803086	0,6971174	0,0593544	0,9242907	0,8236378	0,8265024	0,1109656	0,1656977	0,0887517	0,8331711	0,6700130	0,2220513	0,8096677	0,7493642	0,9479469	0,4691073	0,5230904	0,6110002
940	0,3187187	1,0000000	0,5002136	0,1535088	0,9816433	0,6210314	0,6400573	0,3759302	0,3955130	0,7135785	0,9843009	0,6417401	0,9272975	0,8051189	0,7794580	0,6940416	0,0591608	0,9239528	0,8221470	0,8241544	0,1109035	0,1649690	0,0895897	0,8331334	0,6693019	0,2204690	0,8096677	0,7493443	0,9479248	0,4649826	0,5230906	0,6111095
960	0,3159158	1,0000000	0,5002153	0,1537220	0,9816617	0,6210314	0,6400573	0,3758673	0,3955130	0,7118017	0,9843014	0,6418812	0,9273428	0,8037494	0,7787459	0,6914486	0,0590288	0,9236641	0,8208836	0,8221213	0,1108663	0,1644239	0,0903952	0,8331060	0,6688111	0,2190024	0,8096677	0,7493271	0,9479059	0,4614579	0,5230907	0,6111831
980	0,3134066	1,0000000	0,5002160	0,1539086	0,9816776	0,6210314	0,6400573	0,3758137	0,3955130	0,7103047	0,9843020	0,6420036	0,9273824	0,8026057	0,7781492	0,6892649	0,0589388	0,9234179	0,8198133	0,8203679	0,1108441	0,1640175	0,0911595	0,8330857	0,6684732	0,2176483	0,8096677	0,7493124	0,9478896	0,4584527	0,5230908	0,6112324
1000	0,3111592	1,0000000	0,5002163	0,1540718	0,9816912	0,6210314	0,6400573	0,3757681	0,3955130	0,7090430	0,9843025	0,6421094	0,9274171	0,8016513	0,7776485	0,6874271	0,0588774	0,9232083	0,8189071	0,8188608	0,1108307	0,1637153	0,0918776	0,8330703	0,6682411	0,2164020	0,8096677	0,7492998	0,9478756	0,4558952	0,5230909	0,6112654
1020	0,3091455	1,0000000	0,5002164	0,1542146	0,9817029	0,6210314	0,6400573	0,3757293	0,3955130	0,7079792	0,9843030	0,6422004	0,9274472	0,8008555	0,7772281	0,6858809	0,0588355	0,9230302	0,8181400	0,8175689	0,1108227	0,1634911	0,0925475	0,8330584	0,6680820	0,2152584	0,8096677	0,7492891	0,9478637	0,4537219	0,5230909	0,6112874
1040	0,3073404	1,0000000	0,5002164	0,1543395	0,9817129	0,6210314	0,6400573	0,3756964	0,3955130	0,7070821	0,9843035	0,6422786	0,9274732	0,8001918	0,7768748	0,6845802	0,0588069	0,9228789	0,8174908	0,8164643	0,1108179	0,1633252	0,0931689	0,8330490	0,6679731	0,2142113	0,8096677	0,7492800	0,9478536	0,4518772	0,5230910	0,6113021
1060	0,3057218	1,0000000	0,5002164	0,1544487	0,9817215	0,6210314	0,6400573	0,3756684	0,3955130	0,7063254	0,9843039	0,6423455	0,9274956	0,7996383	0,7765777	0,6834859	0,0587874	0,9227505	0,8169416	0,8155216	0,1108150	0,1632026	0,0937427	0,8330414	0,6678989	0,2132547	0,8096677	0,7492723	0,9478449	0,4503131	0,5230910	0,6113118
1080	0,3042699	1,0000000	0,5002163	0,1545443	0,9817288	0,6210314	0,6400573	0,3756447	0,3955130	0,7056870	0,9843043	0,6424027	0,9275150	0,7991764	0,7763276	0,6825653	0,0587741	0,9226417	0,8164771	0,8147185	0,1108133	0,1631123	0,0942707	0,8330353	0,6678483	0,2123824	0,8096677	0,7492657	0,9478376	0,4489879	0,5230910	0,6113182
1100	0,3029673	1,0000000	0,5002163	0,1546279	0,9817350	0,6210314	0,6400573	0,3756246	0,3955130	0,7051484	0,9843047	0,6424516	0,9275315	0,7987909	0,7761171	0,6817905	0,0587650	0,9225496	0,8160842	0,8140351	0,1108123	0,1630457	0,0947551	0,8330302	0,6678138	0,2115880	0,8096677	0,7492601	0,9478313	0,4478658	0,5230910	0,6113225

0	0,2935006	1,0000000	0,5002163	0,1551229	0,9817716	0,6210314	0,6400573	0,3755086	0,3955130	0,7020779	0,9843074	0,6427402	0,9276313	0,7966949	0,7749254	0,6774241	0,0587449	0,9220179	0,8138291	0,8100403	0,1108108	0,1628631	0,0985862	0,8330028	0,6677415	0,2054770	0,8096677	0,7492276	0,9477949	0,4414087	0,5230910	0,6113308
20	0,2932945	1,0000000	0,4368819	0,1551339	0,9817727	0,5899596	0,6400573	0,3755095	0,3955130	0,7021017	0,9859383	0,6754532	0,9276196	0,7966283	0,7226425	0,6774575	0,0810278	0,9220221	0,8138467	0,8245588	0,1033494	0,1628823	0,0986759	0,8330030	0,6683575	0,2053371	0,8096677	0,7492279	0,9568164	0,4414590	0,5230910	0,6214454
40	0,2931092	1,0000000	0,3313889	0,1551436	0,9817868	0,5267014	0,6400573	0,3755101	0,3955130	0,7021219	0,9889160	0,7333375	0,9274895	0,7957518	0,6430107	0,6774857	0,1219994	0,9220257	0,8138616	0,8521279	0,0927690	0,1633210	0,0987569	0,8330033	0,6746611	0,2052111	0,8096677	0,7492282	0,9707549	0,4415016	0,5230910	0,6416780
60	0,2929425	1,0000000	0,2402959	0,1551521	0,9818303	0,4586096	0,6400573	0,3755097	0,3955130	0,7021394	0,9917936	0,7864609	0,9270167	0,7930492	0,5804689	0,6775096	0,1620896	0,9220292	0,8138745	0,8798867	0,0922770	0,1675226	0,0988299	0,8330039	0,6924420	0,2050977	0,8096677	0,7492289	0,9818836	0,4415380	0,5230910	0,6632163
80	0,2927927	1,0000000	0,1750602	0,1551595	0,9819149	0,3980303	0,6400573	0,3755070	0,3955130	0,7021555	0,9941266	0,8265950	0,9259081	0,7879757	0,5395960	0,6775300	0,1951500	0,9220336	0,8138864	0,9032433	0,1065674	0,1834230	0,0988956	0,8330056	0,7222650	0,2049955	0,8096677	0,7492309	0,9892819	0,4415701	0,5230910	0,6823653
100	0,2926581	1,0000000	0,1323868	0,1551660	0,9820462	0,3492225	0,6400573	0,3755005	0,3955130	0,7021717	0,9958689	0,8540921	0,9239174	0,7806099	0,5151345	0,6775477	0,2203851	0,9220402	0,8138983	0,9212782	0,1292292	0,2098161	0,0989549	0,8330093	0,7599405	0,2049034	0,8096677	0,7492350	0,9937892	0,4416000	0,5230910	0,6979728
120	0,2925369	1,0000000	0,1059208	0,1551716	0,9822219	0,3123815	0,6400573	0,3754890	0,3955130	0,7021891	0,9971103	0,8718594	0,9210355	0,7715046	0,5012392	0,6775635	0,2388559	0,9220501	0,8139114	0,9345228	0,1522498	0,2399575	0,0990083	0,8330160	0,7999395	0,2048206	0,8096677	0,7492418	0,9963986	0,4416299	0,5230910	0,7100572
140	0,2924280	1,0000000	0,0900709	0,1551766	0,9824318	0,2859146	0,6400573	0,3754719	0,3955130	0,7022087	0,9979681	0,8829077	0,9175468	0,7614370	0,4936223	0,6775782	0,2520419	0,9220646	0,8139268	0,9439374	0,1715425	0,2693256	0,0990564	0,8330262	0,8379014	0,2047460	0,8096677	0,7492517	0,9978599	0,4416618	0,5230910	0,7191019
160	0,2923301	1,0000000	0,0808110	0,1551809	0,9826593	0,2676720	0,6400573	0,3754494	0,3955130	0,7022309	0,9985483	0,8895959	0,9138717	0,7511832	0,4895630	0,6775926	0,2613085	0,9220840	0,8139452	0,9504795	0,1861409	0,2956935	0,0990997	0,8330403	0,8713206	0,2046788	0,8096677	0,7492643	0,9986594	0,4416971	0,5230910	0,7257107
180	0,2922421	1,0000000	0,0755006	0,1551847	0,9828861	0,2555616	0,6400573	0,3754228	0,3955130	0,7022554	0,9989346	0,8935647	0,9103800	0,7413768	0,4874570	0,6776071	0,2677547	0,9221084	0,8139668	0,9549516	0,1965294	0,3182316	0,0991387	0,8330579	0,8992375	0,2046184	0,8096677	0,7492790	0,9990893	0,4417367	0,5230910	0,7304540
200	0,2921629	1,0000000	0,0724994	0,1551880	0,9830962	0,2478109	0,6400573	0,3753937	0,3955130	0,7022815	0,9991886	0,8958836	0,9073040	0,7324518	0,4863991	0,6776223	0,2722087	0,9221368	0,8139912	0,9579717	0,2036299	0,3368763	0,0991738	0,8330781	0,9216875	0,2045640	0,8096677	0,7492948	0,9993176	0,4417804	0,5230910	0,7338113
220	0,2920917	1,0000000	0,0708233	0,1551909	0,9832791	0,2430360	0,6400573	0,3753642	0,3955130	0,7023080	0,9993541	0,8972223	0,9047422	0,7246476	0,4858926	0,6776382	0,2752721	0,9221680	0,8140176	0,9599926	0,2083479	0,3519457	0,0992055	0,8330998	0,9392322	0,2045150	0,8096677	0,7493105	0,9994375	0,4418274	0,5230910	0,7361617
240	0,2920277	1,0000000	0,0698965	0,1551934	0,9834301	0,2402179	0,6400573	0,3753361	0,3955130	0,7023338	0,9994611	0,8979885	0,9026976	0,7180449	0,4856699	0,6776547	0,2773726	0,9222003	0,8140450	0,9613356	0,2114185	0,3639158	0,0992339	0,8331216	0,9526429	0,2044710	0,8096677	0,7493250	0,9995001	0,4418763	0,5230910	0,7377924
260	0,2919701	1,0000000	0,0693886	0,1551957	0,9835491	0,2386397	0,6400573	0,3753108	0,3955130	0,7023579	0,9995298	0,8984253	0,9011199	0,7126113	0,4855890	0,6776716	0,2788098	0,9222322	0,8140724	0,9622237	0,2133854	0,3732972	0,0992596	0,8331425	0,9627142	0,2044314	0,8096677	0,7493378	0,9995325	0,4419256	0,5230910	0,7389153
280	0,2919183	1,0000000	0,0691122	0,1551976	0,9836394	0,2378170	0,6400573	0,3752892	0,3955130	0,7023798	0,9995737	0,8986752	0,8999351	0,7082442	0,4855756	0,6776885	0,2797917	0,9222624	0,8140987	0,9628088	0,2146299	0,3805719	0,0992826	0,8331616	0,9701700	0,2043957	0,8096677	0,7493484	0,9995492	0,4419737	0,5230910	0,7396838
