"Time"	lldR	arcA	betI	xylR	gadX	torR	rutR	gadW	nemR	gadE	gadA	hdeB	yhiD	hdeA	gadC	cadA	cadB	gadB	mdtE	mdtF	betB	betT	lldD	gadY	betA	lldP	nemA	slp	dctR	hdeD	rutD	rutA
560	0,1205905	1,0000000	0,5002163	0,1552090	0,5696144	0,6210314	0,6400573	0,4564317	0,3761406	0,6820088	0,9677870	0,7460046	0,8153436	0,6898415	0,7667581	0,6253424	0,1587704	0,9438782	0,9794754	0,7369933	0,1108108	0,1628629	0,2162479	0,7609026	0,6677415	0,1120047	0,8310869	0,6680978	0,9118912	0,7013551	0,6021648	0,6113308
580	0,1246994	1,0000000	0,5002163	0,1552093	0,6225901	0,6210314	0,6400573	0,4557164	0,3791267	0,6749499	0,9678248	0,7147234	0,8155692	0,6921762	0,7345134	0,6251812	0,1487802	0,9215642	0,9555599	0,7367557	0,1108108	0,1628629	0,2193179	0,7612574	0,6677415	0,1102354	0,8310034	0,6691352	0,9122820	0,6628717	0,5963879	0,6113308
600	0,1348121	1,0000000	0,5002163	0,1552095	0,7119260	0,6210314	0,6400573	0,4502700	0,3844024	0,6657429	0,9682054	0,6608614	0,8180293	0,6983755	0,6909196	0,6265107	0,1304103	0,8889819	0,9114021	0,7381309	0,1108108	0,1628629	0,2206644	0,7643491	0,6677415	0,1091613	0,8302331	0,6767244	0,9153003	0,5926673	0,5846709	0,6113308
620	0,1468628	1,0000000	0,5002163	0,1552097	0,7915284	0,6210314	0,6400573	0,4392566	0,3890682	0,6620597	0,9691071	0,6148751	0,8243563	0,7072106	0,6674608	0,6294595	0,1124363	0,8686825	0,8704179	0,7420745	0,1108108	0,1628629	0,2188960	0,7712811	0,6677415	0,1093936	0,8283178	0,6908446	0,9212935	0,5279712	0,5720021	0,6113308
640	0,1591185	1,0000000	0,5002163	0,1552099	0,8516353	0,6210314	0,6400573	0,4257545	0,3923122	0,6637486	0,9704853	0,5854379	0,8342324	0,7175464	0,6650853	0,6333053	0,0976151	0,8618373	0,8399063	0,7481947	0,1108108	0,1628629	0,2138316	0,7807416	0,6677415	0,1111944	0,8254543	0,7066186	0,9283920	0,4796131	0,5605557	0,6113308
660	0,1708679	1,0000000	0,5002163	0,1552101	0,8940381	0,6210314	0,6400573	0,4128090	0,3942336	0,6684081	0,9721993	0,5718416	0,8462878	0,7283591	0,6760813	0,6375288	0,0863032	0,8638784	0,8199051	0,7555415	0,1108108	0,1628629	0,2061675	0,7908778	0,6677415	0,1144800	0,8221765	0,7203590	0,9348607	0,4474018	0,5510710	0,6113308
680	0,1818445	1,0000000	0,5002163	0,1552102	0,9230336	0,6210314	0,6400573	0,4020238	0,3952107	0,6739858	0,9740713	0,5700560	0,8590544	0,7388741	0,6928498	0,6418764	0,0780244	0,8704620	0,8081588	0,7632222	0,1108108	0,1628629	0,1968988	0,8003296	0,6677415	0,1189640	0,8190034	0,7307237	0,9398761	0,4279727	0,5436022	0,6113308
700	0,1919737	1,0000000	0,5002163	0,1552103	0,9425765	0,6210314	0,6400573	0,3937883	0,3956167	0,6793051	0,9759308	0,5756168	0,8713947	0,7485902	0,7103461	0,6462037	0,0721152	0,8786817	0,8021713	0,7706091	0,1108108	0,1628629	0,1869536	0,8084010	0,6677415	0,1242879	0,8162729	0,7378492	0,9433416	0,4176792	0,5379147	0,6113308
720	0,2012624	1,0000000	0,5002163	0,1552104	0,9556624	0,6210314	0,6400573	0,3878446	0,3957256	0,6838725	0,9776473	0,5848449	0,8825877	0,7572365	0,7259650	0,6503913	0,0679630	0,8868836	0,7998795	0,7773364	0,1108108	0,1628629	0,1770427	0,8148966	0,6677415	0,1301036	0,8141236	0,7424429	0,9455233	0,4134653	0,5336851	0,6113308
740	0,2097507	1,0000000	0,5002163	0,1552105	0,9643992	0,6210314	0,6400573	0,3837112	0,3957065	0,6875868	0,9791432	0,5951769	0,8922725	0,7647120	0,7387513	0,6543307	0,0650752	0,8942567	0,7997763	0,7832347	0,1108108	0,1628629	0,1676381	0,8199099	0,6677415	0,1361155	0,8125482	0,7452700	0,9467849	0,4130268	0,5305944	0,6113308
760	0,2174905	1,0000000	0,5002163	0,1552106	0,9702241	0,6210314	0,6400573	0,3809060	0,3956496	0,6905262	0,9803884	0,6050673	0,9003512	0,7710296	0,7486642	0,6579351	0,0630802	0,9004950	0,8008426	0,7882649	0,1108108	0,1628629	0,1590097	0,8236638	0,6677415	0,1420939	0,8114602	0,7469513	0,9474524	0,4147385	0,5283663	0,6113308
780	0,2245371	1,0000000	0,5002163	0,1552106	0,9741041	0,6210314	0,6400573	0,3790320	0,3955949	0,6928267	0,9813876	0,6137373	0,9068963	0,7762708	0,7560756	0,6611495	0,0617085	0,9055687	0,8024313	0,7924665	0,1108108	0,1628629	0,1512774	0,8264121	0,6677415	0,1478734	0,8107464	0,7479268	0,9477682	0,4175152	0,5267771	0,6113308
800	0,2309449	1,0000000	0,5002163	0,1552107	0,9766866	0,6210314	0,6400573	0,3777929	0,3955552	0,6946252	0,9821658	0,6209129	0,9120739	0,7805539	0,7614813	0,6639521	0,0607681	0,9095830	0,8041570	0,7959209	0,1108108	0,1628629	0,1444611	0,8283904	0,6677415	0,1533447	0,8102985	0,7484830	0,9478923	0,4206722	0,5256533	0,6113308
820	0,2367658	1,0000000	0,5002163	0,1552108	0,9784038	0,6210314	0,6400573	0,3769791	0,3955309	0,6960379	0,9827575	0,6266145	0,9160898	0,7840105	0,7653586	0,6663495	0,0601249	0,9126957	0,8058086	0,7987275	0,1108108	0,1628629	0,1385193	0,8297960	0,6677415	0,1584426	0,8100283	0,7487970	0,9479217	0,4238058	0,5248643	0,6113308
840	0,2420489	1,0000000	0,5002163	0,1552108	0,9795446	0,6210314	0,6400573	0,3764472	0,3955181	0,6971562	0,9831984	0,6310089	0,9191534	0,7867714	0,7681099	0,6683687	0,0596855	0,9150733	0,8072843	0,8009883	0,1108108	0,1628629	0,1333780	0,8307848	0,6677415	0,1631357	0,8098707	0,7489738	0,9479101	0,4266993	0,5243137	0,6113308
860	0,2468400	1,0000000	0,5002163	0,1552108	0,9803015	0,6210314	0,6400573	0,3761010	0,3955125	0,6980493	0,9835216	0,6343167	0,9214581	0,7889581	0,7700503	0,6700484	0,0593857	0,9168685	0,8085482	0,8027986	0,1108108	0,1628629	0,1289493	0,8314749	0,6677415	0,1674165	0,8097814	0,7490736	0,9478851	0,4292558	0,5239312	0,6113308
880	0,2511817	1,0000000	0,5002163	0,1552109	0,9808031	0,6210314	0,6400573	0,3758768	0,3955107	0,6987689	0,9837552	0,6367600	0,9231713	0,7906783	0,7714159	0,6714328	0,0591814	0,9182120	0,8096009	0,8042431	0,1108108	0,1628629	0,1251431	0,8319536	0,6677415	0,1712941	0,8097317	0,7491308	0,9478594	0,4314496	0,5236668	0,6113308
900	0,2551134	1,0000000	0,5002163	0,1552109	0,9811351	0,6210314	0,6400573	0,3757324	0,3955107	0,6993534	0,9839222	0,6385371	0,9244315	0,7920241	0,7723781	0,6725661	0,0590421	0,9192109	0,8104611	0,8053939	0,1108108	0,1628629	0,1218739	0,8322839	0,6677415	0,1747881	0,8097043	0,7491641	0,9478378	0,4332953	0,5234846	0,6113308
920	0,2586716	1,0000000	0,5002163	0,1552109	0,9813544	0,6210314	0,6400573	0,3756402	0,3955113	0,6998315	0,9840404	0,6398131	0,9253503	0,7930728	0,7730587	0,6734897	0,0589472	0,9199498	0,8111549	0,8063109	0,1108108	0,1628629	0,1190643	0,8325111	0,6677415	0,1779239	0,8096892	0,7491842	0,9478215	0,4348269	0,5233594	0,6113308
940	0,2618900	1,0000000	0,5002163	0,1552110	0,9814992	0,6210314	0,6400573	0,3755820	0,3955119	0,7002249	0,9841233	0,6407192	0,9260148	0,7938876	0,7735435	0,6742404	0,0588826	0,9204946	0,8117097	0,8070428	0,1108108	0,1628629	0,1166461	0,8326668	0,6677415	0,1807303	0,8096807	0,7491967	0,9478099	0,4360861	0,5232737	0,6113308
960	0,2647994	1,0000000	0,5002163	0,1552110	0,9815945	0,6210314	0,6400573	0,3755459	0,3955124	0,7005504	0,9841811	0,6413564	0,9264921	0,7945195	0,7738918	0,6748499	0,0588386	0,9208952	0,8121512	0,8076285	0,1108108	0,1628629	0,1145602	0,8327732	0,6677415	0,1832367	0,8096758	0,7492048	0,9478022	0,4371152	0,5232152	0,6113308
980	0,2674282	1,0000000	0,5002163	0,1552110	0,9816570	0,6210314	0,6400573	0,3755240	0,3955127	0,7008207	0,9842211	0,6418005	0,9268325	0,7950093	0,7741447	0,6753450	0,0588086	0,9211897	0,8125015	0,8080989	0,1108108	0,1628629	0,1127567	0,8328459	0,6677415	0,1854722	0,8096728	0,7492104	0,9477973	0,4379531	0,5231753	0,6113308
1000	0,2698025	1,0000000	0,5002163	0,1552110	0,9816980	0,6210314	0,6400573	0,3755113	0,3955129	0,7010459	0,9842487	0,6421075	0,9270740	0,7953890	0,7743307	0,6757475	0,0587883	0,9214060	0,8127795	0,8084782	0,1108108	0,1628629	0,1111928	0,8328955	0,6677415	0,1874642	0,8096709	0,7492143	0,9477943	0,4386341	0,5231481	0,6113308
1020	0,2719460	1,0000000	0,5002163	0,1552110	0,9817247	0,6210314	0,6400573	0,3755043	0,3955130	0,7012342	0,9842676	0,6423180	0,9272444	0,7956838	0,7744693	0,6760755	0,0587744	0,9215652	0,8130002	0,8087854	0,1108108	0,1628629	0,1098331	0,8329294	0,6677415	0,1892385	0,8096698	0,7492172	0,9477927	0,4391874	0,5231297	0,6113308
1040	0,2738805	1,0000000	0,5002163	0,1552110	0,9817420	0,6210314	0,6400573	0,3755009	0,3955130	0,7013918	0,9842805	0,6424611	0,9273639	0,7959130	0,7745739	0,6763434	0,0587650	0,9216826	0,8131760	0,8090353	0,1108108	0,1628629	0,1086475	0,8329524	0,6677415	0,1908186	0,8096690	0,7492194	0,9477920	0,4396373	0,5231171	0,6113308
1060	0,2756257	1,0000000	0,5002163	0,1552110	0,9817532	0,6210314	0,6400573	0,3754997	0,3955130	0,7015240	0,9842893	0,6425575	0,9274473	0,7960917	0,7746541	0,6765629	0,0587585	0,9217694	0,8133164	0,8092395	0,1108108	0,1628629	0,1076108	0,8329682	0,6677415	0,1922259	0,8096685	0,7492212	0,9477918	0,4400036	0,5231087	0,6113308
1080	0,2771997	1,0000000	0,5002163	0,1552111	0,9817603	0,6210314	0,6400573	0,3754998	0,3955130	0,7016351	0,9842952	0,6426219	0,9275052	0,7962315	0,7747163	0,6767432	0,0587542	0,9218339	0,8134290	0,8094071	0,1108108	0,1628629	0,1067020	0,8329790	0,6677415	0,1934795	0,8096682	0,7492225	0,9477920	0,4403026	0,5231029	0,6113308
1100	0,2786189	1,0000000	0,5002163	0,1552111	0,9817647	0,6210314	0,6400573	0,3755007	0,3955130	0,7017285	0,9842992	0,6426643	0,9275451	0,7963414	0,7747652	0,6768918	0,0587512	0,9218821	0,8135198	0,8095452	0,1108108	0,1628629	0,1059035	0,8329864	0,6677415	0,1945966	0,8096680	0,7492237	0,9477923	0,4405472	0,5230990	0,6113308

0	0,2935006	1,0000000	0,5002163	0,1551229	0,9817716	0,6210314	0,6400573	0,3755086	0,3955130	0,7020779	0,9843074	0,6427402	0,9276313	0,7966949	0,7749254	0,6774241	0,0587449	0,9220179	0,8138291	0,8100403	0,1108108	0,1628631	0,0985862	0,8330028	0,6677415	0,2054770	0,8096677	0,7492276	0,9477949	0,4414087	0,5230910	0,6113308
20	0,2932945	1,0000000	0,5002163	0,1551339	0,9839067	0,6210314	0,6400573	0,3343671	0,3955130	0,7015222	0,9628603	0,6440259	0,9279853	0,7967139	0,7753990	0,6952357	0,0587449	0,9222263	0,8138055	0,8251901	0,1108108	0,1628630	0,0907784	0,8328695	0,6243540	0,2053371	0,8096677	0,7488711	0,9550201	0,4414618	0,5374979	0,6111984
40	0,2931092	1,0000000	0,5002163	0,1551436	0,9876589	0,6210314	0,6400573	0,2758573	0,3955130	0,6965123	0,9245340	0,6539710	0,9311158	0,7967393	0,7786317	0,7305457	0,0587449	0,9239082	0,8133616	0,8535286	0,1108108	0,1628630	0,0752374	0,8317723	0,5350240	0,2052111	0,8096677	0,7461592	0,9647844	0,4414334	0,5667130	0,6109334
60	0,2929425	1,0000000	0,5002163	0,1551521	0,9911769	0,6210314	0,6400573	0,2336969	0,3955130	0,6845979	0,8887042	0,6737712	0,9379040	0,7966818	0,7842454	0,7676786	0,0587448	0,9275695	0,8118733	0,8812246	0,1108108	0,1628630	0,0588872	0,8293732	0,4368416	0,2050977	0,8096677	0,7407136	0,9692610	0,4408188	0,5983001	0,6106514
80	0,2927927	1,0000000	0,5002163	0,1551595	0,9939376	0,6210314	0,6400573	0,2088556	0,3955130	0,6673703	0,8607267	0,6974653	0,9463685	0,7963651	0,7897891	0,8000598	0,0587445	0,9323734	0,8088928	0,9034104	0,1108108	0,1628629	0,0445361	0,8261974	0,3466925	0,2049955	0,8096677	0,7341395	0,9677339	0,4387429	0,6268387	0,6104007
100	0,2926581	1,0000000	0,5002163	0,1551660	0,9959233	0,6210314	0,6400573	0,1957381	0,3955130	0,6479993	0,8406265	0,7197849	0,9545867	0,7956469	0,7935879	0,8256514	0,0587437	0,9372780	0,8044016	0,9191960	0,1108108	0,1628629	0,0329938	0,8229199	0,2708128	0,2049034	0,8096677	0,7280128	0,9625097	0,4344478	0,6504863	0,6101963
120	0,2925369	1,0000000	0,5002163	0,1551716	0,9972811	0,6210314	0,6400573	0,1892795	0,3955130	0,6291763	0,8268473	0,7382507	0,9616078	0,7944962	0,7952393	0,8445634	0,0587424	0,9416127	0,7987528	0,9292759	0,1108108	0,1628629	0,0241781	0,8199933	0,2101463	0,2048206	0,8096677	0,7231253	0,9562521	0,4276544	0,6691077	0,6100381
140	0,2924280	1,0000000	0,5002163	0,1551766	0,9981803	0,6210314	0,6400573	0,1862029	0,3955130	0,6124574	0,8176738	0,7523799	0,9671786	0,7929872	0,7951136	0,8577985	0,0587407	0,9451061	0,7924490	0,9348566	0,1108108	0,1628629	0,0176708	0,8176125	0,1632659	0,2047460	0,8096677	0,7196078	0,9506531	0,4186121	0,6832878	0,6099197
160	0,2923301	1,0000000	0,5002163	0,1551809	0,9987633	0,6210314	0,6400573	0,1847062	0,3955130	0,5984239	0,8116834	0,7626569	0,9713952	0,7912510	0,7938342	0,8666028	0,0587388	0,9477465	0,7859636	0,9371851	0,1108108	0,1628629	0,0129827	0,8157959	0,1279045	0,2046788	0,8096677	0,7172521	0,9463512	0,4079352	0,6938331	0,6098332
180	0,2922421	1,0000000	0,5002163	0,1551847	0,9991358	0,6210314	0,6400573	0,1839064	0,3955130	0,5870575	0,8078224	0,7698786	0,9744854	0,7894265	0,7919778	0,8721521	0,0587367	0,9496491	0,7796623	0,9373472	0,1108108	0,1628629	0,0096661	0,8144717	0,1017098	0,2046184	0,8096677	0,7157526	0,9433384	0,3963815	0,7015387	0,6097711
200	0,2921629	1,0000000	0,5002163	0,1551880	0,9993715	0,6210314	0,6400573	0,1834101	0,3955130	0,5780545	0,8053558	0,7748333	0,9766981	0,7876309	0,7899631	0,8754246	0,0587346	0,9509693	0,7737913	0,9361981	0,1108108	0,1628629	0,0073525	0,8135379	0,0825757	0,2045640	0,8096677	0,7148300	0,9413464	0,3846724	0,7070938	0,6097271
220	0,2920917	1,0000000	0,5002163	0,1551909	0,9995197	0,6210314	0,6400573	0,1830559	0,3955130	0,5710208	0,8037889	0,7781771	0,9782554	0,7859476	0,7880445	0,8771739	0,0587327	0,9518570	0,7684937	0,9343600	0,1108108	0,1628629	0,0057568	0,8128949	0,0687547	0,2045150	0,8096677	0,7142726	0,9400703	0,3733892	0,7110560	0,6096963
240	0,2920277	1,0000000	0,5002163	0,1551934	0,9996124	0,6210314	0,6400573	0,1827814	0,3955130	0,5655710	0,8027970	0,7804091	0,9793369	0,7844272	0,7863488	0,8779496	0,0587309	0,9524370	0,7638332	0,9322551	0,1108108	0,1628629	0,0046663	0,8124594	0,0588624	0,2044710	0,8096677	0,7139370	0,9392609	0,3629367	0,7138577	0,6096750
260	0,2919701	1,0000000	0,5002163	0,1551957	0,9996703	0,6210314	0,6400573	0,1825622	0,3955130	0,5613692	0,8021700	0,7818891	0,9800801	0,7830930	0,7849193	0,8781348	0,0587294	0,9528054	0,7598168	0,9301484	0,1108108	0,1628629	0,0039268	0,8121673	0,0518356	0,2044314	0,8096677	0,7137324	0,9387429	0,3535522	0,7158248	0,6096603
280	0,2919183	1,0000000	0,5002163	0,1551976	0,9997065	0,6210314	0,6400573	0,1823866	0,3955130	0,5581390	0,8017735	0,7828674	0,9805866	0,7819485	0,7837515	0,8779867	0,0587280	0,9530322	0,7564139	0,9281913	0,1108108	0,1628629	0,0034286	0,8119724	0,0468764	0,2043957	0,8096677	0,7136042	0,9384031	0,3453358	0,7171977	0,6096502
300	0,2918718	1,0000000	0,5002163	0,1551993	0,9997291	0,6210314	0,6400573	0,1822470	0,3955130	0,5556599	0,8015223	0,7835137	0,9809295	0,7809845	0,7828174	0,8776707	0,0587269	0,9531663	0,7535720	0,9264573	0,1108108	0,1628629	0,0030949	0,8118424	0,0433955	0,2043636	0,8096677	0,7135209	0,9381727	0,3382874	0,7181512	0,6096434
320	0,2918299	1,0000000	0,5002163	0,1552008	0,9997433	0,6210314	0,6400573	0,1821371	0,3955130	0,5537592	0,8013625	0,7839416	0,9811602	0,7801844	0,7820811	0,8772893	0,0587259	0,9532413	0,7512273	0,9249707	0,1108108	0,1628629	0,0028726	0,8117553	0,0409638	0,2043347	0,8096677	0,7134644	0,9380108	0,3323411	0,7188105	0,6096387
340	0,2917922	1,0000000	0,5002163	0,1552021	0,9997522	0,6210314	0,6400573	0,1820513	0,3955130	0,5523027	0,8012605	0,7842259	0,9813146	0,7795285	0,7815063	0,8769020	0,0587252	0,9532794	0,7493127	0,9237263	0,1108108	0,1628629	0,0027251	0,8116965	0,0392723	0,2043088	0,8096677	0,7134247	0,9378934	0,3273936	0,7192648	0,6096356
360	0,2917584	1,0000000	0,5002163	0,1552032	0,9997578	0,6210314	0,6400573	0,1819847	0,3955130	0,5511872	0,8011948	0,7844158	0,9814176	0,7789961	0,7810606	0,8765411	0,0587245	0,9532951	0,7477632	0,9227032	0,1108108	0,1628629	0,0026277	0,8116564	0,0380998	0,2042854	0,8096677	0,7133958	0,9378061	0,3233242	0,7195767	0,6096335
380	0,2917279	1,0000000	0,5002163	0,1552042	0,9997614	0,6210314	0,6400573	0,1819332	0,3955130	0,5503330	0,8011522	0,7845435	0,9814859	0,7785675	0,7807165	0,8762216	0,0587240	0,9532980	0,7465188	0,9218737	0,1108108	0,1628629	0,0025636	0,8116288	0,0372898	0,2042644	0,8096677	0,7133742	0,9377402	0,3200092	0,7197904	0,6096321
400	0,2917005	1,0000000	0,5002163	0,1552051	0,9997637	0,6210314	0,6400573	0,1818936	0,3955130	0,5496791	0,8011243	0,7846301	0,9815310	0,7782249	0,7804517	0,8759482	0,0587236	0,9532939	0,7455259	0,9212084	0,1108108	0,1628629	0,0025216	0,8116094	0,0367318	0,2042455	0,8096677	0,7133579	0,9376898	0,3173306	0,7199364	0,6096311
420	0,2916759	1,0000000	0,5002163	0,1552058	0,9997652	0,6210314	0,6400573	0,1818631	0,3955130	0,5491785	0,8011058	0,7846892	0,9815608	0,7779527	0,7802483	0,8757197	0,0587233	0,9532864	0,7447381	0,9206794	0,1108108	0,1628629	0,0024942	0,8115957	0,0363484	0,2042285	0,8096677	0,7133455	0,9376512	0,3151813	0,7200359	0,6096305
440	0,2916538	1,0000000	0,5002163	0,1552065	0,9997661	0,6210314	0,6400573	0,1818397	0,3955130	0,5487954	0,8010934	0,7847300	0,9815803	0,7777375	0,7800923	0,8755321	0,0587231	0,9532777	0,7441163	0,9202617	0,1108108	0,1628629	0,0024764	0,8115858	0,0360856	0,2042132	0,8096677	0,7133360	0,9376214	0,3134667	0,7201036	0,6096301
460	0,2916338	1,0000000	0,5002163	0,1552071	0,9997667	0,6210314	0,6400573	0,1818218	0,3955130	0,5485022	0,8010850	0,7847584	0,9815930	0,7775681	0,7799727	0,8753802	0,0587229	0,9532689	0,7436275	0,9199338	0,1108108	0,1628629	0,0024649	0,8115786	0,0359059	0,2041994	0,8096677	0,7133286	0,9375985	0,3121060	0,7201496	0,6096298
480	0,2916159	1,0000000	0,5002163	0,1552076	0,9997672	0,6210314	0,6400573	0,1818081	0,3955130	0,5482779	0,8010792	0,7847783	0,9816012	0,7774353	0,7798811	0,8752585	0,0587227	0,9532608	0,7432446	0,9196774	0,1108108	0,1628629	0,0024576	0,8115733	0,0357832	0,2041870	0,8096677	0,7133230	0,9375808	0,3110308	0,7201808	0,6096296
500	0,2915998	1,0000000	0,5002163	0,1552080	0,9997674	0,6210314	0,6400573	0,1817975	0,3955130	0,5481062	0,8010751	0,7847924	0,9816066	0,7773314	0,7798110	0,8751617	0,0587226	0,9532537	0,7429458	0,9194778	0,1108108	0,1628629	0,0024529	0,8115694	0,0356996	0,2041759	0,8096677	0,7133186	0,9375672	0,3101844	0,7202020	0,6096295
520	0,2915853	1,0000000	0,5002163	0,1552084	0,9997676	0,6210314	0,6400573	0,1817895	0,3955130	0,5479748	0,8010723	0,7848025	0,9816100	0,7772504	0,7797573	0,8750853	0,0587225	0,9532476	0,7427131	0,9193229	0,1108108	0,1628629	0,0024499	0,8115665	0,0356427	0,2041659	0,8096677	0,7133153	0,9375568	0,3095203	0,7202163	0,6096294
540	0,2915723	1,0000000	0,5002163	0,1552087	0,9997678	0,6210314	0,6400573	0,1817833	0,3955130	0,5478743	0,8010702	0,7848098	0,9816121	0,7771874	0,7797162	0,8750254	0,0587224	0,9532424	0,7425324	0,9192029	0,1108108	0,1628629	0,0024481	0,8115643	0,0356041	0,2041569	0,8096677	0,7133127	0,9375488	0,3090008	0,7202259	0,6096293
560	0,2915606	1,0000000	0,5002163	0,1552090	0,9997679	0,6210314	0,6400573	0,1817786	0,3955130	0,5477973	0,8010688	0,7848151	0,9816135	0,7771385	0,7796847	0,8749785	0,0587223	0,9532382	0,7423923	0,9191101	0,1108108	0,1628629	0,0024470	0,8115626	0,0355779	0,2041488	0,8096677	0,7133107	0,9375426	0,3085954	0,7202325	0,6096293
580	0,2915500	1,0000000	0,5002163	0,1552093	0,9995660	0,6210314	0,6400573	0,2233176	0,3955130	0,5481990	0,8226103	0,7845249	0,9815736	0,7771005	0,7794936	0,8529720	0,0587223	0,9530471	0,7424651	0,8905333	0,1108108	0,1628629	0,0103826	0,8116489	0,0789476	0,2041415	0,8096677	0,7136416	0,9186003	0,3082825	0,7058300	0,6097617
600	0,2915406	1,0000000	0,5002163	0,1552095	0,9988609	0,6210314	0,6400573	0,2808791	0,3955130	0,5520501	0,8615366	0,7812658	0,9809394	0,7770754	0,7779954	0,8093576	0,0587223	0,9513414	0,7437015	0,8389077	0,1108108	0,1628629	0,0260757	0,8124491	0,1682657	0,2041349	0,8096677	0,7162195	0,9015737	0,3081495	0,6766179	0,6100266
620	0,2915320	1,0000000	0,5002163	0,1552097	0,9973814	0,6210314	0,6400573	0,3212038	0,3955130	0,5609813	0,8982581	0,7715877	0,9784117	0,7770862	0,7745192	0,7635650	0,0587224	0,9472696	0,7463486	0,7921020	0,1108108	0,1628629	0,0425668	0,8144142	0,2664399	0,2041290	0,8096677	0,7214927	0,9016809	0,3086452	0,6450328	0,6103086
640	0,2915244	1,0000000	0,5002163	0,1552099	0,9951813	0,6210314	0,6400573	0,3447394	0,3955130	0,5737219	0,9269034	0,7554757	0,9734155	0,7771761	0,7698853	0,7238105	0,0587228	0,9415951	0,7500534	0,7588414	0,1108108	0,1628629	0,0570351	0,8172796	0,3565836	0,2041237	0,8096677	0,7279472	0,9107094	0,3104547	0,6164955	0,6105593
660	0,2915175	1,0000000	0,5002163	0,1552101	0,9926482	0,6210314	0,6400573	0,3574952	0,3955130	0,5881936	0,9472511	0,7359755	0,9667582	0,7773916	0,7654233	0,6927138	0,0587235	0,9356291	0,7544692	0,7391419	0,1108108	0,1628629	0,0686693	0,8204665	0,4324596	0,2041189	0,8096677	0,7340291	0,9212610	0,3141005	0,5928488	0,6107637
680	0,2915113	1,0000000	0,5002163	0,1552102	0,9901972	0,6210314	0,6400573	0,3642747	0,3955130	0,6027401	0,9609322	0,7164689	0,9596520	0,7777683	0,7620468	0,6702329	0,0587246	0,9303370	0,7593288	0,7301156	0,1108108	0,1628629	0,0775548	0,8234772	0,4931235	0,2041147	0,8096677	0,7389300	0,9300876	0,3197192	0,5742280	0,6109219
700	0,2915057	1,0000000	0,5002163	0,1552103	0,9880865	0,6210314	0,6400573	0,3679644	0,3955130	0,6163752	0,9698133	0,6991609	0,9529982	0,7783246	0,7600513	0,6551940	0,0587260	0,9261509	0,7644100	0,7285244	0,1108108	0,1628629	0,0841137	0,8260320	0,5400023	0,2041108	0,8096677	0,7424947	0,9364670	0,3270817	0,5600484	0,6110403
720	0,2915007	1,0000000	0,5002163	0,1552104	0,9864054	0,6210314	0,6400573	0,3700984	0,3955130	0,6286439	0,9754424	0,6849595	0,9472594	0,7790598	0,7593102	0,6460759	0,0587276	0,9231156	0,7695203	0,7316553	0,1108108	0,1628629	0,0888395	0,8280437	0,5753625	0,2041073	0,8096677	0,7449112	0,9407135	0,3357349	0,5495033	0,6111269
740	0,2914962	1,0000000	0,5002163	0,1552105	0,9851339	0,6210314	0,6400573	0,3714384	0,3955130	0,6394217	0,9789498	0,6738967	0,9425694	0,7799559	0,7595179	0,6413935	0,0587293	0,9210781	0,7744988	0,7374902	0,1108108	0,1628629	0,0921835	0,8295449	0,6015565	0,2041042	0,8096677	0,7464719	0,9433999	0,3451513	0,5417979	0,6111890
760	0,2914921	1,0000000	0,5002163	0,1552106	0,9842033	0,6210314	0,6400573	0,3723507	0,3955130	0,6487590	0,9811065	0,6655696	0,9388735	0,7809829	0,7603502	0,6398643	0,0587310	0,9198211	0,7792226	0,7446310	0,1108108	0,1628629	0,0945169	0,8306216	0,6206901	0,2041014	0,8096677	0,7474489	0,9450470	0,3548373	0,5362429	0,6112329
780	0,2914885	1,0000000	0,5002163	0,1552106	0,9835353	0,6210314	0,6400573	0,3730119	0,3955130	0,6567838	0,9824181	0,6594379	0,9360327	0,7821040	0,7615373	0,6404584	0,0587327	0,9191336	0,7836076	0,7521627	0,1108108	0,1628629	0,0961270	0,8313721	0,6345107	0,2040989	0,8096677	0,7480509	0,9460406	0,3643891	0,5322808	0,6112637
800	0,2914852	1,0000000	0,5002163	0,1552107	0,9830602	0,6210314	0,6400573	0,3735110	0,3955130	0,6636484	0,9832077	0,6549811	0,9338859	0,7832807	0,7628828	0,6423916	0,0587342	0,9188396	0,7876052	0,7595213	0,1108108	0,1628629	0,0972280	0,8318846	0,6444028	0,2040966	0,8096677	0,7484214	0,9466385	0,3735107	0,5294792	0,6112851
820	0,2914822	1,0000000	0,5002163	0,1552108	0,9827226	0,6210314	0,6400573	0,3738971	0,3955130	0,6695040	0,9836782	0,6517622	0,9322822	0,7844768	0,7642565	0,6450913	0,0587356	0,9188041	0,7911959	0,7663867	0,1108108	0,1628629	0,0979753	0,8322301	0,6514294	0,2040946	0,8096677	0,7486528	0,9470022	0,3820085	0,5275121	0,6112998
840	0,2914796	1,0000000	0,5002163	0,1552108	0,9824820	0,6210314	0,6400573	0,3742001	0,3955130	0,6744896	0,9839556	0,6494406	0,9310927	0,7856608	0,7655786	0,6481559	0,0587369	0,9189291	0,7943826	0,7726012	0,1108108	0,1628629	0,0984793	0,8324616	0,6563886	0,2040927	0,8096677	0,7488013	0,9472286	0,3897734	0,5261392	0,6113098
