melR	crp	rhaR	rhaS	feaR	malI	zraR	mtlR	rbsR	prpR	rbsK	rhaB	malY	rbsB	prpB	prpE	rhaA	melA	prpD	rbsD	malX	rbsA	melB	zraS	rhaD	prpC	rbsC	rhaT	mtlD	mtlA	ychH	agp
0,4858165	0,5491774	0,4863214	0,6172386	0,6470076	0,1735786	0,5519113	0,4225078	0,6251689	0,6694255	0,1287746	0,7954354	0,1507854	0,2621203	0,6243982	0,8149246	0,2631598	0,4800191	0,6624652	0,1835460	0,6562648	0,3379360	0,3256501	0,7383012	0,5009073	0,6803396	0,3278616	0,5395615	0,3254824	0,5753668	0,6543557	0,4247477
