lldR	arcA	betI	xylR	gadX	torR	rutR	gadW	nemR	gadE	gadA	hdeB	yhiD	hdeA	gadC	cadA	cadB	gadB	mdtE	mdtF	betB	betT	lldD	gadY	betA	lldP	nemA	slp	dctR	hdeD	rutD	rutA	Time	Experiment
0	1	0	0	1	0	0	0	0	0	1	1	1	0	0	0	1	0	1	1	1	0	0	0	1	0	1	0	0	1	0	1	60	6
0	1	0	0	0	0	1	0	0	0	1	1	1	0	0	0	1	1	1	1	1	1	0	1	1	1	1	0	1	0	0	1	80	6
0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	1	100	6
0	1	0	0	1	0	1	1	0	0	0	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	0	1	120	6
0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	0	1	0	1	0	0	0	0	1	140	6
0	1	0	0	1	0	0	1	0	0	0	1	1	0	0	0	1	1	0	1	1	1	0	0	1	0	1	0	1	0	0	1	160	6
0	1	0	0	0	0	1	0	0	0	1	1	1	1	0	0	1	1	1	1	1	1	0	1	1	0	1	0	1	0	0	1	180	6
0	1	0	0	1	0	1	1	0	0	1	1	1	0	0	0	1	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	200	6
0	1	0	0	1	0	0	1	1	0	1	1	1	0	0	0	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	220	6
0	1	0	0	1	0	0	1	1	0	1	1	0	0	0	0	1	1	0	1	1	1	0	1	1	0	1	0	0	0	0	1	240	6
0	1	0	0	1	0	0	1	0	1	1	1	1	0	0	1	1	1	1	1	1	1	0	1	1	1	1	1	0	0	0	1	260	6
0	1	0	0	1	0	1	1	0	0	1	1	0	1	0	0	1	0	1	1	1	1	0	1	1	0	1	1	1	0	0	1	280	6
0	1	0	0	1	0	1	1	0	1	1	1	0	0	0	0	1	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1	300	6
0	1	0	0	1	0	0	1	0	0	1	1	0	0	0	1	1	0	0	1	1	1	0	0	1	0	1	1	1	0	0	1	320	6
0	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	1	340	6
0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	1	1	1	1	0	1	0	0	1	360	6
0	1	0	0	1	0	1	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	1	0	1	0	0	0	0	1	380	6
0	1	0	0	1	0	1	0	0	0	1	1	1	0	0	0	1	1	0	0	1	1	0	1	1	0	1	0	0	0	0	1	400	6
0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	1	1	1	0	1	1	1	0	1	1	0	1	0	0	0	0	1	420	6
0	1	0	0	1	0	0	0	1	0	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1	0	1	0	1	0	1	1	440	6
0	1	0	0	0	0	0	0	0	0	1	1	0	0	0	1	1	0	0	1	1	1	0	1	1	0	1	0	1	0	0	1	460	6
0	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	1	0	1	1	0	0	1	0	1	0	1	0	0	1	480	6
0	1	0	0	1	0	1	0	0	0	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1	0	1	0	1	0	0	1	500	6
0	1	0	0	1	0	1	1	0	0	1	1	0	0	0	0	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	520	6
0	1	0	0	1	0	1	0	0	0	1	1	1	0	0	0	1	0	0	1	1	1	0	1	1	0	1	1	0	0	0	1	540	6
0	1	0	0	1	0	1	1	0	0	1	1	1	0	0	0	1	0	1	1	1	1	0	1	1	1	1	1	1	0	0	1	560	6
0	1	0	0	1	0	0	0	1	0	1	1	1	0	0	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	1	580	6
0	1	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	1	0	0	0	1	600	6
0	1	1	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	1	1	1	0	0	1	0	1	1	1	0	1	1	620	6
0	1	1	0	1	1	1	0	0	0	0	0	1	0	1	0	0	0	1	1	1	1	0	1	1	0	1	0	1	0	0	1	640	6
0	1	1	0	1	1	0	1	0	0	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	0	1	1	0	0	1	1	660	6
0	1	1	0	1	1	0	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	680	6
0	1	1	0	0	1	0	1	1	0	1	0	0	1	0	0	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	1	700	6
0	1	1	0	1	1	0	1	1	1	1	1	0	0	1	0	0	0	1	1	1	0	0	0	1	0	1	1	0	0	0	1	720	6
0	1	1	0	0	1	0	1	0	1	1	0	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	0	1	740	6
0	1	1	0	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	1	760	6
0	1	1	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	0	780	6
0	1	1	0	1	1	1	0	1	0	1	0	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	1	0	0	1	800	6
0	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	0	0	0	0	820	6
0	1	1	0	1	1	0	0	0	0	1	0	0	0	1	0	0	0	1	1	1	0	0	1	1	0	1	0	0	0	0	1	840	6
0	1	1	0	1	1	1	1	0	1	1	0	0	0	0	0	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	1	860	6
0	1	1	0	0	1	0	1	1	0	1	0	1	1	1	0	0	1	1	0	1	0	0	0	1	0	1	1	0	0	0	1	880	6
0	1	1	0	1	1	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	0	900	6
0	1	1	0	1	1	0	1	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	1	920	6
0	1	1	0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	0	1	940	6
0	1	1	0	0	1	1	1	0	0	1	0	1	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	0	0	0	1	960	6
0	1	1	0	1	1	1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	1	1	0	1	1	1	0	0	1	980	6
0	1	1	0	1	1	0	0	0	0	1	1	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	1	1	0	0	1	1000	6
0	1	1	0	1	1	0	1	0	1	1	0	1	0	1	0	0	0	0	1	1	0	0	0	1	0	1	1	1	0	0	1	1020	6
0	1	1	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	1	1	0	0	1	0	1	1	1	0	0	1	1040	6
0	1	1	0	0	1	0	1	1	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	1	0	1	1	0	0	1	1	1060	6
0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	0	0	1	1	1080	6
1	1	1	0	1	1	0	1	0	0	1	0	1	0	1	0	0	1	0	1	1	1	0	1	1	0	1	0	1	1	0	0	1100	6
0	1	1	0	1	1	0	1	1	0	0	0	1	0	1	0	0	1	1	0	1	1	0	0	1	1	1	0	1	0	0	1	0	7
0	1	1	0	1	1	1	0	1	1	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	20	7
0	1	1	0	0	1	0	0	0	1	1	0	1	1	1	0	0	1	1	0	1	1	0	0	1	0	1	1	0	0	0	1	40	7
0	1	1	0	1	1	0	0	0	1	1	0	0	0	0	0	0	1	1	0	1	1	0	1	1	0	1	1	1	0	0	0	60	7
0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	0	0	80	7
0	1	1	1	1	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	1	1	0	0	1	0	1	0	1	0	0	0	100	7
1	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	1	0	1	0	0	0	0	0	120	7
0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0	0	1	1	1	0	0	0	1	0	1	1	1	0	0	0	140	7
0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	160	7
0	1	1	1	1	1	1	0	1	1	0	1	0	1	1	1	0	1	1	1	0	0	0	0	1	0	1	0	0	1	0	0	180	7
1	1	1	1	1	1	0	0	0	1	1	1	0	1	1	1	0	1	1	1	1	0	0	0	1	0	1	0	0	1	0	0	200	7
0	1	1	1	0	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	1	0	0	1	0	1	0	0	1	0	0	220	7
0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	0	0	240	7
0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	0	0	260	7
0	1	1	1	1	1	0	0	1	1	1	1	0	1	1	0	0	1	1	0	1	0	0	1	1	0	1	0	0	0	0	0	280	7
0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	0	1	0	1	1	0	1	0	0	0	0	1	300	7
0	1	1	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	1	0	1	0	0	0	1	0	1	1	0	1	0	0	320	7
0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	1	0	1	1	0	0	1	0	1	1	0	1	0	0	1	0	0	340	7
0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	360	7
0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	1	0	1	0	0	1	0	0	380	7
0	1	1	1	1	1	1	0	0	1	1	1	1	0	0	1	0	1	1	1	0	0	0	1	1	0	1	0	0	1	0	0	400	7
0	1	1	1	1	1	0	0	0	1	1	1	1	1	1	1	0	1	1	1	0	0	0	0	1	0	1	1	0	1	0	0	420	7
0	1	1	1	1	1	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	440	7
0	1	1	0	1	1	1	0	1	1	0	1	1	1	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	0	460	7
0	1	1	1	1	1	1	0	0	1	0	1	1	1	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	1	480	7
0	1	1	1	1	1	1	0	0	1	1	0	0	1	1	0	0	0	1	0	1	1	0	1	1	0	1	0	0	1	0	0	500	7
0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	0	1	1	1	0	0	0	1	0	1	0	0	1	0	0	520	7
0	1	1	1	1	1	1	0	0	1	0	0	1	1	1	1	0	1	1	1	0	0	0	0	1	0	1	0	0	1	0	1	540	7
0	1	1	1	1	1	0	0	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	0	1	0	1	0	1	1	0	0	560	7
0	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	580	7
0	1	1	0	1	1	1	1	0	0	0	1	1	0	1	0	0	0	1	1	0	1	0	0	1	0	1	0	0	1	1	1	600	7
0	1	1	1	0	1	1	1	0	0	1	0	0	1	0	1	0	0	1	1	1	0	0	0	1	0	1	0	0	1	1	0	620	7
0	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	1	640	7
0	1	1	0	0	1	0	1	0	0	1	0	1	0	1	1	0	0	0	1	0	0	0	0	1	0	1	1	1	0	1	1	660	7
0	1	1	0	1	1	0	1	0	0	1	0	0	1	1	0	0	1	1	1	0	1	0	0	1	0	1	1	0	0	0	1	680	7
0	1	1	0	1	1	0	1	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	0	0	700	7
0	1	1	0	1	1	1	1	0	1	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	0	1	0	1	0	0	1	720	7
0	1	1	0	1	1	0	0	1	1	0	0	0	1	1	0	0	1	1	1	0	0	0	1	1	0	1	0	0	1	0	1	740	7
0	1	1	0	1	1	1	0	1	1	1	0	0	1	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	760	7
0	1	1	0	1	1	1	0	0	0	1	1	1	0	1	0	0	1	1	0	0	1	0	1	1	0	1	1	0	0	0	1	780	7
0	1	1	0	1	1	0	1	1	0	0	0	0	1	1	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	0	1	800	7
0	1	1	0	1	1	0	0	1	1	1	1	1	1	0	0	0	1	0	0	0	1	0	1	1	0	1	0	1	0	0	0	820	7
0	1	1	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	0	0	1	1	0	1	0	1	0	0	1	840	7
0	1	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	0	0	0	1	0	1	1	0	0	0	1	860	7
0	1	1	0	1	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	880	7
0	1	1	0	1	1	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	1	900	7
0	1	1	0	1	1	1	1	0	1	0	0	1	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	0	0	0	920	7
0	1	1	0	1	1	0	1	0	0	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	1	1	0	0	0	1	940	7
0	1	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	0	960	7
0	1	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	0	0	1	0	1	0	1	0	0	1	980	7
0	1	1	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	1	1	1	1	0	1	0	0	1	1000	7
0	1	1	0	0	1	1	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	0	1	1020	7
0	1	1	0	1	1	1	1	0	0	1	0	1	1	1	0	0	1	1	0	0	0	0	1	1	0	1	1	1	0	0	1	1040	7
0	1	1	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	1	1060	7
0	1	1	0	0	1	0	0	0	1	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	0	1	1080	7
0	1	1	0	1	1	0	1	0	0	1	0	1	0	0	0	0	1	1	0	1	0	0	1	1	0	1	0	1	0	0	1	1100	7
0	1	1	0	1	1	0	1	0	0	1	1	1	0	1	0	0	1	0	1	1	1	0	1	1	0	1	0	0	0	0	1	0	8
0	1	1	0	1	1	1	0	0	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	20	8
0	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	1	0	1	0	1	0	1	0	40	8
0	1	1	1	1	1	0	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	60	8
0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1	80	8
0	1	1	1	1	1	0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	100	8
0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1	0	0	1	120	8
0	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	0	0	0	1	140	8
0	1	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	160	8
0	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	1	1	0	0	0	1	0	0	1	0	0	1	0	0	180	8
0	1	1	1	0	1	0	1	0	0	1	1	0	1	1	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	200	8
0	1	1	1	1	1	1	0	0	1	1	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	1	220	8
0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	1	1	1	0	1	0	0	0	1	1	0	1	0	0	1	240	8
0	1	1	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	1	1	0	0	0	0	0	0	1	1	1	0	0	1	260	8
0	1	1	1	0	1	1	0	0	0	1	1	1	1	1	1	0	0	1	0	0	1	0	0	0	0	1	0	1	0	0	1	280	8
0	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	1	300	8
0	1	1	1	1	1	1	1	1	0	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	1	320	8
0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	1	1	0	1	0	0	0	0	1	1	1	0	0	1	340	8
0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	0	0	0	1	1	0	0	0	0	0	1	1	1	1	0	1	1	360	8
0	1	1	1	1	1	0	0	0	1	1	1	0	1	1	0	0	1	1	1	0	1	0	0	0	0	1	1	0	0	0	1	380	8
0	1	1	1	1	1	1	0	0	1	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	0	1	1	1	0	0	1	400	8
0	1	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	0	0	1	420	8
0	1	1	1	1	1	0	0	0	0	1	1	1	0	1	0	0	0	0	1	0	0	0	0	0	0	1	1	1	0	0	1	440	8
0	1	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	460	8
0	1	1	1	0	1	1	1	0	1	0	1	1	1	1	0	0	0	1	1	0	1	0	1	0	0	1	0	0	0	0	0	480	8
0	1	1	1	0	1	0	1	0	0	1	1	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1	0	1	0	0	1	500	8
0	1	1	1	1	1	1	0	0	0	1	1	1	1	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	0	1	520	8
0	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	1	540	8
0	1	1	1	1	1	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	1	1	1	0	1	1	560	8
0	1	1	1	1	1	0	1	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	1	1	0	1	0	1	0	0	1	580	8
0	1	1	1	1	1	1	0	1	0	1	0	1	1	0	0	0	1	1	0	0	0	0	0	1	0	1	1	0	0	0	0	600	8
0	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	1	0	0	1	0	0	0	1	1	1	1	0	0	0	1	620	8
0	1	1	0	1	1	1	1	0	0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	640	8
0	1	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	660	8
0	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	0	0	1	1	0	0	0	0	1	1	1	1	1	0	0	0	680	8
0	1	1	0	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	0	700	8
0	1	1	0	0	1	0	0	1	0	0	0	0	1	1	0	0	1	0	1	1	0	0	1	1	0	1	0	1	0	0	1	720	8
0	1	1	0	1	1	0	1	1	0	0	0	1	0	1	0	0	1	1	1	0	1	0	1	1	0	1	0	1	0	0	1	740	8
0	1	1	0	0	1	0	1	0	1	1	0	1	1	1	0	0	0	1	1	1	1	0	1	1	0	1	1	0	0	1	0	760	8
0	1	1	0	0	1	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	1	780	8
0	1	1	0	1	1	0	0	0	0	1	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	1	800	8
0	1	1	0	1	1	0	1	0	0	1	1	1	1	0	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	1	820	8
0	1	1	0	1	1	0	0	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	0	0	1	840	8
1	1	1	0	0	1	0	1	1	0	0	0	0	1	0	0	0	0	1	1	1	0	0	1	1	0	1	0	1	0	0	1	860	8
0	1	1	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	0	1	880	8
0	1	1	0	0	1	1	1	1	0	0	0	0	1	1	0	0	0	1	1	0	1	0	1	1	0	1	0	1	0	0	0	900	8
0	1	1	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	1	920	8
0	1	1	0	1	1	0	1	0	1	0	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	1	0	0	0	1	940	8
0	1	1	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0	0	960	8
0	1	1	0	1	1	1	1	0	1	1	0	0	1	1	0	0	1	1	1	1	1	0	0	1	0	1	1	1	1	0	1	980	8
0	1	1	0	1	1	0	1	1	0	1	0	0	1	0	0	0	1	1	1	0	1	0	0	1	0	1	1	0	0	0	1	1000	8
0	1	1	0	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	0	1	0	0	0	1	0	1	1	1	0	0	1	1020	8
0	1	1	0	1	1	1	1	0	1	1	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	1	0	1	0	0	1	1040	8
0	1	1	0	1	1	1	0	1	1	0	0	1	0	0	0	0	1	1	0	1	0	0	0	1	1	1	1	1	0	0	1	1060	8
0	1	1	0	1	1	1	0	0	1	1	1	0	1	1	0	0	1	1	1	1	0	0	1	1	1	1	1	0	0	0	0	1080	8
0	1	1	0	0	1	1	0	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	0	1	0	1	0	1	0	0	1	1100	8
0	1	1	0	1	1	1	1	1	0	0	1	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	0	0	0	0	1	0	9
0	0	1	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0	0	1	20	9
1	0	1	0	1	1	0	1	1	0	1	0	1	1	1	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0	1	1	40	9
1	0	1	0	1	1	0	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	0	1	1	0	1	1	1	0	1	0	60	9
1	0	1	0	0	1	0	1	1	0	1	1	0	0	0	1	0	0	1	0	0	0	1	1	1	1	1	1	1	0	1	0	80	9
1	0	1	0	0	1	0	1	0	0	0	1	0	0	0	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	1	0	100	9
1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	1	1	1	1	1	1	0	0	0	0	120	9
1	0	1	0	0	1	0	1	1	0	0	1	0	1	1	1	1	1	0	1	0	0	1	1	1	1	1	1	1	0	1	0	140	9
1	0	1	0	0	1	0	1	1	1	0	0	1	1	0	1	1	1	0	1	0	0	1	1	1	1	1	1	0	0	1	0	160	9
1	0	1	0	0	1	0	1	0	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	1	1	0	1	0	180	9
1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	200	9
1	0	1	0	0	1	0	1	1	0	0	0	1	1	0	1	1	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	220	9
1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	1	0	0	1	0	240	9
1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0	260	9
1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1	1	1	1	1	0	0	0	1	0	280	9
1	0	1	0	0	1	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	0	0	0	300	9
1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	1	1	1	1	0	1	0	0	0	320	9
1	0	1	0	0	1	0	1	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	340	9
1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	360	9
1	0	1	0	0	1	0	1	1	1	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	1	1	1	0	0	0	0	380	9
1	0	1	0	0	1	0	1	1	0	0	0	1	0	0	1	1	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	400	9
1	0	1	0	0	1	0	1	1	0	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	420	9
1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	440	9
1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	0	0	0	0	460	9
1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	480	9
1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	500	9
1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	1	1	1	0	0	0	0	520	9
1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	0	1	0	0	0	540	9
1	0	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	1	0	0	0	0	0	560	9
1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	1	1	1	1	1	1	0	0	0	580	9
1	1	1	0	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0	1	0	0	0	600	9
1	1	1	0	1	1	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	0	0	0	1	620	9
1	1	1	0	1	1	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	1	640	9
1	1	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	1	1	1	1	0	1	0	1	1	660	9
1	1	1	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	0	1	680	9
1	1	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	1	1	1	0	1	0	0	0	700	9
0	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	0	1	720	9
0	1	1	0	0	1	1	1	0	0	1	0	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	1	0	0	0	1	740	9
