"Time"	fur	rcnR	metJ	metR	oxyR	purR	soxS	soxR	marR	marA	fumC	marB	sodA	rfaY	poxB	glyA	fpr	ahpF	ahpC	uof	pqiA	fhuF	rcnA	pqiB	rfaZ	metE	metA	metH	purA	mntH	nfo	inaA
560	1,0043940	0,2193260	0,1585820	0,6406197	0,2351740	0,1344295	0,4656423	0,0066190	0,6629807	0,7127264	0,0628456	0,1706398	0,8474656	0,6436785	0,6330140	0,1849366	0,5822144	0,5055410	1,0267792	0,2041236	0,7545233	0,0167005	0,5616924	0,7355946	0,3890244	0,8302995	0,6812258	0,8427273	0,3696704	0,7982679	0,3892281	0,7247711
580	0,9192317	0,3282818	0,1518413	0,6232782	0,2363804	0,1143449	0,1433349	0,4526856	0,6819038	0,7402952	0,0575720	0,1474717	0,7878888	0,6044418	0,4512961	0,1740917	0,5817145	0,5003027	1,0438820	0,1568144	0,7482787	0,0534983	0,5528355	0,7368040	0,3670560	0,8362229	0,8841183	0,8538799	0,3998386	0,6588533	0,3779763	0,7534346
600	0,9433654	0,3265444	0,1470701	0,5410819	0,2438214	0,1174772	0,0722612	0,5866236	0,6826284	0,7494633	0,2350078	0,1509948	0,7570508	0,5135191	0,3273188	0,1886610	0,5755772	0,4851334	0,9913239	0,1454491	0,7429803	0,0804775	0,6060563	0,7648162	0,3687706	0,8274240	0,9609799	0,9185691	0,3552485	0,6490712	0,3825103	0,7462007
620	0,9070038	0,3722316	0,1461457	0,5069688	0,2699827	0,1280198	0,1238621	0,5634715	0,7542046	0,7583136	0,5524619	0,1943898	0,7608402	0,3913315	0,2267148	0,2146252	0,5511822	0,4889057	1,0107899	0,1581378	0,7686663	0,0898096	0,5409164	0,7647869	0,3249121	0,9092652	0,9817006	0,8853372	0,3865109	0,6773509	0,4140448	0,6448660
640	0,8221905	0,4073523	0,1493359	0,4778878	0,2278720	0,1602323	0,1591946	0,5596310	0,7708969	0,8011113	0,6796217	0,1936415	0,7337041	0,2896386	0,1475303	0,2232914	0,5257485	0,4745208	1,0393219	0,1487802	0,7280983	0,0953111	0,5004253	0,7249933	0,3099976	0,8249096	0,9384948	0,8291245	0,3923914	0,6882100	0,3901921	0,6008637
660	0,8143915	0,4116151	0,1416928	0,5212372	0,2058302	0,1445025	0,1435114	0,5669042	0,7712821	0,7904080	0,7855921	0,1831140	0,7215772	0,2942292	0,1082185	0,2718070	0,6377185	0,5266937	0,9388322	0,1392720	0,7573556	0,0870303	0,5283636	0,7750279	0,3021692	0,8073718	1,0432395	0,8754673	0,3931121	0,7184554	0,3939528	0,6157495
680	0,7558675	0,4497873	0,1524289	0,4529681	0,2174893	0,1529795	0,1397864	0,5949012	0,7351734	0,7504137	0,7602396	0,1911645	0,7486639	0,2834687	0,1045624	0,2785729	0,6300591	0,5709310	0,9057953	0,1176506	0,7715732	0,0715261	0,4729013	0,7796056	0,2636404	0,9051965	0,9713686	0,8859658	0,3924513	0,7325082	0,4279765	0,6555940
700	0,7562559	0,4221823	0,1408908	0,4477124	0,2263969	0,1655594	0,1781389	0,5928311	0,6962079	0,7306888	0,8743222	0,1786685	0,7842611	0,2050082	0,1243698	0,2611309	0,5450221	0,4731970	0,8875087	0,1227655	0,7323748	0,0810526	0,4670386	0,7933183	0,2295813	0,8984728	0,9523193	0,8543209	0,4166816	0,7158038	0,3817809	0,6497378
720	0,7565521	0,3701925	0,1722872	0,4849564	0,2344350	0,2117532	0,1876416	0,5904904	0,6705929	0,6975266	0,8792551	0,1877797	0,7279972	0,1954981	0,1232745	0,2807902	0,5230756	0,4595404	0,9511139	0,1418374	0,7375191	0,0995726	0,4486838	0,7886742	0,2137133	0,9432627	1,0034673	0,8221047	0,3844053	0,7841895	0,3175687	0,6530133
740	0,7332911	0,3993234	0,1750105	0,4807481	0,2616624	0,1819752	0,1708053	0,5846665	0,5897928	0,7105064	0,9299254	0,1643569	0,7410778	0,1752744	0,1010939	0,2317376	0,5003530	0,4743688	0,9945841	0,1373447	0,7587195	0,1199670	0,4368935	0,7760385	0,1934565	0,8843448	0,9476278	0,8198734	0,3789490	0,8276817	0,3145385	0,6012187
760	0,6988724	0,4268062	0,1888328	0,5062916	0,2612173	0,1682159	0,2103853	0,5782617	0,6076468	0,7115526	1,0181026	0,1708323	0,7522787	0,1966148	0,0803372	0,1894813	0,4354323	0,5082631	0,9531411	0,1222932	0,7360166	0,0977581	0,4162433	0,6792086	0,1714300	0,8990392	0,9465813	0,9101478	0,3660870	0,7698972	0,2943021	0,5795464
780	0,7591934	0,4155289	0,1929325	0,5038095	0,2415407	0,1573572	0,1970094	0,5414806	0,6881577	0,7565926	0,9789580	0,1996428	0,7027283	0,1907011	0,0807561	0,2092119	0,4343275	0,4613287	0,9294850	0,1388147	0,7785111	0,1168580	0,4487550	0,6469782	0,1819704	0,8470301	0,9168779	0,8848092	0,3656000	0,7772672	0,2984122	0,5454779
800	0,6869267	0,3777623	0,2063153	0,5170662	0,2807458	0,1931815	0,1890554	0,5111166	0,6831956	0,7594586	0,9450768	0,2162592	0,7063532	0,1815815	0,1055310	0,2266470	0,4986036	0,4503472	0,9710019	0,1103731	0,7577964	0,1376365	0,4701904	0,6321852	0,2162473	0,8918972	0,9863923	0,8403482	0,3905897	0,7873508	0,3390915	0,4994528
820	0,7072494	0,4068018	0,1638902	0,5000217	0,2706378	0,2031144	0,1787647	0,5518715	0,6582158	0,7502050	0,8800701	0,1957887	0,7561725	0,2122154	0,1084516	0,2633653	0,5742715	0,4881439	0,9130252	0,1259124	0,7995926	0,1512960	0,5704836	0,7244087	0,2066722	0,9269305	0,9580096	0,8323190	0,4009963	0,7969111	0,3594514	0,6031425
840	0,6577042	0,4120243	0,1726398	0,5079181	0,2509358	0,1983361	0,1970386	0,5439189	0,7365029	0,7066617	0,9176499	0,2458348	0,7209618	0,2147130	0,0886714	0,2919033	0,5459093	0,4746279	0,8916432	0,1177506	0,7557125	0,1164687	0,6253557	0,7472337	0,2035806	0,8532335	0,9548312	0,8711239	0,3887633	0,8301777	0,3060967	0,6414104
860	0,6947286	0,4127897	0,1893980	0,5040689	0,1859606	0,1795151	0,1559242	0,5085331	0,7108512	0,7162926	0,8825476	0,2019757	0,6929522	0,2166862	0,1044115	0,2711999	0,5350905	0,5700229	0,9238444	0,1229796	0,7381589	0,1128498	0,6192550	0,7752183	0,1871835	0,8456012	0,9799347	0,9335198	0,3655245	0,8504647	0,3274582	0,5358518
880	0,6427698	0,4104666	0,1811536	0,4793325	0,2210517	0,1875129	0,1554476	0,5447714	0,6869882	0,6946523	0,8889760	0,2004881	0,6856554	0,2183411	0,0780857	0,2151805	0,5277014	0,4858142	0,9954924	0,1125783	0,7460983	0,1151321	0,5592420	0,7012062	0,1840892	0,8788337	0,9752744	0,9242552	0,3964503	0,8742061	0,3448324	0,5289653
900	0,6394678	0,3654985	0,2067827	0,4742263	0,2187168	0,2079117	0,1545311	0,5266395	0,7081278	0,7739857	0,9103052	0,1705402	0,7676890	0,2172454	0,0708712	0,1893803	0,5766240	0,5117716	1,0348918	0,1257723	0,7444211	0,1339065	0,5317197	0,7422343	0,1790463	0,8288426	0,9475358	0,9004349	0,4015539	0,9031014	0,2957786	0,5451869
920	0,7082262	0,3646180	0,2585978	0,4777605	0,2195324	0,2073056	0,1687701	0,5526518	0,6967987	0,7493710	0,9680079	0,1714606	0,7297850	0,2105109	0,0497151	0,1643711	0,5132503	0,5193231	0,9529654	0,1453945	0,7351716	0,1690465	0,5279769	0,7024013	0,1783336	0,8140993	0,9564086	0,8951249	0,3534441	0,8897821	0,3155786	0,6075163
940	0,6865045	0,3623551	0,2958694	0,4636105	0,2071966	0,2143565	0,1802927	0,5507725	0,6562802	0,7312430	0,9245526	0,2071792	0,7208393	0,2388088	0,0714173	0,1606526	0,4927369	0,4692412	0,9952062	0,1242913	0,7861474	0,1965399	0,5663669	0,6700292	0,1867326	0,8510473	0,8717573	0,8790055	0,3579625	0,8541365	0,3066465	0,5951770
960	0,6619109	0,3912672	0,2895550	0,4960497	0,1979675	0,2258402	0,1640107	0,5600573	0,6146058	0,6764009	0,8994615	0,1796572	0,6947332	0,2173203	0,0685794	0,1640929	0,4856665	0,4639990	1,0222953	0,0998571	0,6914065	0,2228361	0,5381026	0,6494108	0,1646337	0,8027901	0,9704718	0,9230511	0,3729056	0,8027585	0,2892018	0,5178583
980	0,6683136	0,3759215	0,2613302	0,4898871	0,2130002	0,1887044	0,1797797	0,5239267	0,6731865	0,6212956	0,8945577	0,1939513	0,6450716	0,1854274	0,0614049	0,1457214	0,4844929	0,4445571	0,9879188	0,1270826	0,7309241	0,2400057	0,5442774	0,6398706	0,1646934	0,7715839	0,9969077	0,9622009	0,3813051	0,7573380	0,3239465	0,6008976
1000	0,6871336	0,3852248	0,2687841	0,4288379	0,2415782	0,1768183	0,1861540	0,5396883	0,5695440	0,6408601	0,8449974	0,1792750	0,6358586	0,1911848	0,0655378	0,1521537	0,5173451	0,4917183	1,0037558	0,1424953	0,8101726	0,2128155	0,5910429	0,7049672	0,1490816	0,7067351	0,9452210	0,9741113	0,4338400	0,7377973	0,3039487	0,5926159
1020	0,6467876	0,3929824	0,2683315	0,4578675	0,2364419	0,1733543	0,1832324	0,5535127	0,6285313	0,6606913	0,8758034	0,1853887	0,7040932	0,1689873	0,0735551	0,1364881	0,5115396	0,4595389	0,9513093	0,1249899	0,7875773	0,2024536	0,5899717	0,7235338	0,1430534	0,6960566	0,9639044	0,9693208	0,4064036	0,7862423	0,3078163	0,5896686
1040	0,6988722	0,3863998	0,2638110	0,4066266	0,2551574	0,1746844	0,1423164	0,5649477	0,6347866	0,6980938	0,8078460	0,1971973	0,7492007	0,1573162	0,0802867	0,1608197	0,4512823	0,4350026	0,9266042	0,1231010	0,8195666	0,1911974	0,6129638	0,6998199	0,1497528	0,6917919	0,9810127	0,9308488	0,3654860	0,7268124	0,3088292	0,5712572
1060	0,6929219	0,3965108	0,2580415	0,4346504	0,2521901	0,1773546	0,2018038	0,5712841	0,6892199	0,7272430	0,8462341	0,1704663	0,7811959	0,1643371	0,0653520	0,2114683	0,5208803	0,4312957	0,9278532	0,1154027	0,8467530	0,1671483	0,5542000	0,7084399	0,1512817	0,6513118	0,9161898	0,8804369	0,4017390	0,7276161	0,2845213	0,6033563
1080	0,6968282	0,3647122	0,2397346	0,4082681	0,1759116	0,1929552	0,2300606	0,5417425	0,6839548	0,6638072	0,8779735	0,1819761	0,7459144	0,1854048	0,0559722	0,2180514	0,4185663	0,4688550	0,9603242	0,1240049	0,8371107	0,1822787	0,5563084	0,6832043	0,1701148	0,6459668	0,9162551	0,9104037	0,4066316	0,7177937	0,2714306	0,6044818
1100	0,6821051	0,3557361	0,2168807	0,4370432	0,1726161	0,1868846	0,1588180	0,5616612	0,6506979	0,7273958	0,8672366	0,1524168	0,7263137	0,1775546	0,0785514	0,1864251	0,4554824	0,4568414	0,9096386	0,1033741	0,7679884	0,1870760	0,5299241	0,6779926	0,1825221	0,6232861	0,9305303	0,8966062	0,4440707	0,7099343	0,2477744	0,5996291

0	0,8004518	0,4020618	0,2268802	0,5095178	0,1863098	0,1766486	0,1794384	0,5037739	0,6506091	0,7317475	0,9207980	0,1976558	0,7630840	0,1951824	0,0723023	0,1970653	0,4548925	0,6031309	0,8791663	0,1542725	0,8054258	0,1168284	0,4988873	0,6847857	0,1884421	0,7465315	0,9239459	0,9167762	0,4443676	0,8943548	0,2916980	0,6018907
20	0,6595565	0,3285603	0,1542731	0,4776448	0,2122407	0,1744504	0,1659286	0,5950596	0,6574083	0,7146716	0,9981861	0,1878172	0,6751500	0,2269316	0,0941678	0,2017780	0,5971157	0,4967202	0,8706346	0,1280790	0,7168566	0,1458249	0,5190603	0,7201488	0,3053639	0,6952129	0,9927403	0,8104411	0,3774260	0,7868123	0,4901833	0,5745708
40	0,6553161	0,3494611	0,1742670	0,4432423	0,2188136	0,1968083	0,1671763	0,5235242	0,6876701	0,7533690	0,9861043	0,1590798	0,7325417	0,2261026	0,1035186	0,1956073	0,7193125	0,4828502	0,8845027	0,1137380	0,7365657	0,1593811	0,5258633	0,6635574	0,4019886	0,8036714	1,0414059	0,7966744	0,3458664	0,7514692	0,5547216	0,5401560
60	0,6642622	0,3579301	0,1670610	0,4815838	0,1839302	0,2079046	0,1958711	0,5120984	0,6952072	0,7557091	1,0872335	0,2115745	0,7217543	0,2242439	0,0928621	0,2229019	0,7705566	0,6045041	0,8791405	0,1120150	0,7637515	0,2019645	0,5097495	0,6684341	0,4441580	0,7794870	0,9613853	0,8515963	0,2816417	0,8329023	0,6323875	0,5619692
80	0,6304593	0,3637551	0,1613469	0,5341335	0,2213812	0,2648242	0,2009848	0,4962723	0,7371791	0,8340252	0,9763343	0,1996908	0,7285146	0,2405019	0,0918607	0,2151464	0,7817171	0,4399519	0,8966990	0,1062501	0,6818756	0,2040493	0,4877550	0,6559442	0,5131979	0,8053028	0,9207349	0,7909682	0,2657807	0,7467727	0,6957605	0,6328081
100	0,6402093	0,3863416	0,1388205	0,5087939	0,2390211	0,2611797	0,1611441	0,5126860	0,7572652	0,8202037	0,9242600	0,1939683	0,7259239	0,2210949	0,0975635	0,1825870	0,7276246	0,4972099	0,8325736	0,1106389	0,7681914	0,2215675	0,5518094	0,7262175	0,5306283	0,8578343	0,9517171	0,8588087	0,2865107	0,7120434	0,7368292	0,6706943
120	0,5944894	0,3860460	0,1416851	0,5078083	0,2292539	0,2130033	0,1708992	0,5586419	0,7572667	0,7354853	0,9680911	0,2115518	0,7534773	0,2046419	0,1054404	0,1592600	0,7286829	0,4785806	0,8681162	0,0752969	0,7658367	0,1960664	0,5412473	0,6938590	0,5300588	0,8272027	0,9094821	0,8548014	0,2496014	0,7065124	0,7898957	0,6218103
140	0,5574226	0,3439935	0,1288314	0,4911555	0,2406888	0,2164413	0,1693150	0,5775872	0,6969420	0,7518308	0,8761736	0,2046170	0,7660570	0,1815974	0,0893164	0,1547057	0,7223788	0,4714005	0,9097737	0,0882991	0,7333784	0,1914250	0,5890250	0,7152737	0,5559131	0,8546762	0,9008636	0,8848469	0,2306277	0,7338374	0,7644335	0,5744842
160	0,5616605	0,3611208	0,1185995	0,4819813	0,2164999	0,1788249	0,1633038	0,5494316	0,6796237	0,7215897	0,8810108	0,2393138	0,6799514	0,2019423	0,0798840	0,1289370	0,7123231	0,5308822	0,8713858	0,1070147	0,7586663	0,1883695	0,6059046	0,6807901	0,5759260	0,8567916	0,9827377	0,8884972	0,2312644	0,7859127	0,7629927	0,6263984
180	0,5972812	0,3781055	0,1368611	0,4714877	0,1914775	0,1970134	0,1788426	0,5802180	0,6690095	0,7748749	0,8944797	0,2522299	0,6961194	0,1812706	0,0892989	0,1118618	0,7896109	0,5075831	0,8972401	0,1052406	0,8375184	0,2147863	0,5674889	0,6557265	0,5293257	0,9133400	1,0363259	0,9297410	0,2541559	0,8242904	0,7393783	0,6035673
200	0,6482924	0,3600240	0,1334884	0,5383745	0,1821352	0,2688822	0,1650600	0,5463313	0,6154561	0,7766465	0,8314800	0,2269477	0,7370428	0,1689643	0,0880717	0,1641418	0,8027227	0,5261025	0,9411733	0,1053694	0,7858344	0,2532035	0,5660993	0,6231626	0,5262086	0,8606794	1,0050540	0,8846686	0,2745239	0,8751453	0,7402412	0,5731152
220	0,6913762	0,3632609	0,1836039	0,4913241	0,2346658	0,2535967	0,1610081	0,5716785	0,5896076	0,7665732	0,7187749	0,2026834	0,6423209	0,1864969	0,1027974	0,1615454	0,8091429	0,5846513	0,9000592	0,1158157	0,7709502	0,2966005	0,6135116	0,6486343	0,5566696	0,8832414	1,0466028	0,8830250	0,2744096	0,9152423	0,7495086	0,5803205
240	0,7141963	0,3620564	0,1851668	0,5520092	0,2073143	0,2542824	0,1830951	0,5554263	0,6244075	0,8473890	0,7058460	0,2249330	0,7168510	0,1753019	0,0906360	0,1601635	0,7648443	0,5608604	0,9253976	0,1170968	0,8264813	0,2740982	0,6323003	0,5375272	0,5778669	0,8113972	1,0084273	0,9004987	0,2545214	0,8837622	0,7853256	0,5516929
260	0,6802446	0,4028694	0,1748821	0,5319022	0,2200385	0,2307492	0,1928420	0,5412306	0,6396314	0,8500321	0,7613765	0,2222404	0,7328908	0,1794282	0,0844617	0,1233113	0,7713643	0,5419202	0,9574088	0,1163255	0,7630727	0,2525679	0,5984538	0,5937583	0,5616234	0,8113356	1,0434377	0,9298334	0,2251542	0,7988395	0,7590704	0,5669184
280	0,6361561	0,3882891	0,1353321	0,5848750	0,2187423	0,1762441	0,1867671	0,5230313	0,6560840	0,8189521	0,8050153	0,2592191	0,7233667	0,1716990	0,0886278	0,1086647	0,8201796	0,5986286	0,9873900	0,1041363	0,7777122	0,2278255	0,5502078	0,6204914	0,5345753	0,8520000	1,0682288	0,9324553	0,1942179	0,8106894	0,7919018	0,6059315
300	0,7038690	0,4040806	0,1432956	0,5423873	0,2121986	0,1718347	0,1604671	0,5741568	0,6827341	0,7714067	0,8591052	0,2225594	0,7585766	0,1846730	0,0766763	0,1189795	0,7732481	0,5015893	1,0254145	0,1295644	0,7591945	0,2280543	0,4794272	0,6775283	0,5250195	0,8262063	1,0539227	0,8911144	0,1945192	0,7726807	0,7904853	0,5908164
320	0,7832754	0,3677913	0,1373198	0,5524748	0,2422261	0,1889783	0,1803588	0,6244770	0,6742544	0,8253706	0,9124715	0,1891350	0,7117935	0,1782966	0,0702313	0,1186571	0,7137217	0,4945271	0,9638484	0,1411231	0,7929455	0,2073321	0,4823976	0,6489390	0,5403930	0,8362788	1,0272334	0,8649738	0,2044565	0,7523836	0,8032275	0,5879766
340	0,7404587	0,3684840	0,1082529	0,5608544	0,2145126	0,1368771	0,1751923	0,6199565	0,6251816	0,7870590	0,9201713	0,2040518	0,7725590	0,2228301	0,0782027	0,1236317	0,7149676	0,5569995	0,8876156	0,1170647	0,7869338	0,1597454	0,4789398	0,7205464	0,5727866	0,8165903	1,0202615	0,8735611	0,2084930	0,7441965	0,7946186	0,5909213
360	0,7882373	0,3631621	0,1038795	0,5918372	0,1887371	0,1331142	0,1560341	0,5700712	0,6456511	0,7743670	0,8859981	0,1889249	0,7432621	0,2062813	0,0855376	0,1469086	0,8033204	0,5741103	0,9216556	0,1428097	0,8053634	0,1484277	0,5382518	0,7226277	0,5470649	0,8198628	0,9675525	0,8802329	0,1822480	0,7279147	0,7930593	0,5776118
380	0,8152969	0,3668688	0,0913241	0,6033259	0,1701863	0,1419402	0,1784494	0,5663924	0,6332349	0,8293161	0,9120026	0,2380752	0,7709856	0,2089451	0,0783823	0,1663849	0,8324803	0,5050504	0,9176532	0,1124687	0,7881237	0,1339590	0,4945250	0,7095425	0,5216481	0,8551038	0,8929613	0,9220235	0,1924030	0,7221878	0,7567654	0,5467018
400	0,7070467	0,3760354	0,0886817	0,5316927	0,2211517	0,1603640	0,1738112	0,5672389	0,6442626	0,8115655	0,8814703	0,2718747	0,6937358	0,2289202	0,0971276	0,1663388	0,8056254	0,5540708	0,9656546	0,1029766	0,7706671	0,1413352	0,4847082	0,7267431	0,4966102	0,8663506	0,9823157	0,8767394	0,2312033	0,7349447	0,7430205	0,6154314
420	0,6855177	0,4575366	0,1090591	0,5422426	0,2223322	0,1581370	0,1830359	0,5166165	0,6278273	0,8152556	0,9227565	0,2300007	0,7947671	0,2174615	0,0781578	0,1728719	0,8904095	0,4685114	0,9656793	0,0741865	0,7389280	0,1286798	0,4974232	0,7373502	0,4799872	0,9019802	1,0540667	0,8634788	0,2719336	0,7622501	0,8175404	0,6414181
440	0,7053500	0,4595774	0,1114239	0,5594315	0,1911937	0,1427998	0,1987259	0,5366859	0,6799546	0,8338123	0,9709080	0,2241732	0,8025054	0,2319815	0,0969562	0,2030387	0,8646799	0,5484937	0,9239445	0,1100354	0,8192342	0,1152244	0,4572499	0,7260005	0,4888477	0,8659075	0,9906307	0,9386941	0,2705415	0,7671276	0,7778966	0,6167063
460	0,6714737	0,4109496	0,0944456	0,5615768	0,1713080	0,1405494	0,1942773	0,5483252	0,6594504	0,7982097	0,9723312	0,2504221	0,7699392	0,2115583	0,0806649	0,1728833	0,7698555	0,5380039	0,9811107	0,1042670	0,8228401	0,0920259	0,4067239	0,6802064	0,5305623	0,8872078	1,0092488	0,9033034	0,2774018	0,8185908	0,7890943	0,6249971
480	0,6517736	0,3773315	0,0829536	0,5469008	0,1677010	0,1242161	0,1851326	0,5488485	0,7434641	0,7866317	1,0147843	0,2714531	0,7538825	0,2155869	0,0939131	0,1880688	0,8157419	0,5127627	1,0344250	0,1052209	0,8120057	0,1109252	0,4679193	0,7233697	0,5268502	0,8536746	1,0492759	0,9362368	0,2610218	0,8193613	0,7612884	0,6731613
500	0,6373398	0,3358308	0,0979147	0,5852904	0,1443765	0,1498127	0,1785268	0,5183615	0,7218720	0,7927984	0,9897211	0,2315992	0,8042171	0,2383110	0,1101974	0,2055357	0,7920714	0,4910708	1,0348200	0,1316563	0,7909127	0,1240380	0,4652222	0,7596283	0,5497792	0,8387545	1,0451704	1,0252526	0,2798215	0,8346561	0,7632978	0,6246629
520	0,6769082	0,3635393	0,1147618	0,5280334	0,1798904	0,1743352	0,1854295	0,5317454	0,6924944	0,8121701	0,9573345	0,2184475	0,6927140	0,2717800	0,0966469	0,2053368	0,8503120	0,5854253	1,0231389	0,1086451	0,8145431	0,1502037	0,4801594	0,7770777	0,5923670	0,9070742	1,0961205	0,9431160	0,2605809	0,7785362	0,7359762	0,5766994
540	0,7099100	0,3686362	0,1137673	0,5278444	0,1966347	0,1874953	0,1819957	0,4933907	0,7416982	0,8608073	0,9485456	0,1993743	0,7597137	0,2320212	0,1120741	0,2198859	0,8527573	0,5445860	0,9849703	0,1024742	0,8553944	0,1758266	0,4925408	0,6942207	0,5692474	0,8781751	1,0080223	0,9199176	0,2445003	0,7874419	0,7409825	0,5826035
560	0,6950211	0,4379244	0,1129496	0,5426927	0,2263563	0,1775194	0,2239914	0,4772672	0,7466434	0,8344931	0,9007724	0,1877104	0,7066121	0,2086206	0,0995165	0,1950401	0,7519255	0,4893038	0,9380506	0,1240243	0,9320757	0,1900550	0,4646205	0,6504571	0,6039191	0,8538985	0,9555984	0,9672580	0,2632784	0,7457108	0,7591893	0,5843454
580	0,7069801	0,4047200	0,1942488	0,5354063	0,2265342	0,1870160	0,2189589	0,4619577	0,7129441	0,7540639	0,9017445	0,1917903	0,6546896	0,1788728	0,0832490	0,1953514	0,6253588	0,4473757	0,9843639	0,1208153	0,9112636	0,1953197	0,4936333	0,6886081	0,5118361	0,9006734	1,0015141	0,9163916	0,2619160	0,7675231	0,6607447	0,5918074
600	0,6444949	0,3815080	0,2222578	0,5201007	0,2537359	0,1878860	0,1677038	0,5293061	0,6612557	0,7441864	0,8540403	0,1857306	0,6804169	0,1843443	0,0890594	0,2024109	0,5847530	0,4283813	0,9038728	0,1268681	0,8302087	0,2115622	0,5409073	0,6289252	0,4197114	0,8629335	1,0018458	0,9336348	0,2876672	0,8286857	0,5492978	0,5966246
620	0,6621138	0,3293813	0,1848478	0,4959484	0,2304164	0,2037524	0,2052537	0,5523364	0,6045615	0,7141177	0,9019081	0,1665643	0,6743162	0,1663948	0,0986501	0,1749629	0,5258785	0,4934955	0,8762700	0,0966483	0,8118024	0,1910653	0,5499012	0,6172558	0,3389832	0,8875465	1,0378596	0,9621533	0,3544327	0,8296911	0,4631467	0,6074443
640	0,6149258	0,3493935	0,2147179	0,5048117	0,2100351	0,2025847	0,1738533	0,5346527	0,5639059	0,6830842	0,8016919	0,1523608	0,7079685	0,1350951	0,0846843	0,1663773	0,4921862	0,5592530	0,8789690	0,1211186	0,7572618	0,2167751	0,5307187	0,5652894	0,2576622	0,9251347	1,0666445	0,9667551	0,3642253	0,8606847	0,3912654	0,6010633
660	0,6424914	0,3495848	0,3022820	0,5383925	0,2085175	0,1956323	0,1608831	0,5100115	0,6099051	0,7160035	0,7863583	0,1565606	0,6920854	0,1313624	0,0761017	0,1453605	0,4453796	0,5270015	0,9440205	0,0908007	0,7912701	0,2216202	0,5334781	0,5673917	0,2364233	0,8915111	0,9825442	0,9651700	0,3477731	0,8543845	0,3330763	0,5782478
680	0,6637996	0,3416400	0,2708276	0,4937129	0,1963531	0,2015061	0,1301342	0,5039091	0,5861778	0,7195404	0,8109581	0,1544683	0,7111318	0,1569782	0,0669829	0,1452011	0,4824043	0,5349685	0,9573424	0,0914113	0,8042545	0,1817824	0,5725383	0,5923701	0,2262649	0,8475865	0,9417968	0,9800564	0,3247898	0,8624997	0,3409395	0,6043143
700	0,7443510	0,3540849	0,2284775	0,4630862	0,2093966	0,1853906	0,1303649	0,5223228	0,6851230	0,7639719	0,8490568	0,1672478	0,7044874	0,1536133	0,0597925	0,1680751	0,4395762	0,5361240	0,9457007	0,0971638	0,8093151	0,1785105	0,5413381	0,6299145	0,2024974	0,7909092	0,8997530	0,8973489	0,3058543	0,8596591	0,3675477	0,5900715
720	0,6993707	0,3599072	0,2095062	0,4638368	0,2284058	0,1986500	0,1812626	0,4653340	0,6493151	0,7459984	0,8233213	0,1679903	0,6973024	0,1374101	0,0666316	0,1589613	0,3909413	0,4902467	0,9696004	0,1080995	0,8476554	0,1635026	0,5655326	0,6296729	0,1788027	0,7808363	0,8894163	0,9323786	0,3248511	0,8608194	0,3434703	0,5442800
740	0,6850874	0,3708899	0,2133912	0,4425065	0,2232870	0,1773253	0,1924786	0,4656791	0,5783666	0,7349702	0,7849146	0,1637721	0,6387888	0,1496191	0,0945389	0,1838669	0,4366590	0,4400540	0,9395875	0,1299973	0,8654166	0,1579682	0,5677167	0,6413131	0,1677247	0,7424162	0,9539295	0,8958682	0,3234754	0,8063525	0,3198886	0,5686150
760	0,6384371	0,3983247	0,2259960	0,3921619	0,2304680	0,1997850	0,1349651	0,5239959	0,6421873	0,6922734	0,6934366	0,2029917	0,5886400	0,1409084	0,0966662	0,1922563	0,4621468	0,5182422	0,8405185	0,1245289	0,8463362	0,1239516	0,5132395	0,6239539	0,1607118	0,7363466	0,9726986	0,8740365	0,3168774	0,8166256	0,3321854	0,5702094
780	0,6615468	0,3617825	0,2395243	0,4154825	0,1762864	0,2046682	0,1607257	0,6067641	0,6308521	0,7383927	0,6817762	0,2032388	0,5757872	0,1534344	0,0823863	0,1951476	0,4100760	0,5029525	0,8702016	0,1451502	0,8601562	0,1401423	0,5209839	0,6194632	0,1627040	0,8075121	0,9485980	0,9037468	0,3180086	0,8159985	0,3011588	0,5477366
800	0,7130144	0,3474643	0,2482331	0,4280241	0,1817265	0,1979808	0,1693769	0,5716861	0,6384522	0,7287797	0,7492670	0,1819857	0,6578013	0,1552099	0,0809374	0,1766968	0,4032345	0,4890201	0,8751224	0,1300322	0,8188180	0,1532529	0,4725458	0,6222450	0,1548978	0,7722624	0,9146909	0,8577885	0,3497801	0,8129512	0,2801393	0,5275597
820	0,6547518	0,3147854	0,2612628	0,4287806	0,2298922	0,2499749	0,1958955	0,5452041	0,6853547	0,7119423	0,7903958	0,2151577	0,6885477	0,1461440	0,0889326	0,1823357	0,3922504	0,4512919	0,8945417	0,1174458	0,8058466	0,2103021	0,5003857	0,5949694	0,1636046	0,7235705	0,9467106	0,8122281	0,3532287	0,7949692	0,2348205	0,5740527
840	0,6665470	0,3205338	0,2397198	0,5001380	0,2258430	0,2229117	0,1958310	0,5008642	0,7139294	0,7529779	0,8238803	0,2394092	0,7025224	0,1406456	0,0922086	0,1878201	0,4539226	0,5697110	0,8659045	0,1044854	0,8204230	0,2160616	0,5124326	0,6121046	0,1405070	0,7489767	0,9665670	0,8227700	0,3657610	0,6983282	0,2615463	0,5504111
