"Time"	lldR	arcA	betI	xylR	gadX	torR	rutR	gadW	nemR	gadE	gadA	hdeB	yhiD	hdeA	gadC	cadA	cadB	gadB	mdtE	mdtF	betB	betT	lldD	gadY	betA	lldP	nemA	slp	dctR	hdeD	rutD	rutA
580	0,1526061	0,9289368	0,5192657	0,1510639	0,8554009	0,6129140	0,6497661	0,4438094	0,3873628	0,5637129	0,8891121	0,6761254	0,8530077	0,7381150	0,6986593	0,5806203	0,0919823	0,8856916	0,9805491	0,6946948	0,0785673	0,1535628	0,2150094	0,8393000	0,6882201	0,1254915	0,8321934	0,7348441	0,8615327	0,4661826	0,6118655	0,5146187
600	0,1765856	0,9743750	0,5358458	0,1524170	0,9523136	0,5766557	0,6292206	0,4407441	0,3817674	0,6218524	0,9220073	0,5992284	0,8209013	0,7394167	0,6765889	0,6028203	0,0644307	0,8142402	0,9116096	0,6860131	0,1063434	0,1364594	0,2160773	0,8121587	0,7129012	0,1194558	0,8403572	0,7572111	0,9061402	0,3933999	0,6132212	0,5422358
620	0,1858260	1,0326779	0,5009754	0,1536902	0,9557533	0,5783948	0,6319039	0,3909985	0,4115596	0,5945350	0,9220832	0,5713860	0,9050857	0,7507660	0,6038779	0,5606263	0,0622946	0,7690546	0,8004375	0,7559187	0,0888563	0,1282521	0,2172409	0,8304236	0,6846360	0,1267591	0,8364500	0,7671482	0,9390866	0,4065147	0,6543919	0,5726007
640	0,1801378	0,9960540	0,5404358	0,1517142	1,0176797	0,6489255	0,6463539	0,3928764	0,4016699	0,6909289	0,9797002	0,6418544	0,9131353	0,7799279	0,6771778	0,5566533	0,0622991	0,9050671	0,7680023	0,7560613	0,0672878	0,1335543	0,2087173	0,8816171	0,6989559	0,1262883	0,8327459	0,6791018	1,0695122	0,3685970	0,6236567	0,5798486
660	0,1982167	1,0036538	0,5195427	0,1634802	1,0026358	0,6277539	0,6645912	0,4016448	0,3695147	0,6901824	0,9648739	0,6896138	0,9082166	0,7366634	0,6907554	0,5949723	0,0430434	0,8558830	0,7839795	0,7313913	0,0697306	0,1305345	0,2120126	0,8474028	0,6789205	0,1072611	0,7727236	0,6662821	0,9705290	0,3306187	0,6139843	0,6201930
680	0,2133289	1,0083727	0,5154796	0,1505715	0,9953278	0,6307819	0,5907541	0,3886997	0,4011199	0,6313812	0,9581522	0,6858473	0,9791075	0,7595635	0,7167505	0,6076537	0,0427997	0,9173786	0,7930251	0,6314882	0,0666038	0,1484696	0,1928424	0,8029226	0,6960278	0,1150428	0,7403056	0,6877467	1,0138720	0,3862846	0,5854787	0,6107529
700	0,2193977	1,0150668	0,5432809	0,1469797	0,9215483	0,6414208	0,6303935	0,3484676	0,3511789	0,5983772	0,9869859	0,6151946	0,9316050	0,7426426	0,6931409	0,6545443	0,0473695	0,8952384	0,7818449	0,6870596	0,0805704	0,1673626	0,1833562	0,7730929	0,7505620	0,1199061	0,7796645	0,7316085	0,9899038	0,3739177	0,5601611	0,6556485
720	0,1993957	0,9682508	0,5514485	0,1899902	0,9030944	0,6445972	0,6363644	0,3918640	0,3829432	0,6129182	1,0162345	0,6680402	0,9515219	0,7338759	0,7552448	0,6773297	0,0466143	0,8324802	0,8077967	0,6868735	0,0729452	0,1741256	0,1598241	0,7551284	0,7218032	0,1462330	0,8331511	0,7563038	0,9748636	0,3536432	0,4710021	0,6628309
740	0,2139778	1,0851570	0,5162104	0,1864614	0,9418313	0,6118631	0,6319470	0,3733246	0,3681338	0,6428637	0,9858889	0,6522584	0,9755224	0,7476308	0,8382251	0,6332526	0,0547726	0,9155707	0,7488194	0,7633393	0,0720718	0,1625071	0,1683117	0,7319241	0,7508891	0,1601963	0,8484336	0,7877933	0,9255763	0,3691373	0,4903482	0,6113350
760	0,2152069	1,0315262	0,4416258	0,1874598	0,9220607	0,5895484	0,6551466	0,3497874	0,3585171	0,6825894	0,9749939	0,6633024	0,9586327	0,7322586	0,8055390	0,6343706	0,0530623	0,8669244	0,8171966	0,7421634	0,0968837	0,1472806	0,1552955	0,8425257	0,7154188	0,1577413	0,8730375	0,7147996	0,9816137	0,3530735	0,5469934	0,5989030
780	0,2036201	0,9950232	0,4623801	0,1719629	0,9275767	0,5836913	0,6860803	0,3809685	0,4126637	0,6507887	0,9568141	0,6960798	0,9159397	0,7408138	0,7780437	0,6203304	0,0501417	0,8823329	0,8537371	0,7172473	0,1101382	0,1634677	0,1617840	0,8505086	0,6504530	0,1464940	0,7507110	0,7089828	0,9255724	0,3996224	0,5277114	0,6183759
800	0,2232283	0,9927138	0,4825514	0,1448036	0,9729290	0,5633197	0,6884890	0,3748968	0,4314960	0,6793863	0,9233064	0,6097679	0,9500627	0,7495156	0,7554966	0,5831292	0,0507613	0,8457026	0,8009338	0,7974033	0,0803764	0,1767863	0,1612033	0,8233789	0,6630416	0,1434949	0,7483184	0,7524377	0,9074842	0,4091095	0,5499873	0,6515813
820	0,2242999	1,0053813	0,4942168	0,1407128	0,9248276	0,5928827	0,6462197	0,3710448	0,3992760	0,7572924	0,8740839	0,6320611	0,8553022	0,7853248	0,7724329	0,6433372	0,0475306	0,8931724	0,8082269	0,7844608	0,0819798	0,1882667	0,1610801	0,8016105	0,6443363	0,1584757	0,7139272	0,7908585	0,9099078	0,4106745	0,5466950	0,6267632
840	0,2193430	1,0112801	0,4838822	0,1684023	0,9035181	0,5953658	0,6222037	0,3768734	0,4017726	0,7196302	0,9402650	0,6294725	0,9036060	0,7625368	0,7555873	0,6684954	0,0755815	0,8608729	0,8651641	0,8300956	0,0938220	0,1660638	0,1694988	0,7837276	0,6297655	0,1660630	0,7307321	0,7766817	0,8838560	0,4579274	0,5033999	0,6016950
860	0,2536244	1,0473415	0,4780515	0,1702005	0,9351341	0,5998495	0,6497127	0,3423428	0,3990858	0,7570593	0,9940897	0,6643620	0,9962626	0,7749670	0,7783555	0,7069285	0,0545242	0,9461698	0,9154160	0,8217054	0,1020545	0,1710081	0,1764307	0,8219036	0,6717718	0,1469019	0,7452141	0,7301567	0,9079127	0,4652445	0,4888175	0,5644056
880	0,2462304	1,0241034	0,4734824	0,2090454	1,0744708	0,6091174	0,6574317	0,3486044	0,3616083	0,7483264	1,0435182	0,6192258	0,9909925	0,7991336	0,8313100	0,7019115	0,0435346	1,0307216	0,8694851	0,7952501	0,1069241	0,1718220	0,1675608	0,7744604	0,6456463	0,1670746	0,7222163	0,7526677	0,9246935	0,4692614	0,4636907	0,6135247
900	0,2322345	1,0323314	0,4833764	0,1678190	1,0307726	0,6411989	0,6759848	0,3151367	0,3810200	0,7352701	1,0413225	0,6863346	0,9839729	0,7790058	0,8480697	0,6621967	0,0633136	1,0214857	0,8488863	0,8330582	0,1354570	0,1696152	0,1443469	0,8554358	0,6778962	0,1657503	0,7644697	0,6850635	0,9296432	0,5678325	0,5179163	0,6117356
920	0,2191590	1,0350752	0,4686452	0,1673764	0,9861812	0,6453930	0,6345364	0,3384369	0,4239381	0,6742763	1,0979447	0,6744236	0,9072355	0,8524690	0,8204467	0,7043389	0,0594664	1,0120771	0,8238560	0,8871569	0,1170607	0,1504955	0,1541769	0,8031594	0,7496079	0,1404785	0,7366051	0,7150970	0,9368661	0,5529238	0,5458359	0,5684852
940	0,2474909	1,0178443	0,4640561	0,1664777	0,9958553	0,6608592	0,6186245	0,3695915	0,4290570	0,6725133	1,1240661	0,6851199	0,8932997	0,8190298	0,7961233	0,7173565	0,0585440	0,9787755	0,8330008	0,8028364	0,1318652	0,1360576	0,1331486	0,8584342	0,7493785	0,1354633	0,7660102	0,6828929	1,0021334	0,4801532	0,5390955	0,5506218
960	0,2240838	0,9071517	0,4948900	0,1915357	0,9131710	0,6610081	0,6388653	0,3440501	0,4089467	0,6837238	1,0658727	0,6645070	0,8892073	0,8037071	0,7857595	0,6928445	0,0551391	0,9365505	0,8621992	0,7575511	0,1543142	0,1302281	0,1418590	0,8100164	0,7287636	0,1441293	0,6639789	0,6436432	0,9223648	0,4897619	0,5631300	0,5958949
980	0,2360388	0,9859862	0,4956211	0,1531078	0,9176464	0,5907123	0,6463898	0,3795800	0,4181241	0,6730128	1,0024561	0,6733492	0,9182781	0,8152688	0,8182855	0,7170066	0,0643644	0,9162362	0,8568492	0,7623817	0,1391840	0,1520125	0,1595690	0,8532662	0,7319908	0,1642222	0,7387313	0,6972951	0,9101538	0,4332659	0,5667102	0,5930656
1000	0,2567423	1,0352989	0,5229756	0,1540947	0,9486505	0,5946836	0,6086302	0,3677249	0,4362445	0,6305634	0,9752405	0,6474561	0,9713828	0,8318662	0,7689128	0,6581919	0,0587923	0,9170995	0,8895988	0,8022496	0,1413402	0,1359254	0,1536920	0,7728423	0,7247869	0,1842572	0,7617840	0,7126446	0,9351490	0,4344430	0,5295985	0,5592233
1020	0,2456206	0,9757829	0,5317025	0,1639070	0,9407972	0,5996407	0,6141464	0,3572568	0,3667666	0,6445797	1,0100379	0,6519309	1,0178129	0,8291107	0,7762314	0,6484815	0,0478771	0,9891169	0,8504989	0,7282880	0,1433751	0,1281973	0,1300952	0,8299483	0,7363379	0,2005705	0,7563265	0,7418522	0,9474237	0,3447793	0,5111787	0,5944431
1040	0,2471697	0,9763336	0,5774708	0,1672400	0,9670915	0,5907736	0,5905415	0,3346566	0,3812731	0,6173359	0,9981488	0,6203230	0,9060638	0,8078880	0,7605021	0,6418390	0,0547891	0,8842565	0,7883274	0,7816423	0,1291622	0,1618082	0,1067374	0,8610981	0,6946816	0,1868909	0,7321038	0,7440302	0,9827286	0,3489377	0,5040322	0,6080297
1060	0,2281190	0,9637012	0,5586133	0,1575956	0,9835396	0,6155202	0,5641903	0,3645409	0,4031274	0,7146510	0,9216181	0,6452887	0,8544562	0,7449936	0,8072767	0,7677960	0,0631497	0,8690713	0,8144863	0,7354770	0,0876209	0,1475045	0,1133197	0,8460830	0,6592301	0,1949578	0,7885960	0,7717388	0,9966942	0,3319933	0,4831446	0,6415408
1080	0,2439916	1,0799367	0,5028658	0,1593926	0,9532701	0,6204485	0,5434889	0,3726587	0,3962547	0,5919537	0,9295076	0,6790742	0,8534475	0,8357178	0,7107778	0,7465906	0,0511513	0,8511486	0,7498044	0,7119792	0,0848304	0,1426542	0,0896640	0,8455230	0,6523295	0,1925086	0,8416301	0,7445607	0,9786890	0,3394989	0,4666402	0,6408463
1100	0,2916985	1,0529830	0,5208367	0,1594492	0,9855858	0,6726308	0,5478070	0,3777740	0,4754397	0,5878900	0,9873448	0,6440321	0,9015523	0,7778538	0,6998825	0,6694660	0,0572355	0,9554481	0,7725208	0,6985152	0,0971546	0,1371781	0,1143902	0,8570807	0,6896688	0,2053800	0,8051798	0,7831651	0,9963709	0,3049035	0,5390886	0,7123167

0	0,3494500	1,0476511	0,5615192	0,1603186	1,0974820	0,6404352	0,6417694	0,3949638	0,3960966	0,6930002	1,0132015	0,7080136	1,0091178	0,7986046	0,8159757	0,6569088	0,0576923	0,9484596	0,8208065	0,8466571	0,1194787	0,1861011	0,0878454	0,8764035	0,6443370	0,2530200	0,8607278	0,7150454	0,9374273	0,4127180	0,5424303	0,6408142
20	0,3123926	0,9742689	0,4164728	0,1695363	1,0133077	0,7149359	0,6938285	0,2714659	0,3603016	0,7108938	0,8914043	0,6708687	0,9248057	0,7664016	0,8059261	0,7115376	0,0524649	0,9011343	0,8056186	0,8439958	0,1028102	0,1395783	0,0410259	0,7974893	0,3701207	0,2205755	0,7701442	0,7892982	0,9939330	0,3958102	0,6470820	0,6667078
40	0,3031742	0,9946332	0,4451346	0,1897810	0,9581492	0,6920134	0,6774402	0,2223497	0,3658695	0,6800331	0,9136657	0,7105547	0,9136440	0,7580158	0,8399992	0,8066844	0,0460659	0,9296116	0,8206269	0,8950678	0,1132938	0,1751399	0,0267109	0,7973527	0,2564521	0,1961043	0,7364949	0,7485356	1,0573229	0,3731362	0,7166968	0,6956823
60	0,2932251	0,9630152	0,5051119	0,1864616	0,9668276	0,6485916	0,7133606	0,1945358	0,3834269	0,6335103	0,8112981	0,7682383	0,9338442	0,7145844	0,7488011	0,8353165	0,0617446	0,8751248	0,8074141	0,9257843	0,1259347	0,2015257	0,0209760	0,7930771	0,1698278	0,1699072	0,7713787	0,6975968	1,0407315	0,3917076	0,7171039	0,6678767
80	0,3195530	1,0049215	0,5012134	0,1429506	0,9304392	0,6429069	0,7130213	0,1339728	0,3795133	0,6185839	0,7419006	0,7628731	0,9992001	0,7450812	0,7638809	0,9237126	0,0708622	0,9950393	0,8194122	0,9511575	0,1310524	0,1676327	0,0130785	0,7969501	0,1216435	0,2042743	0,7724192	0,6356308	1,0348805	0,4729851	0,6738048	0,6702713
100	0,3017388	1,0552273	0,5329277	0,1339612	1,0557184	0,5979390	0,6342204	0,1534571	0,3580371	0,5826979	0,7752967	0,7995376	1,0085610	0,7821297	0,7752374	0,9236213	0,0580580	0,9298073	0,7560156	0,8986115	0,1445309	0,1939538	0,0106442	0,8437457	0,0944992	0,2189056	0,7511860	0,6775942	1,0437630	0,4082077	0,6690223	0,5901994
120	0,3175295	0,9953549	0,4687157	0,1255618	1,0940326	0,6428174	0,6191703	0,1765968	0,3794510	0,5208190	0,7642024	0,7622221	1,0780472	0,8092422	0,7436025	0,9136607	0,0710150	0,8922875	0,7424297	0,8985218	0,0994079	0,1885668	0,0059464	0,8147940	0,0759972	0,2274050	0,7462524	0,6904973	1,0815826	0,3793955	0,6525009	0,5947801
140	0,3130328	0,9652037	0,5226596	0,1496568	1,0275819	0,6253006	0,5964972	0,1830428	0,3936315	0,6166844	0,7588630	0,7976634	1,0581465	0,8075396	0,7255741	0,8831352	0,0664215	0,9116315	0,7943415	0,9194966	0,1233544	0,1377086	0,0085209	0,7725149	0,0595241	0,2439410	0,7801934	0,6300158	0,9861062	0,3640859	0,6279453	0,6222712
160	0,2849436	0,9939771	0,5183044	0,1182511	1,0554274	0,6357861	0,5938937	0,1880592	0,4098623	0,5356866	0,8189451	0,7698427	1,0252971	0,8141733	0,7426056	0,8136207	0,0668693	0,8852846	0,7556015	0,9440491	0,1006752	0,1681035	0,0072170	0,8334113	0,0502005	0,2374423	0,7934674	0,7099729	0,9304968	0,3722022	0,6695090	0,6042675
180	0,2877049	1,0020276	0,4947683	0,1281292	1,0584911	0,5885285	0,6069507	0,2118365	0,3896862	0,5465249	0,8283431	0,7477822	0,9982749	0,8277052	0,8297052	0,8562076	0,0728598	0,9093141	0,8024559	0,8879617	0,1333250	0,1446313	0,0032736	0,8085624	0,0469731	0,2102516	0,7847910	0,7012578	0,9154887	0,3882533	0,7149524	0,5983096
200	0,2890959	0,9262223	0,4596390	0,1369685	0,9974031	0,5917661	0,6048715	0,2164976	0,4111759	0,5341858	0,8824228	0,7484137	1,0046027	0,8138823	0,7465798	0,8354729	0,0677463	0,9478950	0,8036445	0,9359424	0,1281279	0,1388286	0,0026385	0,8357150	0,0309327	0,1909877	0,7702714	0,7276124	0,9129687	0,3839175	0,7207634	0,6372008
220	0,2786735	0,9916772	0,5122928	0,1385964	1,0287516	0,5638380	0,6428067	0,2198022	0,3867855	0,5673086	0,8218972	0,7605338	1,0409184	0,7640419	0,7933898	0,7523473	0,0481107	0,9081542	0,7553427	0,9673640	0,1260318	0,1400862	0,0013311	0,8049460	0,0449489	0,1979022	0,7605960	0,7405944	0,9300099	0,3813174	0,6664872	0,5976998
240	0,2759612	0,9923213	0,5017421	0,1648395	1,0588401	0,6343498	0,6756366	0,2001474	0,4206133	0,5967272	0,8311501	0,7770184	1,0403936	0,8097838	0,8288975	0,7733697	0,0634849	0,8725561	0,7774070	0,9266147	0,1206191	0,1381157	0,0001064	0,8495606	0,0420203	0,2040218	0,8180371	0,7405439	0,9324428	0,3593121	0,6728433	0,5885035
260	0,2618246	1,0104204	0,5008756	0,1927464	1,0060111	0,6120266	0,6338172	0,2190836	0,4152758	0,7127860	0,7811969	0,8194511	0,9983586	0,7307569	0,8142480	0,7891508	0,0557244	0,8948165	0,8265140	0,8918222	0,1211986	0,1521349	0,0014942	0,8467204	0,0438874	0,1816432	0,7726916	0,7931978	0,8683693	0,3130539	0,6843350	0,5958735
280	0,2720266	0,9550521	0,5458467	0,2109557	1,0193764	0,6458280	0,6472761	0,1867763	0,3608677	0,6384013	0,7885778	0,7900858	1,0417167	0,7976320	0,8766289	0,8398232	0,0570439	0,9839514	0,8428486	0,8747348	0,1059694	0,1276849	0,0022314	0,8213218	0,0372425	0,1840470	0,7216602	0,8556642	0,9395514	0,3839828	0,6807869	0,6120499
300	0,2963727	0,9224617	0,5402103	0,2133924	1,0596538	0,6120245	0,6333953	0,1788905	0,3901290	0,6036670	0,6871629	0,7382131	0,9735613	0,8030753	0,9175016	0,8771777	0,0651652	0,8972280	0,7694844	0,9674545	0,1191125	0,1438601	0,0007825	0,8269579	0,0346948	0,1681873	0,7245591	0,7481310	0,9384680	0,4382323	0,7375606	0,6137741
320	0,2874044	1,0605355	0,5706284	0,1994506	1,0097139	0,5509077	0,5843478	0,1695313	0,3953520	0,5960442	0,7930567	0,6644735	0,9631934	0,7975401	0,8395910	0,9233929	0,0670170	0,9411899	0,7168672	0,9214347	0,1195060	0,1502832	0,0039516	0,7928760	0,0262218	0,1928830	0,7261451	0,7412361	0,9893227	0,4057986	0,7252815	0,6114767
340	0,3247129	0,9890959	0,5121476	0,2258165	1,0481782	0,6156173	0,6010888	0,1843200	0,4113378	0,5971937	0,8094627	0,7085829	0,8974834	0,8440369	0,7901864	0,8892394	0,0638424	0,9272935	0,7431512	0,9615245	0,1080170	0,1435366	0,0048678	0,9051122	0,0250090	0,1664236	0,7857104	0,7696086	1,0326735	0,4218501	0,7437775	0,6489498
360	0,3192655	1,0223585	0,4824545	0,2437863	1,0281620	0,6321706	0,5999999	0,1499867	0,4578864	0,5743653	0,7966707	0,7565991	0,8757582	0,8357525	0,8326339	0,8709735	0,0540453	1,0516334	0,6957844	0,9382284	0,1139888	0,1477477	0,0034168	0,8450615	0,0231018	0,1838063	0,7803901	0,7479139	0,9693840	0,3804066	0,7217383	0,6041050
380	0,3112044	1,1984920	0,4920787	0,2430372	0,9832747	0,6148987	0,6697855	0,1572665	0,3858261	0,5270921	0,7803158	0,7717005	0,8599323	0,7957058	0,8244216	0,7775950	0,0557092	1,0691322	0,7137295	0,9452152	0,1028253	0,1776423	0,0033846	0,8052875	0,0236854	0,2024655	0,8165634	0,7109990	1,0358379	0,3047399	0,7052389	0,5862714
400	0,2862496	1,0373609	0,4580140	0,2231324	1,0872078	0,6560881	0,6832959	0,1622396	0,4347087	0,5380410	0,7632286	0,7524080	0,9427677	0,7675496	0,7994661	0,7896826	0,0307342	0,9127313	0,7633883	0,9645560	0,0765715	0,1693139	0,0031803	0,7756321	0,0284563	0,2407547	0,8823622	0,6894629	1,0150012	0,2983895	0,7132119	0,6333049
420	0,2947838	0,9591365	0,4287067	0,2387402	1,0055071	0,6317970	0,6173257	0,1723464	0,3735599	0,5348647	0,8016372	0,7884272	0,8980557	0,7198015	0,7966230	0,8389098	0,0431968	0,9585033	0,7600272	0,9081184	0,0996740	0,1606865	0,0026460	0,7572243	0,0295042	0,2186924	0,8716963	0,7540589	0,9370761	0,2951479	0,8148259	0,5809300
440	0,2785203	0,9954827	0,5191171	0,2042822	0,9962154	0,6005729	0,6795616	0,1968471	0,3636088	0,5620961	0,7662253	0,8592001	0,9256418	0,7753936	0,8210782	0,9065316	0,0688329	0,9837529	0,7489808	0,9520075	0,1133567	0,1469698	0,0000000	0,7982629	0,0253976	0,1990065	0,8711299	0,7199223	0,9375510	0,3012300	0,8196135	0,6094779
460	0,2933630	0,9573683	0,4899936	0,2092234	1,0341933	0,6424568	0,6234839	0,2360027	0,3744151	0,6090361	0,7523643	0,8147029	0,9321648	0,7629952	0,7808095	0,8326456	0,0681403	0,9441973	0,8019841	0,9152254	0,1034093	0,1560066	0,0046814	0,7995982	0,0227805	0,2204530	0,7566924	0,7185456	0,8851151	0,2796183	0,8091769	0,6301176
480	0,3015855	1,0169603	0,4654979	0,2079075	1,0418579	0,6531766	0,6544960	0,2102511	0,4088065	0,6387780	0,7450735	0,7814592	0,9298798	0,7678748	0,7963083	0,8260529	0,0926684	0,9838775	0,7661791	0,9371152	0,1386659	0,1574747	0,0036450	0,7955701	0,0223407	0,2372043	0,7925100	0,7069886	0,8996188	0,2881891	0,7654701	0,5758141
500	0,2761919	0,9333659	0,5476492	0,1719976	1,0732174	0,6317446	0,6697879	0,1950874	0,4269644	0,5568008	0,8025123	0,8390617	0,9486947	0,8004040	0,8116104	0,8407833	0,0642565	0,9833938	0,7942785	0,9638742	0,1319576	0,1518589	0,0081944	0,7905957	0,0322210	0,2279091	0,7837394	0,7446863	0,9625683	0,3359355	0,7187151	0,5940657
520	0,2787541	0,9106730	0,6244551	0,1532547	0,9945089	0,6313401	0,6736347	0,1787155	0,4060599	0,5954065	0,7853012	0,7515127	0,9556728	0,7905673	0,7922464	0,8409955	0,0794730	0,9825056	0,7810693	0,9531152	0,1255629	0,1706031	0,0082358	0,8850401	0,0255405	0,2191715	0,8047228	0,7343464	0,9498684	0,3798937	0,7305725	0,6401664
540	0,2716198	0,9974623	0,5073626	0,1362539	1,0171023	0,5341618	0,7238192	0,1434886	0,3694279	0,5285742	0,7504171	0,7524231	0,9086588	0,8314384	0,7591514	0,8849732	0,0662562	0,9519068	0,7542628	0,9383163	0,1310752	0,1654049	0,0026652	0,8684325	0,0248414	0,2353798	0,8310676	0,7729043	0,9703393	0,3286942	0,6953940	0,6695235
560	0,2687717	1,0192742	0,5737930	0,1211848	1,0160163	0,5793009	0,6920100	0,2002073	0,3591532	0,6135890	0,7882290	0,7296525	0,9510463	0,8337203	0,7831984	0,8686642	0,0356552	0,9942364	0,7644830	0,9364120	0,1246088	0,1759505	0,0011554	0,8734829	0,0212254	0,2372535	0,7884431	0,7133854	0,9941679	0,3452665	0,6329252	0,6465456
580	0,3278991	1,0398651	0,5050937	0,1138906	1,0127122	0,6230140	0,7111452	0,3145876	0,3811342	0,6131729	0,9105965	0,6366554	0,9543894	0,8399889	0,8138663	0,7466114	0,0527427	0,9694952	0,7759004	0,7872014	0,1208236	0,1892726	0,0371159	0,8362352	0,2623375	0,2371589	0,8339786	0,7139987	0,9442863	0,3833038	0,5643138	0,6552609
600	0,3130095	1,0309212	0,5532470	0,1136318	0,9308884	0,6358957	0,7397411	0,3672444	0,3535318	0,5785506	0,9614988	0,7448473	0,9174024	0,8100569	0,7905530	0,6840993	0,0359558	0,9217967	0,7912261	0,7308261	0,0998557	0,1546789	0,0567826	0,8143789	0,3615738	0,2120669	0,8251936	0,7550065	0,9053047	0,3479829	0,5360898	0,6464677
620	0,3414191	1,0357455	0,5417730	0,1180904	0,9465158	0,6424158	0,6961035	0,3932747	0,3639375	0,5936535	1,0365507	0,7130746	0,9004018	0,8012357	0,8636386	0,7071773	0,0615440	1,0685529	0,7758371	0,7485441	0,0855186	0,1660172	0,0704717	0,8535289	0,4504400	0,2242229	0,7908037	0,7561988	0,8706704	0,3304121	0,5442294	0,6252580
640	0,3124191	0,9618107	0,5543541	0,1414364	0,9370116	0,6345436	0,6310448	0,4136665	0,3620562	0,5786428	1,0541404	0,6591286	0,9565157	0,8198646	0,7734024	0,7002758	0,0967525	0,8924501	0,7618513	0,7573236	0,0891457	0,1809175	0,0841718	0,8130650	0,5257682	0,2548873	0,8052105	0,8252732	0,9329799	0,3918966	0,5793966	0,6952695
660	0,3354778	1,0178300	0,5232274	0,1382135	0,9249049	0,6139143	0,5942461	0,3974816	0,3672817	0,6553507	1,0158806	0,6577063	0,9076965	0,7758833	0,8230658	0,6581187	0,0779723	0,8453641	0,7773188	0,7484414	0,1065461	0,1764034	0,0763817	0,8399166	0,6361722	0,2411035	0,8622728	0,8094917	0,9151688	0,3490047	0,5449993	0,6788747
680	0,3283532	1,0453665	0,5077142	0,1121180	1,0242224	0,6166040	0,6259005	0,3849570	0,3796426	0,7053956	1,0948449	0,6728578	0,8251470	0,8302068	0,7384818	0,6842742	0,0466557	0,9121929	0,7557847	0,7317443	0,1175341	0,1727944	0,1128212	0,8758125	0,6674030	0,2413616	0,8175448	0,7873742	0,8698670	0,3743623	0,4842210	0,6446015
700	0,3435112	1,0519330	0,5145711	0,1449459	0,9726070	0,5791399	0,6012329	0,3901375	0,3707641	0,7211110	1,0294127	0,6310890	0,8659857	0,8420822	0,8005870	0,6459187	0,0558485	0,8979616	0,8008368	0,7457095	0,1189549	0,1866138	0,1101321	0,8364925	0,7119426	0,2426528	0,7590193	0,7499613	0,9865347	0,3994879	0,5282459	0,6589408
720	0,3097123	1,0535045	0,4356598	0,1318698	0,9691588	0,5808161	0,5741265	0,3607342	0,3893805	0,7925344	1,0098359	0,6386679	0,8794168	0,8825198	0,7404097	0,6358235	0,0566149	0,8881759	0,7898645	0,7303514	0,1116557	0,1774365	0,0910386	0,7944731	0,6413703	0,2243651	0,7357194	0,7632873	1,0357097	0,4328495	0,5440847	0,6845662
740	0,2917532	0,9876182	0,3647275	0,1374667	0,9068280	0,5758584	0,5594007	0,3672732	0,4027784	0,7323137	0,9429413	0,6386555	0,9028352	0,8758535	0,7151144	0,6602560	0,0454861	0,9415582	0,7773572	0,8210910	0,0895287	0,1523880	0,0713733	0,8020841	0,6302404	0,2337489	0,7807235	0,7822685	1,0733047	0,4580070	0,5367495	0,7022295
760	0,2843944	0,9400740	0,4360978	0,1600716	0,9455172	0,6153463	0,5968988	0,3711479	0,4095282	0,6698556	0,9373722	0,6482768	0,8725237	0,8438504	0,7603867	0,6615767	0,0485543	0,9318871	0,8302357	0,8057830	0,1017572	0,1254834	0,0732748	0,8029617	0,6136963	0,2494911	0,8541916	0,7252154	0,9819715	0,4351398	0,5067040	0,6363749
780	0,2722999	0,9861727	0,4933345	0,1723257	0,9603078	0,6088049	0,5677890	0,4301851	0,4240069	0,6665521	1,0053746	0,5867019	0,8925317	0,8588529	0,7792711	0,6763948	0,0743386	0,9215891	0,8308743	0,8765424	0,1098296	0,1472238	0,0739669	0,7758540	0,6341136	0,2286855	0,7877844	0,7204346	0,9743401	0,4389803	0,4638338	0,6113690
800	0,2592672	1,0534338	0,5204189	0,1845734	0,9380333	0,6481218	0,5791126	0,3493041	0,4400463	0,7216098	0,9615521	0,5844397	0,9149606	0,8331834	0,7522575	0,6461003	0,0622770	0,9706346	0,8739732	0,8779608	0,1063914	0,1457034	0,1142714	0,7861854	0,6041048	0,2135244	0,8199858	0,7444218	0,9933700	0,4541285	0,5313004	0,6245336
820	0,2466227	1,0188028	0,5143120	0,1490834	0,9159985	0,5885901	0,6151640	0,4098245	0,4040918	0,6922275	0,9537588	0,5895341	0,9204178	0,8233867	0,7282515	0,6296645	0,0617872	0,8916479	0,9218686	0,8187453	0,0929457	0,1455266	0,1003920	0,8000208	0,6082623	0,2362855	0,8185314	0,8311933	0,9985956	0,4350149	0,5387070	0,6709131
840	0,2713756	1,0249261	0,4747166	0,1553716	0,9652233	0,6222143	0,6413450	0,3680339	0,3933422	0,6951653	0,9615260	0,5427784	0,9606066	0,8390287	0,7086350	0,6215916	0,0592379	0,8664605	0,8950839	0,7890062	0,1125635	0,1483126	0,0849292	0,7493901	0,6160758	0,2421355	0,7524412	0,7667328	1,0205372	0,3908222	0,5609867	0,6456964
860	0,2992581	0,9707456	0,4969650	0,1301273	0,9700350	0,6132009	0,6057322	0,3337702	0,4205273	0,6813459	0,8898283	0,6187614	0,9749019	0,8480809	0,7574740	0,6394107	0,0623314	0,8749741	0,8287952	0,7675516	0,1108779	0,1631589	0,0871139	0,7664851	0,5836177	0,2195991	0,8292292	0,7472341	1,0547143	0,3906558	0,5612628	0,6302792
