"Time"	ihfB	hipA	hipB	yeiL	tdcA	tdcR	yiaJ	ompR	bolA	csgD	tdcG	tdcF	tdcB	tdcD	tdcE	tdcC	lyxK	yiaN	yiaO	sgbH	sgbE	sgbU	yiaK	yiaL	yiaM	sra	ompC	csgG	csgF	csgE	ompF	micF
560	0,1861683	0,0743063	0,5421151	0,2312476	0,4726076	0,7066380	0,6896133	0,6423441	0,0419499	0,6969116	0,4116450	0,6428148	0,3766473	0,7549694	0,4017264	0,4180399	0,1024706	0,0562048	0,2788219	0,2846738	0,1683515	0,0774781	0,0867405	0,0296740	0,3493634	0,3210964	0,6181882	0,6704181	0,3416364	0,6724090	0,4684494	0,7478938
580	0,1956105	0,0550594	0,4880146	0,1997487	0,4142300	0,9080095	0,6882158	0,7141987	0,0553810	0,6903305	0,5146028	0,5700673	0,2851554	0,7493067	0,5544124	0,3969038	0,1280871	0,0293299	0,3329841	0,2919115	0,2091839	0,0636813	0,0957607	0,0663934	0,3269889	0,2353602	0,6545730	0,5743348	0,3245424	0,6898992	0,4936319	0,6668950
600	0,2411363	0,0752659	0,5465597	0,2788188	0,5065062	0,6918355	0,6494991	0,7158452	0,1575997	0,5756815	0,6800783	0,5983440	0,3942224	0,7142421	0,4446559	0,3838928	0,1195692	0,0310734	0,4000395	0,2885153	0,2363858	0,1307535	0,0495831	0,0402676	0,4442137	0,2149287	0,6347643	0,5729306	0,2984836	0,6026765	0,6699382	0,7140805
620	0,2550940	0,0546623	0,4216312	0,2876159	0,4767401	0,7444791	0,6070708	0,8235103	0,1119174	0,6201534	0,4600228	0,5615443	0,3488783	0,8071387	0,3904277	0,3146446	0,1394242	0,0215363	0,6417174	0,2710266	0,2048612	0,1841623	0,0412973	0,0667293	0,4707345	0,3065868	0,6202852	0,3720663	0,2894168	0,6139442	0,6802192	0,6533532
640	0,2649968	0,1288435	0,4391586	0,3372140	0,4726156	0,6797621	0,6124727	0,6706311	0,1657595	0,5293088	0,5970944	0,5433532	0,4203936	0,7142765	0,4849304	0,3969824	0,1951027	0,0279416	0,5577826	0,2245173	0,2182465	0,1740154	0,0236643	0,0741894	0,3113220	0,3222027	0,6248386	0,4166929	0,3913567	0,7690523	0,6075025	0,8018288
660	0,2954731	0,0794559	0,4731392	0,3088937	0,4283427	0,6947596	0,5456340	0,6443778	0,1315128	0,5970846	0,6871075	0,5567890	0,4054309	0,6457434	0,4386469	0,2589707	0,2212662	0,0385384	0,7303617	0,2465919	0,1670845	0,1823012	0,0218066	0,0780656	0,3503143	0,3112141	0,6971607	0,4876798	0,2064162	0,6695340	0,5586958	0,7474720
680	0,3438453	0,0698920	0,3670128	0,3816316	0,6200336	0,7397989	0,6252905	0,6598262	0,2249060	0,7511925	0,6039392	0,6264348	0,3241748	0,6640415	0,5138246	0,3900949	0,1593526	0,0191553	0,7644863	0,1644990	0,1799259	0,2308253	0,0256228	0,0597125	0,3313959	0,2832497	0,6134850	0,3990288	0,3266020	0,7820302	0,5036941	0,6838237
700	0,3223473	0,0615359	0,3886383	0,3196330	0,5245198	0,7390517	0,6505732	0,6043744	0,2312584	0,6618896	0,5945574	0,5195577	0,4164868	0,7583644	0,4632411	0,4029045	0,2160949	0,0232471	0,8222443	0,1631446	0,2149443	0,2824056	0,0126470	0,0447912	0,3888927	0,2498530	0,5868560	0,4370449	0,2931981	0,8813319	0,5257660	0,6961450
720	0,2561862	0,1059650	0,3826254	0,3593732	0,5236954	0,6769610	0,7182762	0,7000403	0,2647659	0,6677233	0,7583966	0,6514921	0,3184167	0,6259621	0,5088552	0,4123082	0,2309139	0,0235310	0,7054082	0,1975447	0,2337815	0,2547911	0,0084599	0,0874386	0,3658303	0,3243090	0,4768846	0,4438601	0,3189672	0,9321739	0,3960396	0,6662252
740	0,3542305	0,0847481	0,3104493	0,4039633	0,4728691	0,6953244	0,7035685	0,6132111	0,2508555	0,5801562	0,7311909	0,5467907	0,4240173	0,6846663	0,4175509	0,3270294	0,2074733	0,0377692	0,8548478	0,2208766	0,3184345	0,3612166	0,0121835	0,1285745	0,2959654	0,3044370	0,5806594	0,3015077	0,2753485	0,6857479	0,5126782	0,6089556
760	0,3661541	0,1427352	0,2408173	0,5513779	0,6000531	0,6475320	0,6849005	0,6095637	0,2760167	0,7574921	0,6230498	0,5087649	0,4528734	0,6381495	0,5180930	0,3563511	0,2228112	0,0352501	0,7702966	0,2612346	0,2893124	0,3711149	0,0071356	0,1013515	0,2823549	0,2894038	0,6091869	0,3540877	0,2721038	0,8327391	0,5217496	0,5229535
780	0,3638181	0,0919339	0,4547819	0,4593742	0,5053052	0,6167405	0,5324357	0,4636324	0,2841023	0,6668053	0,5768541	0,6331085	0,4078632	0,6440544	0,4535923	0,4203496	0,2373123	0,0292189	0,6718999	0,2369888	0,2940627	0,3106586	0,0067211	0,0800480	0,3198028	0,2637093	0,5714580	0,4393199	0,2643169	0,7315057	0,4916173	0,6440623
800	0,3176893	0,1256124	0,3864268	0,4265780	0,5622211	0,7183037	0,6087658	0,4930102	0,2739800	0,6362314	0,6032458	0,5570534	0,3773248	0,6847411	0,5954751	0,3726036	0,2177670	0,0407658	0,6920587	0,2176886	0,3204300	0,2788223	0,0052891	0,0862343	0,3713421	0,2713882	0,5335095	0,3363877	0,2784656	0,6984534	0,6697876	0,6575321
820	0,4216537	0,1035223	0,3850785	0,4965598	0,5409000	0,6425988	0,4863929	0,6022730	0,3505540	0,5106493	0,5841297	0,6966582	0,6083400	0,7154819	0,5120917	0,3849752	0,2469629	0,0232058	0,6806338	0,1894403	0,2534271	0,2886563	0,0114897	0,1065730	0,3339736	0,3111470	0,5435848	0,3166598	0,2495287	0,7356949	0,7294166	0,6928922
840	0,4121393	0,1127732	0,4078503	0,5370471	0,5633103	0,8159175	0,6258828	0,5921249	0,2732775	0,5257648	0,7091210	0,5692422	0,4689949	0,6140697	0,5345901	0,3601873	0,2457229	0,0264871	0,7433278	0,2227919	0,3578074	0,4401145	0,0005549	0,1027209	0,3379312	0,4023569	0,6121776	0,3970296	0,2248183	0,7867983	0,7947861	0,6679202
860	0,3793422	0,1497224	0,4603891	0,5908567	0,4833750	0,8388288	0,6171480	0,5465896	0,3612515	0,5613644	0,5878550	0,5655444	0,4476789	0,6863873	0,5251762	0,3802321	0,3102167	0,1084270	0,7253236	0,1501654	0,3471217	0,3428096	0,0059914	0,0836695	0,2903455	0,4271530	0,6513644	0,3555066	0,1919652	0,6088269	0,5264426	0,5930187
880	0,4153345	0,1143167	0,4645404	0,4400858	0,5085077	0,6742282	0,5478685	0,6099858	0,4226330	0,5148464	0,7715447	0,6286351	0,4576532	0,7026457	0,6241469	0,5081060	0,2303254	0,0479554	0,7792569	0,1989038	0,2640749	0,3158185	0,0071932	0,1420601	0,4012708	0,3295701	0,6072331	0,3740970	0,2471145	0,7457635	0,5162539	0,8437833
900	0,3270782	0,1812958	0,3463705	0,6711231	0,4816064	0,7188772	0,6128292	0,6320415	0,2877624	0,5663094	0,7485590	0,4771302	0,4957458	0,6748187	0,6412585	0,5101786	0,2795602	0,0680730	0,7862255	0,1857531	0,3250000	0,4845729	0,0020952	0,1481172	0,4551816	0,3323373	0,5778126	0,4289867	0,1372142	0,7640324	0,7181853	0,6540835
920	0,3172255	0,1462375	0,4401719	0,4300050	0,5913362	0,6324720	0,5989943	0,5606850	0,3605450	0,6575607	0,5698835	0,5391273	0,4737170	0,7130176	0,5117866	0,4252793	0,3605763	0,0398287	0,7449877	0,2297737	0,3066127	0,3690327	0,0030506	0,1329461	0,3952427	0,3517103	0,5240617	0,3849509	0,1856180	0,6100298	0,6281500	0,6331217
940	0,2943176	0,1234078	0,3561236	0,4493210	0,5804277	0,7302924	0,5795275	0,5937684	0,2617101	0,6542297	0,5460405	0,5397485	0,4114023	0,6613519	0,4917557	0,3813961	0,2694912	0,0429080	0,6572114	0,1580361	0,3448610	0,3286548	0,0168969	0,1559559	0,4437250	0,3293084	0,6043796	0,4678140	0,1913982	0,8578928	0,5659446	0,7017672
960	0,3827392	0,2268257	0,3135389	0,5178292	0,5333341	0,6849683	0,5874369	0,6492357	0,3891328	0,7271128	0,6533553	0,5745598	0,3920258	0,6305203	0,4240879	0,4711713	0,2814965	0,0297038	0,6115568	0,1878090	0,4499107	0,3274290	0,0011920	0,1098105	0,3593910	0,4610571	0,6379707	0,3335141	0,1549863	0,7287025	0,6159235	0,7013986
980	0,4334451	0,1602416	0,3016072	0,4548210	0,5869709	0,7540991	0,5583499	0,6988370	0,2605806	0,7399802	0,7633138	0,6213954	0,4873138	0,7067107	0,5487902	0,4928110	0,2965458	0,0499867	0,6920742	0,1848559	0,2553505	0,2771984	0,0307794	0,1299283	0,4243243	0,4255745	0,5683549	0,3288850	0,3037790	0,7172063	0,5498245	0,7531420
1000	0,3493755	0,1192494	0,3049841	0,4515046	0,5678308	0,7928206	0,5605346	0,5252866	0,2595870	0,7338154	0,7884886	0,6191439	0,4513845	0,8350696	0,5072294	0,5578084	0,3482287	0,0495256	0,6787278	0,2630906	0,2668054	0,4498951	0,0136774	0,0695515	0,3823383	0,3945031	0,5748759	0,2712332	0,2569148	0,6658947	0,5214710	0,6624085
1020	0,3804809	0,1689536	0,3166460	0,5230323	0,5900342	0,7326456	0,6058162	0,7195969	0,3281379	0,7008107	0,7391585	0,5299556	0,4344261	0,7659540	0,5179939	0,4421093	0,3207873	0,0330153	0,6872149	0,2224942	0,2980129	0,4150796	0,0152734	0,0845746	0,3829116	0,3377460	0,4953909	0,3162996	0,2939092	0,6978030	0,4054142	0,6726285
1040	0,3146088	0,1693373	0,3615303	0,5112535	0,6872146	0,6983926	0,6654212	0,7191983	0,3799957	0,7847827	0,7174641	0,6148521	0,3857323	0,6780802	0,5496075	0,4530505	0,2163068	0,0461991	0,7166462	0,2335070	0,2720102	0,3478542	0,0119664	0,0990572	0,4835458	0,3181846	0,6356305	0,3857967	0,2913289	0,5573121	0,4757181	0,5554302
1060	0,2618166	0,1540210	0,2862812	0,4850608	0,6558794	0,7970258	0,6331139	0,5133855	0,3441052	0,7579281	0,6685116	0,7458315	0,4795456	0,6600329	0,5211699	0,4399889	0,2942318	0,0650149	0,7259163	0,2433773	0,3404891	0,3479915	0,0016184	0,0616622	0,4808489	0,3472918	0,5742237	0,2803571	0,3154713	0,6218012	0,4358268	0,5934900
1080	0,3347241	0,1495686	0,2752649	0,4792779	0,7125084	0,7621683	0,5160131	0,6791823	0,2812015	0,7662283	0,6293861	0,6652623	0,4752991	0,7749904	0,5607911	0,3758603	0,2958742	0,0514063	0,6088658	0,2128549	0,3191159	0,3859688	0,0105799	0,1450382	0,3588115	0,3723163	0,4727524	0,3216225	0,2887641	0,5699842	0,5020957	0,7974516
1100	0,3629080	0,1310088	0,4805864	0,4559673	0,6646107	0,7607813	0,5594524	0,6398137	0,2727511	0,6904443	0,6677854	0,6500767	0,4871656	0,7191152	0,5452066	0,4558013	0,2754246	0,0232012	0,6646640	0,3006973	0,2918726	0,3466604	0,0083739	0,0615881	0,4348065	0,3184441	0,4475976	0,3259064	0,2810000	0,6142190	0,4610013	0,7340944

0	0,3429706	0,1214484	0,3689870	0,4931856	0,6201676	0,6716002	0,6405014	0,5201098	0,3216504	0,5996198	0,7727506	0,6660159	0,6592234	0,7896959	0,5672864	0,3994963	0,2383739	0,0282773	0,7104603	0,1753930	0,2873656	0,3208444	0,0027234	0,0569602	0,3641509	0,5125403	0,5221615	0,4345776	0,2558786	0,7217511	0,6354716	0,7049585
20	0,3223441	0,1191959	0,3657312	0,3693086	0,6416338	0,6725187	0,5338725	0,4818162	0,2369797	0,5704218	0,5992572	0,6105223	0,4948886	0,6471535	0,5354204	0,4962570	0,3076620	0,0343522	0,6461555	0,2387191	0,3493709	0,4257464	0,0081382	0,1403769	0,5579230	0,3774560	0,5843960	0,3574728	0,2932722	0,6662629	0,5329149	0,7123166
40	0,3259721	0,1611859	0,3975965	0,4076422	0,5445376	0,8641157	0,5665716	0,3877493	0,1721434	0,5320579	0,7191369	0,7107946	0,4774409	0,6757642	0,5194450	0,4645195	0,3134246	0,0408831	0,6711015	0,2880405	0,4199237	0,2506015	0,0084108	0,2076867	0,5081474	0,4047691	0,5192409	0,3156979	0,2541808	0,6474869	0,5021140	0,3896521
60	0,3363958	0,1293591	0,3492554	0,4513646	0,6132623	0,6928231	0,5117045	0,2439681	0,1696738	0,4914240	0,7239579	0,6899632	0,4854582	0,6812306	0,5549393	0,4571322	0,3915342	0,0233266	0,5615503	0,1999843	0,4190237	0,2527899	0,0025139	0,2438334	0,5891641	0,3481777	0,4243151	0,3065766	0,2172588	0,7067421	0,6384850	0,2980927
80	0,3531405	0,1116118	0,3142977	0,5752625	0,6037235	0,6810912	0,5640718	0,2292065	0,1993983	0,5961054	0,6993624	0,6903167	0,5167534	0,7422529	0,5390006	0,4655769	0,4001382	0,0271256	0,7339235	0,2034106	0,4772008	0,2300015	0,0023127	0,3113130	0,3689545	0,3978195	0,5460596	0,2065893	0,1720278	0,7432421	0,5918862	0,2357016
100	0,3617078	0,1468746	0,3270159	0,4248236	0,5318181	0,6921948	0,6110467	0,2650489	0,1793448	0,4895183	0,8025923	0,6692890	0,5241647	0,6566296	0,4845723	0,4527704	0,4121129	0,0243228	0,8182069	0,2217305	0,3990865	0,1519397	0,0020446	0,2243175	0,4747995	0,3878485	0,4091212	0,1355576	0,1077396	0,7301751	0,6038039	0,1417880
120	0,3727786	0,1100326	0,3252482	0,4903764	0,6806366	0,8050818	0,5482716	0,1388431	0,2181343	0,3862433	0,7174494	0,7129920	0,4302868	0,6364022	0,4950959	0,4155481	0,3763919	0,0309880	0,7254721	0,2245172	0,4863984	0,1308918	0,0059744	0,4060202	0,4580300	0,3794887	0,4528487	0,1228816	0,1177127	0,8120781	0,6969744	0,0902032
140	0,3785469	0,1219877	0,2958603	0,3368469	0,6726646	0,7546775	0,6823050	0,1424523	0,2951620	0,4321934	0,6989337	0,7467596	0,5725355	0,8083570	0,4917097	0,4607100	0,3061263	0,0180903	0,7954265	0,2253553	0,4927185	0,1625286	0,0108410	0,3022520	0,4755755	0,3825757	0,4753309	0,0787630	0,0506239	0,7237636	0,6571464	0,0246540
160	0,3745243	0,2368814	0,3314479	0,4380506	0,6008319	0,7566765	0,5779081	0,1131857	0,3382871	0,3561806	0,7697867	0,8478991	0,4582001	0,7058387	0,5120996	0,3423211	0,2901781	0,0138880	0,6333595	0,1758943	0,5744900	0,1000959	0,0022295	0,3299603	0,5466835	0,3564544	0,3799548	0,0656431	0,1097343	0,6927901	0,7657275	0,0078395
180	0,3704941	0,1564539	0,3499229	0,6389375	0,7708654	0,7340429	0,6542866	0,0577217	0,2957463	0,3083408	0,6639516	0,9010692	0,5979262	0,6838208	0,6128792	0,4088247	0,3300506	0,0316292	0,8301701	0,1568122	0,5054818	0,1535448	0,0021441	0,2817643	0,4565285	0,4067959	0,3724766	0,0613352	0,0514921	0,8801215	0,7006687	0,0129944
200	0,3338708	0,2184628	0,2526839	0,5755764	0,8088151	0,7455235	0,5561055	0,1294438	0,3771828	0,2827375	0,6884688	0,7819173	0,5121140	0,7850690	0,4892890	0,4588998	0,3934564	0,0292381	0,7463017	0,1857271	0,6238659	0,1038431	0,0107812	0,2899217	0,4603293	0,3320525	0,3567748	0,0500624	0,0130558	0,9507952	0,6626152	0,0118779
220	0,3060686	0,1840172	0,3361794	0,4521925	0,7337497	0,6810049	0,4542806	0,0651028	0,3285524	0,1973865	0,7020946	0,6906831	0,5785840	0,7251450	0,6201760	0,4608728	0,3824586	0,0108141	0,7869152	0,2340478	0,5865973	0,0908611	0,0034024	0,2812137	0,4682058	0,3921105	0,2847114	0,0411854	0,0257346	0,7789343	0,6690565	0,0141953
240	0,3760537	0,1441366	0,3618162	0,4672848	0,6651112	0,8009678	0,4953090	0,0623897	0,3687624	0,2360160	0,6372367	0,8655665	0,5281658	0,8444249	0,6798541	0,4579764	0,4381579	0,0104633	0,7299522	0,1768430	0,5922885	0,1078515	0,0011733	0,2388073	0,4357219	0,3922964	0,3725199	0,0496370	0,0132449	0,7820714	0,7863056	0,0085546
260	0,3722395	0,1462644	0,2646729	0,3552934	0,6965514	0,8740387	0,5475680	0,0620684	0,4686239	0,1681547	0,7242116	0,7542303	0,6507702	0,7495915	0,4763130	0,4499758	0,3546034	0,0223579	0,6316925	0,2384777	0,5104291	0,0874754	0,0150475	0,3091065	0,3739405	0,3875870	0,3139947	0,0131223	0,0118096	0,7220887	0,7696057	0,0117897
280	0,3931030	0,1529599	0,2526209	0,3963934	0,7444705	0,6165207	0,4882139	0,0610015	0,4355431	0,1892113	0,7767251	0,7989590	0,6284023	0,7714447	0,5973168	0,3729534	0,4087192	0,0206420	0,6844059	0,2568600	0,6644614	0,1263319	0,0017958	0,2461546	0,4595054	0,4090896	0,3419002	0,0104378	0,0103858	0,6351121	0,7015953	0,0033964
300	0,3391440	0,1955814	0,2971512	0,4525662	0,7549721	0,4961456	0,4939592	0,0949377	0,4512008	0,1637991	0,7834347	0,6248298	0,6083541	0,6446211	0,5229033	0,4999281	0,3423857	0,0400743	0,7143662	0,2412356	0,5066108	0,1407464	0,0093333	0,3079551	0,3714023	0,3496389	0,3327873	0,0108845	0,0053639	0,6532187	0,6079292	0,0022597
320	0,4310624	0,1223680	0,3684115	0,3715219	0,7779616	0,7595554	0,4481818	0,1061472	0,4618953	0,1693570	0,7622560	0,6691414	0,5641876	0,6530106	0,5149994	0,5291203	0,3285444	0,0419568	0,7494899	0,2317881	0,5069083	0,0829774	0,0079304	0,2957639	0,4314832	0,3980074	0,2971594	0,0057463	0,0015708	0,6733219	0,8427294	0,0092741
340	0,3487288	0,1526722	0,3113020	0,4744752	0,6802854	0,7267018	0,4888028	0,0956041	0,4992455	0,1936405	0,8745994	0,6706620	0,6242433	0,7311191	0,5655176	0,4072146	0,3964515	0,0467199	0,6350664	0,3029206	0,4318751	0,1236822	0,0143292	0,3779368	0,4192224	0,3821598	0,2907410	0,0062936	0,0017969	0,7974886	0,7596711	0,0074780
360	0,3514250	0,1047374	0,3484687	0,4509074	0,6893531	0,6073444	0,4053615	0,1439613	0,3532379	0,1481645	0,7650107	0,6824069	0,5913888	0,7461523	0,5186935	0,4255087	0,3955563	0,0284970	0,6992434	0,2981865	0,4609900	0,1343872	0,0384330	0,2811241	0,3861996	0,4262526	0,2181306	0,0247576	0,0003115	0,6742662	0,7763163	0,0024094
380	0,3615555	0,1497493	0,3236215	0,5123668	0,7350979	0,6545490	0,5005475	0,0996188	0,4722120	0,1379690	0,7903779	0,7231066	0,6125460	0,7361842	0,4671985	0,3627453	0,3576440	0,0292311	0,6619924	0,2795746	0,5294701	0,0936212	0,0179642	0,3793346	0,4185077	0,5128021	0,2884569	0,0170167	0,0025560	0,7008867	0,8239028	0,0020927
400	0,2877929	0,1263000	0,3766889	0,4839391	0,7982335	0,6490964	0,5974598	0,0769967	0,4258925	0,1034635	0,7954016	0,7403639	0,4956458	0,6427298	0,6162866	0,4302242	0,4409188	0,0289868	0,6680548	0,2557967	0,6326014	0,1341035	0,0129317	0,2920778	0,4807255	0,4734002	0,2514104	0,0188765	0,0020549	0,6917864	0,6618382	0,0034331
420	0,2657145	0,1926064	0,3226454	0,4642706	0,6803874	0,7359918	0,4804716	0,1117681	0,4017334	0,1334698	0,8640278	0,6356625	0,5522068	0,6763515	0,5137701	0,4086996	0,4180235	0,0521525	0,6876184	0,2422118	0,5414554	0,1061789	0,0308990	0,3770330	0,5012402	0,5290226	0,2564142	0,0114918	0,0031124	0,8100031	0,7943806	0,0053902
440	0,3129482	0,1680178	0,3113409	0,5498219	0,6912223	0,7136854	0,4774013	0,0681734	0,4255643	0,1613654	0,7681443	0,7113240	0,6296697	0,8641068	0,5983756	0,3997784	0,2914736	0,0266148	0,6881373	0,2455707	0,5117517	0,1155262	0,0083463	0,3883718	0,5642749	0,3898498	0,2545733	0,0134696	0,0030014	0,6730052	0,8259703	0,0084220
460	0,4474410	0,1492108	0,2409646	0,4604297	0,7025979	0,6442636	0,5654508	0,0636858	0,3081848	0,1659029	0,6919567	0,6588484	0,5937827	0,6418924	0,5577498	0,3425484	0,3235835	0,0266608	0,7367974	0,2207374	0,6814129	0,1058341	0,0035398	0,3144513	0,3990871	0,3755497	0,2878762	0,0122745	0,0008375	0,5855510	0,7136900	0,0035871
480	0,4114793	0,1679342	0,3072493	0,5171253	0,6297649	0,7126935	0,5725884	0,0840162	0,3967503	0,1917018	0,7535527	0,7177171	0,5674926	0,6393492	0,5955074	0,3088969	0,3800387	0,0566542	0,5586770	0,2036506	0,5564281	0,0566081	0,0170932	0,3428914	0,4569519	0,5363311	0,2131600	0,0049635	0,0038345	0,6982294	0,8458964	0,0091459
500	0,3669700	0,1739860	0,2846269	0,4641031	0,7599617	0,6061637	0,5070654	0,0635983	0,4638795	0,1280875	0,6196022	0,7674335	0,6354394	0,7524866	0,5934074	0,4493355	0,3628439	0,0375663	0,6016077	0,2306768	0,5398764	0,0873663	0,0186206	0,3466953	0,4998566	0,4447178	0,2956277	0,0277009	0,0079798	0,5994742	0,9002938	0,0006418
520	0,3200591	0,1320140	0,2571685	0,5142002	0,7024869	0,7910535	0,5752999	0,1077536	0,4298823	0,1419808	0,8575280	0,7722877	0,6100888	0,7563879	0,5973492	0,3888774	0,4199588	0,0844782	0,6640730	0,1545294	0,4881612	0,0879970	0,0125931	0,3230649	0,4859364	0,3338146	0,2222556	0,0265441	0,0036186	0,6364902	0,6680206	0,0000633
540	0,3695077	0,1890424	0,2309658	0,4552801	0,7028001	0,7104435	0,5284645	0,0688830	0,4704637	0,1762516	0,7892953	0,7355938	0,5553293	0,8465372	0,5111860	0,5344590	0,3713218	0,0308455	0,7806052	0,1917108	0,5574852	0,1052156	0,0117169	0,3537066	0,3865977	0,4254442	0,2659585	0,0206510	0,0044947	0,6263464	0,8259739	0,0000000
560	0,3768021	0,1669995	0,2706530	0,4826111	0,6216720	0,7366585	0,4774265	0,1027725	0,4349621	0,1801398	0,6830090	0,8041029	0,5463288	0,6269064	0,6827306	0,4438927	0,3517104	0,0602044	0,7414164	0,2494527	0,5648530	0,0926389	0,0109758	0,2973234	0,4217691	0,4258640	0,2539672	0,0187248	0,0017517	0,5214346	0,7911845	0,0005097
580	0,3505492	0,1460318	0,2844684	0,4651433	0,7472547	0,7663929	0,5028054	0,2315331	0,3808116	0,1790825	0,8003949	0,6399915	0,6280627	0,7064108	0,5833369	0,4940938	0,3402421	0,0815806	0,7286062	0,2722566	0,4533526	0,1216378	0,0074649	0,2925878	0,4561083	0,4196701	0,2603858	0,0139044	0,0005174	0,5899077	0,7173015	0,0647098
600	0,3056479	0,1722508	0,2996147	0,4663418	0,5505488	0,7223483	0,5084301	0,2823470	0,5378089	0,1704536	0,8179518	0,6302695	0,5616480	0,7227555	0,5400333	0,6018146	0,3029350	0,0370301	0,7833577	0,2096913	0,5019048	0,1616199	0,0062143	0,2212621	0,4609143	0,3564061	0,3434540	0,0177821	0,0035696	0,5020664	0,6183489	0,2475186
620	0,3256945	0,2138814	0,3851093	0,5029261	0,6824880	0,6620743	0,5995948	0,4125109	0,5677594	0,1881197	0,7701702	0,6539749	0,5427962	0,6794021	0,6141215	0,4807858	0,2768957	0,0369607	0,8215814	0,2345483	0,3921317	0,2537197	0,0047140	0,1496867	0,4762410	0,4532061	0,2806180	0,0257780	0,0049053	0,5247168	0,7939708	0,3096802
640	0,3625518	0,1331004	0,3591210	0,5232666	0,6822821	0,6883746	0,5348511	0,4085687	0,6563328	0,2276363	0,7273043	0,6455049	0,4661280	0,6372212	0,6909653	0,3526157	0,2199272	0,0433540	0,7671856	0,1814525	0,4049370	0,1870674	0,0155426	0,1913833	0,3755320	0,4901145	0,2914664	0,0358287	0,0043144	0,5466897	0,7207786	0,4873141
660	0,4327386	0,1337794	0,2964307	0,5290278	0,5823650	0,7540763	0,5447354	0,5864345	0,5664877	0,3231103	0,7526828	0,7050711	0,4114340	0,7807660	0,6751823	0,3779616	0,2327383	0,0257882	0,7571314	0,2094265	0,3755605	0,2675436	0,0075093	0,1187780	0,4747973	0,4503172	0,3625485	0,0370279	0,0064838	0,5845893	0,7874984	0,6953140
680	0,3379621	0,1686357	0,3326191	0,5833257	0,4304089	0,5918299	0,6512649	0,5950352	0,4442684	0,3795554	0,7781047	0,7530879	0,5700408	0,6797721	0,6676903	0,3294740	0,2946599	0,0423549	0,7998897	0,1694075	0,3040435	0,2894995	0,0237308	0,0904001	0,3580145	0,3542451	0,4217698	0,0443195	0,0309410	0,6746398	0,7124715	0,7571239
700	0,3250729	0,0944151	0,2766794	0,5265763	0,4171625	0,5912997	0,5837980	0,7211166	0,4321735	0,4117818	0,6582551	0,6899725	0,4873142	0,6557033	0,5248150	0,4326001	0,2651201	0,0514707	0,8538976	0,1843003	0,4133310	0,1784991	0,0213019	0,0809646	0,5169426	0,3224942	0,4027150	0,1161371	0,0627233	0,6341743	0,5906674	0,5910331
720	0,2649759	0,1162230	0,3051051	0,3900016	0,5240874	0,6586714	0,5549462	0,6060369	0,5143205	0,4997139	0,7299275	0,6210003	0,5425580	0,7552494	0,5243752	0,3707675	0,3536821	0,0368284	0,8318950	0,1484508	0,3077131	0,4035426	0,0064687	0,1490148	0,4036446	0,4615333	0,4449491	0,1911884	0,0704098	0,5656513	0,6347560	0,7744088
740	0,3907357	0,0880870	0,3784960	0,5338335	0,4557223	0,6992326	0,6197147	0,6622316	0,4640661	0,4089204	0,7842983	0,6656545	0,5503598	0,6527529	0,6159005	0,3843768	0,2678152	0,0617291	0,7494453	0,1746461	0,3987716	0,2852068	0,0035249	0,1277333	0,3301228	0,3239146	0,4462944	0,2046531	0,0845446	0,6068300	0,4748663	0,8033160
760	0,3297024	0,1139990	0,3300874	0,5470977	0,4549921	0,7887920	0,6298858	0,6062264	0,3935260	0,5388861	0,6587519	0,7001789	0,4816399	0,5832309	0,5246003	0,3881367	0,1983053	0,0468074	0,7582903	0,2004023	0,2840499	0,3062092	0,0007780	0,1014424	0,4523841	0,3136407	0,6031663	0,3289775	0,0995203	0,6148554	0,4811169	0,7892980
780	0,3580614	0,1248319	0,4064544	0,4635073	0,5467564	0,6935438	0,5559266	0,5830608	0,3053051	0,6389956	0,7366663	0,7351443	0,3968578	0,6500343	0,4613589	0,3907448	0,2939172	0,0470783	0,7178365	0,2288994	0,3335343	0,3147583	0,0176338	0,0811667	0,3486660	0,4335778	0,4840052	0,2293283	0,1851040	0,5958370	0,5331467	0,7508561
800	0,3774366	0,1332137	0,3911568	0,5136691	0,5433186	0,7446210	0,5795967	0,5210818	0,2858093	0,5994824	0,6988339	0,7018160	0,4965201	0,6093570	0,4626525	0,2921358	0,3026346	0,0198987	0,6465540	0,1724761	0,4022819	0,2966378	0,0194300	0,0705098	0,4840240	0,4248135	0,5278068	0,2545742	0,1360274	0,6641863	0,5034285	0,7016354
820	0,3766945	0,1321350	0,4157517	0,5022905	0,5434035	0,8461188	0,4981562	0,5453189	0,2369802	0,7390958	0,6591673	0,6246410	0,4069950	0,6890484	0,5637033	0,3871526	0,2593754	0,0416317	0,6496512	0,1663669	0,3312811	0,2832182	0,0213190	0,1428185	0,4649472	0,3527050	0,5456124	0,2826539	0,2005850	0,6561436	0,5700305	0,5785864
840	0,4196086	0,1619896	0,3076094	0,4074515	0,5469453	0,6916828	0,5454672	0,7005048	0,2937873	0,5814509	0,7909734	0,6004729	0,4255936	0,7731970	0,5098736	0,4289752	0,3213341	0,0206774	0,6645956	0,3234238	0,2956865	0,2338531	0,0071533	0,1915459	0,4165038	0,2836967	0,5146869	0,3316820	0,1413864	0,7407752	0,5427934	0,9592510
