lldR	arcA	betI	xylR	gadX	torR	rutR	gadW	nemR	gadE	gadA	hdeB	yhiD	hdeA	gadC	cadA	cadB	gadB	mdtE	mdtF	betB	betT	lldD	gadY	betA	lldP	nemA	slp	dctR	hdeD	rutD	rutA
0,2568628	0,8590939	0,4197850	0,0974692	0,7932935	0,5336962	0,4407379	0,3382078	0,3812802	0,5128691	0,6699443	0,6228428	0,8068698	0,5319587	0,4814797	0,5942337	0,0526111	0,7194222	0,6547966	0,7295416	0,0851214	0,1048766	0,0441669	0,7115997	0,4611621	0,3143906	0,5701055	0,6277342	0,6741010	0,2934011	0,4736764	0,4846619
