"Time"	melR	crp	rhaR	rhaS	feaR	malI	zraR	mtlR	rbsR	prpR	rbsK	rhaB	malY	rbsB	prpB	prpE	rhaA	melA	prpD	rbsD	malX	rbsA	melB	zraS	rhaD	prpC	rbsC	rhaT	mtlD	mtlA	ychH	agp
560	0,6198673	0,9875031	0,8200711	0,9840709	0,9603911	0,2660895	1,0001049	0,7415345	0,9208355	0,9387081	0,0708556	0,9177943	0,2491806	0,3559736	1,1066237	0,9979332	0,3994394	0,9742184	0,9420978	0,5007919	0,8745553	0,3924672	0,6391921	1,0412823	0,8278509	0,9857248	0,5123469	1,0229687	0,5118861	0,4612270	1,0680839	0,6166027
580	0,6017628	0,9707027	0,7975504	1,0067234	0,9808478	0,2858667	1,0258839	0,7083633	0,8536056	1,0159446	0,0667159	0,8651041	0,2451527	0,4063690	1,0561680	1,0301859	0,4208571	0,8908209	0,8965113	0,5596702	0,8162682	0,4447990	0,6107309	1,0124321	0,7832024	0,9891142	0,4673637	1,0098850	0,4834066	0,4880880	1,1100248	0,5676205
600	0,6019910	0,9516063	0,7793604	0,9962686	0,8950450	0,3296295	1,0419315	0,7171721	0,9102606	1,0159640	0,0513328	0,8878506	0,2681211	0,5047867	1,0425294	1,0227409	0,4348297	0,8762979	0,9135776	0,4943088	0,8027208	0,4864851	0,5370991	1,0157800	0,7876822	0,9941898	0,3987942	1,0348435	0,4655447	0,5072603	1,0164825	0,5573333
620	0,5432034	0,9148291	0,7659420	0,9880260	0,8582175	0,3197519	0,9646106	0,6711223	0,8748749	1,1302781	0,0716010	0,8883457	0,2438088	0,4554009	1,0219593	1,0177476	0,4359549	0,8486229	0,8850856	0,4621095	0,7893069	0,4266863	0,4884023	1,0299884	0,8028265	0,9750571	0,4466190	0,9969785	0,4752512	0,6461654	1,0103517	0,5999693
640	0,5271445	0,9688266	0,7910424	0,9786668	0,8832655	0,3260964	0,8970591	0,6822629	0,8770057	1,0954129	0,0947775	0,9129328	0,1916486	0,4604084	1,0100624	1,0328268	0,4057349	0,7887971	0,9432683	0,4306403	0,7651212	0,4147051	0,4436116	1,1127245	0,7107135	0,9477784	0,4178905	1,0187559	0,4875073	0,6453659	1,0783595	0,6144551
660	0,5568392	0,9337053	0,8118037	0,9797996	0,9733386	0,3166379	0,8972339	0,6344560	0,8723781	1,0410020	0,1185381	0,9197886	0,2016549	0,4475085	1,0382179	1,0068073	0,3847153	0,7360235	0,9038234	0,3688332	0,7770599	0,4203771	0,4836669	1,1122502	0,7808126	1,1043994	0,4563521	1,1038382	0,5198914	0,7479946	1,0065215	0,5860060
680	0,6167014	0,9847073	0,8407032	0,9826005	0,9614684	0,2905442	0,8999918	0,6929246	0,9131946	1,0195362	0,0875352	0,9617817	0,2011093	0,4413909	1,0304929	1,0749328	0,3940798	0,7199746	0,9329667	0,3534958	0,7144929	0,4320661	0,4889737	1,0334194	0,7757976	1,1155991	0,4645774	0,9905320	0,5610655	0,8371368	0,9723009	0,6024974
700	0,5910757	1,0865026	0,8127356	0,9557750	1,0195713	0,3190423	0,7724830	0,6777264	0,9268975	1,0693947	0,0983698	0,9750696	0,1778027	0,4434976	1,0279372	1,0735664	0,4190055	0,7586118	0,9418361	0,3814116	0,7320755	0,4237081	0,5109563	1,0999498	0,8168628	1,0334706	0,4777989	0,9528346	0,5197496	0,8916889	1,0346298	0,6232622
720	0,6016016	1,0552848	0,8015183	0,9581595	0,9469566	0,3116971	0,7070513	0,6868629	0,8821555	1,0334476	0,0705682	0,9306252	0,1709649	0,4275267	1,0416276	1,0336133	0,4583705	0,7473157	0,9631929	0,3509977	0,7811768	0,3822815	0,5928122	1,0923710	0,8268126	1,0101741	0,5332411	1,1157523	0,5021108	0,8771578	0,9973538	0,5966543
740	0,5973419	1,0045398	0,8141026	0,8950870	0,9223480	0,2864613	0,7223048	0,6933710	0,9467930	0,9073712	0,0749725	0,9152898	0,1942617	0,3732365	1,0955734	1,1004466	0,4434991	0,7460594	0,9278970	0,3743554	0,8481387	0,3468500	0,6216095	1,0946389	0,7981496	1,0682863	0,5252863	1,1471585	0,5237807	0,9191270	1,0157262	0,5953410
760	0,6557011	0,9401684	0,8600372	0,8956249	0,9396248	0,2819746	0,7013806	0,6412273	0,8669951	0,9317769	0,0946679	0,8856226	0,1931645	0,3834977	1,0732553	1,0995872	0,3935518	0,7722802	0,8712415	0,3420512	0,8477659	0,3670054	0,5481808	1,0158349	0,8160350	1,0129671	0,5057645	1,0483283	0,5599939	0,8803886	1,0057321	0,6130428
780	0,6395234	0,9084452	0,8807497	0,9126288	0,8407718	0,2493258	0,6481116	0,6413008	0,9166272	1,0317244	0,1062557	0,9107451	0,2209057	0,4055228	1,0838477	1,0790378	0,3877802	0,8293735	0,8724541	0,3352544	0,8419339	0,3701751	0,6071545	0,9461989	0,8067686	1,0177523	0,5531738	1,0530301	0,5927590	0,9538675	0,9708350	0,6726143
800	0,5833160	0,9343360	0,8578286	1,0088049	0,8746511	0,2921114	0,6112402	0,6888211	0,8294505	0,9440721	0,1055631	0,8931890	0,2414927	0,4047040	0,9411501	1,0572644	0,3650320	0,7745821	0,8158024	0,3110984	0,8556474	0,4381636	0,6022955	0,9111712	0,7903987	1,0567161	0,5386481	1,0002981	0,6199682	0,8768703	1,0473098	0,6544788
820	0,6199975	1,0109354	0,8226279	0,9342698	0,9266666	0,2897303	0,6324684	0,6278471	0,8576627	0,9231671	0,1471614	0,8236972	0,2782357	0,3819653	0,9106228	1,0669457	0,3659278	0,7121130	0,8166036	0,3486196	0,8635162	0,4337278	0,5344929	0,8500983	0,7154556	1,0848002	0,5619727	0,9798829	0,6206256	0,8212900	1,0066100	0,6446368
840	0,6081228	1,0654566	0,8205933	0,8993480	0,8311931	0,3114388	0,6588422	0,6922699	0,9132054	1,0205206	0,1098556	0,8039935	0,3197584	0,3911095	0,8832760	1,0689126	0,4018597	0,7472565	0,7772836	0,3173336	0,8191737	0,3961771	0,5838489	0,9046861	0,7270004	1,1228504	0,5111651	1,0672732	0,5851168	0,7748909	0,9956826	0,6558503
860	0,5543679	1,0739567	0,8120393	0,9133952	1,0008917	0,3189479	0,7588960	0,6763848	0,9280940	1,0454708	0,1131371	0,8615033	0,2932566	0,3929964	0,9164545	0,9973744	0,3986182	0,7663273	0,8122959	0,2737542	0,8586548	0,4042882	0,5963853	0,9368984	0,7362370	1,0457599	0,5072954	1,0930157	0,4876613	0,7417545	1,0647970	0,6904627
880	0,5703548	1,0534585	0,7702922	0,9859232	1,0618641	0,3318904	0,7450666	0,7158895	0,9515644	1,0099219	0,0980322	0,8540588	0,2558510	0,3658560	0,9244655	1,0038457	0,3565866	0,7781736	0,8347384	0,2707460	0,8451783	0,4178338	0,5963231	0,9855506	0,7497399	1,0213501	0,5721535	0,9990010	0,5201090	0,7914873	0,9854061	0,6963960
900	0,5877074	1,0266852	0,7834919	0,9299070	1,0338598	0,3042112	0,7527872	0,7243461	0,9457727	1,0464104	0,1020107	0,9321351	0,2067510	0,3839960	0,9744786	0,9911387	0,3634649	0,7890317	0,8753271	0,2370962	0,8470535	0,4398179	0,6129127	0,9257137	0,8219129	0,9491916	0,5489384	1,0097898	0,4794361	0,8485105	0,9765250	0,6697734
920	0,6254436	0,9671101	0,8086216	0,9381686	1,0772520	0,2747820	0,7343283	0,7277217	0,9641502	0,9933192	0,1020658	0,9598521	0,2274832	0,3810152	0,9798162	1,0178159	0,3334332	0,8122954	0,9061759	0,2322880	0,8506203	0,4309771	0,5668796	0,9350280	0,7630720	0,9739807	0,5319878	1,0343470	0,4838789	0,8859759	0,9731115	0,6351883
940	0,6140419	0,9993802	0,8494117	0,9162982	0,9914124	0,2613788	0,7626050	0,7252118	1,0072966	1,0349990	0,0761307	0,9621932	0,2352892	0,3622901	0,9973851	1,0079246	0,3066421	0,8599627	0,8586109	0,2659144	0,8615721	0,4392124	0,5875200	0,9333593	0,7415806	1,0021883	0,4903893	1,0129090	0,5314638	0,8607622	1,0099266	0,6601369
960	0,6311587	0,9772365	0,8592930	0,9300058	1,0789123	0,2818411	0,7590949	0,7133851	0,9195505	1,0464970	0,0962435	0,9516696	0,2437678	0,3836623	1,0475398	0,9846655	0,3160040	0,8962444	0,8327277	0,2866942	0,8645065	0,4584629	0,5783178	0,9754800	0,7261452	1,0236259	0,4470604	1,0403725	0,5635401	0,8688540	1,0122508	0,6427941
980	0,5597098	0,9339134	0,7369815	0,9907091	1,0266834	0,2766600	0,6730527	0,7763785	0,8708370	1,0689803	0,1052851	0,9678683	0,2439335	0,3913762	1,0063819	1,0114505	0,3106564	0,8339221	0,8196850	0,2778332	0,8331417	0,5190815	0,5666082	0,9779879	0,6453957	1,0576267	0,4866819	1,0584669	0,5756776	0,7789522	0,9608197	0,6035761
1000	0,5784184	0,8553681	0,7702111	0,9890846	0,9270048	0,2887130	0,6590568	0,7917616	0,8642514	1,0176121	0,1008835	0,9346071	0,2533426	0,4206056	0,9639333	1,0803450	0,3159714	0,7988548	0,8659790	0,2736331	0,8877927	0,4883790	0,5847656	1,0063401	0,6491535	1,0276383	0,5573983	1,0921603	0,6396793	0,8017365	0,9470835	0,5533343
1020	0,5900684	0,8499975	0,7735369	0,9572590	0,9363248	0,3100772	0,7097271	0,7235346	0,9071973	0,9021600	0,1223618	0,9341576	0,2376239	0,4160902	0,9360610	1,0841888	0,3063682	0,7432764	0,8656032	0,2988620	0,8455561	0,4416539	0,5681068	0,9950010	0,6736464	1,0071317	0,5264260	1,0741293	0,6163488	0,8045911	0,9418818	0,5049080
1040	0,6236584	0,9350665	0,7479606	0,9786980	0,9100789	0,3325733	0,7176724	0,6826501	0,8859040	0,9205809	0,1038065	0,9397081	0,2206067	0,4251653	0,9798122	1,0365452	0,3715367	0,7470193	0,8360149	0,2977707	0,8352355	0,4167661	0,5140660	1,0130576	0,7271734	1,0197441	0,4634671	1,0741413	0,5302077	0,8302844	0,9258838	0,5516367
1060	0,5539489	0,8999771	0,7323291	0,8923092	0,9406623	0,3077721	0,6619248	0,6983645	0,9502274	0,9245905	0,0814609	0,9516041	0,2153979	0,3643684	0,9838013	1,0575085	0,3846659	0,8029663	0,8222321	0,2620149	0,8655430	0,4143784	0,5682729	1,0455076	0,7015215	0,9769063	0,4873441	1,1609311	0,5338352	0,8027474	0,9703242	0,5755801
1080	0,5600247	1,0217037	0,7871572	1,0085217	0,8419117	0,3209597	0,6885244	0,6785449	0,9320236	0,9782215	0,0804217	0,8936849	0,2320513	0,3767836	0,9467827	1,0248098	0,4466743	0,8016780	0,8625950	0,2701014	0,8025478	0,3864468	0,5784666	0,9463984	0,7867362	1,0031907	0,4599170	1,1346010	0,5654062	0,7726998	0,9245587	0,6030764
1100	0,5481699	1,0648306	0,7752839	1,0163091	0,9750956	0,3307550	0,7168261	0,6610421	0,9493722	0,9304248	0,0837674	0,9103874	0,2474706	0,3933860	0,9374818	0,9730080	0,4255966	0,7956994	0,8120315	0,2953859	0,8008922	0,3803533	0,5729448	0,9700511	0,7391996	0,9905584	0,4938337	1,0716073	0,5668547	0,7274518	0,7974753	0,6226033

0	0,6776255	0,8814040	0,7523487	1,0000972	0,8482329	0,3135861	0,7683059	0,6111031	0,9065550	0,9443375	0,1297928	0,9983908	0,2318293	0,4268909	1,0425524	0,9979249	0,3863140	0,7249272	0,8893328	0,2719978	0,8684257	0,4907519	0,5418675	1,0408090	0,7496603	1,0122053	0,4740913	0,9636684	0,5315092	0,8899208	0,9764248	0,6116748
20	0,6607059	0,9773013	0,8493979	0,9012045	1,0360024	0,2892687	0,6680651	0,6741843	0,9500228	0,8825082	0,0805643	0,9263237	0,3038158	0,3579685	0,9312586	1,0219634	0,4318040	0,8034657	0,8443263	0,2762728	0,8914463	0,4853249	0,6058736	0,9158250	0,7197930	1,0216663	0,5454781	0,9208705	0,5408958	0,8038489	1,0769998	0,6115990
40	0,6845120	1,0471444	0,7761885	0,9169488	0,8969616	0,3249168	0,7633194	0,7461695	0,9199543	0,7626947	0,0737649	0,9940421	0,2083406	0,3219704	0,8681994	1,0033073	0,4912210	0,7975511	0,8686780	0,2786845	0,8937059	0,4782229	0,6228927	0,9297133	0,7282312	1,0614367	0,6038256	0,9452221	0,6106757	0,7349279	1,0513498	0,6252108
60	0,6070562	1,0851080	0,7729125	0,9026608	0,8473135	0,3291626	0,7278272	0,7166957	0,8950433	0,6506687	0,0732118	0,9863187	0,1573391	0,3142362	0,9812351	0,9988298	0,5214438	0,8337859	0,8328017	0,2864885	0,8014055	0,4617978	0,6470538	0,9338032	0,7258864	1,0463036	0,6233652	0,9015487	0,6587470	0,7084382	1,0655022	0,6389563
80	0,5656600	1,0286790	0,7641925	0,9018108	0,9233366	0,3345920	0,6992764	0,7526066	0,9490805	0,6039311	0,0892594	1,0037294	0,1310395	0,3434909	0,9793237	0,9786472	0,6148368	0,8239768	0,8626142	0,2953033	0,7933238	0,4468083	0,6548834	0,9233736	0,8144497	1,0527149	0,7204498	0,9345844	0,7232111	0,6628200	1,1230641	0,7221300
100	0,5388979	1,0537767	0,7670007	0,9545210	0,9591951	0,3247351	0,7329360	0,7350594	0,9484217	0,5700868	0,0946191	1,0026392	0,1026128	0,3738032	1,0065494	0,9424767	0,7168413	0,7934816	0,9568243	0,2894591	0,7199881	0,4287783	0,6005812	0,9395129	0,8191454	0,9750515	0,8020808	0,9539180	0,7473511	0,5981707	1,0465815	0,7364549
120	0,5172740	0,9832807	0,7553505	0,9248699	0,9663828	0,2773780	0,7356396	0,7271095	0,9278679	0,4930795	0,0795307	0,9535642	0,0606636	0,3414211	0,9954098	0,9834011	0,7388239	0,7438024	0,9392087	0,2992447	0,7034974	0,4190537	0,6213047	0,8885310	0,8325820	1,0185899	0,7737192	0,9366725	0,7595260	0,6550120	1,0087720	0,7745693
140	0,5995192	0,9655853	0,8376969	0,9066646	0,9940458	0,2434850	0,7038512	0,6979545	0,9668806	0,5358421	0,0838559	0,9373932	0,0442388	0,4220049	1,0453611	1,0365288	0,7834272	0,8053647	1,0022972	0,2796975	0,7287815	0,4323810	0,5955162	0,9929891	0,8487235	1,0277093	0,7937659	0,9699957	0,6902780	0,6387294	1,0448299	0,8294494
160	0,6251303	0,9630849	0,8185893	0,9354798	0,9686548	0,2385625	0,6902139	0,7391292	0,9442815	0,5592870	0,0642105	0,9328501	0,0396028	0,3603623	1,0583660	1,1164994	0,8589468	0,8337642	0,9962134	0,2850790	0,7491272	0,4194063	0,6218735	0,9749883	0,8569445	0,9724389	0,8399251	0,9081041	0,6587638	0,6400365	1,0002886	0,8404644
180	0,6231912	0,9090474	0,8344562	0,9448335	0,9945100	0,2404461	0,7912870	0,7301780	0,9681915	0,5554315	0,0777190	0,9546827	0,0290524	0,3281915	0,9850115	1,0497838	0,7510265	0,8472110	0,9530037	0,2823449	0,7835405	0,4131984	0,5289449	0,8912512	0,8302901	1,0323766	0,8543296	0,9318088	0,6462903	0,6468843	1,0011574	0,7841206
200	0,6636176	0,8717608	0,8038684	0,9871357	1,0029192	0,2462771	0,6897821	0,6356573	0,9641044	0,5236960	0,0537007	0,9947255	0,0197272	0,3820302	1,0187091	0,9907212	0,8157548	0,8362924	0,9462771	0,2551723	0,7548763	0,4560258	0,5608831	0,8524033	0,7844317	1,0992518	0,7846001	0,9648345	0,6747224	0,6418956	0,9116782	0,7980013
220	0,5916419	0,9056993	0,8542740	0,9286758	1,0154821	0,2532375	0,6593374	0,6390644	0,8906047	0,5179094	0,0659081	1,0233000	0,0102474	0,3960499	1,0743338	0,9359348	0,8125758	0,8495879	0,9711452	0,3420426	0,7567552	0,4753301	0,5705765	0,9468389	0,7552041	1,0395570	0,7524656	0,9583932	0,6759584	0,6610676	0,9821978	0,8050663
240	0,5752943	0,9110855	0,8066827	0,9805581	1,0000178	0,2645810	0,6840627	0,6718000	0,9311001	0,5483559	0,0707688	0,9945727	0,0083235	0,3951253	1,1383491	0,8350045	0,7907697	0,8310554	0,9689014	0,3495488	0,7961101	0,4734109	0,5864983	0,9376125	0,7239776	0,9875320	0,7669172	0,8892361	0,6653902	0,6395669	1,0134143	0,7642050
260	0,5694052	0,9739341	0,8243467	1,0234844	0,9860584	0,2510306	0,6322698	0,6918386	0,9368490	0,5645987	0,0779451	0,9559594	0,0024793	0,3698171	1,1433739	0,8625430	0,8167244	0,7960263	0,8976677	0,3219956	0,8206125	0,5004472	0,6224017	0,8963492	0,7220296	1,0038941	0,7955425	0,9573937	0,6669650	0,6622617	0,9442368	0,7846280
280	0,6341302	1,0136008	0,8248551	0,9614228	1,0580570	0,2610915	0,7229034	0,6462141	0,9253332	0,5440137	0,0843400	0,9627801	0,0041043	0,3540555	1,1045346	0,9047169	0,8312104	0,7999750	0,7986156	0,2935467	0,8377621	0,4930140	0,6799060	0,9560426	0,7655912	0,9681986	0,7591842	0,9626876	0,6676158	0,6550147	1,0268706	0,7845914
300	0,6372378	1,0681524	0,8292746	0,9341414	1,0557651	0,2320474	0,6874362	0,6542601	0,9726624	0,5355724	0,1014074	0,9396345	0,0015660	0,3321893	1,0073499	0,9812300	0,8346711	0,8120214	0,7827765	0,3143974	0,8939639	0,5165337	0,6614245	0,9429110	0,7964979	0,9912137	0,6895557	0,8757735	0,7381982	0,6438443	1,0246287	0,8191754
320	0,6332634	1,0364159	0,8284249	0,9213923	0,9846070	0,2877963	0,7141626	0,5889448	0,9857606	0,5447309	0,0876707	0,9199525	0,0025752	0,3309243	1,0036865	1,0217137	0,8706161	0,8529785	0,8508301	0,3333751	0,8677227	0,4706870	0,6419132	1,1000360	0,8183276	1,0051607	0,7393551	0,9056440	0,8176075	0,6492748	1,1273391	0,7757655
340	0,6731008	0,9620702	0,8631818	0,9475824	0,9788516	0,2605951	0,7104321	0,6511062	0,9929889	0,4442849	0,0855877	0,8666469	0,0003024	0,3759195	1,0245254	1,0345254	0,7774198	0,8397270	0,8448495	0,3088711	0,8641205	0,4096042	0,6904969	1,0206249	0,8456233	1,0168207	0,7627595	0,9441601	0,8125167	0,6486888	1,0962973	0,7471868
360	0,6769078	0,9599548	0,8624998	0,9606619	1,0298631	0,2465672	0,7160647	0,6570607	0,9960462	0,4422758	0,0744300	0,9053137	0,0001907	0,3364894	0,9901658	0,9794166	0,8060728	0,8202442	0,8976230	0,3375768	0,8641794	0,4015579	0,6416441	1,0225250	0,8228693	1,0611353	0,7633567	1,0067097	0,8008720	0,6685123	1,1649372	0,6882234
380	0,6316155	0,9042871	0,8356954	0,9404097	1,0303704	0,2616321	0,6893492	0,6938534	1,0028379	0,4299391	0,0783194	0,8848333	0,0007834	0,3287707	0,9280461	1,0083760	0,8359109	0,8041305	0,9407372	0,3089088	0,9467707	0,3730696	0,6326012	1,0824203	0,7235292	1,0288002	0,7821377	0,9665676	0,7735288	0,6798380	1,1250387	0,7191952
400	0,6256054	0,9614376	0,8449330	0,9514384	0,9199762	0,2517157	0,7044292	0,6549327	1,0346568	0,4545820	0,0859340	0,9421041	0,0001834	0,3172177	0,8986284	0,9899220	0,8743215	0,6777736	0,9518966	0,2788501	0,9997497	0,3656479	0,5978233	0,9519364	0,7385798	1,0108327	0,6673688	0,9815735	0,8004643	0,7301873	1,0551875	0,7811530
420	0,6464183	1,0317196	0,7585238	0,9906779	0,9615476	0,2522265	0,6807422	0,6724396	1,0029212	0,5056626	0,0758600	0,8820150	0,0000000	0,2947202	0,8689984	0,9542575	0,9238502	0,7693097	0,8874455	0,2768816	0,9857949	0,3648288	0,6682101	1,0048054	0,7694258	1,0136844	0,7705442	0,9405424	0,7478103	0,7233088	1,0474614	0,7655883
440	0,6390381	1,1011286	0,8351274	0,9774220	1,0075804	0,2483810	0,6601296	0,6881288	0,9855963	0,6096494	0,0606406	0,9065871	0,0003579	0,3195869	0,8396087	0,9286648	0,9836430	0,7828282	0,9360962	0,2920909	0,9646244	0,3629616	0,7081974	0,9670636	0,7906057	1,0255853	0,8294903	0,9188147	0,6517183	0,7508734	1,0853573	0,7567410
460	0,6301848	1,0756604	0,8052942	0,9484841	0,9079889	0,2741348	0,7540455	0,7378287	1,0386179	0,5624539	0,0602453	0,8903913	0,0011147	0,3684306	0,8968655	0,9688606	0,9463700	0,7901952	0,9517333	0,3013144	0,8577948	0,3986094	0,6244978	0,9623105	0,7913313	0,9492500	0,8018656	0,8950752	0,6976932	0,6693710	1,0686886	0,7755768
480	0,6123020	1,0719766	0,7872514	0,9228721	0,9732932	0,3312503	0,7798767	0,7146558	1,0274943	0,5193194	0,0736777	0,8936523	0,0000000	0,3500073	1,0055141	1,0047166	0,9579875	0,8332589	0,9554105	0,3414484	0,8261714	0,3544529	0,5643748	0,9645127	0,7164648	0,9498378	0,7757380	0,9775564	0,7137075	0,6451706	0,9670978	0,7203808
500	0,5692825	1,0247010	0,7549858	0,9328856	1,0108099	0,2959386	0,7659763	0,7064568	0,9929631	0,5484523	0,0643919	0,9410877	0,0006318	0,3741893	0,9398201	1,0189904	1,0024968	0,8885622	0,9186981	0,3601004	0,8681897	0,3503756	0,6173990	0,9698004	0,7623033	1,0096632	0,8437666	0,9836083	0,7275727	0,7208260	0,9350701	0,7153973
520	0,5570851	1,0252219	0,7792389	0,9637949	0,9473318	0,2594294	0,7814446	0,6914052	0,9515829	0,5414192	0,0696861	1,0063013	0,0006262	0,3766366	0,9457488	0,9698708	0,9843194	0,8471472	0,9614707	0,3254088	0,8933189	0,3168970	0,6463373	0,9373187	0,7779751	1,0590830	0,8238090	0,9743929	0,7865111	0,6736721	0,8685916	0,7340285
540	0,6089828	1,0187509	0,8197777	0,9402606	0,9009081	0,2741991	0,7637811	0,7091803	0,9077559	0,4915822	0,0714956	0,9948665	0,0009517	0,3315695	1,0222075	0,9558315	0,8852420	0,8029378	0,9756366	0,3076147	0,8582357	0,3187863	0,5705176	0,9277835	0,7739577	1,1096570	0,7649365	1,0054414	0,7709146	0,6791157	0,9120018	0,7268662
560	0,6144080	1,0109327	0,8748140	0,9744963	0,8736760	0,2749479	0,8102403	0,7237877	0,8647714	0,4894751	0,0872882	1,0311232	0,0000312	0,2969525	1,1510954	0,9447847	0,8948239	0,8516845	0,9230158	0,3114303	0,8152507	0,4318605	0,5561321	0,9146161	0,8151085	1,0244096	0,7560312	1,0228285	0,8287439	0,7224450	0,9064190	0,7849488
580	0,5832252	0,9233093	0,9090460	1,0030851	0,9346951	0,2930114	0,8129597	0,6761261	0,8799691	0,5703082	0,0924131	1,0248763	0,0114697	0,3542009	1,1147946	0,9484804	0,8226835	0,8895984	0,8974765	0,3093748	0,8071752	0,4450440	0,6191342	0,8919959	0,7616076	1,0611072	0,7480634	1,0039103	0,8223175	0,6585898	0,9799812	0,8491194
600	0,6016114	0,8899504	0,8847881	1,0503708	0,8870929	0,3305712	0,7917237	0,6689255	0,9650001	0,7341561	0,0993996	1,0105588	0,0447913	0,3313328	1,1458783	0,9438435	0,7375789	0,9627815	0,9039212	0,3080831	0,8352590	0,4551086	0,6204489	0,8320806	0,8077797	1,0505260	0,6552443	1,0397325	0,7017751	0,7271498	0,9335272	0,7734994
620	0,6181982	0,8981646	0,8489997	1,0294757	0,8380166	0,2914392	0,8375285	0,6688225	0,9742139	0,8124439	0,1215281	1,0187178	0,0860755	0,3508720	1,1205102	0,9292993	0,6326360	0,8972827	0,8953142	0,3352387	0,8057208	0,4132782	0,5768199	0,7913226	0,8262308	1,0574275	0,6704722	1,0377848	0,6516801	0,8155529	0,9422766	0,7195194
640	0,5797227	0,9149681	0,8465598	1,0514130	1,0403155	0,3096593	0,8130993	0,6218433	0,9391570	0,9339124	0,1140643	1,0234335	0,1622959	0,3425406	1,0649889	0,9304738	0,6004748	0,8122769	0,8799519	0,3333418	0,8170035	0,3746428	0,5669738	0,9190951	0,7397773	1,0208023	0,6090667	1,0290882	0,6864093	0,8982956	0,9597654	0,6401124
660	0,5417562	0,9108411	0,8294993	1,0498791	1,0667863	0,3112248	0,8218726	0,6445120	0,9468571	0,9861724	0,0862859	1,0042555	0,1757725	0,3399423	1,0676199	1,0134771	0,5287952	0,7785655	0,8812939	0,3626506	0,8534528	0,3784479	0,5185544	0,9321073	0,7137049	1,0502281	0,5336967	1,0669213	0,6727512	0,8938309	1,0036302	0,6331695
680	0,5695616	1,0040164	0,8231904	0,9532518	1,0042172	0,2658885	0,7903856	0,6310207	0,9271671	1,0098029	0,0811384	1,0457349	0,1911167	0,3443616	1,0970353	0,9877684	0,4892046	0,7275475	0,8121650	0,3652698	0,8280209	0,3947454	0,5786772	0,9238522	0,7894234	0,9946538	0,5216655	1,0150505	0,6473826	0,8466893	1,0712281	0,6097098
700	0,5989039	0,9540904	0,8218108	0,9970244	1,0615453	0,2879427	0,7733048	0,7049565	0,8898011	0,9375071	0,1119050	1,0430633	0,1960304	0,3526434	1,0199341	0,9255969	0,5062995	0,6969422	0,7997075	0,2971892	0,8215535	0,3878749	0,5523545	0,9738081	0,7614309	1,0314732	0,5225440	1,0065699	0,6299644	0,8831781	1,0849624	0,6215692
720	0,6164935	0,9656343	0,8007869	0,9908182	1,1022398	0,3143230	0,8048116	0,7370148	0,8944482	0,8849012	0,1162224	1,0118157	0,1976565	0,3597263	0,9500087	0,9832932	0,4845188	0,7133525	0,8331529	0,2923657	0,8550740	0,4307942	0,5476854	1,0040726	0,7488193	0,9784513	0,5559803	0,9711535	0,6136278	0,8390760	1,0850073	0,6847704
740	0,6154607	0,9791293	0,7686937	0,9930385	1,0462319	0,3376949	0,8332518	0,7409193	0,9220563	1,0448673	0,1219196	1,0237283	0,2112541	0,3048101	1,0154506	0,9892411	0,4865198	0,7738550	0,8191610	0,3043910	0,8455209	0,3912335	0,5612999	0,9569296	0,7088277	0,9483384	0,5137734	0,9792913	0,5761319	0,8259859	1,0587200	0,6362096
760	0,6655037	0,9698986	0,7576424	0,9840503	0,9463450	0,3220110	0,8035143	0,7200089	0,9356276	1,0328376	0,1281148	1,0685210	0,2222049	0,3046589	1,0293541	0,9911398	0,4148883	0,8113624	0,8969882	0,2855579	0,7751123	0,3524485	0,5897668	0,9692021	0,7218594	0,9403478	0,4837871	0,9843196	0,5448891	0,8166363	0,9364394	0,5565762
780	0,6599849	0,8985367	0,8270250	1,0344250	0,9495084	0,2909330	0,7282177	0,6977474	0,9896253	1,0986624	0,0936262	0,9781218	0,2111307	0,3222041	0,9869393	1,0204373	0,4110182	0,7593504	0,8632265	0,2726874	0,7933932	0,3985094	0,5958254	0,9239647	0,7403417	0,9309531	0,4471181	1,0097433	0,5743805	0,8667873	0,9122677	0,5582864
800	0,5789418	0,9238257	0,8387725	0,9468428	0,8928549	0,2584744	0,7436010	0,7112734	0,9706636	1,1308805	0,1034352	0,9984134	0,1838173	0,2923284	0,9336523	1,0103476	0,3952066	0,7668557	0,8674243	0,2942486	0,8168089	0,4006209	0,6864963	0,8691058	0,7935101	0,9385641	0,3996687	0,9519355	0,5859203	0,8507483	1,0303675	0,5764815
820	0,5925557	0,9957968	0,8771624	0,9029579	0,8339259	0,2635755	0,6973489	0,7090106	0,8409649	1,0386821	0,1207809	0,9311001	0,2285794	0,2927677	0,9176658	0,9578101	0,3468040	0,7633720	0,8658234	0,3211293	0,8340429	0,4147152	0,5873653	0,9816426	0,7078028	0,9719900	0,4600142	0,9705339	0,5558600	0,8066845	0,9394297	0,5884800
840	0,6653689	0,9760697	0,7894132	0,8723946	0,8508899	0,2780696	0,6558752	0,6545300	0,7805112	0,9394415	0,1002050	0,9452939	0,2352363	0,3262531	0,9051013	0,9449448	0,3790234	0,7660354	0,8318259	0,2666252	0,8377127	0,4376796	0,6251595	0,9992147	0,6879742	0,9849956	0,5195020	0,9766001	0,5023356	0,9106516	0,9594521	0,6074225
