argP	dnaA	phoB	recF	dnaN	nrdA	nrdR	fis	mtlR	marR	nrdB	guaB	mtlD	mtlA	guaA	marB	glyU	valX	phnK	lysV	glnV	phnP	phnH	leuV	pheU	psiF	topA	aspV	thrU	phnG	alaW	tyrU
0,0248346	0,4689079	0,0293764	0,0476518	0,1558809	0,3740902	0,8127658	0,4296492	0,2265675	0,5425185	0,2535310	0,4567499	0,1082880	0,3544530	0,2929316	0,4225187	0,1989847	0,2000284	0,6065883	0,0298349	0,7750944	0,0241103	0,0347960	0,2575813	0,5264797	0,0621138	0,7846851	0,5118123	0,7052735	0,0024455	0,7274101	0,3117982
