"Time"	araC	crp	rhaR	rhaS	melR	malI	feaR	zraR	mtlR	rbsR	rbsD	rbsA	araA	rhaA	araB	zraS	araG	rbsB	melA	rbsK	melB	araF	rbsC	rhaB	rhaD	araJ	araD	araE	malX	araH	malY	xylA
580	0,6378560	0,7045223	0,0598060	0,0957825	0,6572454	0,9990685	0,6525659	0,0340355	0,2374294	0,2595833	0,9544127	0,6107884	0,1738725	0,4779786	0,5272823	0,4954426	0,9565128	0,8620070	0,2058661	0,5872166	0,9743005	0,4788909	0,9671299	0,4789360	0,0765327	0,6675152	0,9841743	0,6694085	0,2006487	0,4832310	0,8652150	0,0609345
600	0,5676887	0,7045223	0,0598060	0,0957835	0,6572454	0,9990685	0,5766405	0,0340355	0,3589835	0,2595833	0,9241822	0,6107884	0,1791191	0,4779836	0,5332694	0,4954426	0,8818253	0,8564589	0,2378723	0,6622361	0,9743005	0,4767208	0,9671299	0,4789360	0,0765336	0,6468092	0,9792884	0,6660629	0,2006487	0,4788053	0,8652150	0,0881329
620	0,5367419	0,7045223	0,0598060	0,0957844	0,6572454	0,9990685	0,5267377	0,0340355	0,4895845	0,2595833	0,9005313	0,6107884	0,1909543	0,4779879	0,5471752	0,4954426	0,7987835	0,8506738	0,2721786	0,7391625	0,9743005	0,4714352	0,9671299	0,4789361	0,0765343	0,6013639	0,9727790	0,6585723	0,2006487	0,4688088	0,8652150	0,1169924
640	0,5378713	0,7045223	0,0598061	0,0957852	0,6572454	0,9990685	0,4973901	0,0340355	0,6071539	0,2595833	0,8849024	0,6107884	0,2052738	0,4779917	0,5652103	0,4954426	0,7242074	0,8456044	0,3029970	0,8054130	0,9743005	0,4641805	0,9671299	0,4789361	0,0765350	0,5477039	0,9659924	0,6493286	0,2006487	0,4563233	0,8652150	0,1425952
660	0,5472881	0,7045223	0,0598061	0,0957859	0,6572454	0,9990685	0,4806555	0,0340355	0,7044883	0,2595833	0,8753056	0,6107884	0,2171346	0,4779949	0,5820833	0,4954426	0,6660379	0,8415057	0,3284657	0,8580300	0,9743005	0,4569124	0,9671299	0,4789361	0,0765356	0,5035713	0,9602638	0,6412614	0,2006487	0,4452543	0,8652150	0,1631778
680	0,5525761	0,7045223	0,0598061	0,0957864	0,6572454	0,9990685	0,4712022	0,0340355	0,7812768	0,2595833	0,8696327	0,6107884	0,2248643	0,4779977	0,5950800	0,4954426	0,6249003	0,8383379	0,3485285	0,8979612	0,9743005	0,4508313	0,9671299	0,4789361	0,0765361	0,4748528	0,9561148	0,6355997	0,2006487	0,4373253	0,8652150	0,1786974
700	0,5530682	0,7045223	0,0598061	0,0957869	0,6572454	0,9990685	0,4658777	0,0340355	0,8400163	0,2595833	0,8663506	0,6107884	0,2293514	0,4780001	0,6041526	0,4954426	0,5974426	0,8359568	0,3638575	0,9274222	0,9743005	0,4461741	0,9671299	0,4789361	0,0765365	0,4584483	0,9533504	0,6320664	0,2006487	0,4322535	0,8652150	0,1899412
720	0,5518675	0,7045223	0,0598061	0,0957873	0,6572454	0,9990685	0,4628814	0,0340355	0,8840124	0,2595833	0,8644758	0,6107884	0,2320149	0,4780022	0,6103491	0,4954426	0,5795071	0,8341993	0,3753286	0,9487581	0,9743005	0,4426961	0,9671299	0,4789361	0,0765369	0,4491599	0,9515443	0,6299050	0,2006487	0,4290756	0,8652150	0,1978993
740	0,5510115	0,7045223	0,0598061	0,0957877	0,6572454	0,9990685	0,4611958	0,0340355	0,9164741	0,2595833	0,8634130	0,6107884	0,2337809	0,4780039	0,6146662	0,4954426	0,5677965	0,8329182	0,3837870	0,9640141	0,9743005	0,4400872	0,9671299	0,4789361	0,0765372	0,4434142	0,9503426	0,6285188	0,2006487	0,4270031	0,8652150	0,2034533
760	0,5508398	0,7045223	0,0598061	0,0957880	0,6572454	0,9990685	0,4602476	0,0340355	0,9401616	0,2595833	0,8628135	0,6107884	0,2350390	0,4780055	0,6177253	0,4954426	0,5601428	0,8319924	0,3899568	0,9748254	0,9743005	0,4381237	0,9671299	0,4789361	0,0765375	0,4395792	0,9495296	0,6275902	0,2006487	0,4256013	0,8652150	0,2072878
780	0,5509793	0,7045223	0,0598061	0,0957883	0,6572454	0,9990685	0,4597143	0,0340355	0,9573030	0,2595833	0,8624763	0,6107884	0,2359226	0,4780068	0,6198773	0,4954426	0,5551836	0,8313275	0,3944210	0,9824379	0,9743005	0,4366602	0,9671299	0,4789361	0,0765377	0,4370348	0,9489830	0,6269709	0,2006487	0,4246578	0,8652150	0,2099075
800	0,5511111	0,7045223	0,0598062	0,0957885	0,6572454	0,9990685	0,4594143	0,0340355	0,9696284	0,2595833	0,8622870	0,6107884	0,2365107	0,4780080	0,6213559	0,4954426	0,5520224	0,8308522	0,3976311	0,9877732	0,9743005	0,4355878	0,9671299	0,4789361	0,0765379	0,4354433	0,9486240	0,6265738	0,2006487	0,4240448	0,8652150	0,2116788
820	0,5511503	0,7045223	0,0598062	0,0957887	0,6572454	0,9990685	0,4592455	0,0340355	0,9784471	0,2595833	0,8621808	0,6107884	0,2368861	0,4780090	0,6223491	0,4954426	0,5500391	0,8305134	0,3999285	0,9914996	0,9743005	0,4348145	0,9671299	0,4789361	0,0765381	0,4345044	0,9483938	0,6263295	0,2006487	0,4236608	0,8652150	0,2128657
840	0,5511364	0,7045223	0,0598062	0,0957889	0,6572454	0,9990685	0,4591506	0,0340355	0,9847323	0,2595833	0,8621213	0,6107884	0,2371243	0,4780098	0,6230084	0,4954426	0,5488058	0,8302725	0,4015666	0,9940958	0,9743005	0,4342620	0,9671299	0,4789361	0,0765382	0,4339622	0,9482480	0,6261821	0,2006487	0,4234244	0,8652150	0,2136556
860	0,5511171	0,7045223	0,0598062	0,0957891	0,6572454	0,9990685	0,4590972	0,0340355	0,9891981	0,2595833	0,8620880	0,6107884	0,2372789	0,4780105	0,6234459	0,4954426	0,5480400	0,8301016	0,4027313	0,9959012	0,9743005	0,4338688	0,9671299	0,4789361	0,0765384	0,4336416	0,9481555	0,6260925	0,2006487	0,4232781	0,8652150	0,2141787
880	0,5511095	0,7045223	0,0598062	0,0957892	0,6572454	0,9990685	0,4590672	0,0340355	0,9923634	0,2595833	0,8620694	0,6107884	0,2373819	0,4780112	0,6237371	0,4954426	0,5475638	0,8299804	0,4035574	0,9971549	0,9743005	0,4335896	0,9671299	0,4789361	0,0765385	0,4334444	0,9480966	0,6260371	0,2006487	0,4231865	0,8652150	0,2145238
900	0,5511104	0,7045223	0,0598062	0,0957893	0,6572454	0,9990685	0,4590503	0,0340355	0,9946026	0,2595833	0,8620589	0,6107884	0,2374509	0,4780117	0,6239310	0,4954426	0,5472678	0,8298946	0,4041423	0,9980245	0,9743005	0,4333918	0,9671299	0,4789362	0,0765386	0,4333211	0,9480590	0,6260025	0,2006487	0,4231288	0,8652150	0,2147507
920	0,5511131	0,7045223	0,0598062	0,0957894	0,6572454	0,9990685	0,4590408	0,0340355	0,9961841	0,2595833	0,8620531	0,6107884	0,2374967	0,4780122	0,6240595	0,4954426	0,5470845	0,8298339	0,4045559	0,9986274	0,9743005	0,4332524	0,9671299	0,4789362	0,0765387	0,4332450	0,9480352	0,6259811	0,2006487	0,4230926	0,8652150	0,2148993
940	0,5511144	0,7045223	0,0598062	0,0957895	0,6572454	0,9990685	0,4590355	0,0340355	0,9972997	0,2595833	0,8620498	0,6107884	0,2375267	0,4780126	0,6241440	0,4954426	0,5469717	0,8297909	0,4048479	0,9990450	0,9743005	0,4331545	0,9671299	0,4789362	0,0765387	0,4331993	0,9480201	0,6259681	0,2006487	0,4230703	0,8652150	0,2149962
960	0,5511145	0,7045223	0,0598062	0,0957896	0,6572454	0,9990685	0,4590325	0,0340355	0,9980859	0,2595833	0,8620480	0,6107884	0,2375462	0,4780130	0,6241994	0,4954426	0,5469026	0,8297606	0,4050540	0,9993341	0,9743005	0,4330861	0,9671299	0,4789362	0,0765388	0,4331724	0,9480107	0,6259603	0,2006487	0,4230567	0,8652150	0,2150593
980	0,5511141	0,7045223	0,0598062	0,0957896	0,6572454	0,9990685	0,4590308	0,0340355	0,9986395	0,2595833	0,8620470	0,6107884	0,2375589	0,4780133	0,6242356	0,4954426	0,5468603	0,8297391	0,4051992	0,9995343	0,9743005	0,4330384	0,9671299	0,4789362	0,0765388	0,4331564	0,9480048	0,6259556	0,2006487	0,4230484	0,8652150	0,2151003
1000	0,5511139	0,7045223	0,0598062	0,0957897	0,6572454	0,9990685	0,4590298	0,0340355	0,9990290	0,2595833	0,8620464	0,6107884	0,2375673	0,4780135	0,6242593	0,4954426	0,5468344	0,8297240	0,4053016	0,9996728	0,9743005	0,4330051	0,9671299	0,4789362	0,0765389	0,4331468	0,9480012	0,6259528	0,2006487	0,4230433	0,8652150	0,2151268
1020	0,5511139	0,7045223	0,0598062	0,0957897	0,6572454	0,9990685	0,4590293	0,0340355	0,9993029	0,2595833	0,8620461	0,6107884	0,2375728	0,4780137	0,6242748	0,4954426	0,5468186	0,8297132	0,4053737	0,9997687	0,9743005	0,4329820	0,9671299	0,4789362	0,0765389	0,4331410	0,9479989	0,6259511	0,2006487	0,4230402	0,8652150	0,2151440
1040	0,5511139	0,7045223	0,0598062	0,0957898	0,6572454	0,9990685	0,4590290	0,0340355	0,9994955	0,2595833	0,8620459	0,6107884	0,2375765	0,4780139	0,6242849	0,4954426	0,5468089	0,8297057	0,4054244	0,9998350	0,9743005	0,4329660	0,9671299	0,4789362	0,0765390	0,4331374	0,9479974	0,6259500	0,2006487	0,4230383	0,8652150	0,2151550
1060	0,5511139	0,7045223	0,0598062	0,0957898	0,6572454	0,9990685	0,4590288	0,0340355	0,9996308	0,2595833	0,8620458	0,6107884	0,2375789	0,4780141	0,6242914	0,4954426	0,5468030	0,8297003	0,4054602	0,9998808	0,9743005	0,4329549	0,9671299	0,4789362	0,0765390	0,4331352	0,9479965	0,6259494	0,2006487	0,4230371	0,8652150	0,2151622
1080	0,5511139	0,7045223	0,0598062	0,0957898	0,6572454	0,9990685	0,4590287	0,0340355	0,9997259	0,2595833	0,8620457	0,6107884	0,2375804	0,4780142	0,6242957	0,4954426	0,5467994	0,8296966	0,4054853	0,9999126	0,9743005	0,4329473	0,9671299	0,4789362	0,0765390	0,4331339	0,9479960	0,6259490	0,2006487	0,4230364	0,8652150	0,2151668
1100	0,5511139	0,7045223	0,0598062	0,0957899	0,6572454	0,9990685	0,4590287	0,0340355	0,9997926	0,2595833	0,8620457	0,6107884	0,2375815	0,4780144	0,6242985	0,4954426	0,5467972	0,8296939	0,4055030	0,9999345	0,9743005	0,4329420	0,9671299	0,4789362	0,0765390	0,4331332	0,9479956	0,6259488	0,2006487	0,4230360	0,8652150	0,2151697

0	0,5511139	0,7045223	0,0597909	0,0952432	0,6572454	0,9990691	0,4590286	0,0340355	0,9999499	0,2595832	0,8620456	0,6107937	0,2375856	0,4752666	0,6242997	0,4954422	0,5467924	0,8296262	0,4055473	0,9999837	0,9742654	0,4328864	0,9671637	0,4789033	0,0760717	0,4331310	0,9479898	0,6259471	0,2006484	0,4230337	0,8652153	0,2151841
20	0,5511139	0,7045223	0,0597971	0,1076140	0,5875657	0,9990690	0,4590286	0,0340355	0,9444279	0,2595833	0,8609683	0,6107917	0,2375849	0,4840776	0,6358635	0,4954423	0,5467930	0,8312164	0,4059617	0,9258610	0,9741312	0,4329002	0,9050136	0,4789136	0,0762602	0,4633120	0,9479918	0,6577680	0,2006485	0,4230343	0,8406520	0,2151808
40	0,5511139	0,7045223	0,0598459	0,1312398	0,4926516	0,9990689	0,4590286	0,0340355	0,8327363	0,2595833	0,8593538	0,6107905	0,2375844	0,5029883	0,6584487	0,4954425	0,5467933	0,8342989	0,4099039	0,7832310	0,9725806	0,4329097	0,7763118	0,4789407	0,0776665	0,5152620	0,9479931	0,7160094	0,2006485	0,4230347	0,7951037	0,2151787
60	0,5511139	0,7045223	0,0600042	0,1562712	0,4283263	0,9990688	0,4590286	0,0340355	0,7127398	0,2595833	0,8580907	0,6107897	0,2375841	0,5246780	0,6818717	0,4954425	0,5467935	0,8375087	0,4202173	0,6369800	0,9678171	0,4329162	0,6339108	0,4790193	0,0819500	0,5622512	0,9479938	0,7721788	0,2006486	0,4230350	0,7505503	0,2151773
80	0,5511139	0,7045223	0,0603351	0,1794153	0,3929572	0,9990687	0,4590286	0,0340355	0,6047197	0,2595833	0,8572561	0,6107892	0,2375839	0,5442130	0,7021622	0,4954426	0,5467936	0,8403198	0,4364384	0,5110274	0,9590947	0,4329207	0,5022553	0,4791883	0,0902636	0,5978478	0,9479943	0,8173720	0,2006486	0,4230351	0,7142020	0,2151765
100	0,5511139	0,7045223	0,0608786	0,1998102	0,3755717	0,9990687	0,4590286	0,0340355	0,5152924	0,2595833	0,8567435	0,6107889	0,2375837	0,5596666	0,7182816	0,4954426	0,5467937	0,8425919	0,4559252	0,4109951	0,9472579	0,4329237	0,3906517	0,4794794	0,1028928	0,6226752	0,9479946	0,8507003	0,2006486	0,4230352	0,6870323	0,2151759
120	0,5511139	0,7045223	0,0616442	0,2174577	0,3676611	0,9990686	0,4590286	0,0340355	0,4447425	0,2595833	0,8564406	0,6107887	0,2375836	0,5709952	0,7304516	0,4954426	0,5467937	0,8443477	0,4758039	0,3350804	0,9340596	0,4329258	0,3007754	0,4799102	0,1193430	0,6392008	0,9479948	0,8740502	0,2006486	0,4230353	0,6677466	0,2151756
140	0,5511139	0,7045223	0,0626137	0,2326368	0,3642824	0,9990686	0,4590286	0,0340355	0,3907756	0,2595833	0,8562653	0,6107886	0,2375836	0,5789121	0,7393376	0,4954426	0,5467938	0,8456673	0,4940390	0,2790712	0,9211794	0,4329273	0,2308074	0,4804815	0,1386432	0,6498828	0,9479949	0,8898663	0,2006486	0,4230353	0,6545174	0,2151753
160	0,5511139	0,7045223	0,0637507	0,2456875	0,3629229	0,9990686	0,4590286	0,0340355	0,3503543	0,2595833	0,8561651	0,6107885	0,2375835	0,5842734	0,7456745	0,4954426	0,5467938	0,8466412	0,5096042	0,2385091	0,9097162	0,4329282	0,1776319	0,4811804	0,1596649	0,6566539	0,9479950	0,9003270	0,2006486	0,4230353	0,6456604	0,2151752
180	0,5511139	0,7045223	0,0650097	0,2569338	0,3624098	0,9990686	0,4590286	0,0340355	0,3205304	0,2595833	0,8561084	0,6107884	0,2375835	0,5878281	0,7501153	0,4954426	0,5467938	0,8473511	0,5222384	0,2095055	0,9001563	0,4329289	0,1379369	0,4819847	0,1813505	0,6608881	0,9479950	0,9071241	0,2006486	0,4230353	0,6398373	0,2151751
200	0,5511139	0,7045223	0,0663442	0,2666588	0,3622309	0,9990686	0,4590286	0,0340355	0,2987677	0,2595833	0,8560764	0,6107884	0,2375835	0,5901515	0,7531859	0,4954426	0,5467938	0,8478641	0,5321310	0,1889518	0,8925495	0,4329294	0,1087133	0,4828675	0,2028366	0,6635102	0,9479950	0,9114809	0,2006486	0,4230353	0,6360625	0,2151750
220	0,5511139	0,7045223	0,0677121	0,2751010	0,3621753	0,9990686	0,4590286	0,0340355	0,2830192	0,2595833	0,8560584	0,6107884	0,2375835	0,5916562	0,7552867	0,4954426	0,5467938	0,8482325	0,5396768	0,1744795	0,8867026	0,4329297	0,0874354	0,4838015	0,2234916	0,6651225	0,9479950	0,9142435	0,2006486	0,4230353	0,6336427	0,2151750
240	0,5511139	0,7045223	0,0690780	0,2824570	0,3621614	0,9990686	0,4590286	0,0340355	0,2716954	0,2595833	0,8560482	0,6107884	0,2375835	0,5926256	0,7567119	0,4954426	0,5467938	0,8484958	0,5453227	0,1643365	0,8823241	0,4329299	0,0720815	0,4847610	0,2429029	0,6661088	0,9479951	0,9159800	0,2006487	0,4230353	0,6321059	0,2151750
260	0,5511139	0,7045223	0,0704144	0,2888886	0,3621598	0,9990686	0,4590286	0,0340355	0,2635933	0,2595833	0,8560426	0,6107884	0,2375835	0,5932490	0,7576719	0,4954426	0,5467938	0,8486836	0,5494866	0,1572521	0,8791103	0,4329300	0,0610848	0,4857239	0,2608388	0,6667097	0,9479951	0,9170636	0,2006487	0,4230353	0,6311372	0,2151750
280	0,5511139	0,7045223	0,0717007	0,2945283	0,3621609	0,9990686	0,4590286	0,0340355	0,2578189	0,2595833	0,8560394	0,6107884	0,2375835	0,5936504	0,7583148	0,4954426	0,5467938	0,8488170	0,5525246	0,1523164	0,8767879	0,4329301	0,0532581	0,4866721	0,2772037	0,6670748	0,9479951	0,9177358	0,2006487	0,4230353	0,6305305	0,2151750
300	0,5511139	0,7045223	0,0729232	0,2994858	0,3621621	0,9990686	0,4590286	0,0340355	0,2537160	0,2595833	0,8560376	0,6107884	0,2375835	0,5939100	0,7587433	0,4954426	0,5467938	0,8489117	0,5547229	0,1488842	0,8751304	0,4329302	0,0477173	0,4875915	0,2919973	0,6672960	0,9479951	0,9181506	0,2006487	0,4230353	0,6301527	0,2151750
320	0,5511139	0,7045223	0,0740730	0,3038519	0,3621629	0,9990686	0,4590286	0,0340355	0,2508079	0,2595833	0,8560366	0,6107884	0,2375835	0,5940791	0,7590276	0,4954426	0,5467938	0,8489789	0,5563038	0,1465008	0,8739593	0,4329302	0,0438129	0,4884719	0,3052804	0,6674299	0,9479951	0,9184055	0,2006487	0,4230353	0,6299185	0,2151749
340	0,5511139	0,7045223	0,0751454	0,3077032	0,3621633	0,9990686	0,4590286	0,0340355	0,2487507	0,2595833	0,8560361	0,6107884	0,2375835	0,5941905	0,7592157	0,4954426	0,5467938	0,8490264	0,5574352	0,1448475	0,8731387	0,4329303	0,0410727	0,4893062	0,3171497	0,6675108	0,9479951	0,9185616	0,2006487	0,4230353	0,6297740	0,2151749
360	0,5511139	0,7045223	0,0761388	0,3111045	0,3621635	0,9990686	0,4590286	0,0340355	0,2472977	0,2595833	0,8560358	0,6107884	0,2375835	0,5942650	0,7593397	0,4954426	0,5467938	0,8490600	0,5582418	0,1437014	0,8725675	0,4329303	0,0391562	0,4900899	0,3277195	0,6675597	0,9479951	0,9186568	0,2006487	0,4230353	0,6296851	0,2151749
380	0,5511139	0,7045223	0,0770538	0,3141111	0,3621636	0,9990686	0,4590286	0,0340355	0,2462727	0,2595833	0,8560356	0,6107884	0,2375835	0,5943157	0,7594212	0,4954426	0,5467938	0,8490838	0,5588152	0,1429075	0,8721723	0,4329303	0,0378201	0,4908207	0,3371101	0,6675891	0,9479951	0,9187147	0,2006487	0,4230353	0,6296307	0,2151749
400	0,5511139	0,7045223	0,0778926	0,3167707	0,3621637	0,9990686	0,4590286	0,0340355	0,2455504	0,2595833	0,8560355	0,6107884	0,2375835	0,5943509	0,7594747	0,4954426	0,5467938	0,8491007	0,5592219	0,1423578	0,8719002	0,4329303	0,0368911	0,4914979	0,3454401	0,6676069	0,9479951	0,9187498	0,2006487	0,4230353	0,6295974	0,2151749
420	0,5511139	0,7045223	0,0786584	0,3191246	0,3621637	0,9990686	0,4590286	0,0340355	0,2450419	0,2595833	0,8560354	0,6107884	0,2375835	0,5943760	0,7595097	0,4954426	0,5467938	0,8491125	0,5595098	0,1419773	0,8717137	0,4329303	0,0362468	0,4921222	0,3528216	0,6676176	0,9479951	0,9187711	0,2006487	0,4230353	0,6295771	0,2151749
440	0,5511139	0,7045223	0,0793552	0,3212089	0,3621637	0,9990685	0,4590286	0,0340355	0,2446840	0,2595833	0,8560354	0,6107884	0,2375835	0,5943943	0,7595325	0,4954426	0,5467938	0,8491209	0,5597134	0,1417139	0,8715862	0,4329303	0,0358010	0,4926951	0,3593587	0,6676240	0,9479951	0,9187840	0,2006487	0,4230353	0,6295648	0,2151749
460	0,5511139	0,7045223	0,0799873	0,3230548	0,3621637	0,9990685	0,4590286	0,0340355	0,2444323	0,2595833	0,8560354	0,6107884	0,2375835	0,5944080	0,7595475	0,4954426	0,5467938	0,8491269	0,5598571	0,1415317	0,8714995	0,4329303	0,0354931	0,4932187	0,3651460	0,6676279	0,9479951	0,9187918	0,2006487	0,4230353	0,6295573	0,2151749
480	0,5511139	0,7045223	0,0805593	0,3246902	0,3621637	0,9990685	0,4590286	0,0340355	0,2442554	0,2595833	0,8560354	0,6107884	0,2375835	0,5944185	0,7595572	0,4954426	0,5467938	0,8491311	0,5599585	0,1414057	0,8714406	0,4329303	0,0352808	0,4936956	0,3702686	0,6676303	0,9479951	0,9187964	0,2006487	0,4230353	0,6295527	0,2151749
500	0,5511139	0,7045223	0,0810756	0,3261393	0,3621637	0,9990685	0,4590286	0,0340355	0,2441311	0,2595833	0,8560354	0,6107884	0,2375835	0,5944268	0,7595635	0,4954426	0,5467938	0,8491340	0,5600300	0,1413185	0,8714007	0,4329303	0,0351347	0,4941287	0,3748026	0,6676317	0,9479951	0,9187992	0,2006487	0,4230353	0,6295500	0,2151749
520	0,5511139	0,7045223	0,0815408	0,3274234	0,3621637	0,9990685	0,4590286	0,0340355	0,2440438	0,2595833	0,8560354	0,6107884	0,2375835	0,5944334	0,7595676	0,4954426	0,5467938	0,8491361	0,5600804	0,1412581	0,8713737	0,4329303	0,0350344	0,4945209	0,3788159	0,6676325	0,9479951	0,9188009	0,2006487	0,4230353	0,6295483	0,2151749
540	0,5511139	0,7045223	0,0819592	0,3285615	0,3621637	0,9990685	0,4590286	0,0340355	0,2439824	0,2595833	0,8560354	0,6107884	0,2375835	0,5944388	0,7595703	0,4954426	0,5467938	0,8491376	0,5601158	0,1412164	0,8713556	0,4329303	0,0349655	0,4948752	0,3823685	0,6676330	0,9479951	0,9188019	0,2006487	0,4230353	0,6295473	0,2151749
560	0,5511139	0,7045223	0,0823348	0,3295703	0,3621637	0,9990685	0,4590286	0,0340355	0,2439393	0,2595833	0,8560354	0,6107884	0,2375835	0,5944433	0,7595720	0,4954426	0,5467938	0,8491386	0,5601408	0,1411876	0,8713433	0,4329303	0,0349182	0,4951947	0,3855136	0,6676333	0,9479951	0,9188025	0,2006487	0,4230353	0,6295467	0,2151749
580	0,5511139	0,7045223	0,0826184	0,3198808	0,4402709	0,9990685	0,4590286	0,0340355	0,2994311	0,2595833	0,8571127	0,6107884	0,2375835	0,5876973	0,7480107	0,4954426	0,5467938	0,8475672	0,5591603	0,2152904	0,8723755	0,4329303	0,0970257	0,4954512	0,3878740	0,6374530	0,9479951	0,8869826	0,2006487	0,4230353	0,6541095	0,2151749
600	0,5511139	0,7045223	0,0824249	0,3002170	0,5435763	0,9990685	0,4590286	0,0340355	0,4111015	0,2595833	0,8587272	0,6107884	0,2375835	0,5759071	0,7254271	0,4954426	0,5467938	0,8444979	0,5513821	0,3579066	0,8793607	0,4329303	0,2256982	0,4954115	0,3862399	0,5855033	0,9479951	0,8287418	0,2006487	0,4230353	0,6996575	0,2151749
620	0,5511139	0,7045223	0,0814383	0,2788527	0,6087061	0,9990685	0,4590286	0,0340355	0,5310831	0,2595833	0,8599903	0,6107884	0,2375835	0,5650645	0,7020052	0,4954426	0,5467938	0,8412975	0,5351763	0,5041480	0,8920950	0,4329303	0,3680790	0,4948604	0,3774148	0,5385143	0,9479951	0,7725726	0,2006487	0,4230353	0,7442108	0,2151749
640	0,5511139	0,7045223	0,0797208	0,2585439	0,6401866	0,9990685	0,4590286	0,0340355	0,6390928	0,2595833	0,8608250	0,6107884	0,2375835	0,5567040	0,6817153	0,4954426	0,5467938	0,8384930	0,5142525	0,6300940	0,9070967	0,4329303	0,4997208	0,4938043	0,3610461	0,5029178	0,9479951	0,7273797	0,2006487	0,4230353	0,7805590	0,2151749
660	0,5511139	0,7045223	0,0775360	0,2400508	0,6527454	0,9990685	0,4590286	0,0340355	0,7285127	0,2595833	0,8613375	0,6107884	0,2375835	0,5507481	0,6655964	0,4954426	0,5467938	0,8362255	0,4926832	0,7301217	0,9216458	0,4329303	0,6113149	0,4923871	0,3387819	0,4780904	0,9479951	0,6940514	0,2006487	0,4230353	0,8077286	0,2151749
680	0,5511139	0,7045223	0,0751677	0,2234494	0,6567996	0,9990685	0,4590286	0,0340355	0,7990574	0,2595833	0,8616405	0,6107884	0,2375835	0,5466638	0,6534267	0,4954426	0,5467938	0,8344731	0,4730813	0,8060332	0,9343276	0,4329303	0,7011848	0,4907853	0,3129692	0,4615650	0,9479951	0,6707016	0,2006487	0,4230353	0,8270142	0,2151749
700	0,5511139	0,7045223	0,0728365	0,2086081	0,6576912	0,9990685	0,4590286	0,0340355	0,8530207	0,2595833	0,8618157	0,6107884	0,2375835	0,5438914	0,6445408	0,4954426	0,5467938	0,8331558	0,4566081	0,8620403	0,9446700	0,4329303	0,7711483	0,4891503	0,2858230	0,4508830	0,9479951	0,6548855	0,2006487	0,4230353	0,8402434	0,2151749
720	0,5511139	0,7045223	0,0706823	0,1953526	0,6576620	0,9990685	0,4590286	0,0340355	0,8934395	0,2595833	0,8619159	0,6107884	0,2375835	0,5419734	0,6382041	0,4954426	0,5467938	0,8321835	0,4434596	0,9026009	0,9527344	0,4329303	0,8243208	0,4875891	0,2590662	0,4441119	0,9479951	0,6444249	0,2006487	0,4230353	0,8491004	0,2151749
740	0,5511139	0,7045223	0,0687760	0,1835182	0,6574843	0,9990685	0,4590286	0,0340355	0,9232616	0,2595833	0,8619726	0,6107884	0,2375835	0,5405701	0,6337633	0,4954426	0,5467938	0,8314748	0,4333264	0,9316034	0,9588258	0,4329303	0,8640138	0,4861664	0,2338639	0,4398777	0,9479951	0,6376278	0,2006487	0,4230353	0,8549235	0,2151749
760	0,5511139	0,7045223	0,0671401	0,1729607	0,6573544	0,9990685	0,4590286	0,0340355	0,9450231	0,2595833	0,8620046	0,6107884	0,2375835	0,5394395	0,6306928	0,4954426	0,5467938	0,8309626	0,4257049	0,9521564	0,9633210	0,4329303	0,8932360	0,4849129	0,2108941	0,4372556	0,9479951	0,6332710	0,2006487	0,4230353	0,8586984	0,2151749
780	0,5511139	0,7045223	0,0657669	0,1635554	0,6572866	0,9990685	0,4590286	0,0340355	0,9607707	0,2595833	0,8620227	0,6107884	0,2375835	0,5384110	0,6285920	0,4954426	0,5467938	0,8305948	0,4200698	0,9666282	0,9665807	0,4329303	0,9145129	0,4838358	0,1904640	0,4356432	0,9479951	0,6305084	0,2006487	0,4230353	0,8611181	0,2151749
800	0,5511139	0,7045223	0,0646324	0,1551926	0,6572577	0,9990685	0,4590286	0,0340355	0,9720939	0,2595833	0,8620328	0,6107884	0,2375835	0,5373641	0,6271669	0,4954426	0,5467938	0,8303318	0,4159539	0,9767709	0,9689128	0,4329303	0,9298662	0,4829278	0,1726246	0,4346570	0,9479951	0,6287719	0,2006487	0,4230353	0,8626550	0,2151749
820	0,5511139	0,7045223	0,0637060	0,1477737	0,6572476	0,9990685	0,4590286	0,0340355	0,9801955	0,2595833	0,8620384	0,6107884	0,2375835	0,5362127	0,6262069	0,4954426	0,5467938	0,8301444	0,4129740	0,9838550	0,9705637	0,4329303	0,9408624	0,4821734	0,1572641	0,4340561	0,9479951	0,6276883	0,2006487	0,4230353	0,8636236	0,2151749
840	0,5511139	0,7045223	0,0629555	0,1412085	0,6572449	0,9990685	0,4590286	0,0340355	0,9859697	0,2595833	0,8620416	0,6107884	0,2375835	0,5348961	0,6255640	0,4954426	0,5467938	0,8300111	0,4108306	0,9887905	0,9717222	0,4329303	0,9486889	0,4815535	0,1441790	0,4336910	0,9479951	0,6270161	0,2006487	0,4230353	0,8642303	0,2151749
860	0,5511139	0,7045223	0,0623510	0,1354135	0,6572447	0,9990685	0,4590286	0,0340355	0,9900723	0,2595833	0,8620434	0,6107884	0,2375835	0,5333732	0,6251355	0,4954426	0,5467938	0,8299166	0,4092964	0,9922226	0,9725296	0,4329303	0,9542294	0,4810486	0,1331222	0,4334698	0,9479951	0,6266013	0,2006487	0,4230353	0,8646081	0,2151749
