"Time"	araC	crp	rhaR	rhaS	melR	malI	feaR	zraR	mtlR	rbsR	rbsD	rbsA	araA	rhaA	araB	zraS	araG	rbsB	melA	rbsK	melB	araF	rbsC	rhaB	rhaD	araJ	araD	araE	malX	araH	malY	xylA

0	0,5511139	0,7045223	0,0597909	0,0952432	0,6572454	0,9990691	0,4590286	0,0340355	0,9999499	0,2595832	0,8620456	0,6107937	0,2375856	0,4752666	0,6242997	0,4954422	0,5467924	0,8296262	0,4055473	0,9999837	0,9742654	0,4328864	0,9671637	0,4789033	0,0760717	0,4331310	0,9479898	0,6259471	0,2006484	0,4230337	0,8652153	0,2151841
20	0,5506509	0,5948218	0,0597929	0,0952699	0,6513829	0,9564856	0,5190770	0,0340338	0,9999494	0,2570619	0,8598848	0,6092754	0,2847681	0,4744075	0,6241513	0,5418480	0,5603319	0,8279329	0,4051540	0,9999836	0,9736571	0,4321014	0,9148961	0,5112538	0,0761351	0,4342989	0,9472758	0,6587089	0,2020541	0,4195261	0,8641612	0,2145037
40	0,5464623	0,4595337	0,0597942	0,0948451	0,6139302	0,8698016	0,5608100	0,0340221	0,9999435	0,2388470	0,8407917	0,5971964	0,3608915	0,4643493	0,6226721	0,6119647	0,5801134	0,8102345	0,4018147	0,9999829	0,9631642	0,4258468	0,8066959	0,5746445	0,0761817	0,4173496	0,9392092	0,7168042	0,2152503	0,3925241	0,8539691	0,2087786
60	0,5362682	0,3742734	0,0597936	0,0935221	0,5594620	0,7746477	0,5601037	0,0340025	0,9999221	0,2048427	0,7944951	0,5727264	0,4228820	0,4412294	0,6186054	0,6538791	0,5895536	0,7614953	0,3943736	0,9999818	0,9143037	0,4127936	0,6871466	0,6397472	0,0761730	0,3761617	0,9130122	0,7695589	0,2498169	0,3394806	0,8266599	0,1958143
80	0,5219855	0,3272523	0,0597891	0,0912788	0,5163153	0,6859088	0,5469213	0,0339831	0,9998760	0,1656722	0,7283249	0,5437107	0,4642529	0,4093440	0,6119835	0,6645176	0,5857635	0,6854045	0,3845348	0,9999819	0,8138830	0,3956362	0,5769068	0,6950500	0,0760369	0,3248149	0,8635075	0,8085069	0,3042798	0,2766703	0,7831458	0,1779944
100	0,5075781	0,3023658	0,0597788	0,0884656	0,4915225	0,6084933	0,5347350	0,0339677	0,9998029	0,1292488	0,6576947	0,5176067	0,4896278	0,3750269	0,6039981	0,6570312	0,5721044	0,5971965	0,3744338	0,9999836	0,6858099	0,3771426	0,4837592	0,7379089	0,0757084	0,2760931	0,7958798	0,8341424	0,3697854	0,2176821	0,7310840	0,1588938
120	0,4960440	0,2894007	0,0597623	0,0855073	0,4800427	0,5431971	0,5261684	0,0339566	0,9997096	0,0989383	0,5947658	0,4980514	0,5046458	0,3428675	0,5961058	0,6427440	0,5534067	0,5106719	0,3652937	0,9999862	0,5567961	0,3591384	0,4089883	0,7694274	0,0751701	0,2359705	0,7209239	0,8496256	0,4372780	0,1687446	0,6792404	0,1411985
140	0,4883211	0,2826914	0,0597406	0,0827145	0,4756158	0,4893566	0,5206940	0,0339491	0,9996076	0,0752813	0,5449351	0,4856005	0,5134330	0,3150555	0,5893045	0,6279682	0,5337464	0,4338818	0,3575012	0,9999891	0,4419629	0,3426807	0,3509483	0,7918681	0,0744577	0,2055839	0,6485926	0,8582524	0,5010958	0,1310693	0,6340633	0,1262790
160	0,4838649	0,2792297	0,0597159	0,0802518	0,4742076	0,4457811	0,5173392	0,0339442	0,9995077	0,0575401	0,5085151	0,4791804	0,5185810	0,2920621	0,5839642	0,6153741	0,5157596	0,3699529	0,3510440	0,9999917	0,3469360	0,3283180	0,3069465	0,8075170	0,0736375	0,1837880	0,5851519	0,8626394	0,5588193	0,1034592	0,5990612	0,1144807
180	0,4816071	0,2774459	0,0596900	0,0781734	0,4738587	0,4110777	0,5153268	0,0339411	0,9994171	0,0445797	0,4833573	0,4771688	0,5216191	0,2734763	0,5800129	0,6056434	0,5007265	0,3189768	0,3457884	0,9999939	0,2719264	0,3162501	0,2741668	0,8182829	0,0727804	0,1687375	0,5332123	0,8646057	0,6098517	0,0839175	0,5754583	0,1055572
200	0,4805822	0,2765273	0,0596650	0,0764688	0,4738002	0,3838197	0,5141346	0,0339392	0,9993397	0,0352797	0,4666774	0,4779964	0,5234286	0,2585834	0,5771861	0,5985630	0,4889508	0,2795413	0,3415803	0,9999956	0,2146289	0,3064317	0,2500752	0,8256241	0,0719456	0,1586343	0,4928288	0,8653016	0,6542941	0,0704402	0,5629741	0,0990160
220	0,4801466	0,2760544	0,0596419	0,0750969	0,4737924	0,3626571	0,5134341	0,0339381	0,9992762	0,0286896	0,4559519	0,4804021	0,5245165	0,2466644	0,5751957	0,5936162	0,4801660	0,2496954	0,3382676	0,9999968	0,1718992	0,2986580	0,2325587	0,8306019	0,0711736	0,1519987	0,4626551	0,8653973	0,6924388	0,0613299	0,5603523	0,0943274
240	0,4799554	0,2758109	0,0596214	0,0740066	0,4737834	0,3463845	0,5130251	0,0339373	0,9992258	0,0240614	0,4492148	0,4834878	0,5251762	0,2371085	0,5738032	0,5902603	0,4738534	0,2274709	0,3357036	0,9999977	0,1406102	0,2926405	0,2199341	0,8339653	0,0704874	0,1477150	0,4408014	0,8652522	0,7246519	0,0552693	0,5657095	0,0910223
260	0,4798570	0,2756855	0,0596037	0,0731472	0,4737714	0,3339705	0,5127873	0,0339369	0,9991868	0,0208323	0,4450594	0,4866770	0,5255799	0,2294318	0,5728327	0,5880338	0,4694467	0,2111225	0,3337505	0,9999984	0,1180244	0,2880675	0,2109011	0,8362336	0,0698957	0,1449865	0,4253583	0,8650419	0,7513885	0,0512896	0,5768495	0,0887230
280	0,4797968	0,2756210	0,0595889	0,0724735	0,4737607	0,3245609	0,5126496	0,0339366	0,9991571	0,0185901	0,4425332	0,4896402	0,5258292	0,2232586	0,5721598	0,5865822	0,4664382	0,1992078	0,3322834	0,9999989	0,1019076	0,2846432	0,2044776	0,8377619	0,0693974	0,1432666	0,4146567	0,8648421	0,7732004	0,0487041	0,5915767	0,0871408
300	0,4797583	0,2755878	0,0595767	0,0719474	0,4737533	0,3174658	0,5125701	0,0339365	0,9991350	0,0170387	0,4410154	0,4922196	0,5259846	0,2182967	0,5716968	0,5856490	0,4644193	0,1905861	0,3311947	0,9999992	0,0905149	0,2821095	0,1999337	0,8387915	0,0689855	0,1421910	0,4073561	0,8646785	0,7907104	0,0470393	0,6079575	0,0860624
320	0,4797351	0,2755707	0,0595668	0,0715375	0,4737489	0,3121386	0,5125244	0,0339364	0,9991186	0,0159681	0,4401120	0,4943669	0,5260825	0,2143150	0,5713813	0,5850560	0,4630827	0,1843814	0,3303948	0,9999995	0,0825247	0,2802530	0,1967338	0,8394854	0,0686497	0,1415224	0,4024390	0,8645546	0,8045664	0,0459755	0,6244764	0,0853334
340	0,4797226	0,2755619	0,0595588	0,0712187	0,4737465	0,3081524	0,5124981	0,0339363	0,9991066	0,0152308	0,4395786	0,4960966	0,5261447	0,2111280	0,5711681	0,5846828	0,4622075	0,1799352	0,3298119	0,9999996	0,0769581	0,2789038	0,1944893	0,8399533	0,0683793	0,1411088	0,3991622	0,8644651	0,8153951	0,0453000	0,6400794	0,0848442
360	0,4797166	0,2755573	0,0595524	0,0709710	0,4737453	0,3051778	0,5124831	0,0339363	0,9990979	0,0147237	0,4392656	0,4974554	0,5261844	0,2085850	0,5710252	0,5844498	0,4616399	0,1767596	0,3293900	0,9999997	0,0731018	0,2779301	0,1929203	0,8402690	0,0681633	0,1408539	0,3969982	0,8644026	0,8237695	0,0448736	0,6541339	0,0845179
380	0,4797141	0,2755550	0,0595473	0,0707787	0,4737447	0,3029629	0,5124745	0,0339363	0,9990916	0,0143754	0,4390831	0,4985017	0,5262100	0,2065623	0,5709299	0,5843053	0,4612746	0,1744973	0,3290862	0,9999998	0,0704436	0,2772318	0,1918270	0,8404823	0,0679921	0,1406973	0,3955804	0,8643601	0,8301892	0,0446057	0,6663439	0,0843015
400	0,4797131	0,2755538	0,0595434	0,0706295	0,4737444	0,3013167	0,5124696	0,0339363	0,9990871	0,0141363	0,4389771	0,4992943	0,5262265	0,2049588	0,5708666	0,5842163	0,4610414	0,1728888	0,3288685	0,9999999	0,0686190	0,2767337	0,1910671	0,8406265	0,0678572	0,1406015	0,3946579	0,8643317	0,8350750	0,0444381	0,6766546	0,0841585
420	0,4797127	0,2755532	0,0595402	0,0705138	0,4737443	0,3000948	0,5124668	0,0339363	0,9990838	0,0139723	0,4389159	0,4998868	0,5262372	0,2036914	0,5708247	0,5841618	0,4608934	0,1717470	0,3287130	0,9999999	0,0673713	0,2763801	0,1905403	0,8407241	0,0677512	0,1405430	0,3940613	0,8643130	0,8387716	0,0443337	0,6851658	0,0840645
440	0,4797125	0,2755529	0,0595378	0,0704240	0,4737442	0,2991888	0,5124652	0,0339363	0,9990815	0,0138598	0,4388806	0,5003247	0,5262442	0,2026925	0,5707970	0,5841285	0,4608001	0,1709374	0,3286022	0,9999999	0,0665209	0,2761301	0,1901759	0,8407902	0,0676683	0,1405074	0,3936774	0,8643009	0,8415550	0,0442689	0,6920628	0,0840028
460	0,4797123	0,2755527	0,0595359	0,0703544	0,4737442	0,2985177	0,5124643	0,0339363	0,9990799	0,0137828	0,4388603	0,5006454	0,5262487	0,2019073	0,5707787	0,5841082	0,4607415	0,1703639	0,3285236	1,0000000	0,0659431	0,2759541	0,1899243	0,8408350	0,0676036	0,1404858	0,3934317	0,8642932	0,8436427	0,0442288	0,6975678	0,0839625
480	0,4797122	0,2755526	0,0595344	0,0703004	0,4737442	0,2980210	0,5124638	0,0339363	0,9990787	0,0137300	0,4388487	0,5008782	0,5262517	0,2012913	0,5707667	0,5840960	0,4607048	0,1699579	0,3284678	1,0000000	0,0655514	0,2758305	0,1897508	0,8408654	0,0675532	0,1404726	0,3932750	0,8642883	0,8452037	0,0442040	0,7019067	0,0839363
500	0,4797122	0,2755526	0,0595333	0,0702586	0,4737442	0,2976534	0,5124635	0,0339363	0,9990779	0,0136938	0,4388420	0,5010461	0,5262536	0,2008090	0,5707588	0,5840885	0,4606820	0,1696707	0,3284283	1,0000000	0,0652866	0,2757440	0,1896315	0,8408860	0,0675140	0,1404647	0,3931754	0,8642852	0,8463679	0,0441887	0,7052910	0,0839192
520	0,4797121	0,2755525	0,0595324	0,0702261	0,4737442	0,2973816	0,5124633	0,0339363	0,9990773	0,0136690	0,4388382	0,5011664	0,5262549	0,2004321	0,5707537	0,5840841	0,4606678	0,1694676	0,3284004	1,0000000	0,0651079	0,2756836	0,1895496	0,8409000	0,0674835	0,1404598	0,3931123	0,8642832	0,8472345	0,0441794	0,7079078	0,0839081
540	0,4797121	0,2755525	0,0595317	0,0702010	0,4737442	0,2971806	0,5124632	0,0339363	0,9990769	0,0136521	0,4388361	0,5012522	0,5262557	0,2001379	0,5707503	0,5840814	0,4606590	0,1693240	0,3283807	1,0000000	0,0649875	0,2756415	0,1894933	0,8409095	0,0674599	0,1404569	0,3930725	0,8642820	0,8478785	0,0441736	0,7099162	0,0839010
560	0,4797121	0,2755525	0,0595311	0,0701815	0,4737442	0,2970321	0,5124632	0,0339363	0,9990766	0,0136404	0,4388349	0,5013131	0,5262562	0,1999086	0,5707481	0,5840798	0,4606536	0,1692225	0,3283667	1,0000000	0,0649066	0,2756123	0,1894548	0,8409159	0,0674416	0,1404551	0,3930474	0,8642813	0,8483564	0,0441701	0,7114483	0,0838963
580	0,4855427	0,4334994	0,0595307	0,0703757	0,4750617	0,3371410	0,3943487	0,0339364	0,9990949	0,0144851	0,4512416	0,5024017	0,4698890	0,2018591	0,5726569	0,5312538	0,4471674	0,1744382	0,3298352	1,0000000	0,0682505	0,2758895	0,2434577	0,8022050	0,0674347	0,1346344	0,4023586	0,8187818	0,8442984	0,0453787	0,7133601	0,0849558
600	0,5147681	0,6348702	0,0595310	0,0717534	0,4947013	0,4263513	0,2881368	0,0339403	0,9991850	0,0259375	0,5229064	0,5140410	0,3907443	0,2172812	0,5826386	0,4636835	0,4370780	0,2214227	0,3404000	1,0000000	0,1195156	0,2802377	0,3553369	0,7332329	0,0674658	0,1386430	0,4621643	0,7479894	0,8093382	0,0623356	0,7240089	0,0937766
620	0,5453333	0,7208954	0,0595335	0,0741561	0,5489460	0,5276025	0,3057410	0,0339564	0,9993157	0,0604997	0,6253811	0,5428934	0,3376340	0,2476539	0,5955304	0,4395775	0,4460179	0,3153936	0,3592676	1,0000000	0,2376915	0,2945183	0,4791325	0,6697534	0,0675737	0,1782114	0,5584584	0,6965680	0,7326675	0,1143764	0,7486181	0,1124931
640	0,5582034	0,7198352	0,0595397	0,0768633	0,6071666	0,6223709	0,3716434	0,0339794	0,9994495	0,1089510	0,7146273	0,5778721	0,3043668	0,2840881	0,6053690	0,4441952	0,4670445	0,4239604	0,3781807	1,0000000	0,3793126	0,3169968	0,5935558	0,6196423	0,0678035	0,2440448	0,6572460	0,6670891	0,6321331	0,1881917	0,7783622	0,1353047
660	0,5572798	0,7062200	0,0595501	0,0794297	0,6418690	0,7037317	0,4173311	0,0339992	0,9995674	0,1537986	0,7759231	0,6059067	0,2818255	0,3185456	0,6112847	0,4569863	0,4898440	0,5230502	0,3918142	0,9999999	0,5136887	0,3411316	0,6903543	0,5815358	0,0681709	0,3080079	0,7408590	0,6509955	0,5314188	0,2577615	0,8045604	0,1562243
680	0,5528362	0,7026104	0,0595640	0,0816977	0,6547358	0,7703831	0,4376218	0,0340128	0,9996636	0,1877603	0,8130489	0,6228302	0,2662391	0,3478298	0,6148252	0,4686397	0,5084777	0,6036310	0,3997439	0,9999997	0,6279609	0,3625504	0,7677638	0,5528748	0,0686589	0,3551258	0,8047940	0,6416029	0,4447517	0,3110909	0,8242265	0,1728549
700	0,5503634	0,7037135	0,0595805	0,0836597	0,6575319	0,8234745	0,4463496	0,0340213	0,9997388	0,2116523	0,8344512	0,6306359	0,2559815	0,3719087	0,6173632	0,4773092	0,5216709	0,6656123	0,4037338	0,9999991	0,7193524	0,3799591	0,8271094	0,5316441	0,0692319	0,3852180	0,8509581	0,6356935	0,3763629	0,3484915	0,8380004	0,1853089
720	0,5501623	0,7045903	0,0595986	0,0853504	0,6576911	0,8650185	0,4513852	0,0340266	0,9997959	0,2281399	0,8466928	0,6326317	0,2495446	0,3915767	0,6194101	0,4834531	0,5304240	0,7119598	0,4055327	0,9999981	0,7896574	0,3935677	0,8710591	0,5161998	0,0698517	0,4034308	0,8831926	0,6319018	0,3251399	0,3739557	0,8474033	0,1944096
740	0,5507592	0,7046677	0,0596173	0,0868059	0,6575507	0,8971461	0,4546812	0,0340300	0,9998384	0,2393494	0,8536612	0,6314042	0,2454974	0,4075596	0,6210008	0,4876985	0,5361443	0,7459668	0,4062351	0,9999967	0,8422860	0,4039903	0,9026526	0,5051233	0,0704850	0,4145246	0,9052177	0,6295216	0,2880644	0,3910837	0,8537190	0,2009340
760	0,5511741	0,7045530	0,0596359	0,0880574	0,6574370	0,9217934	0,4566489	0,0340322	0,9998698	0,2467927	0,8575605	0,6286434	0,2428502	0,4204671	0,6221262	0,4905371	0,5399100	0,7705387	0,4064174	0,9999951	0,8808866	0,4118543	0,9247705	0,4972520	0,0711067	0,4214926	0,9200284	0,6280763	0,2618319	0,4024623	0,8578845	0,2055167
780	0,5512508	0,7045084	0,0596537	0,0891330	0,6573459	0,9405978	0,4577161	0,0340335	0,9998926	0,2516133	0,8596930	0,6253924	0,2410659	0,4308523	0,6228668	0,4923762	0,5423993	0,7880830	0,4063711	0,9999933	0,9087568	0,4177098	0,9398868	0,4916937	0,0716996	0,4259498	0,9298603	0,6272199	0,2435206	0,4099177	0,8605845	0,2086783
800	0,5511783	0,7045136	0,0596705	0,0900575	0,6572848	0,9548892	0,4582875	0,0340343	0,9999091	0,2546743	0,8608362	0,6222476	0,2398653	0,4392070	0,6233442	0,4935428	0,5440271	0,8005059	0,4062421	0,9999916	0,9286331	0,4220175	0,9499899	0,4877897	0,0722527	0,4287738	0,9363167	0,6267149	0,2308152	0,4147398	0,8623115	0,2108324
820	0,5511135	0,7045220	0,0596860	0,0908524	0,6572556	0,9657213	0,4586068	0,0340347	0,9999209	0,2565904	0,8614392	0,6194999	0,2390732	0,4459439	0,6236591	0,4942738	0,5450692	0,8092545	0,4060993	0,9999900	0,9426693	0,4251526	0,9566005	0,4850605	0,0727604	0,4305140	0,9405174	0,6264132	0,2220039	0,4178238	0,8634059	0,2122880
840	0,5510955	0,7045236	0,0597002	0,0915363	0,6572462	0,9739157	0,4587904	0,0340350	0,9999294	0,2577758	0,8617518	0,6172472	0,2385586	0,4513958	0,6238729	0,4947282	0,5457230	0,8153935	0,4059706	0,9999886	0,9525016	0,4274140	0,9608364	0,4831603	0,0732207	0,4315585	0,9432295	0,6262296	0,2158731	0,4197774	0,8640945	0,2132653
860	0,5511031	0,7045227	0,0597131	0,0921249	0,6572446	0,9801063	0,4588951	0,0340352	0,9999354	0,2585011	0,8619100	0,6154797	0,2382249	0,4558270	0,6240189	0,4950083	0,5461290	0,8196911	0,4058646	0,9999875	0,9593430	0,4290337	0,9634925	0,4818417	0,0736338	0,4321797	0,9449696	0,6261172	0,2115826	0,4210063	0,8645248	0,2139176
880	0,5511127	0,7045222	0,0597246	0,0926315	0,6572448	0,9847785	0,4589538	0,0340353	0,9999397	0,2589404	0,8619876	0,6141376	0,2380064	0,4594460	0,6241171	0,4951799	0,5463812	0,8226957	0,4057812	0,9999866	0,9640762	0,4301876	0,9651196	0,4809294	0,0740018	0,4325527	0,9460808	0,6260490	0,2085581	0,4217757	0,8647920	0,2143503
900	0,5511163	0,7045222	0,0597349	0,0930677	0,6572451	0,9883024	0,4589865	0,0340354	0,9999427	0,2592040	0,8620240	0,6131445	0,2378621	0,4624167	0,6241818	0,4952842	0,5465384	0,8247951	0,4057176	0,9999858	0,9673348	0,4310062	0,9660899	0,4802997	0,0743278	0,4327800	0,9467875	0,6260083	0,2064088	0,4222559	0,8649570	0,2146360
920	0,5511157	0,7045223	0,0597440	0,0934435	0,6572452	0,9909588	0,4590049	0,0340354	0,9999448	0,2593610	0,8620400	0,6124248	0,2377666	0,4648676	0,6242240	0,4953474	0,5466364	0,8262619	0,4056701	0,9999853	0,9695688	0,4315844	0,9666497	0,4798661	0,0746151	0,4329194	0,9472354	0,6259842	0,2048687	0,4225547	0,8650584	0,2148237
940	0,5511143	0,7045223	0,0597520	0,0937671	0,6572454	0,9929606	0,4590152	0,0340354	0,9999463	0,2594538	0,8620464	0,6119122	0,2377037	0,4668997	0,6242514	0,4953856	0,5466973	0,8272871	0,4056350	0,9999848	0,9710947	0,4319915	0,9669589	0,4795682	0,0748674	0,4330043	0,9475184	0,6259699	0,2037565	0,4227398	0,8651204	0,2149466
960	0,5511137	0,7045223	0,0597590	0,0940460	0,6572454	0,9944688	0,4590211	0,0340354	0,9999474	0,2595083	0,8620483	0,6115526	0,2376623	0,4685923	0,6242694	0,4954085	0,5467347	0,8280042	0,4056095	0,9999845	0,9721337	0,4322769	0,9671190	0,4793640	0,0750883	0,4330554	0,9476966	0,6259613	0,2029475	0,4228541	0,8651581	0,2150268
980	0,5511137	0,7045223	0,0597652	0,0942863	0,6572454	0,9956048	0,4590244	0,0340354	0,9999482	0,2595401	0,8620485	0,6113035	0,2376353	0,4700083	0,6242813	0,4954223	0,5467577	0,8285061	0,4055910	0,9999843	0,9728390	0,4324765	0,9671932	0,4792244	0,0752812	0,4330860	0,9478085	0,6259562	0,2023553	0,4229244	0,8651810	0,2150791
1000	0,5511139	0,7045223	0,0597707	0,0944935	0,6572454	0,9964603	0,4590262	0,0340355	0,9999487	0,2595585	0,8620480	0,6111328	0,2376175	0,4711973	0,6242891	0,4954305	0,5467717	0,8288577	0,4055777	0,9999841	0,9733166	0,4326158	0,9672200	0,4791291	0,0754493	0,4331042	0,9478786	0,6259530	0,2019194	0,4229675	0,8651948	0,2151130
1020	0,5511140	0,7045223	0,0597754	0,0946720	0,6572454	0,9971046	0,4590273	0,0340355	0,9999491	0,2595692	0,8620474	0,6110170	0,2376059	0,4721994	0,6242942	0,4954354	0,5467803	0,8291043	0,4055681	0,9999840	0,9736392	0,4327127	0,9672222	0,4790644	0,0755955	0,4331152	0,9479225	0,6259512	0,2015972	0,4229940	0,8652031	0,2151350
1040	0,5511140	0,7045223	0,0597795	0,0948259	0,6572454	0,9975898	0,4590278	0,0340355	0,9999493	0,2595753	0,8620469	0,6109392	0,2375982	0,4730464	0,6242975	0,4954383	0,5467856	0,8292773	0,4055613	0,9999839	0,9738568	0,4327799	0,9672131	0,4790204	0,0757226	0,4331219	0,9479499	0,6259501	0,2013580	0,4230101	0,8652080	0,2151492
1060	0,5511140	0,7045223	0,0597831	0,0949586	0,6572454	0,9979552	0,4590282	0,0340355	0,9999495	0,2595788	0,8620465	0,6108872	0,2375931	0,4737643	0,6242996	0,4954401	0,5467888	0,8293988	0,4055565	0,9999838	0,9740032	0,4328266	0,9671998	0,4789908	0,0758329	0,4331259	0,9479670	0,6259494	0,2011799	0,4230200	0,8652110	0,2151584
1080	0,5511139	0,7045223	0,0597862	0,0950730	0,6572454	0,9982303	0,4590283	0,0340355	0,9999496	0,2595808	0,8620462	0,6108528	0,2375898	0,4743743	0,6243010	0,4954411	0,5467908	0,8294842	0,4055531	0,9999838	0,9741016	0,4328589	0,9671861	0,4789709	0,0759285	0,4331283	0,9479776	0,6259490	0,2010470	0,4230260	0,8652127	0,2151643
1100	0,5511139	0,7045223	0,0597889	0,0951717	0,6572454	0,9984374	0,4590285	0,0340355	0,9999497	0,2595819	0,8620460	0,6108302	0,2375876	0,4748937	0,6243019	0,4954417	0,5467920	0,8295443	0,4055507	0,9999838	0,9741675	0,4328812	0,9671738	0,4789576	0,0760114	0,4331298	0,9479843	0,6259488	0,2009477	0,4230297	0,8652137	0,2151681

0	0,5511139	0,7045223	0,0597909	0,0952432	0,6572454	0,9990691	0,4590286	0,0340355	0,9999499	0,2595832	0,8620456	0,6107937	0,2375856	0,4752666	0,6242997	0,4954422	0,5467924	0,8296262	0,4055473	0,9999837	0,9742654	0,4328864	0,9671637	0,4789033	0,0760717	0,4331310	0,9479898	0,6259471	0,2006484	0,4230337	0,8652153	0,2151841
20	0,5511139	0,7045223	0,0598220	0,1600510	0,6625845	0,9990690	0,4816347	0,0340355	0,9999499	0,2595833	0,8620456	0,6107917	0,2375849	0,4785461	0,6243011	0,4954423	0,5467930	0,8296442	0,3938719	0,9999837	0,9742872	0,4329002	0,9671533	0,4789247	0,0769401	0,4331314	0,9521771	0,6259477	0,2006485	0,4230343	0,8374319	0,2111319
40	0,5511139	0,7045223	0,0603876	0,2811961	0,6696299	0,9990689	0,5089022	0,0340355	0,9999499	0,2595833	0,8620456	0,6107905	0,2375844	0,4903708	0,6243020	0,4954425	0,5467933	0,8296569	0,3702682	0,9999837	0,9743807	0,4329097	0,9671461	0,4792124	0,0889857	0,4331316	0,9600705	0,6259480	0,2006485	0,4230347	0,7859123	0,2032147
60	0,5511139	0,7045223	0,0634822	0,4035046	0,6740802	0,9990688	0,5268240	0,0340355	0,9999499	0,2595833	0,8620457	0,6107897	0,2375841	0,5039527	0,6243025	0,4954425	0,5467935	0,8296659	0,3446932	0,9999837	0,9745809	0,4329162	0,9671411	0,4809560	0,1335658	0,4331318	0,9679401	0,6259482	0,2006486	0,4230350	0,7355180	0,1950006
80	0,5511139	0,7045223	0,0723704	0,5089038	0,6762516	0,9990687	0,5373638	0,0340355	0,9999499	0,2595833	0,8620457	0,6107892	0,2375839	0,5153373	0,6243029	0,4954426	0,5467936	0,8296723	0,3214617	0,9999837	0,9748555	0,4329207	0,9671376	0,4863690	0,2169630	0,4331319	0,9744890	0,6259483	0,2006486	0,4230351	0,6944046	0,1878854
100	0,5511139	0,7045223	0,0893683	0,5940126	0,6771345	0,9990687	0,5433737	0,0340355	0,9999499	0,2595833	0,8620457	0,6107889	0,2375837	0,5237498	0,6243031	0,4954426	0,5467937	0,8296767	0,3020732	0,9999837	0,9751526	0,4329237	0,9671352	0,4972023	0,3240747	0,4331319	0,9794853	0,6259484	0,2006486	0,4230352	0,6636729	0,1822361
120	0,5511139	0,7045223	0,1142674	0,6606585	0,6774305	0,9990686	0,5467688	0,0340355	0,9999499	0,2595833	0,8620457	0,6107887	0,2375836	0,5295696	0,6243033	0,4954426	0,5467937	0,8296799	0,2866773	0,9999837	0,9754319	0,4329258	0,9671336	0,5134698	0,4354986	0,4331319	0,9831068	0,6259484	0,2006486	0,4230353	0,6418590	0,1779754
140	0,5511139	0,7045223	0,1447668	0,7119598	0,6775028	0,9990686	0,5486810	0,0340355	0,9999499	0,2595833	0,8620457	0,6107886	0,2375836	0,5334391	0,6243034	0,4954426	0,5467938	0,8296821	0,2748415	0,9999837	0,9756717	0,4329273	0,9671324	0,5336838	0,5378119	0,4331320	0,9856449	0,6259484	0,2006486	0,4230353	0,6268954	0,1748693
160	0,5511139	0,7045223	0,1778017	0,7509878	0,6775063	0,9990686	0,5497571	0,0340355	0,9999499	0,2595833	0,8620457	0,6107885	0,2375835	0,5359460	0,6243035	0,4954426	0,5467938	0,8296837	0,2659438	0,9999837	0,9758653	0,4329282	0,9671316	0,5557967	0,6246529	0,4331320	0,9873819	0,6259485	0,2006486	0,4230353	0,6168773	0,1726589
180	0,5511139	0,7045223	0,2106124	0,7804164	0,6774965	0,9990686	0,5503624	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,5375413	0,6243035	0,4954426	0,5467938	0,8296848	0,2593611	0,9999837	0,9760152	0,4329289	0,9671311	0,5779411	0,6946058	0,4331320	0,9885499	0,6259485	0,2006486	0,4230353	0,6102908	0,1711138
200	0,5511139	0,7045223	0,2412364	0,8024577	0,6774883	0,9990686	0,5507029	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,5385436	0,6243035	0,4954426	0,5467938	0,8296856	0,2545480	0,9999837	0,9761277	0,4329294	0,9671307	0,5987593	0,7489544	0,4331320	0,9893246	0,6259485	0,2006486	0,4230353	0,6060211	0,1700488
220	0,5511139	0,7045223	0,2685621	0,8188836	0,6774838	0,9990686	0,5508945	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,5391674	0,6243035	0,4954426	0,5467938	0,8296862	0,2510595	0,9999837	0,9762103	0,4329297	0,9671305	0,6174415	0,7901108	0,4331320	0,9898329	0,6259485	0,2006486	0,4230353	0,6032841	0,1693227
240	0,5511139	0,7045223	0,2921639	0,8310796	0,6774818	0,9990686	0,5510022	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,5395529	0,6243036	0,4954426	0,5467938	0,8296865	0,2485478	0,9999837	0,9762699	0,4329299	0,9671303	0,6336288	0,8207078	0,4331320	0,9901636	0,6259485	0,2006487	0,4230353	0,6015458	0,1688322
260	0,5511139	0,7045223	0,3120771	0,8401108	0,6774810	0,9990686	0,5510628	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,5397899	0,6243036	0,4954426	0,5467938	0,8296868	0,2467485	0,9999837	0,9763124	0,4329300	0,9671302	0,6472800	0,8431543	0,4331320	0,9903772	0,6259485	0,2006487	0,4230353	0,6004501	0,1685033
280	0,5511139	0,7045223	0,3285988	0,8467855	0,6774808	0,9990686	0,5510969	0,0340355	0,9999499	0,2595833	0,8620457	0,6107884	0,2375835	0,5399350	0,6243036	0,4954426	0,5467938	0,8296870	0,2454647	0,9999837	0,9763424	0,4329301	0,9671301	0,6585500	0,8594659	0,4331320	0,9905143	0,6259485	0,2006487	0,4230353	0,5997639	0,1682841
