araC	crp	rhaR	rhaS	melR	malI	feaR	zraR	mtlR	rbsR	rbsD	rbsA	araA	rhaA	araB	zraS	araG	rbsB	melA	rbsK	melB	araF	rbsC	rhaB	rhaD	araJ	araD	araE	malX	araH	malY	xylA
0,4239448	0,4871415	0,0488161	0,0336128	0,4956076	0,6423180	0,3802674	0,0325559	0,7503133	0,2500713	0,6101419	0,5000612	0,2304081	0,2880048	0,4707401	0,4186200	0,3318250	0,7062834	0,3090539	0,7728498	0,6558413	0,3748907	0,6836584	0,3937439	0,0445382	0,3690964	0,5711542	0,5565138	0,1030739	0,2725550	0,5916904	0,1336890
