baeR	cpxR	csgD	rstA	ompR	bolA	rcsB	rcsA	flhC	hdfR	csgF	csgE	csgG	sra	ompF	mdtA	wcaB	mdtD	mdtB	baeS	csgB	wzc	wcaA	spy	wza	csgA	bdm	csgC	mdtC	wzb	rprA	osmB
0,0645287	0,0264543	0,4933332	0,7064303	0,6330601	0,1059371	0,7966795	0,0696046	0,2102389	0,8422654	0,4618726	0,8455483	0,6696890	0,3989952	0,7080241	0,0258766	0,0588371	0,3889730	0,0994931	0,0250763	0,5490075	0,4003657	0,3632259	0,0250911	0,0925014	0,6663338	0,3340508	0,6907219	0,0352640	0,4364998	0,0824295	0,0028966
