"Time"	hupA	fis	mtlR	marR	marA	rob	putA	glcC	xylR	hupB	marB	micF	pgm	seqA	zwf	xylH	inaA	nfo	xylF	xylG	ygiA	ygiB	tolC	ygiC	mtlD	mtlA	fumC	tyrP	mtr	galM	galK	galE
560	0,5020972	0,3108128	0,0899269	0,2835459	0,7278400	0,6129353	0,2710466	0,3746188	0,9280575	0,0818701	0,5744217	0,8618689	0,5629551	1,0236879	0,7741718	0,9026878	0,8875694	0,6251192	0,6612907	0,3354170	0,7717723	0,9505618	1,0231952	0,5127243	0,7882156	0,9289628	0,9104591	1,0113821	0,3995847	0,0407223	0,3430074	0,0452732
580	0,3491104	0,3448408	0,1863928	0,3293443	0,6512253	0,6281690	0,2840070	0,5346003	0,9843513	0,3522608	0,5901838	0,8914411	0,5378181	1,0245478	0,7191325	0,8977037	0,8872825	0,6437346	0,6400641	0,3204572	0,5632313	0,6116479	0,9712510	0,5154309	0,9113270	0,9493646	0,9068350	0,9593215	0,6732986	0,0318930	0,3206067	0,3212380
600	0,3956427	0,3698480	0,2532096	0,3227621	0,5757238	0,5247079	0,2760278	0,6223018	1,0449343	0,6025261	0,5976073	0,9330913	0,5108745	0,9435151	0,7177773	0,9009507	0,9052958	0,6221578	0,6499445	0,3353566	0,4648808	0,4377181	0,9436189	0,5505670	0,9527030	0,9412348	0,8758685	0,9485679	0,6117330	0,0301409	0,2741488	0,5007411
620	0,3658886	0,3169627	0,2414971	0,2956571	0,5468757	0,5876607	0,2502267	0,6274863	0,9337607	0,6926307	0,6091739	0,9660453	0,5243023	0,9226483	0,7064389	0,8505808	0,9434742	0,5942972	0,6198043	0,3003174	0,4165514	0,3260137	0,9201177	0,4925462	0,9019287	0,9087818	0,9122662	0,9384841	0,4141610	0,0306558	0,2915736	0,6187868
640	0,4183376	0,3344683	0,2509077	0,2828859	0,5117498	0,6211879	0,2618589	0,6485421	0,9262967	0,7855287	0,6497854	0,9409053	0,5331767	0,8988302	0,6961051	0,8293118	0,9269941	0,5970497	0,6735379	0,2918865	0,3161060	0,2480704	0,9226120	0,4626676	0,8592165	0,7656142	0,8909079	0,9109823	0,3098262	0,0255513	0,2833631	0,6798155
660	0,3279533	0,3117836	0,2665718	0,2842388	0,5126649	0,5749201	0,2671111	0,6162123	0,8945684	0,8546684	0,5773234	0,9439442	0,5072778	0,8223290	0,6496983	0,8685363	0,9207414	0,6827858	0,6583250	0,3120673	0,3078485	0,2282809	0,8475740	0,4510602	0,9423831	0,6909109	0,8662728	0,8574117	0,2329196	0,0260376	0,2874521	0,6942976
680	0,3640218	0,3757864	0,2779905	0,3011917	0,4794322	0,6071029	0,2658195	0,6716746	0,8436633	0,9182234	0,6068371	0,9454662	0,4649010	0,7636846	0,6926911	0,8619837	0,9092380	0,6770936	0,6578989	0,2951035	0,2608342	0,1632175	0,8428495	0,4128067	0,8966429	0,6897833	0,8266532	0,8938277	0,1562033	0,0277054	0,2764711	0,7895189
700	0,3810566	0,3638753	0,2755102	0,3641658	0,4713575	0,6364940	0,2603838	0,6773235	0,9145982	0,9625934	0,6830331	0,9443022	0,3899393	0,7147418	0,7083901	0,9260455	0,9690355	0,6608058	0,6608192	0,2825117	0,2660509	0,1200383	0,8079822	0,3610574	0,9339030	0,6453021	0,8354303	0,8054822	0,1312528	0,0206777	0,2289070	0,7056347
720	0,3643138	0,3696466	0,2389379	0,3776538	0,4584221	0,6946219	0,2424084	0,6100484	0,9107531	0,9931499	0,6813778	0,9711118	0,3175026	0,6722243	0,6833303	0,8548021	1,0032161	0,6719386	0,5870802	0,3031985	0,2765116	0,1209350	0,8810383	0,3232300	0,9358212	0,6977659	0,7680768	0,8504347	0,1023906	0,0184519	0,2428356	0,6833843
740	0,3402626	0,3431501	0,2638097	0,3572765	0,4249801	0,7220660	0,2108193	0,6294649	0,8485971	0,9987853	0,6307825	0,9874825	0,2850886	0,6593861	0,6442179	0,8423056	0,9354611	0,6536407	0,6376792	0,3198629	0,3047100	0,1191944	0,9161425	0,2757425	0,9293438	0,7699163	0,7080763	0,8402436	0,1048804	0,0222460	0,2713965	0,6914204
760	0,3645797	0,3610839	0,2453547	0,3759434	0,4045060	0,7560674	0,1887540	0,5772805	0,8679975	0,9871051	0,5523076	1,0016079	0,2558284	0,6192024	0,6969537	0,8742245	0,8645129	0,6814095	0,6089678	0,2882446	0,2966799	0,1023328	0,9344742	0,2678371	0,9644238	0,7473461	0,7270276	0,8061901	0,1055005	0,0220803	0,2940998	0,5776745
780	0,4015896	0,3790871	0,2039048	0,3844657	0,4060743	0,7959396	0,2150914	0,6222249	0,9281396	1,0254723	0,6143811	1,0154831	0,2399188	0,6510134	0,7350699	0,8872424	0,8319698	0,6962976	0,5592706	0,2325657	0,3192026	0,1004577	0,9154007	0,2095176	0,9446353	0,8388377	0,7500568	0,7840051	0,1056471	0,0183526	0,3356640	0,5313215
800	0,4236969	0,4135970	0,2109311	0,4007789	0,4308156	0,7669239	0,1906048	0,6047444	0,9410826	1,0312374	0,6301520	1,0708875	0,2428762	0,6494099	0,6462272	0,9060163	0,8419859	0,7239752	0,5319515	0,1733248	0,3067588	0,1274232	0,9146623	0,1890569	0,9028517	0,9426370	0,6917848	0,7888764	0,1043324	0,0303267	0,3038075	0,5469948
820	0,4414839	0,3719950	0,2474791	0,3711239	0,3872538	0,6994411	0,1919745	0,5900566	0,9253927	1,0228663	0,5838633	1,0300001	0,2436777	0,6251497	0,6547812	0,8607633	0,7439461	0,7284879	0,5808065	0,1977219	0,2986501	0,1206031	0,8785771	0,2135270	0,9239455	0,9584589	0,7232318	0,7438942	0,0829281	0,0342321	0,3067702	0,5777259
840	0,4726637	0,3574212	0,2479802	0,3427029	0,4096864	0,7154541	0,1933373	0,5883340	0,9006663	1,0075429	0,5794138	0,9615011	0,2341033	0,6450686	0,6747667	0,7532369	0,7721942	0,6914442	0,5451653	0,1893809	0,3250202	0,1082122	0,8903601	0,1817045	1,0221605	0,8305586	0,6609810	0,7236759	0,1046622	0,0354369	0,2977614	0,5014020
860	0,4576878	0,3576084	0,2233495	0,3837478	0,3701532	0,7570952	0,2065610	0,5945647	0,9486697	1,0001369	0,6114828	1,0044583	0,1913374	0,6429585	0,6841511	0,7669600	0,7594119	0,6335746	0,5759695	0,1716010	0,2991780	0,1085617	0,9352105	0,1567518	1,0761446	0,7451064	0,6331651	0,7606139	0,1024051	0,0291214	0,3229616	0,4608347
880	0,4256263	0,3971608	0,2233862	0,4011282	0,3493799	0,8376488	0,1645987	0,6253840	0,9153350	1,0305528	0,5856540	1,0140099	0,1776187	0,6434753	0,7048978	0,8764530	0,8070594	0,6329701	0,6320291	0,1707491	0,3409208	0,1101710	0,9374475	0,1613482	1,0700988	0,8227708	0,6534900	0,7165859	0,0770860	0,0171306	0,2725238	0,4306988
900	0,3899690	0,3480480	0,2478354	0,4136035	0,3286608	0,8772415	0,1556531	0,6843258	0,8422744	1,0152754	0,6150160	1,0302004	0,1688521	0,6072782	0,7083820	0,8568466	0,8404867	0,7030659	0,6051804	0,1776955	0,3070950	0,1082910	0,9650589	0,1587722	0,9639218	0,8731327	0,5953341	0,6937439	0,0801455	0,0157098	0,2593715	0,4096105
920	0,4187105	0,3277228	0,2417388	0,4260159	0,3547696	0,8547527	0,1593322	0,6725446	0,8415744	1,0525347	0,6066859	1,0051377	0,1519718	0,6222814	0,6661434	0,8468629	0,8884334	0,6605156	0,6133496	0,1446642	0,3403576	0,0836082	0,9693106	0,1376204	0,9680617	0,7852707	0,6339264	0,6912857	0,0870434	0,0234725	0,2587650	0,3460212
940	0,4026917	0,3605031	0,2604928	0,4523462	0,3444814	0,9007491	0,1437986	0,6692462	0,8851274	1,0853460	0,5418121	1,1145960	0,1604656	0,5984679	0,6933023	0,8979086	0,7920162	0,6483786	0,6146910	0,1528258	0,2985446	0,1020991	0,9411741	0,1195920	0,9902560	0,7943232	0,6708292	0,6992507	0,1110425	0,0227907	0,2809131	0,3860692
960	0,4019951	0,3507678	0,2809853	0,4143805	0,3828633	0,8559775	0,1287586	0,5859297	0,8624152	1,0115640	0,5668054	1,0930078	0,1592366	0,5826764	0,7026604	0,8896853	0,7844368	0,6734944	0,5643424	0,1596397	0,2959123	0,0996704	0,9818212	0,1165793	0,9887262	0,7599283	0,6594390	0,7481092	0,0959548	0,0321053	0,3023199	0,3637009
980	0,4062843	0,4130051	0,2962416	0,4461731	0,3958869	0,8619543	0,1688644	0,5844522	0,8968036	1,0168295	0,5559866	1,0622791	0,1683003	0,7314273	0,6952409	0,9363019	0,7784303	0,6570560	0,5929693	0,1618674	0,3062766	0,0986873	0,9744113	0,1235564	0,9743545	0,7212736	0,6596512	0,7642484	0,1056695	0,0398220	0,2697533	0,4054122
1000	0,4209528	0,4102493	0,2996151	0,4456401	0,3899696	0,9424278	0,1885249	0,5701053	0,8746295	0,9429522	0,5829321	1,0769451	0,2025389	0,6627204	0,6447659	0,9158119	0,7566815	0,6429177	0,5817808	0,1346208	0,2889333	0,0848213	1,0356103	0,1264258	0,9557068	0,5993937	0,6570019	0,8337692	0,0866357	0,0318485	0,3160148	0,4665514
1020	0,3715660	0,3956860	0,2873474	0,4678291	0,4072549	0,8767061	0,1853439	0,5890603	0,9220309	0,9701765	0,5983623	1,0709568	0,1818451	0,6126632	0,6227248	0,9859541	0,7516568	0,6564961	0,5827496	0,1503516	0,2939851	0,1012653	0,9806156	0,1186818	0,9192049	0,7374551	0,7052136	0,8204951	0,0714421	0,0299178	0,3258540	0,4321911
1040	0,4482911	0,3723619	0,2495829	0,4784757	0,4293583	0,8803687	0,1987754	0,5787674	0,9585893	0,9604913	0,5694447	1,0155558	0,1659915	0,5794459	0,6785483	0,9271682	0,7355051	0,6682489	0,5710643	0,1613235	0,3727732	0,1184551	0,9471470	0,1012358	0,9324382	0,6733243	0,6876260	0,8012996	0,0841886	0,0276122	0,2874236	0,4366056
1060	0,4333193	0,3249137	0,2517928	0,4552039	0,3777748	0,8603997	0,1728801	0,5837526	0,9572038	0,9048256	0,5740761	1,0401704	0,2079309	0,5873549	0,7379274	0,9295248	0,7665434	0,6631378	0,6002428	0,1221961	0,3939050	0,1073307	0,9316200	0,1104989	0,9361737	0,6375620	0,6692765	0,8305429	0,0831304	0,0277138	0,2598119	0,4397432
1080	0,3979381	0,3461157	0,2997539	0,3816300	0,3808075	0,8740512	0,1531787	0,6347573	0,9784608	0,8626647	0,5367340	1,0341603	0,2060271	0,5752359	0,7441998	0,9396957	0,7498050	0,6992275	0,5524802	0,1710534	0,3539453	0,0979574	0,9373510	0,0800592	0,9288073	0,6105295	0,6684209	0,7843193	0,0818313	0,0231189	0,2685478	0,4124821
1100	0,3599550	0,3812356	0,2870794	0,4251259	0,4026030	0,9161208	0,1407617	0,5916221	0,9680406	0,9042080	0,5444448	1,0280335	0,2034556	0,6279239	0,6895946	0,9038939	0,7498672	0,7284835	0,6109554	0,1579872	0,3050899	0,0829852	0,9264662	0,0780147	0,9231238	0,6650011	0,6541790	0,7792444	0,0874715	0,0265648	0,2690664	0,4080941

0	0,4466527	0,4052296	0,2323919	0,4056593	0,4013276	0,8601026	0,1918983	0,6704579	1,0175548	0,9688620	0,5870793	1,0097960	0,2257982	0,6729532	0,6559922	0,8614673	0,8453968	0,7305171	0,5323502	0,1362273	0,3616109	0,1495995	0,9097156	0,1658573	0,9822336	0,7713624	0,6583547	0,8512215	0,1003007	0,0317498	0,2761754	0,4830674
20	0,7160913	0,3971979	0,2317979	0,3596562	0,4771313	0,8345980	0,1526557	0,6420162	0,8243061	0,8260125	0,5403613	0,8948498	0,1142355	0,4307758	0,8121166	0,7631435	0,9436874	0,7575797	0,5255054	0,1039344	0,3927364	0,1096635	0,9203228	0,1890384	1,0181519	0,6641375	0,7087849	0,7803810	0,0716398	0,0094606	0,2726161	0,4170354
40	0,7750619	0,3683388	0,2061694	0,3413514	0,4590588	0,7570328	0,1362727	0,7018640	0,7312097	0,7670368	0,5814923	0,9178552	0,0917995	0,3070280	0,8281824	0,8454619	0,9644289	0,6927288	0,5289254	0,0797079	0,4360653	0,1175080	0,9374437	0,1897182	0,9393087	0,6738569	0,6751158	0,7430194	0,0841182	0,0230554	0,2350066	0,4278387
60	0,7386826	0,3908588	0,2108768	0,3728589	0,4379346	0,7679048	0,1060672	0,6902254	0,7363289	0,6681286	0,6038503	0,9365141	0,0842882	0,2489427	0,8617797	0,8227145	0,9449467	0,6507061	0,5441008	0,0831111	0,4342995	0,1272002	0,8968544	0,1810384	0,9781368	0,7262090	0,6673465	0,6440279	0,1109781	0,0262285	0,1919130	0,3961480
80	0,6822748	0,3751880	0,1984066	0,4280618	0,4242112	0,7701574	0,1161449	0,6974061	0,6980587	0,6616655	0,5888475	0,9251460	0,0735707	0,2316433	0,9082820	0,8776730	0,9479035	0,6472015	0,4733333	0,0790574	0,4363584	0,1215409	0,9944292	0,1928415	0,9058444	0,8864065	0,7171283	0,6140171	0,1122168	0,0373554	0,1880259	0,4072916
100	0,8308731	0,3838082	0,2464667	0,3858833	0,4354509	0,7708185	0,1363019	0,6883698	0,6931954	0,6994847	0,6429861	0,9259191	0,0753229	0,2202229	0,8755101	0,8548858	0,9590191	0,6909015	0,5066936	0,1119555	0,4032345	0,1175183	0,9749397	0,1757228	0,9937676	0,8936151	0,7703534	0,6472899	0,0877386	0,0499505	0,1637946	0,4531438
120	0,8361928	0,4192843	0,2442476	0,3935158	0,4154712	0,8049011	0,1430728	0,6560054	0,6868141	0,6924007	0,6481371	0,9627290	0,0958671	0,2505139	0,8958441	0,9049828	0,9675637	0,7016795	0,4045187	0,1137740	0,4338482	0,1373280	0,9612892	0,1764025	0,9473476	0,8341118	0,7848807	0,6681836	0,0911301	0,0345073	0,1343674	0,4668598
140	0,7838270	0,3502284	0,2328389	0,4091717	0,4218800	0,8134427	0,1474177	0,6525654	0,6857230	0,7441146	0,6023881	1,0048324	0,0859750	0,2173261	0,8498834	0,8674424	1,0335020	0,6969951	0,4004414	0,1192260	0,4336990	0,1217307	0,9528109	0,2034095	0,9381590	0,7895307	0,7451603	0,6375222	0,0922252	0,0433887	0,1435643	0,5007588
160	0,8766352	0,3434531	0,2620874	0,3573450	0,4466464	0,7712592	0,1451367	0,6405560	0,6819203	0,8032351	0,5946727	1,0505152	0,0848930	0,2115891	0,8409782	0,9017076	1,0489385	0,6657881	0,3418066	0,1013720	0,3945578	0,1010584	0,9563350	0,2242278	1,0064628	0,7752659	0,7824303	0,6320600	0,0921844	0,0367593	0,1539255	0,4653264
180	0,8594013	0,3517793	0,2682043	0,3859658	0,4720083	0,7369040	0,1136946	0,6553903	0,6518121	0,7871557	0,5958609	1,0377238	0,0798941	0,1922379	0,8526087	0,8728304	0,9974273	0,7293434	0,3690782	0,1418763	0,3956046	0,0880089	0,9555860	0,1907327	0,9577929	0,8201886	0,7600602	0,6554301	0,0801100	0,0272773	0,1315387	0,4217975
200	0,8940017	0,3687116	0,2816983	0,3569987	0,4810953	0,7854462	0,1101871	0,6384753	0,6123116	0,7570897	0,5372902	1,0769265	0,0803947	0,2071574	0,8712462	0,8689908	0,9809436	0,6688233	0,4054217	0,1111574	0,3833204	0,1032974	0,9847783	0,1708267	0,9505155	0,8054050	0,7580074	0,6210049	0,0868725	0,0271685	0,1272307	0,4571237
220	0,8397604	0,3998779	0,2978036	0,3424346	0,4805086	0,7602361	0,0996945	0,6317498	0,6173277	0,7201405	0,5687186	1,0922107	0,0744419	0,2060691	0,9250468	0,7875196	0,9403640	0,6613547	0,4456932	0,1271301	0,3690520	0,1129602	0,9885342	0,1758704	0,9384695	0,7334468	0,7801622	0,5839426	0,0960076	0,0359775	0,1327710	0,4413230
240	0,7772722	0,4208127	0,2873104	0,3885524	0,4875659	0,7916025	0,1042183	0,5991235	0,6061139	0,7458238	0,6166181	1,0505700	0,0721469	0,2094678	0,8052480	0,8466248	0,9582192	0,6929682	0,4038722	0,1574694	0,3937924	0,1205650	0,9783260	0,2048581	0,9921250	0,6823832	0,7533159	0,5505517	0,1030783	0,0328451	0,1039595	0,4152384
260	0,8419782	0,4078778	0,2443744	0,3849670	0,4935818	0,7023456	0,0994774	0,6199984	0,6465495	0,7143467	0,6312550	1,0324132	0,0827984	0,1971391	0,8452946	0,8228504	0,9501629	0,6865380	0,3609041	0,1181248	0,4053206	0,1390233	0,9691229	0,2298558	0,9719904	0,6659578	0,7893743	0,5525452	0,1157093	0,0419531	0,1208683	0,3832528
280	0,8181751	0,4047718	0,2572662	0,4001922	0,5101783	0,7158241	0,0933367	0,6791263	0,6450980	0,7105422	0,5968506	0,9880232	0,0789321	0,2160710	0,8937273	0,8295073	0,9287989	0,7150357	0,3394282	0,1136811	0,4148969	0,1530001	1,0208086	0,2107499	0,9386935	0,7063959	0,8370675	0,5966876	0,0833814	0,0368545	0,1784193	0,3605292
300	0,8128302	0,3574040	0,2560981	0,4201680	0,4661132	0,7152881	0,1126647	0,6641760	0,6723928	0,7170552	0,5912154	0,9367141	0,0820455	0,1857205	0,8592431	0,8359135	0,9620718	0,7097160	0,3727603	0,1083789	0,4114922	0,1420092	1,0140537	0,2286876	0,9970020	0,6655091	0,8297333	0,5765571	0,0894598	0,0234366	0,1461234	0,3889551
320	0,9226047	0,3362670	0,2501384	0,3610597	0,4236332	0,6822964	0,1071283	0,6936231	0,6707308	0,7550517	0,5477366	0,9827048	0,0835376	0,2240629	0,8114329	0,8778153	0,9147347	0,6500599	0,4110582	0,0976963	0,3709902	0,1200616	0,9987418	0,2419114	0,9543763	0,7841667	0,7741702	0,5762376	0,0808681	0,0288187	0,1384567	0,3716950
340	0,8825744	0,3485933	0,2327067	0,3387525	0,4330289	0,7767475	0,1020164	0,7077657	0,6928007	0,7119835	0,5732571	0,9272325	0,1034867	0,1968311	0,7981413	0,8404400	0,9288031	0,6924310	0,4347054	0,1022880	0,3814952	0,0979950	0,9799645	0,2351116	0,9113308	0,8955591	0,7704894	0,5787881	0,0953109	0,0257026	0,1386903	0,3836838
360	0,8366097	0,3222405	0,2590240	0,3476798	0,4062723	0,8340310	0,0999389	0,7018193	0,6494197	0,6562582	0,5720785	0,8959533	0,1079623	0,1955174	0,8212129	0,7517299	0,9017760	0,6321151	0,4693407	0,1108964	0,3738732	0,0899091	1,0024511	0,1929293	0,9106231	0,8985195	0,7743767	0,5265070	0,0775117	0,0239636	0,1300157	0,4012054
380	0,7685955	0,3437282	0,2748691	0,3761986	0,4026944	0,8165197	0,0981430	0,6387428	0,6864452	0,6962862	0,5556103	1,0035051	0,0906786	0,1886865	0,8270608	0,7947627	0,9380463	0,6647489	0,4171227	0,1419122	0,3906375	0,0912444	0,9871102	0,1773096	0,9743205	0,8991142	0,7340774	0,5357519	0,0759349	0,0152524	0,0944237	0,3924189
400	0,8883589	0,3664408	0,2479442	0,3769341	0,3874224	0,8358402	0,1207597	0,6475482	0,6375470	0,7003415	0,5825812	1,0099468	0,0700744	0,1929286	0,8374576	0,8114206	0,9128663	0,6683595	0,3873873	0,1422152	0,3708015	0,0925657	1,0078004	0,1497137	0,9734784	0,7802190	0,7433515	0,5448474	0,0961069	0,0318106	0,0751511	0,3880694
420	0,8591447	0,3664601	0,2452868	0,4085035	0,3862307	0,8776226	0,1184376	0,5976100	0,6739463	0,6736225	0,5696953	0,9635544	0,0766674	0,1964763	0,8966141	0,8927584	0,8300032	0,6857952	0,4363957	0,1410889	0,3582027	0,1116376	0,9547933	0,1595732	0,9823010	0,6823837	0,6434595	0,5026827	0,0956690	0,0423664	0,0754092	0,4256377
440	0,7821410	0,4357191	0,2473221	0,4358184	0,3375422	0,8050303	0,1225593	0,5920844	0,7006904	0,6998945	0,5532603	1,0037925	0,0932857	0,1569051	0,9384020	0,7994696	0,8760024	0,6697470	0,4045887	0,1427029	0,4259158	0,1060357	0,8978905	0,1551457	1,0342176	0,6619014	0,6438769	0,5083193	0,0827818	0,0387538	0,0895676	0,4984699
460	0,7756351	0,4259000	0,2645496	0,4121392	0,3869456	0,7900709	0,1310960	0,5951070	0,6632943	0,6741810	0,5458498	0,9825968	0,0848037	0,1963504	0,9553298	0,7825703	0,8684839	0,6195507	0,3750209	0,1248047	0,4034119	0,1061033	0,9190484	0,1535216	0,9905431	0,6279239	0,6694586	0,5124988	0,0915420	0,0356208	0,0965357	0,4436324
480	0,7728420	0,3961258	0,2554059	0,3978336	0,3644801	0,8499847	0,1175641	0,5904507	0,6379325	0,7399653	0,5374676	1,0228882	0,0890292	0,2036562	0,9160794	0,8117600	0,8602363	0,5822930	0,3587153	0,1147371	0,3601453	0,1057298	0,9182613	0,1547769	0,9801640	0,6011532	0,6316297	0,4764398	0,0902306	0,0417013	0,1046096	0,3769969
500	0,8314776	0,3858339	0,2305487	0,4231002	0,3552862	0,8787911	0,0999616	0,6263897	0,6520291	0,6898464	0,5679728	0,9917554	0,0934248	0,1875955	0,9184998	0,7991774	0,8481566	0,5613276	0,3936117	0,0845928	0,3395639	0,0927190	0,9142665	0,1334001	0,9022474	0,5939254	0,6366941	0,5040249	0,0860963	0,0457330	0,1152566	0,4520153
520	0,8679023	0,3847985	0,2411534	0,3933278	0,3720735	0,8004584	0,1061465	0,6300819	0,6700788	0,6815610	0,5629582	0,9784482	0,0944097	0,1976382	0,8868851	0,8009826	0,8375754	0,5803921	0,3949314	0,0818971	0,3485181	0,0832340	0,9007195	0,1127398	0,9911233	0,7183107	0,6866516	0,5513547	0,0910880	0,0388534	0,1188848	0,4323863
540	0,8516247	0,3851003	0,2667382	0,4005096	0,3960427	0,8180973	0,1064166	0,6337223	0,7221911	0,6517690	0,5291276	0,9740005	0,1090765	0,2357841	0,8790229	0,7756343	0,8965129	0,5873193	0,4183369	0,1108634	0,3848289	0,0962959	0,9340689	0,1199839	0,9993175	0,6704199	0,6805754	0,5794883	0,1115396	0,0362291	0,1086577	0,4356364
560	0,8958774	0,3765040	0,2349878	0,4071050	0,4012895	0,7766814	0,1143549	0,6293757	0,6961886	0,7257606	0,5676945	0,9697220	0,1150285	0,2560731	0,8966575	0,8054566	0,8388705	0,6386077	0,4661708	0,1077772	0,4015409	0,0915500	0,9530087	0,1066458	0,9956691	0,7548688	0,7303290	0,6114143	0,1235645	0,0249568	0,0990923	0,4403849
580	0,5970426	0,3570263	0,2378231	0,4021310	0,4549547	0,7782146	0,1506028	0,6117620	0,7288803	0,8198053	0,5459684	1,0134830	0,1333281	0,4784365	0,7943774	0,7984357	0,8363212	0,6638863	0,4795654	0,1307426	0,4227382	0,1239624	0,9358594	0,1024370	0,9369222	0,7536819	0,7343639	0,5696202	0,1055996	0,0168870	0,0886039	0,4231773
600	0,4719317	0,3576380	0,2275443	0,3952195	0,4421915	0,8140810	0,1435620	0,6155605	0,8342518	0,8305381	0,5539237	1,0486222	0,1574596	0,5528703	0,7621699	0,8382687	0,9193347	0,6766847	0,4615146	0,1150060	0,3973475	0,1077251	0,9205321	0,1535135	0,9439772	0,8268736	0,7376907	0,5478749	0,0895221	0,0267424	0,1022076	0,4441069
620	0,4949900	0,3751341	0,2510331	0,4333736	0,4598843	0,7840866	0,1784405	0,5851617	0,8181376	0,8508634	0,5521377	1,0504426	0,1647378	0,5905959	0,7219623	0,8209301	0,8866408	0,6636430	0,5323822	0,1110807	0,4211680	0,1296390	0,8815460	0,1415218	1,0428383	0,7515691	0,7508371	0,5866846	0,0820955	0,0333208	0,1735957	0,4335523
640	0,5109107	0,3654195	0,2510644	0,4109656	0,4458127	0,8054549	0,1881488	0,5843519	0,8786830	0,9510385	0,5637120	1,1046071	0,1802121	0,6849784	0,6810406	0,8053288	0,9487933	0,6780609	0,4825461	0,0951504	0,4193953	0,1163968	0,8349602	0,1919647	1,0357461	0,7923537	0,7454070	0,6267925	0,0833018	0,0219145	0,1945015	0,4926367
660	0,4298573	0,3620717	0,2341128	0,3945683	0,4548082	0,7733732	0,1811067	0,6147073	0,8921795	0,9585246	0,6001518	1,0488158	0,1879128	0,6834083	0,6626512	0,8565734	0,8888533	0,6715948	0,5406350	0,1115289	0,4251975	0,1393927	0,8605213	0,2188928	1,0020652	0,8165152	0,7511171	0,6247878	0,0838050	0,0142755	0,1858393	0,4903468
680	0,4141993	0,3554987	0,2129099	0,4072939	0,4515216	0,7592224	0,1988687	0,6176484	0,9776197	0,9613437	0,5494239	0,9868503	0,1901481	0,6033419	0,6616741	0,9601424	0,8903342	0,6509824	0,5236492	0,1246962	0,4290533	0,1864797	0,8309167	0,2309341	0,9802218	0,8566766	0,7459496	0,6336297	0,0909951	0,0161951	0,2096444	0,4495796
700	0,3846294	0,4000311	0,2306886	0,4195636	0,4620107	0,7523979	0,2193577	0,6309668	0,9436230	0,9573139	0,5319626	1,0230579	0,1955009	0,6459066	0,6373997	0,9342171	0,9136421	0,6356052	0,5289854	0,1863675	0,4612419	0,1504322	0,8451037	0,2509637	0,9989978	0,8631485	0,8103663	0,7000159	0,1036343	0,0195764	0,2062808	0,4231626
720	0,4189796	0,4150098	0,2614851	0,3704641	0,4277251	0,7859673	0,2212942	0,6193923	1,0112767	1,0040918	0,5471675	1,0929967	0,2266654	0,6284830	0,6970541	0,9398350	0,9129970	0,7073192	0,5258675	0,1903937	0,4225286	0,1639160	0,9111246	0,2886247	0,9883547	0,8915559	0,8442622	0,7202244	0,0878390	0,0142547	0,2189023	0,4303790
740	0,4289925	0,3960163	0,2710071	0,3990540	0,4328928	0,7640426	0,2166270	0,6548972	1,0458332	1,0228093	0,5652872	1,0989795	0,2112160	0,5487277	0,6700840	0,9280023	0,9482386	0,7201260	0,5617562	0,2119204	0,3689180	0,1247950	0,9276765	0,2922296	1,0132614	0,8733252	0,8491775	0,7029114	0,0683726	0,0208766	0,2415747	0,4482402
760	0,3987439	0,4118992	0,2580617	0,3828235	0,4338017	0,7919950	0,2417772	0,7150280	1,0623780	1,0349066	0,5688659	1,1043857	0,2049157	0,5941550	0,7057740	0,9161745	0,9230282	0,7041835	0,5343828	0,1904952	0,3422351	0,1204595	0,9608427	0,2536459	1,0053454	0,8000023	0,7690232	0,7464028	0,0699900	0,0102151	0,2448047	0,4000069
780	0,4336423	0,3430697	0,2631504	0,3721497	0,4118500	0,7477626	0,2135705	0,6927655	1,0405037	1,0040397	0,5987926	1,0391609	0,1897219	0,6030611	0,6704896	0,8809731	0,8752438	0,6859423	0,5618355	0,1551448	0,3306502	0,0963031	0,9407728	0,2531481	1,0033374	0,6103325	0,7542093	0,7438912	0,0833155	0,0247915	0,2762548	0,4462272
800	0,4006095	0,3582404	0,2925473	0,3722862	0,4030083	0,7662201	0,2001065	0,7249928	0,9843261	0,9480598	0,6109411	0,9915749	0,2013683	0,5588840	0,6589044	0,8885777	0,8611452	0,7344755	0,5724370	0,1871249	0,3236578	0,1024843	0,9420820	0,2265126	1,0201137	0,5717865	0,7428036	0,7521249	0,0672692	0,0244139	0,2621602	0,4140554
820	0,3842178	0,3517569	0,2397086	0,3916153	0,4025089	0,7921749	0,2230739	0,6263938	0,9738866	0,9333090	0,5774815	0,9899130	0,1816993	0,6188518	0,6964574	0,9088248	0,8579729	0,6806343	0,5954696	0,1795328	0,3301761	0,1059128	0,8922558	0,2177566	1,0519401	0,6553519	0,7513202	0,7215039	0,0690817	0,0260106	0,2768755	0,3954658
840	0,4066522	0,3612491	0,2783168	0,3393949	0,3669801	0,7986715	0,1911323	0,6399818	0,9661340	0,9671146	0,6159469	1,0088582	0,1735854	0,6157084	0,6749884	0,8775252	0,8691589	0,6588433	0,6056995	0,1677119	0,2834059	0,1079041	0,9539139	0,1972023	1,0461870	0,6114920	0,7558519	0,7185413	0,0766670	0,0184132	0,2778701	0,3583114
