"Time"	araC	crp	rhaR	rhaS	melR	malI	feaR	zraR	mtlR	rbsR	rbsD	rbsA	araA	rhaA	araB	zraS	araG	rbsB	melA	rbsK	melB	araF	rbsC	rhaB	rhaD	araJ	araD	araE	malX	araH	malY	xylA
560	0,4988781	0,4632274	0,0444886	0,0549427	0,3567549	0,8454107	0,4465620	0,0500389	0,1564264	0,1831893	0,6614493	0,3731888	0,1347913	0,2830036	0,5811822	0,2830956	0,7247660	0,6990775	0,1354787	0,3859812	0,7149465	0,2744450	0,6093065	0,2536747	0,0658429	0,4104805	0,8253859	0,3715870	0,2038492	0,2733277	0,6970216	0,0466635
580	0,4827942	0,5102958	0,0248200	0,0227368	0,6562923	0,7834249	0,4297437	0,0339972	0,2363993	0,2338188	0,6249335	0,3650774	0,0671932	0,2062340	0,5448778	0,3396938	0,6901057	0,5940014	0,1168989	0,3781132	0,7538485	0,3667825	0,7024981	0,2828840	0,0636900	0,4469879	0,6733714	0,5143723	0,1236544	0,2641049	0,6871814	0,0232818
600	0,4092226	0,5438205	0,0292864	0,0455696	0,5572358	0,7549622	0,3024593	0,0424778	0,2625125	0,2175045	0,6052967	0,4106275	0,1377428	0,2698030	0,4803243	0,2882246	0,6124512	0,4777729	0,1614828	0,4562590	0,7195019	0,3969242	0,7314872	0,2962370	0,0427968	0,4966341	0,6198675	0,6497321	0,1348746	0,3469745	0,5437901	0,0681884
620	0,4047126	0,5277974	0,0329285	0,0511121	0,5508866	0,8714897	0,3317356	0,0238382	0,3976307	0,2273410	0,6973488	0,4528555	0,0620697	0,2867267	0,4944606	0,3100417	0,4909874	0,6313691	0,2248469	0,5158956	0,7559891	0,2897140	0,5606582	0,3752838	0,0359536	0,3588621	0,6938534	0,4797379	0,0882660	0,2247510	0,5619782	0,1018226
640	0,4048606	0,5244112	0,0331695	0,0408085	0,4392254	0,8584364	0,2648138	0,0371293	0,4733091	0,2327341	0,6626006	0,4106283	0,1328654	0,2176218	0,4260916	0,3508240	0,5577011	0,6780437	0,2238326	0,5578726	0,7781946	0,3018352	0,8630473	0,3023748	0,0932197	0,3642155	0,5640667	0,4740264	0,0965027	0,2465559	0,5488476	0,0802997
660	0,4591740	0,5166987	0,0563894	0,0390228	0,4270721	0,7556483	0,4092450	0,0127438	0,5130032	0,2195379	0,5938710	0,4394272	0,1758949	0,2205487	0,3729537	0,4107418	0,4722886	0,5405376	0,2236743	0,5845722	0,7214480	0,2373573	0,5792742	0,3570925	0,0408067	0,3235140	0,6186448	0,4962041	0,1275653	0,3777245	0,6624830	0,0808583
680	0,4636378	0,4679615	0,0297595	0,0340959	0,4598992	0,8385185	0,4081100	0,0377508	0,4540653	0,1617970	0,5847260	0,4812541	0,1325495	0,2576374	0,4515392	0,3838548	0,4373663	0,6393169	0,2993606	0,6697776	0,6973420	0,2996265	0,5736354	0,3288592	0,0301071	0,2917631	0,5712135	0,4374859	0,0851455	0,2843446	0,7196330	0,1332638
700	0,4181319	0,5501841	0,0449653	0,0717804	0,3971690	0,8287761	0,3309094	0,0426683	0,6234192	0,1538470	0,5534314	0,4515954	0,1662208	0,2521871	0,4226320	0,4150512	0,4637301	0,4528973	0,3026500	0,6962023	0,8467498	0,2901375	0,5918376	0,3417339	0,0744898	0,3181076	0,6415918	0,4749276	0,1101578	0,3469982	0,5376517	0,1044951
720	0,4382063	0,4702165	0,0386625	0,1029506	0,4196673	0,7900453	0,2942554	0,0095846	0,6231144	0,2164701	0,5428158	0,3630893	0,1795149	0,3563003	0,4578652	0,3320738	0,4602057	0,5739254	0,2990800	0,5606630	0,5925593	0,3413406	0,7487125	0,3564182	0,0311455	0,3607537	0,6655997	0,4049536	0,1332803	0,3195995	0,5519529	0,1830877
740	0,4040980	0,4590845	0,0360379	0,0708016	0,3941681	0,7043960	0,3589768	0,0123392	0,5598613	0,2171571	0,6383517	0,3858398	0,1788981	0,2239740	0,5000444	0,4574100	0,3744715	0,7374804	0,3088411	0,7690240	0,7132392	0,2824110	0,6317797	0,3517984	0,0452323	0,3378563	0,7000494	0,4137273	0,1132725	0,3151406	0,6327664	0,1930245
760	0,4435025	0,4660377	0,0559982	0,0672784	0,4184535	0,6952843	0,3508644	0,0129443	0,6099761	0,1858868	0,6071979	0,4227255	0,0920939	0,2712756	0,4686395	0,3309856	0,4388452	0,6287901	0,3839570	0,7204828	0,7388195	0,2488297	0,6892314	0,3709296	0,0414389	0,3990000	0,6728294	0,4220012	0,2173663	0,3396812	0,6003937	0,2479413
780	0,4258716	0,5696972	0,0489660	0,1111158	0,4355411	0,6258632	0,3145199	0,0401893	0,7086720	0,1819800	0,6580731	0,4306602	0,1465565	0,3616962	0,4244822	0,3857540	0,4353205	0,5955780	0,3455925	0,8255552	0,6062722	0,3452052	0,8365045	0,3284341	0,0459695	0,3863364	0,7520802	0,3474098	0,1453832	0,2816511	0,6122836	0,1854320
800	0,4473836	0,5935891	0,0565301	0,1208833	0,4299869	0,7817828	0,3602225	0,0371960	0,6881707	0,1992499	0,5935176	0,3996460	0,2411756	0,3490137	0,4871442	0,3312947	0,4153338	0,6706051	0,3588234	0,6875485	0,6996004	0,3251430	0,6753842	0,3881770	0,0706037	0,3776782	0,6973584	0,4229652	0,1393914	0,2265274	0,6701414	0,2108728
820	0,3699994	0,5123102	0,0394045	0,0743194	0,4953570	0,8458854	0,4181603	0,0161784	0,7445534	0,1951282	0,6843489	0,3962596	0,1561554	0,4368154	0,5387101	0,3013998	0,3975944	0,6859938	0,3102921	0,8774326	0,6058483	0,2528537	0,5954708	0,2909997	0,0684184	0,2782277	0,6957092	0,3599731	0,1542870	0,2752709	0,6501528	0,1572984
840	0,3509538	0,4000063	0,0363904	0,1410820	0,3995864	0,8079936	0,4400295	0,0346792	0,8403545	0,2833138	0,5982217	0,4243997	0,2093444	0,3584721	0,5289984	0,3886480	0,3748179	0,5783835	0,3277268	0,6432813	0,6443714	0,2755845	0,6771343	0,3675065	0,0388726	0,2871911	0,6717039	0,3752341	0,2217767	0,2671301	0,6690367	0,1453623
860	0,3906021	0,4463300	0,0506722	0,1098633	0,4916697	0,7416166	0,3867872	0,0483565	0,6863711	0,2496331	0,5088153	0,3947594	0,1385292	0,3365877	0,5112556	0,3154783	0,3073418	0,6289009	0,3457909	0,6819269	0,7505144	0,2774465	0,7338210	0,3891474	0,0394651	0,3721636	0,6125019	0,4422043	0,1722109	0,3775780	0,6125453	0,0941147
880	0,3612840	0,4557509	0,0221794	0,0870834	0,4691010	0,8454029	0,3858764	0,0264062	0,6578288	0,1922120	0,4961038	0,3532874	0,1608080	0,3551766	0,5529257	0,4261608	0,2902351	0,6875956	0,3060258	0,7736465	0,7299022	0,2878931	0,7511377	0,4108892	0,0795081	0,3312757	0,6281662	0,5073683	0,1440896	0,3193592	0,6921429	0,1342199
900	0,4022248	0,4282813	0,0145909	0,0894368	0,5094142	0,7877093	0,3990883	0,0301714	0,7532866	0,1620994	0,4990686	0,4441307	0,1743908	0,3187280	0,4343973	0,3714563	0,4039717	0,5759381	0,2709689	0,5968454	0,6551291	0,3265513	0,7338680	0,2743567	0,0514314	0,2730975	0,5511716	0,4341764	0,2002536	0,3768354	0,8153647	0,1713254
920	0,3989320	0,4930405	0,0282382	0,0579272	0,5294063	0,7403800	0,4948615	0,0524306	0,6598947	0,1873817	0,6567053	0,4387357	0,1597510	0,4244809	0,4469017	0,3351882	0,2887383	0,6533277	0,3784585	0,7738866	0,6226878	0,2995931	0,6154864	0,3574150	0,0459519	0,3280060	0,7135263	0,3734236	0,1287293	0,3219418	0,5977268	0,2059371
940	0,4856414	0,6457629	0,0406475	0,0638482	0,5215116	0,6965975	0,2695139	0,0294324	0,5949759	0,1381564	0,6706044	0,4165679	0,1984391	0,3917653	0,4592120	0,3656008	0,4092779	0,6176360	0,3752670	0,6895459	0,6190803	0,3937335	0,6250658	0,2743604	0,0512519	0,3472163	0,7328939	0,3415618	0,1468644	0,3088551	0,5862337	0,1410234
960	0,4580076	0,5060245	0,0296633	0,0452350	0,4495393	0,7588510	0,2747100	0,0339722	0,6127313	0,2125457	0,6332883	0,4172912	0,1657915	0,3536987	0,5707170	0,3381366	0,3050575	0,5893465	0,3666358	0,6577296	0,6828213	0,2920080	0,8701029	0,3297718	0,0509135	0,4660033	0,7054496	0,3841420	0,2171221	0,3763291	0,7261253	0,2099916
980	0,3878737	0,4464852	0,0650532	0,0456323	0,4481034	0,5996647	0,3094591	0,0360188	0,7019448	0,2674301	0,5355880	0,4245023	0,1696801	0,4051085	0,4829027	0,4207317	0,3217547	0,4926634	0,3327078	0,7250407	0,6073753	0,3487366	0,7415144	0,4295166	0,0455112	0,3426504	0,8201854	0,3974419	0,1351777	0,4083202	0,6890670	0,1138426
1000	0,3615751	0,6141534	0,0689077	0,0541228	0,4640050	0,6785273	0,3163309	0,0459576	0,7474231	0,1716274	0,4677109	0,3983856	0,1733113	0,3281153	0,4377052	0,3621320	0,3545679	0,5662712	0,2701007	0,8037332	0,5827133	0,4216410	0,6564591	0,3921932	0,0452095	0,3942164	0,6409248	0,3309051	0,1188070	0,2820473	0,6303391	0,2022135
1020	0,3619464	0,4502005	0,0370336	0,0453127	0,4373306	0,6978700	0,3105737	0,0450830	0,7082927	0,1755863	0,5326844	0,4307801	0,1641426	0,4005131	0,4533684	0,2610718	0,4338421	0,6102515	0,2445552	0,6781944	0,5715925	0,3480508	0,8370453	0,2710208	0,0904167	0,3738031	0,6553283	0,3788186	0,1930447	0,3515679	0,6452922	0,1572452
1040	0,3408662	0,4185216	0,0701237	0,0492573	0,3696655	0,7102201	0,2151169	0,0300316	0,6582524	0,2222245	0,4906799	0,4038900	0,1663509	0,4141145	0,4207083	0,3551433	0,3806689	0,4537586	0,2578303	0,7764677	0,7620421	0,3170515	0,8223615	0,3053486	0,0805877	0,3712977	0,6863182	0,3809025	0,1882056	0,2693132	0,7346722	0,1359146
1060	0,3897439	0,6372171	0,0276725	0,1022666	0,4902413	0,7737983	0,2339213	0,0273014	0,7769500	0,1907837	0,5102553	0,3769156	0,1789596	0,2974244	0,4340144	0,2717918	0,4423436	0,5699344	0,3103877	0,7508987	0,6805857	0,2767002	0,7000581	0,2574403	0,0431786	0,2867080	0,8473707	0,4306061	0,1372605	0,2288088	0,7196206	0,1489527
1080	0,3705095	0,4420765	0,0420046	0,0536758	0,4683320	0,7285985	0,3810831	0,0218143	0,8214171	0,2453256	0,5885457	0,4690999	0,1554337	0,2976476	0,5288452	0,2619073	0,2994602	0,5904418	0,2472945	0,6311278	0,6846276	0,3528778	0,6520983	0,2928897	0,0404383	0,3370384	0,7091249	0,4628890	0,1376874	0,2849696	0,6064466	0,1269563
1100	0,3602889	0,4142921	0,0432549	0,0602912	0,4831760	0,7953549	0,2454168	0,0368004	0,7511989	0,1938964	0,6029956	0,5399167	0,1529716	0,3494153	0,3843805	0,3816349	0,3637002	0,4960060	0,3062037	0,6289316	0,5526289	0,3925768	0,6532814	0,2986550	0,0456042	0,2889813	0,7435685	0,4319089	0,1716392	0,2342590	0,5462721	0,1580081

0	0,4010384	0,4629538	0,0437880	0,0322669	0,5942954	0,6141743	0,3229668	0,0155300	0,6838036	0,1831105	0,6255266	0,4045922	0,1791928	0,2362242	0,4562522	0,4956388	0,3834260	0,6490669	0,3940571	0,6407789	0,7263372	0,3545219	0,5282044	0,3194874	0,0460126	0,2359627	0,5975701	0,4350968	0,1414434	0,3091303	0,5918654	0,1370901
20	0,3385693	0,4570994	0,0531976	0,0786094	0,4570216	0,5530355	0,3205803	0,0327586	0,6779141	0,2674595	0,7264757	0,4075525	0,1451671	0,3797886	0,5181421	0,3720249	0,3159570	0,5608012	0,2359736	0,6505001	0,7522480	0,3264600	0,6668378	0,2595474	0,0808343	0,3546205	0,7534972	0,3990030	0,1206407	0,2736609	0,6135661	0,0844399
40	0,3530473	0,5225613	0,0735634	0,1579897	0,3366023	0,8766997	0,2722010	0,0280689	0,5629045	0,2808033	0,6005709	0,3847620	0,2640245	0,3790348	0,5496306	0,2707033	0,3771314	0,6698717	0,2855497	0,4819533	0,6882806	0,3476817	0,4787140	0,3818393	0,0592369	0,3432959	0,7036825	0,4712498	0,1898422	0,2832659	0,6173305	0,1511832
60	0,4519156	0,4813595	0,0578401	0,0976051	0,3763047	0,6992919	0,2345871	0,0375561	0,5319787	0,1995906	0,5074793	0,3877967	0,2065907	0,3454182	0,5304249	0,3659894	0,4842221	0,5627860	0,2325197	0,4534237	0,6881889	0,2996740	0,4774063	0,2885134	0,0844340	0,4451343	0,5510425	0,4879226	0,2284489	0,2622280	0,7145540	0,0898748
80	0,3849776	0,5743334	0,0596092	0,2039132	0,2531739	0,5595840	0,2691299	0,0481829	0,4732361	0,1957719	0,5613358	0,4991576	0,1376547	0,3564003	0,5711067	0,3496107	0,4259140	0,6161701	0,3225160	0,3543531	0,6740511	0,2776393	0,3034126	0,2823353	0,0589779	0,3452344	0,7000504	0,5664090	0,1454160	0,4146057	0,4828106	0,1784324
100	0,4894421	0,4770380	0,0369382	0,1308813	0,3015382	0,7755450	0,2611520	0,0199179	0,4520816	0,1703277	0,6188462	0,4177588	0,1607727	0,4510190	0,5569396	0,3258246	0,3125235	0,6202978	0,4007853	0,2991269	0,6873590	0,3934890	0,2906114	0,3331834	0,0864323	0,4770268	0,6113063	0,4928340	0,2037746	0,3071839	0,4916333	0,1695924
120	0,4111501	0,5140035	0,0798149	0,1096445	0,2377358	0,6711981	0,2801967	0,0593713	0,3322750	0,1464318	0,7846559	0,4066972	0,1251613	0,4936116	0,4630517	0,2991348	0,4222056	0,5486119	0,3163831	0,2136785	0,5677468	0,2955381	0,1561418	0,2654711	0,0984839	0,4568328	0,6018109	0,6387907	0,1493990	0,4170482	0,5479849	0,1427998
140	0,4546316	0,6027374	0,0157950	0,1558521	0,2311453	0,8358077	0,3190969	0,0106749	0,2510713	0,2097702	0,7429012	0,3784653	0,1449710	0,3928761	0,5433117	0,3898360	0,3711562	0,6002459	0,4203571	0,2509741	0,6030757	0,3548182	0,1650232	0,3472756	0,1122245	0,4577750	0,5842505	0,6548372	0,1832384	0,3157539	0,4529890	0,1919309
160	0,4373316	0,5685678	0,0286795	0,1969523	0,3255205	0,6525871	0,3675905	0,0170338	0,3198167	0,2720414	0,5438197	0,5595277	0,1650651	0,4132894	0,5138098	0,3161006	0,3723711	0,5800095	0,4656189	0,1705902	0,6188243	0,3506889	0,0920771	0,3137107	0,1016993	0,3603762	0,5541619	0,7652774	0,1181440	0,5125850	0,5190148	0,2187054
180	0,3616125	0,4953213	0,0462437	0,2545616	0,2965704	0,7190905	0,3146721	0,0278512	0,2343804	0,1979076	0,7118900	0,5242908	0,1541480	0,4532037	0,5050050	0,4015188	0,3701964	0,5327515	0,5245321	0,1450082	0,7559508	0,2887123	0,0844351	0,2707626	0,0732335	0,5040337	0,6105394	0,6256958	0,2000158	0,5053380	0,5054494	0,2688760
200	0,3446749	0,4249153	0,0726649	0,2032588	0,2419246	0,6065522	0,2981793	0,0245451	0,2156946	0,1785832	0,6215861	0,4984386	0,1975290	0,4088322	0,5346353	0,4188926	0,4218749	0,5603256	0,4588528	0,1522936	0,7757924	0,3735973	0,1047409	0,2524626	0,1247774	0,4360327	0,4972701	0,6013336	0,1366157	0,2610133	0,3806382	0,1214904
220	0,4463949	0,5371821	0,0526348	0,2331729	0,2771585	0,6529979	0,3088751	0,0525266	0,2205336	0,1883145	0,6631165	0,4174798	0,2094938	0,4004345	0,5070802	0,3595141	0,3599625	0,4895875	0,4684584	0,1856669	0,6253582	0,2469789	0,1083077	0,3038234	0,1141117	0,4588273	0,6677068	0,6715829	0,1744013	0,3007387	0,4354772	0,1671474
240	0,3508273	0,5644118	0,0283147	0,2382563	0,2507381	0,8125710	0,2426057	0,0373123	0,2181529	0,1950777	0,4921224	0,5603310	0,1824820	0,3414315	0,5015520	0,3206781	0,3676331	0,6034704	0,4795563	0,1610522	0,6953958	0,3124194	0,0386415	0,3497531	0,2093746	0,4799004	0,6645926	0,6498132	0,1470339	0,3479446	0,4898221	0,1279114
260	0,3462414	0,4382248	0,0314076	0,2294689	0,3603657	0,6580671	0,3383652	0,0212950	0,1517030	0,1770742	0,7420792	0,5680564	0,1084186	0,3463048	0,5295056	0,4175880	0,3746380	0,5825238	0,4033344	0,1360758	0,6204647	0,3007175	0,0225336	0,2985023	0,2546185	0,3794326	0,7655185	0,6869074	0,2190738	0,4109147	0,5308539	0,2012548
280	0,4252284	0,4975575	0,0363673	0,2103925	0,2699936	0,6615247	0,3554799	0,0214318	0,1944541	0,1655901	0,6130060	0,4372627	0,2220406	0,3413168	0,5439738	0,3800117	0,3292169	0,4830477	0,3773866	0,1132256	0,6134178	0,2995892	0,0399051	0,4002692	0,2417165	0,4190257	0,7787474	0,6614879	0,2324822	0,4063423	0,5741343	0,1894612
300	0,5160077	0,4505054	0,0412363	0,2769368	0,2129817	0,8894190	0,3059040	0,0489964	0,1854430	0,2554752	0,5854355	0,4154051	0,1617003	0,3489835	0,6306159	0,4004157	0,4088312	0,6352052	0,3564816	0,1439876	0,6418270	0,4129560	0,0405665	0,4129237	0,2206377	0,4644752	0,7570668	0,7475343	0,2107451	0,3841123	0,4577762	0,1494465
320	0,3884028	0,6060632	0,0560197	0,1690321	0,2676707	0,7587493	0,3174299	0,0098312	0,1757325	0,1846361	0,5559794	0,4171307	0,1689180	0,6099430	0,5042086	0,3717606	0,5108939	0,5451701	0,4097521	0,1152413	0,6853281	0,2973504	0,0353840	0,4107580	0,2844276	0,4263608	0,5635581	0,8362334	0,2047694	0,3368277	0,5705266	0,1737955
340	0,3859470	0,4208944	0,0709414	0,2087997	0,2629775	0,6968706	0,2659157	0,0230112	0,1458063	0,1553862	0,6302133	0,3814175	0,2021540	0,3649866	0,5623778	0,4517209	0,3752127	0,6252320	0,3811854	0,1186788	0,6064021	0,3659783	0,0275976	0,3780678	0,2569612	0,4236240	0,6371679	0,8104427	0,1382374	0,3119838	0,5748995	0,1741198
360	0,4210601	0,5266972	0,0458925	0,2126648	0,3122628	0,7193522	0,2754430	0,0257783	0,1657204	0,1126072	0,6613737	0,4260555	0,2173079	0,4411900	0,4916172	0,3808541	0,3289016	0,5482810	0,4173238	0,0901872	0,5814863	0,3214146	0,0124885	0,3473226	0,1975801	0,4344346	0,6991997	0,8136334	0,1432236	0,3500796	0,5253907	0,1836833
380	0,2915971	0,5190831	0,0592353	0,2271451	0,3164847	0,7231380	0,2391906	0,0438330	0,1635701	0,1589917	0,4708476	0,3624871	0,1976487	0,3238640	0,4899547	0,3195322	0,3768100	0,6440168	0,4804623	0,1219099	0,6370776	0,2947969	0,0591419	0,3905751	0,2696467	0,3188747	0,6762409	0,8233727	0,1687130	0,2954466	0,5146754	0,1210540
400	0,3344634	0,4192924	0,0653628	0,1990604	0,2148623	0,7204626	0,2546213	0,0393090	0,1126433	0,2169499	0,5453714	0,4291497	0,1562455	0,4260261	0,5677359	0,4340651	0,4377640	0,5769472	0,3615331	0,0703600	0,6549999	0,3205101	0,0073534	0,3589939	0,2053881	0,3535232	0,6476526	0,8217107	0,1490156	0,2954901	0,4810890	0,1821526
420	0,4151770	0,4624888	0,0530814	0,2646116	0,1777940	0,6705996	0,4053746	0,0147164	0,1275637	0,2134238	0,7213483	0,4442258	0,2391471	0,3880943	0,4762660	0,2730144	0,3520483	0,5460019	0,3917509	0,0636463	0,7575994	0,3943328	0,0313646	0,3638877	0,2490763	0,4321113	0,6743485	0,6434998	0,1861062	0,2733403	0,5236885	0,1350570
440	0,5196429	0,5662128	0,0443052	0,2875622	0,2553262	0,8163883	0,3105634	0,0053272	0,1455946	0,1946167	0,7810837	0,4166201	0,1855476	0,3389090	0,6064384	0,2981460	0,4211161	0,5570177	0,3534752	0,0533998	0,5261447	0,3302023	0,0380925	0,3207314	0,2344473	0,4404909	0,6240726	0,6568010	0,1880223	0,2526581	0,4299036	0,1308955
460	0,4351613	0,5609015	0,0277268	0,2344301	0,2207020	0,8676025	0,3436178	0,0318861	0,0993463	0,2265483	0,7440881	0,3351878	0,1944477	0,3438128	0,5617507	0,2682778	0,3214297	0,6763623	0,3963956	0,0804532	0,4633706	0,3101585	0,0164607	0,3193425	0,2576403	0,4401350	0,6953215	0,6080887	0,1571227	0,2893744	0,4813618	0,1320393
480	0,3362597	0,4231292	0,0704136	0,1956238	0,2407368	0,8230923	0,4602958	0,0201292	0,1771077	0,2228427	0,5287100	0,3334172	0,2379434	0,3427358	0,6045470	0,3147158	0,3209424	0,4575282	0,4808201	0,0722953	0,6263086	0,2453610	0,0262758	0,3186193	0,2819160	0,4149621	0,7046395	0,6400051	0,1376102	0,2332949	0,4720160	0,1308980
500	0,4583981	0,3564879	0,0474539	0,2488857	0,2566033	0,7235613	0,3056426	0,0176821	0,1827469	0,2096975	0,6479080	0,3649755	0,1875864	0,4080116	0,4576480	0,3393508	0,5049694	0,6257046	0,3981111	0,0946518	0,6097645	0,2674037	0,0264909	0,3386714	0,3273715	0,5717125	0,6755238	0,7071379	0,1339995	0,2427423	0,4274704	0,1585332
520	0,3653457	0,5477600	0,1069923	0,3268483	0,2817042	0,8369434	0,3162704	0,0231087	0,1701618	0,1327420	0,5228764	0,4068318	0,1548111	0,5802810	0,4995428	0,3849340	0,3813256	0,4755635	0,4984070	0,0885523	0,6216180	0,2338391	0,0187503	0,3507334	0,2597568	0,4409068	0,5896707	0,6406130	0,0757277	0,2616730	0,4309479	0,1375634
540	0,3404030	0,5494545	0,0896348	0,2915949	0,2173196	0,8313331	0,3790522	0,0325174	0,1268438	0,1535666	0,5028091	0,3478723	0,1655017	0,4586323	0,5387456	0,3369981	0,3979555	0,6399568	0,3673455	0,0930988	0,6008540	0,2630019	0,0384340	0,3213918	0,3577284	0,4453055	0,6802362	0,6288905	0,1595210	0,2810945	0,4420054	0,1367323
560	0,3378808	0,5978771	0,0608230	0,2600472	0,2260222	0,9312410	0,3051735	0,0547695	0,1668040	0,0963226	0,5498079	0,4719334	0,2223386	0,5382707	0,5242657	0,3588143	0,4448478	0,5613614	0,4789084	0,0632845	0,6876405	0,2432500	0,0135931	0,3938660	0,3238806	0,5250714	0,5914820	0,5089695	0,1247098	0,3324065	0,4088526	0,1072917
580	0,4278119	0,5000798	0,0968670	0,3283200	0,3330893	0,7275637	0,4046979	0,0251856	0,1408260	0,1551154	0,5525724	0,4253735	0,1371578	0,3822894	0,5986735	0,4392134	0,3796846	0,5467679	0,4950096	0,1329842	0,6585567	0,3611816	0,0659440	0,3339048	0,3427918	0,4927478	0,7175890	0,5916264	0,1074135	0,3980227	0,4592462	0,0992036
600	0,3782116	0,5332622	0,0710430	0,2792103	0,4444370	0,8444418	0,3701585	0,0298383	0,3013905	0,1756011	0,6554584	0,4251293	0,1458752	0,3342618	0,4442258	0,4848441	0,4303276	0,5662772	0,4982533	0,3270653	0,5829579	0,3189461	0,1686129	0,3406045	0,4028649	0,5180464	0,5061431	0,6043025	0,1576208	0,3161156	0,4571962	0,0879615
620	0,4857290	0,3574143	0,0792061	0,2546696	0,4819023	0,7678784	0,2894092	0,0166605	0,3163218	0,1788187	0,7399896	0,4000348	0,1308055	0,4179338	0,4225445	0,4208368	0,4018623	0,5644645	0,4417440	0,3924486	0,5535629	0,2407001	0,2696969	0,5001922	0,4450187	0,4927822	0,7584582	0,6284638	0,1312993	0,3077929	0,4549141	0,1351847
640	0,3124102	0,5776102	0,1005121	0,2166584	0,4543744	0,9511261	0,2566976	0,0611948	0,4537150	0,2053661	0,6766002	0,5181472	0,0978561	0,4337148	0,4323939	0,4187218	0,5554834	0,6594978	0,4173711	0,4466823	0,6776230	0,3437222	0,3586202	0,4210530	0,3580663	0,3917424	0,6415399	0,5309268	0,1638685	0,4105785	0,5616209	0,0983640
660	0,4053556	0,4462118	0,1269940	0,1849464	0,4382615	0,7785609	0,2389283	0,0650762	0,4877097	0,2323654	0,5393628	0,4166500	0,1223746	0,3864748	0,4550512	0,4655006	0,3616705	0,5669562	0,3832109	0,5176633	0,6940973	0,2165796	0,4306474	0,3453501	0,3982742	0,3301174	0,5499552	0,4693468	0,1290036	0,4275140	0,5087667	0,1718522
680	0,5004786	0,4927089	0,0976471	0,1566213	0,4979022	0,8136025	0,2663240	0,0687451	0,6293961	0,1601735	0,6947531	0,3888235	0,1381015	0,3672335	0,4774096	0,3920349	0,3915160	0,5291737	0,3720895	0,5208727	0,6986199	0,2598914	0,4420090	0,4091607	0,3204484	0,3539905	0,6140730	0,4308135	0,1314139	0,3220728	0,5756825	0,1252618
700	0,4175916	0,5314121	0,0855966	0,2087755	0,5323323	0,7971447	0,2728516	0,0415348	0,6699111	0,1260377	0,6521277	0,3775769	0,1118810	0,5385686	0,4029854	0,4245168	0,3997830	0,5704517	0,3419982	0,5275427	0,5801050	0,4144697	0,5183314	0,3133929	0,3488289	0,2590437	0,6083112	0,4961302	0,1431575	0,3963032	0,8363807	0,2180867
720	0,3611287	0,5177283	0,0776255	0,1364217	0,4322316	0,7786904	0,4064819	0,0522188	0,7964474	0,1603895	0,7089790	0,3237946	0,1347359	0,4448047	0,3562746	0,2919796	0,3362993	0,6114196	0,3376738	0,5841651	0,7751429	0,3037277	0,5650045	0,2722579	0,3138497	0,4190925	0,6182970	0,4283167	0,1115370	0,4507787	0,7547116	0,1447142
740	0,3241892	0,4289155	0,0859008	0,1376034	0,5912060	0,6778432	0,3915746	0,0410708	0,6085212	0,1504046	0,6387657	0,3945796	0,1218041	0,4002496	0,5160303	0,4287996	0,3610680	0,5232626	0,3507974	0,5851834	0,8789853	0,3377777	0,4603241	0,3110494	0,2536391	0,4300421	0,6899652	0,4260710	0,0942599	0,4217364	0,6053571	0,1765233
760	0,4322039	0,4857850	0,0820177	0,1317670	0,5611376	0,7199948	0,3412138	0,0207417	0,6543228	0,2404317	0,8514703	0,3534482	0,1420271	0,4340415	0,5017334	0,3438387	0,4871998	0,5433022	0,2581445	0,7834554	0,6820578	0,3345807	0,5069521	0,3768933	0,2192583	0,3416254	0,6058292	0,4386278	0,1331038	0,3299927	0,5166980	0,1728793
780	0,3307815	0,5062618	0,0774240	0,1439475	0,4667068	0,8307717	0,4529913	0,0090110	0,8282573	0,1847548	0,7889291	0,3069759	0,1822738	0,3662905	0,5682198	0,3405857	0,4055363	0,5213400	0,3231938	0,5921994	0,6048623	0,2964285	0,4972755	0,4113620	0,2455795	0,3427757	0,7440115	0,6177626	0,1531316	0,3216921	0,5819308	0,1808826
800	0,3778287	0,6126339	0,0610747	0,1705374	0,4309739	0,7300756	0,3285615	0,0132395	0,7446895	0,1884945	0,5800684	0,3251306	0,1560682	0,3906989	0,3825173	0,3209179	0,3185648	0,5161075	0,3073389	0,7178972	0,7697877	0,3494187	0,5516340	0,3421280	0,1643949	0,2716243	0,7839276	0,4662804	0,1111196	0,3259250	0,5945048	0,1740801
820	0,3831616	0,5053251	0,0613351	0,0943824	0,4828487	0,6191830	0,3168354	0,0168100	0,7665735	0,1379944	0,5601700	0,3729167	0,2020730	0,5239220	0,3947183	0,2575442	0,3783322	0,5497506	0,2888518	0,7630863	0,7179499	0,3944764	0,5828138	0,3800641	0,1630671	0,2590679	0,7865465	0,4584050	0,0802087	0,3150560	0,6019234	0,1902232
840	0,3620086	0,4081301	0,0738925	0,1590113	0,4131956	0,5911821	0,3675822	0,0176554	0,6848476	0,1980395	0,7402183	0,3664690	0,2340315	0,4782239	0,4409630	0,2931441	0,3592698	0,6047674	0,2710471	0,6819360	0,6639544	0,3118614	0,6609685	0,4000007	0,1732454	0,2548028	0,6161609	0,5745266	0,1371588	0,2676369	0,4793316	0,1569541
