"Time"	lldR	arcA	betI	xylR	gadX	torR	rutR	gadW	nemR	gadE	gadA	hdeB	yhiD	hdeA	gadC	cadA	cadB	gadB	mdtE	mdtF	betB	betT	lldD	gadY	betA	lldP	nemA	slp	dctR	hdeD	rutD	rutA
560	0,1173128	0,9319664	0,4696981	0,1531205	0,6147358	0,7092665	0,6251821	0,4010744	0,3765236	0,6167230	0,9407104	0,6836256	0,8328293	0,6771090	0,7350979	0,6633199	0,1672328	0,9228588	1,0484778	0,7407693	0,1173585	0,1498249	0,1896592	0,6831592	0,7194326	0,1027131	0,8726661	0,6209873	0,8656047	0,7774971	0,5952105	0,5596406
580	0,1469348	0,9991397	0,5401597	0,1418393	0,6495653	0,6780303	0,5972645	0,3785587	0,3891604	0,6245298	0,9813485	0,6865861	0,8254428	0,6667056	0,7666911	0,6753168	0,1625181	0,8699865	1,1449585	0,7475223	0,0895304	0,1587950	0,1974993	0,7758192	0,6521756	0,1164258	0,8841839	0,6552373	0,8709828	0,6947207	0,5654404	0,5241534
600	0,1339775	0,8965066	0,4939530	0,1383479	0,7667137	0,7060343	0,6184175	0,4297238	0,4148960	0,6165776	1,0104617	0,6478859	0,8904965	0,7079781	0,7089695	0,5670585	0,1346333	0,8746016	1,1068004	0,7546273	0,0981253	0,1522769	0,2044507	0,8337544	0,6604177	0,1118887	0,8921791	0,7616870	0,7997009	0,5723649	0,6109547	0,5691240
620	0,1240365	1,0960977	0,4418563	0,1529749	0,8454318	0,6316186	0,6716812	0,4293478	0,3889919	0,6509124	0,9727559	0,6002359	0,8558152	0,6711703	0,6468218	0,5231195	0,1131198	0,7910219	0,9517184	0,6919825	0,1119472	0,1612063	0,1986947	0,8278832	0,6452033	0,1140718	0,8552400	0,7828293	0,8445302	0,5617932	0,6385552	0,5719794
640	0,1541388	1,0359182	0,4584056	0,1323633	0,9539465	0,6625345	0,6165582	0,3448809	0,3614268	0,6046378	0,9654309	0,5936541	0,8330128	0,6946268	0,6619172	0,5063688	0,0879967	0,7820416	0,9169051	0,7650250	0,1197598	0,1615307	0,2337233	0,8564109	0,6540274	0,1301903	0,8674132	0,7292977	0,8300055	0,4953617	0,6341146	0,5743031
660	0,1544240	1,0396504	0,5050451	0,1588305	1,0042466	0,6731804	0,6245187	0,3562796	0,3886472	0,6345774	0,9964531	0,5917052	0,8289848	0,6763785	0,6487352	0,5307598	0,0933743	0,7872926	0,8697248	0,7516985	0,1004305	0,1377016	0,2211654	0,9006642	0,6839899	0,1354244	0,8374745	0,7324346	0,9544226	0,4234929	0,6339575	0,5296964
680	0,1524740	0,9905689	0,4909753	0,1404859	0,9553439	0,6667269	0,6486845	0,4239595	0,4372424	0,5982231	1,0329760	0,6184366	0,9053933	0,6364576	0,6932587	0,5684240	0,0803877	0,8664744	0,8117872	0,7274240	0,0849061	0,1472159	0,2025732	0,8697203	0,6606182	0,1378595	0,8094661	0,6113317	0,9908785	0,4006907	0,6640631	0,5425163
700	0,1660507	0,9800639	0,5102602	0,1507355	0,9846816	0,6108987	0,6106552	0,3962140	0,3683283	0,5948748	1,0578850	0,6767796	0,9345864	0,6718755	0,6839973	0,6197439	0,0624887	0,8481197	0,8201349	0,6518929	0,1036769	0,1502186	0,2017560	0,8386973	0,7003789	0,1330212	0,8100372	0,6461843	1,0161223	0,4194579	0,6324403	0,6121456
720	0,1679891	0,9702336	0,4955231	0,1589801	0,9479595	0,6066549	0,6834127	0,3783038	0,3432353	0,5870294	1,0526868	0,6521896	0,9245741	0,6549751	0,7453850	0,6707872	0,0469045	0,8813370	0,8440772	0,6469505	0,0848832	0,1492658	0,2013592	0,7973373	0,7171616	0,1521188	0,8066658	0,7182029	1,0150052	0,3829197	0,5595728	0,5928193
740	0,1892286	0,9111560	0,5445596	0,1850825	0,9399126	0,6128793	0,6374819	0,3262249	0,3800744	0,6226369	1,0139368	0,6556086	0,9010092	0,6606533	0,6833282	0,7037847	0,0512631	0,8570651	0,8514557	0,6756969	0,0859812	0,1682473	0,1873390	0,7273559	0,7033524	0,1756093	0,8044105	0,7869222	1,0095078	0,3967422	0,5219570	0,6477523
760	0,1988775	1,0593283	0,5455161	0,1882832	0,9729588	0,6176382	0,6644577	0,3793356	0,3653482	0,6340498	0,9961637	0,7159242	0,9366890	0,6968091	0,7216408	0,6826669	0,0448257	0,8594031	0,7980570	0,7231497	0,0960931	0,2002310	0,1664009	0,7771537	0,7230910	0,1540590	0,8400602	0,8477497	0,9922862	0,3690174	0,4887258	0,5968440
780	0,2071340	1,0647558	0,5479416	0,1783363	0,9945904	0,6446393	0,6991205	0,3501475	0,3735226	0,7003444	0,9517905	0,7108578	0,9993372	0,7096078	0,7585617	0,7059235	0,0490118	0,8442186	0,8150073	0,6781802	0,1113292	0,2218808	0,1682120	0,8453105	0,7316242	0,1626766	0,8712806	0,7621653	0,9449237	0,3539816	0,4863104	0,5389992
800	0,1993899	1,0468889	0,5592187	0,1754058	1,0454564	0,6663229	0,7196291	0,3497708	0,3376459	0,7049368	0,9984574	0,6843011	0,9124036	0,7990615	0,7661805	0,6973965	0,0347567	0,8583161	0,8476695	0,6924295	0,0834635	0,2127802	0,1816836	0,8334033	0,7452475	0,1584180	0,8922277	0,7044443	0,9746662	0,3476795	0,5129300	0,5709972
820	0,1667744	0,8883207	0,5877629	0,1643501	1,0457485	0,6282821	0,7187640	0,3804686	0,4034391	0,6990086	0,9001450	0,6486536	0,9176419	0,7484803	0,7730782	0,6087194	0,0317575	0,8709539	0,8066774	0,7825987	0,0985986	0,1978019	0,1635042	0,8451063	0,7281376	0,1562008	0,8467363	0,7593671	0,9396104	0,3781624	0,4691202	0,5482700
840	0,1573540	1,0348690	0,5867410	0,1535440	1,0261648	0,6341732	0,6794600	0,3846364	0,4202918	0,7058058	0,8891856	0,6015239	0,8641754	0,7987449	0,7948637	0,6020308	0,0346680	0,8689361	0,8233109	0,7827876	0,0903183	0,2172597	0,1606851	0,8418033	0,6851949	0,1336551	0,8439061	0,7517052	0,8760089	0,4192546	0,4608659	0,5666093
860	0,1821105	1,1049610	0,5008451	0,1661295	1,0437114	0,5723275	0,6915739	0,3633889	0,4368331	0,7638424	0,9101838	0,6257658	0,9096201	0,7235497	0,8234150	0,6384757	0,0466055	0,9104354	0,8419618	0,7730214	0,0717652	0,2033535	0,1744325	0,8023125	0,7120972	0,1623425	0,8537071	0,7995352	0,8161973	0,3940239	0,4724125	0,6008462
880	0,2167492	1,1251044	0,4540498	0,1913503	1,0182597	0,5427814	0,6954042	0,3578930	0,4034296	0,7424927	0,9782659	0,5744719	0,9738773	0,7433455	0,8764606	0,6675362	0,0513330	0,9838519	0,8285767	0,7693992	0,0843761	0,1698152	0,1692846	0,8459848	0,7335290	0,1506178	0,8439567	0,6869560	0,7802736	0,4055272	0,4468874	0,5999102
900	0,2103392	0,9758672	0,4663896	0,1802564	1,0290550	0,5594494	0,6985308	0,3174601	0,3375919	0,8137211	1,0147515	0,6021813	0,9996412	0,7674649	0,8755556	0,6958025	0,0374232	1,0002895	0,8071330	0,7846662	0,0994780	0,1397593	0,1682879	0,8519626	0,6850718	0,1370404	0,7942901	0,7199399	0,8881989	0,4268911	0,4635877	0,5720706
920	0,1828396	1,0549669	0,4142372	0,1569338	0,9713408	0,6483218	0,7155366	0,3518972	0,3921959	0,7367936	1,1306441	0,6330241	0,9390950	0,7507512	0,8274214	0,7284510	0,0573512	1,0496774	0,8260866	0,7886346	0,1387599	0,1432745	0,1848166	0,9276201	0,7228988	0,1322040	0,7789892	0,6652710	0,8793214	0,4922838	0,4612693	0,5582213
940	0,2012655	0,9848247	0,3615881	0,1778159	1,0024230	0,6369184	0,6736250	0,3362781	0,4249505	0,7318553	1,0547538	0,6229165	0,9048373	0,7514465	0,8335286	0,6708517	0,0454886	1,0319061	0,8707842	0,8082737	0,1391215	0,1418498	0,1744231	0,8945239	0,7307928	0,1336705	0,7253623	0,7617256	0,9491018	0,5010614	0,4985872	0,5693902
960	0,1938656	0,9007298	0,4440528	0,1788487	0,9855688	0,5807264	0,6095771	0,2966554	0,4610198	0,7252421	1,1206145	0,6552846	0,9477566	0,7439486	0,7965711	0,6793348	0,0448685	1,0049092	0,8643516	0,8022094	0,1657342	0,1272436	0,1378430	0,8454963	0,7085289	0,1420220	0,7475775	0,6924433	0,9062048	0,4964856	0,5384166	0,5602578
980	0,2367577	0,9946701	0,5355469	0,1648271	0,9568280	0,6237202	0,6336049	0,3187577	0,4429099	0,6607801	1,1062956	0,6676133	0,9481178	0,7660000	0,8172353	0,7230203	0,0476891	1,0517473	0,8350497	0,7578420	0,1642449	0,1214694	0,1308821	0,8478168	0,7402562	0,1570782	0,7243985	0,6851100	0,8501508	0,5415258	0,5734053	0,5737959
1000	0,2385235	1,0991875	0,4548040	0,1640684	1,0019099	0,6344978	0,6385488	0,3589018	0,4409746	0,5957612	0,9650914	0,7375370	0,9745024	0,8158821	0,8530363	0,6855874	0,0537411	1,0110298	0,8493145	0,7538311	0,1875303	0,1410488	0,1694602	0,8562532	0,7335661	0,1620239	0,7356966	0,6832313	0,9314632	0,4977610	0,5587267	0,5407148
1020	0,2332022	0,9437273	0,4864520	0,1707022	0,9430347	0,6167603	0,6559750	0,3512089	0,4137932	0,5905742	0,9500772	0,7271739	0,9699814	0,8935319	0,8089687	0,6789929	0,0601150	0,9261577	0,8219198	0,7598645	0,1513091	0,1543769	0,1650039	0,8982635	0,8117909	0,1574956	0,7680647	0,6457340	0,9009946	0,4778582	0,5338479	0,6174861
1040	0,2192358	0,8518607	0,5444611	0,1596500	0,9235007	0,6289191	0,6377564	0,3897842	0,3934245	0,6340917	0,9978108	0,7060408	0,9757701	0,8706844	0,8284195	0,7101472	0,0489169	0,9294202	0,7909504	0,7539886	0,1516904	0,1673910	0,1611645	0,8976246	0,7517826	0,1788911	0,7206175	0,7586061	0,9465524	0,4615096	0,5303403	0,5985719
1060	0,2362574	0,9168387	0,5661656	0,1701945	0,9654743	0,5875298	0,6377293	0,3958665	0,3869609	0,6045886	0,9618136	0,6555300	0,9453731	0,8679893	0,8564311	0,7302101	0,0597462	0,9427020	0,8551391	0,7422679	0,1410327	0,1644018	0,1305728	0,8135203	0,7329465	0,1465238	0,7246456	0,7455352	1,0182769	0,4017232	0,5277756	0,5543245
1080	0,2560103	1,0163772	0,5563916	0,1702241	0,9557809	0,6383524	0,5475370	0,3672322	0,3847487	0,5922449	0,9526004	0,7166258	0,8651603	0,8318341	0,7850921	0,7062468	0,0520099	0,9655565	0,8482985	0,8057404	0,1197731	0,1550283	0,1097088	0,8159637	0,6597748	0,1616584	0,7450525	0,7841502	0,9805260	0,3790022	0,4505584	0,6050307
1100	0,2947669	1,0596960	0,5726642	0,1713133	0,9400643	0,6533282	0,5139424	0,3315583	0,4512917	0,5504070	0,8811506	0,7207360	0,9431071	0,8498845	0,8449973	0,7389854	0,0489176	0,9242717	0,7760969	0,8048388	0,0929583	0,1638397	0,1138739	0,8239186	0,6667786	0,1879747	0,8194258	0,7702802	1,0486298	0,3783469	0,4905525	0,6445875

0	0,3797472	1,0069859	0,4962104	0,1419365	1,0408979	0,6459544	0,6407191	0,3423498	0,3800704	0,6743583	0,9370274	0,6851140	1,0102985	0,7758036	0,7431678	0,6368622	0,0529465	0,9139532	0,9028721	0,7796675	0,1448862	0,1672057	0,1058284	0,9431133	0,7436778	0,2704797	0,8301376	0,6894770	1,0107683	0,3969576	0,5056652	0,5135836
20	0,2863102	0,9919213	0,5536671	0,1450639	1,0477989	0,7113259	0,6062093	0,3463714	0,3405494	0,7115510	1,0346684	0,6651207	0,9328095	0,8299704	0,7824731	0,6376370	0,0707370	1,0270449	0,8649040	0,8257497	0,0890304	0,1785707	0,0722154	0,8342817	0,5916987	0,2390764	0,8001279	0,7288905	0,9904868	0,4045425	0,6168551	0,6894006
40	0,2983557	1,0383176	0,4766215	0,1666650	0,9824130	0,6958539	0,6689224	0,2979139	0,3410386	0,7245064	0,9509392	0,7336600	0,9366953	0,8512760	0,8460278	0,7035674	0,0613927	0,9514201	0,8490863	0,8260100	0,0888991	0,1560129	0,0551284	0,7934205	0,5331818	0,2253652	0,8196348	0,7814436	0,9625626	0,3723306	0,6602374	0,6681713
60	0,2899213	0,9737917	0,4563542	0,1873965	0,9003095	0,7295758	0,6420195	0,2359560	0,3865707	0,7379428	0,8898097	0,7211199	0,9592547	0,7807396	0,7417602	0,7169511	0,0597320	0,9539149	0,8304370	0,8507461	0,0866026	0,1683932	0,0412686	0,8274131	0,4267838	0,1909403	0,7690239	0,7589489	1,0083473	0,3645198	0,6421628	0,6534126
80	0,3358651	1,0070920	0,4723809	0,1682515	0,8895155	0,7339795	0,6886824	0,1926760	0,3537060	0,7018157	0,9395530	0,6913433	0,9882206	0,7209949	0,7321767	0,7312596	0,0647417	0,9933800	0,8087562	0,8786684	0,0971605	0,1571211	0,0252039	0,7531410	0,4000082	0,1976752	0,7308872	0,6973969	0,9988452	0,3978816	0,6664979	0,5861627
100	0,3250067	0,9806425	0,5000534	0,1531240	0,9396305	0,7031039	0,7255334	0,1521256	0,3574715	0,6773756	0,8495768	0,7105443	0,9769248	0,7041479	0,8173799	0,8462635	0,0610520	0,9660209	0,8187701	0,8619011	0,1055695	0,1511964	0,0186193	0,7103746	0,3070786	0,2167028	0,7815425	0,6384048	1,0128880	0,4198922	0,6987121	0,6469444
120	0,3515169	1,0195048	0,5544376	0,1337093	1,0631804	0,6687176	0,6913391	0,1322450	0,3555758	0,6221671	0,7899516	0,6597691	0,9836867	0,7236228	0,7999933	0,8777177	0,0458050	0,9968671	0,7353988	0,8700452	0,1293299	0,1579374	0,0154116	0,7453191	0,2411712	0,2167670	0,7909203	0,6953892	1,0658859	0,3895289	0,6809638	0,5539455
140	0,3428816	1,0818306	0,4992614	0,1234737	1,0681315	0,6789691	0,6722445	0,1659870	0,3577102	0,6147759	0,7779389	0,7455975	1,0180580	0,7739370	0,7348072	0,8727019	0,0543293	1,0165342	0,6851219	0,9419817	0,1265561	0,1695700	0,0131142	0,8670233	0,2055844	0,2393024	0,7933626	0,6206129	0,9596424	0,3609396	0,6443978	0,5691543
160	0,3536852	0,9729361	0,5700684	0,1184446	0,9659595	0,6383554	0,6133325	0,1889996	0,3491535	0,6364619	0,7947748	0,8058793	1,0209825	0,8423310	0,6975964	0,9046305	0,0674523	0,9757873	0,7071869	0,9026069	0,1225538	0,1546461	0,0061005	0,8269051	0,1657490	0,2897272	0,8439469	0,6372779	0,8938186	0,3870931	0,6155823	0,6072398
180	0,3087566	0,9818930	0,5033153	0,1268236	1,0179268	0,6137682	0,6470664	0,2267332	0,3724384	0,6167058	0,7958520	0,6990599	1,0450023	0,8765462	0,7223949	0,8970229	0,0658591	0,9492727	0,7673887	0,9331146	0,1259748	0,1390670	0,0089595	0,7748897	0,1190373	0,2687656	0,8454905	0,6619388	0,9347138	0,3806344	0,7051842	0,6439895
200	0,3001935	1,0218053	0,4516314	0,1378500	1,0324402	0,6471353	0,6186444	0,1955682	0,3445270	0,5944451	0,8612205	0,7001276	1,0108125	0,8111465	0,7183471	0,9006664	0,0617836	0,8742447	0,7696616	0,9117298	0,1257984	0,1576205	0,0042813	0,8016195	0,0940935	0,2539387	0,8329756	0,7135401	0,8598425	0,3572504	0,7306067	0,6114047
220	0,2968900	1,0544164	0,4898704	0,1467761	1,0151839	0,6225287	0,6377800	0,2250198	0,3836663	0,5713587	0,8319055	0,8187362	1,0174536	0,7881774	0,7691719	0,8266734	0,0518157	0,9342841	0,7846029	1,0202872	0,1232365	0,1550641	0,0025638	0,7841590	0,0798062	0,2291958	0,7796831	0,7344303	0,9653118	0,3683691	0,6735451	0,6002281
240	0,2839908	0,9381929	0,4846949	0,1513711	1,0487774	0,6066964	0,6818802	0,2373220	0,4076123	0,5802156	0,8491087	0,7737506	1,0181661	0,7492114	0,7917853	0,8055735	0,0631915	0,9231805	0,7993282	0,9248003	0,1402398	0,1409738	0,0033535	0,8513858	0,0740282	0,2291763	0,8369740	0,7435496	0,9567139	0,3652153	0,6831819	0,6747546
260	0,2907088	0,9425230	0,4783979	0,1520563	1,1296841	0,5866127	0,6651100	0,2284425	0,3980913	0,6144702	0,7841290	0,7345621	1,0810329	0,7319282	0,8632674	0,8147688	0,0469415	0,9610575	0,7746917	0,9294633	0,1480237	0,1394113	0,0019372	0,8982051	0,0737073	0,2266622	0,8100829	0,6936085	0,9308972	0,3734828	0,6824987	0,6474621
280	0,2984132	1,0189047	0,5462287	0,1498592	1,1074974	0,6100479	0,7056869	0,2383131	0,3902538	0,6529575	0,8151508	0,8252158	1,0130799	0,7509245	0,8547528	0,8027626	0,0486114	0,9882424	0,8395984	0,8719649	0,1250953	0,1133139	0,0035360	0,8917620	0,0625458	0,2241234	0,7520537	0,7245223	0,9152202	0,3582981	0,6810577	0,6270023
300	0,2724254	0,9571048	0,4921577	0,1559347	1,0708913	0,5690929	0,6787726	0,2467794	0,3557714	0,6609372	0,8225691	0,7742402	1,0526123	0,8320590	0,9178557	0,8218700	0,0562832	1,0075364	0,8173683	0,9345671	0,1744344	0,1418956	0,0039726	0,8441132	0,0312595	0,2153213	0,7318045	0,7965227	0,9208381	0,4086731	0,6875240	0,5703111
320	0,2784748	0,9724532	0,4587405	0,1870385	1,0825646	0,5837516	0,6657385	0,1925525	0,3607854	0,6531925	0,7800496	0,8421167	1,0230891	0,8558959	0,8780906	0,8149484	0,0622321	0,9369438	0,7628286	0,9287320	0,1500386	0,1453977	0,0040771	0,8882753	0,0229007	0,1948745	0,7355785	0,8200840	0,8899907	0,4030837	0,6797103	0,5231939
340	0,2986973	1,1002759	0,5122664	0,2131491	1,0573475	0,5596116	0,6669227	0,2045652	0,3750838	0,5891349	0,8058822	0,7466998	0,9836036	0,8559855	0,8203983	0,8632479	0,0585915	0,8798398	0,7109489	0,9083199	0,1324688	0,1437826	0,0023332	0,8640304	0,0208768	0,2215308	0,7515981	0,7423371	0,9466363	0,4428291	0,7495807	0,5343535
360	0,3456386	1,0286080	0,5187390	0,2253500	1,0125912	0,5802923	0,6505551	0,1849871	0,4177271	0,5573319	0,7749449	0,6934752	0,9407565	0,8403641	0,8101683	0,9017283	0,0588134	0,9530296	0,6697325	1,0238331	0,1394891	0,1535001	0,0045447	0,8596138	0,0188228	0,1990676	0,6680350	0,7708396	0,9803330	0,4215493	0,7142457	0,5902449
380	0,3476943	1,0468342	0,5004322	0,1977518	1,0111804	0,6079108	0,6572987	0,1789329	0,3763488	0,4875983	0,8019151	0,7261733	0,9082518	0,8845896	0,8605199	0,8953434	0,0433977	0,9604488	0,6688137	0,9924292	0,1228693	0,1673293	0,0030405	0,8154901	0,0166952	0,1796990	0,7222746	0,7368986	0,9896940	0,3778653	0,7161536	0,5995349
400	0,3488014	1,1004188	0,4648937	0,2082990	1,0354972	0,6686777	0,6611074	0,1876099	0,3963747	0,5027764	0,8038568	0,6994630	0,9291676	0,8525154	0,8055451	0,8198944	0,0428906	0,9686371	0,6852119	0,9842831	0,1056305	0,1811354	0,0028562	0,7948268	0,0257696	0,1879515	0,8129695	0,6909572	0,9597542	0,3108514	0,6838763	0,6153141
420	0,3201742	1,1407430	0,4397177	0,2202530	1,0576170	0,6532394	0,6750711	0,1509608	0,4251526	0,5689892	0,8511080	0,7256015	0,9320718	0,7841686	0,8519969	0,8326185	0,0393282	0,9494632	0,6675560	0,9874485	0,0731432	0,1771489	0,0064228	0,7382324	0,0427695	0,1866627	0,8444875	0,6263567	1,0759513	0,2775738	0,7090558	0,6073157
440	0,3166718	0,9415637	0,4038911	0,2167321	1,0200110	0,5983783	0,6560504	0,1606451	0,4181780	0,5599339	0,7790084	0,7135588	0,8871678	0,8249800	0,9566031	0,9073786	0,0399065	0,9282973	0,6892769	0,9650800	0,0934325	0,1676162	0,0068225	0,6653455	0,0462265	0,1741061	0,8214580	0,6992535	1,0334354	0,2646725	0,7406190	0,6056918
460	0,3262009	1,0238664	0,4811382	0,2127293	0,9575770	0,5801826	0,6086685	0,2111122	0,4091741	0,5584042	0,7631727	0,7660417	0,9273849	0,8613070	0,8825487	0,8698949	0,0468732	0,9483077	0,6629037	0,9411348	0,0809958	0,1608753	0,0045283	0,7264546	0,0376225	0,1682757	0,8524455	0,6970263	1,0304510	0,2396327	0,8271765	0,5861587
480	0,3486196	1,0150610	0,4784917	0,2023202	0,9704891	0,6159384	0,6047514	0,2183010	0,3982959	0,5579722	0,8289682	0,8169470	0,9485680	0,7975498	0,8381709	0,8381804	0,0689829	1,0151240	0,6626270	0,9631274	0,1208745	0,1556596	0,0043130	0,7533498	0,0276621	0,2087405	0,7596627	0,6758486	0,9545837	0,2571933	0,8000426	0,5948049
500	0,3388805	0,9491243	0,4630846	0,1966134	0,9831150	0,5883202	0,5618288	0,2228420	0,4014003	0,5777301	0,8003727	0,8379539	0,9140250	0,7975781	0,7420155	0,8928718	0,0783504	1,0499389	0,6969833	0,8983635	0,1378881	0,1285925	0,0013211	0,7783930	0,0306161	0,1975658	0,7516740	0,7173245	0,9157643	0,3389418	0,7844643	0,6341221
520	0,3071826	0,9533612	0,4827508	0,1799665	1,0142155	0,5817253	0,5977746	0,1950378	0,4318354	0,5855086	0,7253579	0,8162221	0,9053826	0,7380777	0,8151552	0,8488303	0,0695040	1,0021892	0,6501272	0,8967309	0,1585431	0,1376849	0,0038190	0,7664731	0,0297451	0,2396973	0,6709953	0,7710765	0,9884855	0,3403107	0,7439030	0,6370448
540	0,2857247	0,9517229	0,4865451	0,1541653	1,0498387	0,5911066	0,6264414	0,1612703	0,4045847	0,5627052	0,6921883	0,7888762	0,8565478	0,7119680	0,7982699	0,8679902	0,0723880	0,9459359	0,7048900	0,9035858	0,1440577	0,1580034	0,0063000	0,7899771	0,0253785	0,2086391	0,7290662	0,6982858	0,9780696	0,3506262	0,7524310	0,6736619
560	0,3454105	1,0299543	0,4980986	0,1381439	1,0126520	0,5510793	0,6411640	0,1767532	0,4058540	0,6385673	0,7958705	0,8041913	0,9028864	0,7610636	0,7553998	0,8450403	0,0493193	0,9349692	0,6889796	0,9167096	0,1427448	0,1805898	0,0051631	0,8049286	0,0206885	0,2343209	0,7406042	0,7404145	0,8674722	0,3661057	0,7154502	0,6003173
580	0,3496156	1,0221943	0,5180057	0,1150434	1,0531881	0,5333981	0,6778912	0,2185587	0,4108066	0,6774464	0,8201879	0,7945645	0,9349667	0,8301373	0,8002891	0,8169006	0,0518660	0,9803732	0,7596548	0,9528462	0,1320841	0,1713390	0,0090114	0,8136191	0,0499411	0,2414233	0,8040985	0,6717646	0,9533217	0,3860603	0,6957024	0,6619211
600	0,3551827	1,0955213	0,4988756	0,1055431	1,0471974	0,5711411	0,6811514	0,3103664	0,4300715	0,6458943	0,8008444	0,8030557	0,8566026	0,7802128	0,8300933	0,8020393	0,0476669	0,9565446	0,7265358	0,8884753	0,1238643	0,1554360	0,0175949	0,8233723	0,1382154	0,2455931	0,8321745	0,6942720	0,9638226	0,3784988	0,6578522	0,6103865
620	0,3371541	1,0844721	0,5126481	0,1259039	0,9881027	0,5459961	0,6693336	0,3100389	0,4088620	0,6436590	0,8694466	0,7656314	0,7970103	0,8111685	0,9404450	0,7519400	0,0414732	0,9461033	0,8084795	0,8278547	0,1011640	0,1561075	0,0320014	0,8133652	0,2249195	0,2713622	0,7905931	0,7526810	0,8674267	0,3941648	0,6422461	0,6559640
640	0,3348627	0,9720618	0,5220572	0,1358805	0,9948602	0,6252802	0,6174562	0,3555319	0,3666855	0,6388780	0,9772352	0,7512971	0,8576935	0,8123631	0,8199778	0,7340489	0,0368200	0,9787971	0,8311943	0,8015138	0,1008092	0,1430098	0,0547767	0,8645782	0,3190201	0,2778254	0,8027097	0,8202546	0,8782106	0,3859575	0,6115226	0,6682428
660	0,2958070	1,0053079	0,4836767	0,1281029	1,0088851	0,6475361	0,6445557	0,3908552	0,4156525	0,6321798	1,0121181	0,7232864	0,8223328	0,8367244	0,8056850	0,7931045	0,0519495	0,9251757	0,8017536	0,8132365	0,0961751	0,1378310	0,0675930	0,8026708	0,4184851	0,2551856	0,8112274	0,8576781	0,8729359	0,3721684	0,5338049	0,7014256
680	0,3172243	0,9112996	0,4802014	0,1462459	1,0523382	0,6372624	0,6290299	0,4097811	0,4016963	0,7027095	1,0773507	0,6918643	0,8219008	0,8825915	0,7982373	0,7367820	0,0600136	0,9514104	0,7693848	0,7779548	0,0927977	0,1451939	0,0945074	0,8802894	0,5000292	0,2495686	0,8086739	0,8797244	0,8940499	0,3499777	0,5278516	0,7019800
700	0,3485518	1,0575620	0,5277971	0,1401243	1,0383912	0,6288187	0,5925522	0,4360847	0,3937479	0,6960826	1,1504995	0,6452630	0,8011205	0,9150257	0,8243488	0,7267983	0,0568344	0,9462132	0,7332651	0,7431885	0,1145202	0,1742456	0,1112740	0,8747072	0,5290257	0,2322105	0,7502525	0,8420963	0,9587721	0,3896195	0,5344414	0,6655886
720	0,3415081	1,1143496	0,5402302	0,1501314	0,9632913	0,6110154	0,6126410	0,3879688	0,3621529	0,7068526	1,0727678	0,6069483	0,8176720	0,9015039	0,8763713	0,7089754	0,0585622	0,9204955	0,7575466	0,7875827	0,1025195	0,1908919	0,0946635	0,8409001	0,5978877	0,2307822	0,6685706	0,8477039	0,9927996	0,3765615	0,5369957	0,6593256
740	0,3230409	1,1170151	0,4819460	0,1421280	0,9177835	0,5953712	0,6364343	0,3805682	0,3675598	0,6888466	1,0702819	0,6353070	0,8320851	0,9383731	0,8618724	0,6527284	0,0509371	0,9383802	0,7783839	0,7744511	0,1144039	0,1677386	0,0634060	0,8379358	0,5943901	0,2160139	0,7929137	0,8935919	1,0273483	0,3898892	0,5075035	0,6550510
760	0,3182746	1,0266421	0,4635420	0,1340766	0,8915124	0,5670664	0,6664387	0,3412360	0,3797527	0,6942406	1,0145857	0,6092689	0,8853825	0,9421633	0,8207304	0,6812368	0,0559289	0,9488240	0,8306479	0,7913543	0,1073738	0,1562999	0,0779289	0,7461629	0,5893992	0,2257481	0,8614532	0,8109057	0,9837656	0,3978382	0,5351474	0,7190076
780	0,2547126	0,9043591	0,4979059	0,1650216	0,9314850	0,5324870	0,6275593	0,3816891	0,3562509	0,6802274	0,9932947	0,6092363	0,8330279	0,9147766	0,8195780	0,6745847	0,0600588	0,8942990	0,8477201	0,8246473	0,0952104	0,1541068	0,0948087	0,8280030	0,6132266	0,2638482	0,8627924	0,7813428	1,0079007	0,4010842	0,5393100	0,6611243
800	0,2427895	0,9425779	0,4754208	0,1668044	0,9677801	0,6044208	0,5681164	0,3685236	0,4169514	0,6779484	1,0639518	0,5468681	0,7993921	0,8392216	0,8192399	0,6330681	0,0735179	0,9198813	0,8848417	0,8302081	0,1080966	0,1507339	0,1172740	0,7781522	0,6404820	0,2555746	0,8177269	0,7752206	0,9709868	0,3788456	0,5190667	0,6690323
820	0,2451744	1,1087905	0,4936120	0,1533654	0,9258479	0,6172711	0,5792988	0,3501354	0,4322482	0,6366581	1,0023878	0,5610532	0,7895784	0,8099688	0,7976914	0,6148271	0,0722558	0,9072319	0,8913337	0,8704815	0,0951245	0,1392152	0,1031815	0,7835831	0,6587189	0,2128151	0,9052727	0,8029123	1,0363136	0,3731383	0,4654112	0,7280447
840	0,2300791	1,0599882	0,4833486	0,1377685	0,9286193	0,5647417	0,5818195	0,3649812	0,4271833	0,6736817	0,9525979	0,5854100	0,8534679	0,7538984	0,7982623	0,6002669	0,0659301	0,9182073	0,8280798	0,8984245	0,0887306	0,1374591	0,0736615	0,7200635	0,6479965	0,2269899	0,8702393	0,7538212	1,0536000	0,3679727	0,5029735	0,6994341
