"Time"	fur	rcnR	metJ	metR	oxyR	purR	soxS	soxR	marR	marA	fumC	marB	sodA	rfaY	poxB	glyA	fpr	ahpF	ahpC	uof	pqiA	fhuF	rcnA	pqiB	rfaZ	metE	metA	metH	purA	mntH	nfo	inaA
560	0,9972320	0,2651175	0,1137309	0,5619474	0,2215269	0,1373908	0,5298158	0,0023792	0,6819095	0,6929694	0,0533099	0,1861979	0,9290902	0,6738490	0,6819485	0,2745345	0,5930202	0,5387822	0,9701492	0,2051150	0,8076562	0,0146192	0,5299576	0,7394077	0,4490503	0,8858990	0,7093742	0,8762276	0,4589843	0,6731872	0,3539475	0,7679795
580	0,9738343	0,2818128	0,1137323	0,5621633	0,2215269	0,1375211	0,4487742	0,1306186	0,6892301	0,6929252	0,0540761	0,1858289	0,9286020	0,6725193	0,6403881	0,2746640	0,5929835	0,5388416	0,9701934	0,2046771	0,8074644	0,0199297	0,5298840	0,7454307	0,4478619	0,8860289	0,7402557	0,8767670	0,4590484	0,6732505	0,3538768	0,7670872
600	0,9291353	0,3145145	0,1144064	0,5622873	0,2215269	0,1388051	0,3286368	0,3237804	0,6987771	0,6925768	0,1226335	0,1835606	0,9231308	0,6587617	0,5514814	0,2746869	0,5925023	0,5388662	0,9702221	0,2007694	0,8059260	0,0303670	0,5290477	0,7556419	0,4368919	0,8861182	0,7963167	0,8774887	0,4590330	0,6743912	0,3531741	0,7588916
620	0,8829797	0,3464821	0,1165440	0,5621480	0,2215269	0,1422084	0,2426051	0,4552942	0,7006725	0,6919061	0,3081921	0,1799667	0,9053847	0,6206220	0,4488805	0,2742485	0,5900250	0,5387771	0,9702158	0,1914789	0,8028316	0,0417635	0,5262214	0,7618380	0,4102450	0,8861343	0,8502091	0,8787252	0,4586442	0,6777273	0,3506856	0,7383779
640	0,8415583	0,3707872	0,1205874	0,5613806	0,2215269	0,1475742	0,1974423	0,5200779	0,6940516	0,6912522	0,4982994	0,1763832	0,8733174	0,5595982	0,3536536	0,2727108	0,5822278	0,5384428	0,9701300	0,1783776	0,7990240	0,0528093	0,5207147	0,7582613	0,3719409	0,8859945	0,8936631	0,8806149	0,4573598	0,6836460	0,3453305	0,7082762
660	0,8059588	0,3862478	0,1265884	0,5595430	0,2215269	0,1540085	0,1798578	0,5434562	0,6828720	0,6909895	0,6416192	0,1735792	0,8340843	0,4878007	0,2755048	0,2694986	0,5668160	0,5377302	0,9699053	0,1643622	0,7952600	0,0633183	0,5131677	0,7436527	0,3302221	0,8855627	0,9259134	0,8831016	0,4547266	0,6918871	0,3370884	0,6757453
680	0,7765075	0,3942559	0,1343254	0,5562747	0,2215269	0,1605669	0,1756357	0,5472975	0,6716361	0,6913179	0,7360447	0,1718083	0,7969055	0,4177173	0,2160568	0,2644078	0,5462913	0,5365421	0,9694813	0,1516962	0,7919403	0,0734564	0,5052823	0,7227236	0,2917514	0,8846528	0,9486928	0,8860040	0,4506118	0,7018524	0,3271805	0,6469753
700	0,7533849	0,3969523	0,1433968	0,5514070	0,2215269	0,1665883	0,1758763	0,5443773	0,6629620	0,6922019	0,7942737	0,1709999	0,7670181	0,3569581	0,1730408	0,2576524	0,5255144	0,5348329	0,9688074	0,1414521	0,7892037	0,0833800	0,4988665	0,7016723	0,2598279	0,8830390	0,9642007	0,8890750	0,4452223	0,7128199	0,3171613	0,6248220
720	0,7361276	0,3963680	0,1532861	0,5449994	0,2215269	0,1717113	0,1766933	0,5405450	0,6574318	0,6934294	0,8288813	0,1709298	0,7454560	0,3082207	0,1429810	0,2497242	0,5078372	0,5326128	0,9678506	0,1337687	0,7870440	0,0930816	0,4950659	0,6841915	0,2350661	0,8804763	0,9743797	0,8920458	0,4389731	0,7240692	0,3081410	0,6093499
740	0,7237208	0,3941003	0,1634413	0,5373164	0,2215269	0,1758035	0,1770313	0,5377467	0,6544734	0,6947359	0,8488285	0,1713414	0,7309602	0,2710724	0,1224944	0,2412132	0,4943142	0,5299457	0,9666013	0,1282906	0,7853898	0,1023877	0,4941527	0,6712053	0,2166380	0,8767369	0,9807369	0,8946671	0,4323385	0,7349741	0,3006293	0,5992525
760	0,7149977	0,3912522	0,1733589	0,5287641	0,2215269	0,1788971	0,1769299	0,5361811	0,6531955	0,6959120	0,8599157	0,1720104	0,7216190	0,2436702	0,1087827	0,2326726	0,4845897	0,5269398	0,9650769	0,1245097	0,7841493	0,1110495	0,4957259	0,6621384	0,2032348	0,8716630	0,9843741	0,8967433	0,4257493	0,7450659	0,2947000	0,5929465
780	0,7089245	0,3884907	0,1826462	0,5198080	0,2215269	0,1811289	0,1766499	0,5354890	0,6528338	0,6968480	0,8657989	0,1727690	0,7157204	0,2238640	0,0997247	0,2245421	0,4778151	0,5237302	0,9633207	0,1219494	0,7832330	0,1188431	0,4990462	0,6559868	0,1935897	0,8652226	0,9860775	0,8981521	0,4195406	0,7540545	0,2901940	0,5891033
800	0,7047036	0,3861509	0,1910448	0,5108953	0,2215269	0,1826825	0,1763764	0,5352753	0,6528815	0,6975227	0,8687470	0,1735066	0,7120126	0,2097258	0,0937977	0,2171208	0,4731527	0,5204586	0,9613965	0,1202331	0,7825639	0,1256291	0,5033218	0,6518418	0,1866742	0,8575445	0,9864100	0,8988474	0,4139349	0,7618123	0,2868640	0,5867825
820	0,7017652	0,3843432	0,1984238	0,5023989	0,2215269	0,1837410	0,1761827	0,5352676	0,6530597	0,6979697	0,8701284	0,1741612	0,7096729	0,1997164	0,0899469	0,2105726	0,4699503	0,5172543	0,9593797	0,1190883	0,7820794	0,1313667	0,5078817	0,6490378	0,1817196	0,8489121	0,9857840	0,8988507	0,4090494	0,7683369	0,2844557	0,5853805
840	0,6997168	0,3830463	0,2047537	0,4945883	0,2215269	0,1844582	0,1760723	0,5353202	0,6532418	0,6982437	0,8707300	0,1747063	0,7081896	0,1926760	0,0874592	0,2049504	0,4677503	0,5142220	0,9573470	0,1183274	0,7817311	0,1360963	0,5122450	0,6471308	0,1781720	0,8397167	0,9845105	0,8982354	0,4049153	0,7737085	0,2827443	0,5845310
860	0,6982900	0,3821751	0,2100767	0,4876257	0,2215269	0,1849481	0,1760216	0,5353720	0,6533846	0,6983990	0,8709750	0,1751392	0,7072488	0,1877548	0,0858598	0,2002268	0,4662427	0,5114361	0,9553679	0,1178238	0,7814821	0,1399118	0,5161220	0,6458331	0,1756359	0,8303868	0,9828305	0,8971084	0,4015019	0,7780533	0,2815458	0,5840160
880	0,6972997	0,3816259	0,2144785	0,4815785	0,2215269	0,1852876	0,1760049	0,5354060	0,6534832	0,6984796	0,8710730	0,1754700	0,7066559	0,1843376	0,0848361	0,1963254	0,4652166	0,5089410	0,9534990	0,1174923	0,7813050	0,1429338	0,5193797	0,6449546	0,1738280	0,8213206	0,9809317	0,8955937	0,3987405	0,7815158	0,2807170	0,5837056
900	0,6966161	0,3813019	0,2180668	0,4764412	0,2215269	0,1855261	0,1760036	0,5354235	0,6535460	0,6985167	0,8711173	0,1757150	0,7062868	0,1819815	0,0841836	0,1931450	0,4645258	0,5067549	0,9517811	0,1172757	0,7811795	0,1452897	0,5219972	0,6443659	0,1725438	0,8128375	0,9789586	0,8938170	0,3965436	0,7842403	0,2801497	0,5835209
920	0,6961472	0,3811246	0,2209561	0,4721576	0,2215269	0,1856943	0,1760073	0,5354305	0,6535836	0,6985304	0,8711439	0,1758918	0,7060609	0,1803686	0,0837693	0,1905785	0,4640663	0,5048758	0,9502391	0,1171354	0,7810908	0,1471011	0,5240233	0,6439760	0,1716349	0,8051560	0,9770186	0,8918959	0,3948200	0,7863606	0,2797646	0,5834128
940	0,6958276	0,3810359	0,2232573	0,4686423	0,2215269	0,1858124	0,1760112	0,5354322	0,6536049	0,6985328	0,8711639	0,1760166	0,7059253	0,1792720	0,0835073	0,1885233	0,4637645	0,5032871	0,9488839	0,1170454	0,7810285	0,1484769	0,5255422	0,6437207	0,1709938	0,7983946	0,9751871	0,8899315	0,3934831	0,7879949	0,2795047	0,5833508
960	0,6956111	0,3809967	0,2250729	0,4657963	0,2215269	0,1858942	0,1760140	0,5354318	0,6536161	0,6985306	0,8711799	0,1761030	0,7058453	0,1785312	0,0833421	0,1868878	0,4635682	0,5019636	0,9477149	0,1169880	0,7809847	0,1495105	0,5266496	0,6435548	0,1705428	0,7925863	0,9735122	0,8880055	0,3924562	0,7892438	0,2793297	0,5833159
980	0,6954649	0,3809824	0,2264930	0,4635187	0,2215269	0,1859499	0,1760155	0,5354310	0,6536214	0,6985271	0,8711920	0,1761620	0,7057989	0,1780335	0,0832384	0,1855929	0,4634413	0,5008751	0,9467230	0,1169519	0,7809540	0,1502794	0,5274377	0,6434473	0,1702259	0,7877001	0,9720201	0,8861789	0,3916738	0,7901908	0,2792119	0,5832965
1000	0,6953665	0,3809789	0,2275954	0,4617143	0,2215269	0,1859873	0,1760162	0,5354303	0,6536234	0,6985238	0,8712005	0,1762017	0,7057723	0,1777007	0,0831733	0,1845725	0,4633594	0,4999901	0,9458938	0,1169291	0,7809325	0,1508464	0,5279871	0,6433776	0,1700036	0,7836632	0,9707198	0,8844929	0,3910822	0,7909038	0,2791325	0,5832858
1020	0,6953005	0,3809788	0,2284454	0,4602971	0,2215269	0,1860120	0,1760164	0,5354299	0,6536237	0,6985212	0,8712059	0,1762281	0,7057572	0,1774790	0,0831326	0,1837715	0,4633066	0,4992780	0,9452097	0,1169150	0,7809175	0,1512610	0,5283636	0,6433321	0,1698477	0,7803793	0,9696077	0,8829721	0,3906378	0,7914373	0,2790787	0,5832798
1040	0,6952561	0,3809788	0,2290967	0,4591925	0,2215269	0,1860283	0,1760164	0,5354298	0,6536233	0,6985193	0,8712091	0,1762457	0,7057487	0,1773317	0,0831072	0,1831454	0,4632722	0,4987102	0,9446520	0,1169062	0,7809070	0,1515621	0,5286181	0,6433021	0,1697383	0,7777436	0,9686720	0,8816267	0,3903059	0,7918341	0,2790419	0,5832764
1060	0,6952264	0,3809780	0,2295931	0,4583374	0,2215269	0,1860391	0,1760164	0,5354297	0,6536226	0,6985181	0,8712108	0,1762572	0,7057438	0,1772342	0,0830914	0,1826575	0,4632497	0,4982612	0,9442021	0,1169007	0,7808997	0,1517792	0,5287886	0,6432821	0,1696616	0,7756526	0,9678959	0,8804566	0,3900594	0,7921278	0,2790167	0,5832744
1080	0,6952064	0,3809763	0,2299694	0,4576794	0,2215269	0,1860463	0,1760163	0,5354297	0,6536220	0,6985174	0,8712116	0,1762648	0,7057411	0,1771697	0,0830815	0,1822788	0,4632349	0,4979089	0,9438427	0,1168973	0,7808947	0,1519350	0,5289022	0,6432687	0,1696078	0,7740104	0,9672604	0,8794540	0,3898772	0,7923441	0,2789993	0,5832731
1100	0,6951929	0,3809742	0,2302536	0,4571758	0,2215269	0,1860511	0,1760163	0,5354297	0,6536214	0,6985171	0,8712120	0,1762698	0,7057395	0,1771272	0,0830754	0,1819856	0,4632251	0,4976343	0,9435580	0,1168952	0,7808911	0,1520461	0,5289780	0,6432596	0,1695700	0,7727321	0,9667457	0,8786059	0,3897432	0,7925027	0,2789871	0,5832723

0	0,6951630	0,3809637	0,2313959	0,4550144	0,2215269	0,1860619	0,1760163	0,5354297	0,6536207	0,6985169	0,8712121	0,1762786	0,7057383	0,1770474	0,0830653	0,1805638	0,4632053	0,4963338	0,9421002	0,1168920	0,7808685	0,1523547	0,5291590	0,6432396	0,1694818	0,7669016	0,9637118	0,8722879	0,3893492	0,7929939	0,2789345	0,5832710
20	0,6932885	0,3809593	0,2237841	0,4553206	0,2191391	0,1860821	0,1760163	0,5354297	0,6537513	0,7124198	0,8713477	0,1764400	0,7058090	0,1770504	0,0830654	0,1806776	0,4883641	0,4964719	0,9438221	0,1168828	0,7808736	0,1524031	0,5247631	0,6434393	0,2059146	0,7682647	0,9641051	0,8729137	0,3810600	0,7929066	0,3040863	0,5833478
40	0,6897299	0,3809115	0,2078790	0,4568538	0,2153980	0,1862746	0,1760163	0,5354297	0,6548807	0,7356666	0,8724601	0,1778598	0,7064125	0,1770820	0,0830660	0,1807598	0,5380370	0,4969261	0,9470845	0,1167999	0,7808820	0,1529855	0,5171100	0,6451822	0,2743929	0,7753308	0,9651153	0,8734824	0,3636654	0,7922810	0,3588046	0,5839962
60	0,6861396	0,3807792	0,1900147	0,4609895	0,2128885	0,1867568	0,1760163	0,5354297	0,6574872	0,7559528	0,8749055	0,1812472	0,7077945	0,1771589	0,0830676	0,1807975	0,5905791	0,4982552	0,9507969	0,1166026	0,7808972	0,1544917	0,5103119	0,6492949	0,3431069	0,7890764	0,9673116	0,8741692	0,3438473	0,7907949	0,4230419	0,5854640
80	0,6831015	0,3805583	0,1732546	0,4681747	0,2119169	0,1874682	0,1760163	0,5354297	0,6611020	0,7706732	0,8781802	0,1861507	0,7097237	0,1772727	0,0830699	0,1807661	0,6372607	0,5007486	0,9545868	0,1163287	0,7809184	0,1567998	0,5054841	0,6552254	0,4012762	0,8057040	0,9706112	0,8751798	0,3247677	0,7887278	0,4862675	0,5874865
100	0,6807340	0,3802743	0,1588473	0,4779555	0,2118893	0,1882552	0,1760163	0,5354297	0,6649496	0,7803991	0,8816055	0,1916476	0,7118286	0,1774046	0,0830725	0,1806491	0,6754139	0,5042484	0,9582686	0,1160468	0,7809429	0,1595006	0,5025472	0,6619234	0,4468896	0,8216705	0,9745424	0,8766996	0,3078095	0,7866151	0,5433954	0,5896623
120	0,6789738	0,3799642	0,1470882	0,4893767	0,2121808	0,1889768	0,1760163	0,5354297	0,6684227	0,7864337	0,8847018	0,1969261	0,7138146	0,1775374	0,0830751	0,1804527	0,7050891	0,5083078	0,9617038	0,1158082	0,7809678	0,1621929	0,5010530	0,6684789	0,4812091	0,8353377	0,9785880	0,8788359	0,2934369	0,7848769	0,5924346	0,5916844
140	0,6777033	0,3796623	0,1378134	0,5013697	0,2124421	0,1895546	0,1760163	0,5354297	0,6712149	0,7899908	0,8872436	0,2014968	0,7155176	0,1776592	0,0830773	0,1802041	0,7274132	0,5124318	0,9647860	0,1156326	0,7809911	0,1646246	0,5005259	0,6743234	0,5064071	0,8464505	0,9823649	0,8815892	0,2816449	0,7836841	0,6331001	0,5933907
160	0,6768043	0,3793926	0,1306727	0,5130122	0,2125737	0,1899725	0,1760163	0,5354297	0,6732681	0,7919873	0,8891915	0,2051739	0,7168822	0,1777640	0,0830792	0,1799407	0,7438027	0,5162422	0,9674509	0,1155156	0,7810116	0,1666943	0,5005801	0,6792034	0,5246277	0,8553313	0,9856603	0,8848606	0,2722035	0,7830049	0,6659844	0,5947346
180	0,6761768	0,3791681	0,1252725	0,5236488	0,2126030	0,1902528	0,1760163	0,5354297	0,6746698	0,7930499	0,8906080	0,2079751	0,7179211	0,1778499	0,0830807	0,1796974	0,7556096	0,5195313	0,9696793	0,1154423	0,7810288	0,1683970	0,5009400	0,6830844	0,5376739	0,8624102	0,9884003	0,8884857	0,2647913	0,7827094	0,6920688	0,5957389
200	0,6757431	0,3789919	0,1212437	0,5329073	0,2125856	0,1904321	0,1760163	0,5354297	0,6755647	0,7935797	0,8915956	0,2100227	0,7186807	0,1779177	0,0830818	0,1794985	0,7639856	0,5222385	0,9714902	0,1153973	0,7810428	0,1697705	0,5014255	0,6860566	0,5469550	0,8680562	0,9905994	0,8922750	0,2590672	0,7826557	0,7124450	0,5964585
220	0,6754455	0,3788607	0,1182701	0,5406553	0,2125610	0,1905450	0,1760163	0,5354297	0,6761002	0,7938208	0,8922602	0,2114727	0,7192181	0,1779696	0,0830827	0,1793554	0,7698517	0,5243962	0,9729273	0,1153693	0,7810538	0,1708634	0,5019284	0,6882651	0,5535290	0,8725519	0,9923191	0,8960481	0,2547086	0,7827316	0,7281644	0,5969564
240	0,6752423	0,3787675	0,1160936	0,5469317	0,2125454	0,1906171	0,1760163	0,5354297	0,6763992	0,7939148	0,8926937	0,2124750	0,7195878	0,1780083	0,0830832	0,1792681	0,7739149	0,5260801	0,9740463	0,1153511	0,7810623	0,1717221	0,5023905	0,6898660	0,5581721	0,8761130	0,9936378	0,8996557	0,2514299	0,7828647	0,7401659	0,5972905
260	0,6751041	0,3787042	0,1145115	0,5518802	0,2125398	0,1906650	0,1760163	0,5354297	0,6765530	0,7939397	0,8929688	0,2131555	0,7198361	0,1780367	0,0830837	0,1792289	0,7767025	0,5273761	0,9749046	0,1153391	0,7810687	0,1723877	0,5027854	0,6910029	0,5614449	0,8789105	0,9946342	0,9029897	0,2489892	0,7830138	0,7492487	0,5975087
280	0,6750104	0,3786631	0,1133678	0,5556941	0,2125400	0,1906981	0,1760163	0,5354297	0,6766237	0,7939363	0,8931388	0,2136116	0,7199994	0,1780570	0,0830839	0,1792268	0,7785989	0,5283637	0,9755553	0,1153310	0,7810734	0,1728963	0,5031067	0,6917964	0,5637487	0,8810860	0,9953786	0,9059829	0,2471882	0,7831584	0,7560713	0,5976478
300	0,6749470	0,3786375	0,1125448	0,5585783	0,2125420	0,1907216	0,1760163	0,5354297	0,6766503	0,7939243	0,8932413	0,2139148	0,7201048	0,1780714	0,0830841	0,1792501	0,7798794	0,5291099	0,9760438	0,1153257	0,7810769	0,1732795	0,5033583	0,6923423	0,5653690	0,8827592	0,9959299	0,9086047	0,2458691	0,7832892	0,7611634	0,5977345
320	0,6749042	0,3786222	0,1119547	0,5607248	0,2125437	0,1907383	0,1760163	0,5354297	0,6766558	0,7939120	0,8933017	0,2141156	0,7201717	0,1780815	0,0830843	0,1792886	0,7807384	0,5296694	0,9764076	0,1153222	0,7810795	0,1735645	0,5035496	0,6927133	0,5665077	0,8840318	0,9963356	0,9108525	0,2449089	0,7834024	0,7649428	0,5977873
340	0,6748753	0,3786134	0,1115329	0,5623014	0,2125445	0,1907500	0,1760163	0,5354297	0,6766528	0,7939023	0,8933365	0,2142483	0,7202136	0,1780884	0,0830843	0,1793345	0,7813114	0,5300856	0,9766768	0,1153201	0,7810813	0,1737743	0,5036913	0,6929630	0,5673078	0,8849892	0,9966324	0,9127444	0,2442134	0,7834975	0,7677344	0,5978188
360	0,6748558	0,3786086	0,1112321	0,5634468	0,2125447	0,1907579	0,1760163	0,5354297	0,6766475	0,7938957	0,8933561	0,2143363	0,7202395	0,1780932	0,0830844	0,1793820	0,7816917	0,5303932	0,9768748	0,1153188	0,7810826	0,1739273	0,5037941	0,6931297	0,5678697	0,8857022	0,9968487	0,9143110	0,2437118	0,7835753	0,7697876	0,5978373
380	0,6748427	0,3786060	0,1110181	0,5642718	0,2125445	0,1907633	0,1760163	0,5354297	0,6766424	0,7938915	0,8933668	0,2143948	0,7202554	0,1780964	0,0830844	0,1794275	0,7819430	0,5306190	0,9770197	0,1153180	0,7810835	0,1740381	0,5038674	0,6932403	0,5682643	0,8862282	0,9970057	0,9155898	0,2433513	0,7836376	0,7712922	0,5978479
400	0,6748339	0,3786046	0,1108660	0,5648618	0,2125444	0,1907668	0,1760163	0,5354297	0,6766386	0,7938891	0,8933726	0,2144339	0,7202650	0,1780986	0,0830844	0,1794690	0,7821084	0,5307840	0,9771252	0,1153175	0,7810842	0,1741180	0,5039188	0,6933133	0,5685413	0,8866130	0,9971194	0,9166205	0,2430930	0,7836865	0,7723912	0,5978539
420	0,6748280	0,3786038	0,1107582	0,5652816	0,2125443	0,1907691	0,1760163	0,5354297	0,6766360	0,7938879	0,8933757	0,2144601	0,7202708	0,1781000	0,0830844	0,1795053	0,7822170	0,5309040	0,9772018	0,1153172	0,7810846	0,1741752	0,5039543	0,6933614	0,5687358	0,8868924	0,9972015	0,9174420	0,2429082	0,7837244	0,7731917	0,5978572
440	0,6748240	0,3786033	0,1106817	0,5655791	0,2125442	0,1907706	0,1760163	0,5354297	0,6766344	0,7938873	0,8933773	0,2144778	0,7202743	0,1781010	0,0830845	0,1795364	0,7822881	0,5309909	0,9772572	0,1153170	0,7810850	0,1742159	0,5039787	0,6933930	0,5688723	0,8870941	0,9972606	0,9180902	0,2427764	0,7837533	0,7737732	0,5978590
460	0,6748214	0,3786029	0,1106276	0,5657894	0,2125442	0,1907716	0,1760163	0,5354297	0,6766335	0,7938870	0,8933781	0,2144899	0,7202764	0,1781016	0,0830845	0,1795623	0,7823346	0,5310538	0,9772971	0,1153169	0,7810852	0,1742449	0,5039953	0,6934138	0,5689682	0,8872388	0,9973031	0,9185971	0,2426825	0,7837752	0,7741947	0,5978600
480	0,6748196	0,3786026	0,1105893	0,5659377	0,2125443	0,1907723	0,1760163	0,5354297	0,6766330	0,7938870	0,8933786	0,2144980	0,7202777	0,1781020	0,0830845	0,1795836	0,7823649	0,5310991	0,9773258	0,1153168	0,7810853	0,1742653	0,5040066	0,6934274	0,5690355	0,8873421	0,9973337	0,9189903	0,2426158	0,7837917	0,7744997	0,5978605
500	0,6748184	0,3786024	0,1105622	0,5660423	0,2125443	0,1907727	0,1760163	0,5354297	0,6766327	0,7938870	0,8933788	0,2145036	0,7202785	0,1781023	0,0830845	0,1796008	0,7823847	0,5311317	0,9773465	0,1153168	0,7810854	0,1742797	0,5040142	0,6934364	0,5690827	0,8874157	0,9973556	0,9192932	0,2425683	0,7838040	0,7747198	0,5978608
520	0,6748175	0,3786022	0,1105430	0,5661160	0,2125443	0,1907730	0,1760163	0,5354297	0,6766327	0,7938870	0,8933789	0,2145074	0,7202790	0,1781025	0,0830845	0,1796145	0,7823975	0,5311550	0,9773612	0,1153167	0,7810855	0,1742898	0,5040193	0,6934423	0,5691158	0,8874680	0,9973712	0,9195250	0,2425346	0,7838131	0,7748786	0,5978610
540	0,6748170	0,3786020	0,1105294	0,5661680	0,2125443	0,1907733	0,1760163	0,5354297	0,6766326	0,7938870	0,8933790	0,2145100	0,7202793	0,1781026	0,0830845	0,1796253	0,7824059	0,5311718	0,9773718	0,1153167	0,7810856	0,1742969	0,5040228	0,6934462	0,5691391	0,8875050	0,9973825	0,9197014	0,2425108	0,7838198	0,7749928	0,5978610
560	0,6748166	0,3786019	0,1105199	0,5662046	0,2125443	0,1907734	0,1760163	0,5354297	0,6766326	0,7938871	0,8933790	0,2145118	0,7202794	0,1781027	0,0830845	0,1796338	0,7824113	0,5311838	0,9773793	0,1153167	0,7810856	0,1743018	0,5040252	0,6934488	0,5691554	0,8875312	0,9973905	0,9198349	0,2424938	0,7838247	0,7750749	0,5978611
580	0,6766917	0,3786068	0,1184365	0,5659884	0,2150301	0,1907520	0,1760163	0,5354297	0,6765176	0,7797588	0,8932738	0,2143694	0,7202293	0,1781008	0,0830844	0,1796405	0,7599488	0,5311970	0,9764030	0,1153264	0,7810853	0,1742273	0,5084483	0,6933214	0,5327423	0,8874944	0,9973814	0,9199304	0,2501211	0,7838934	0,7530553	0,5978089
600	0,6802507	0,3786565	0,1350433	0,5636118	0,2188447	0,1905512	0,1760163	0,5354297	0,6754990	0,7561385	0,8923705	0,2130916	0,7197753	0,1780811	0,0830839	0,1796503	0,7149983	0,5310689	0,9744836	0,1154134	0,7810818	0,1735200	0,5161366	0,6921081	0,4642870	0,8869052	0,9972223	0,9199411	0,2662955	0,7844986	0,7042603	0,5973376
620	0,6838414	0,3787928	0,1535850	0,5572065	0,2213134	0,1900539	0,1760163	0,5354297	0,6730684	0,7355338	0,8902551	0,2099934	0,7186489	0,1780275	0,0830826	0,1796853	0,6662317	0,5302406	0,9722289	0,1156172	0,7810723	0,1718001	0,5229381	0,6889504	0,3955910	0,8848387	0,9967019	0,9197466	0,2850554	0,7859548	0,6453769	0,5961698
640	0,6868799	0,3790189	0,1708132	0,5468359	0,2222126	0,1893282	0,1760163	0,5354297	0,6695769	0,7206010	0,8872299	0,2054159	0,7169413	0,1779377	0,0830806	0,1797801	0,6213989	0,5282292	0,9696973	0,1158951	0,7810563	0,1692943	0,5277415	0,6839256	0,3374321	0,8802901	0,9956485	0,9191774	0,3035205	0,7879826	0,5855163	0,5944037
660	0,6892477	0,3793075	0,1854406	0,5338990	0,2221933	0,1885328	0,1760163	0,5354297	0,6657364	0,7107759	0,8838699	0,2001575	0,7149336	0,1778214	0,0830782	0,1799596	0,5832848	0,5250380	0,9668729	0,1161771	0,7810354	0,1664762	0,5306435	0,6777281	0,2918220	0,8726839	0,9939838	0,9180658	0,3203241	0,7900541	0,5295938	0,5923356
680	0,6910081	0,3796202	0,1972056	0,5201201	0,2218846	0,1878097	0,1760163	0,5354297	0,6621691	0,7047484	0,8806746	0,1949680	0,7129158	0,1776929	0,0830756	0,1802215	0,5523933	0,5210766	0,9638230	0,1164131	0,7810121	0,1637489	0,5321062	0,6711976	0,2575008	0,8622200	0,9917400	0,9163015	0,3348972	0,7917580	0,4800259	0,5902697
700	0,6922786	0,3799227	0,2063312	0,5069215	0,2216219	0,1872359	0,1760163	0,5354297	0,6592338	0,7012870	0,8779436	0,1903426	0,7110953	0,1775657	0,0830732	0,1805362	0,5281994	0,5168816	0,9606939	0,1165853	0,7809887	0,1613405	0,5326113	0,6650206	0,2322983	0,8497915	0,9890426	0,9138642	0,3471082	0,7929286	0,4376953	0,5884212
720	0,6931776	0,3801910	0,2132274	0,4952062	0,2214935	0,1868254	0,1760163	0,5354297	0,6570393	0,6994473	0,8757882	0,1865127	0,7095790	0,1774497	0,0830712	0,1808600	0,5097617	0,5128965	0,9576541	0,1166993	0,7809669	0,1593278	0,5325452	0,6596232	0,2140720	0,8366041	0,9860718	0,9108274	0,3570655	0,7935990	0,4025601	0,5868982
740	0,6938050	0,3804130	0,2183370	0,4853882	0,2214669	0,1865535	0,1760163	0,5354297	0,6555291	0,6985710	0,8741920	0,1835154	0,7083930	0,1773503	0,0830695	0,1811507	0,4960337	0,5093880	0,9548464	0,1167704	0,7809480	0,1576989	0,5321816	0,6551874	0,2010201	0,8237837	0,9830206	0,9073381	0,3650016	0,7938971	0,3740563	0,5857230
760	0,6942385	0,3805862	0,2220650	0,4775207	0,2214856	0,1863821	0,1760163	0,5354297	0,6545687	0,6982287	0,8730720	0,1812725	0,7075121	0,1772693	0,0830682	0,1813793	0,4860204	0,5064586	0,9523633	0,1168139	0,7809322	0,1564050	0,5316977	0,6517170	0,1917341	0,8121449	0,9800599	0,9035846	0,3712025	0,7939619	0,3513663	0,5848646
780	0,6945361	0,3807145	0,2247512	0,4714381	0,2215104	0,1862758	0,1760163	0,5354297	0,6540069	0,6981559	0,8723232	0,1796550	0,7068863	0,1772060	0,0830673	0,1815334	0,4788511	0,5041006	0,9502459	0,1168410	0,7809195	0,1553905	0,5311993	0,6491104	0,1851560	0,8021360	0,9773197	0,8997625	0,3759638	0,7939021	0,3335907	0,5842670
800	0,6947392	0,3808050	0,2266668	0,4668701	0,2215259	0,1862085	0,1760163	0,5354297	0,6537102	0,6982002	0,8718452	0,1785238	0,7064589	0,1771582	0,0830666	0,1816154	0,4738045	0,5022497	0,9484940	0,1168585	0,7809096	0,1546041	0,5307432	0,6472193	0,1805099	0,7938936	0,9748819	0,8960466	0,3795641	0,7937874	0,3198541	0,5838690
820	0,6948774	0,3808662	0,2280212	0,4635202	0,2215314	0,1861639	0,1760163	0,5354297	0,6535754	0,6982806	0,8715536	0,1777530	0,7061774	0,1771232	0,0830661	0,1816372	0,4703072	0,5008227	0,9470804	0,1168702	0,7809022	0,1540021	0,5303543	0,6458876	0,1772348	0,7873396	0,9727847	0,8925738	0,3822508	0,7936565	0,3093626	0,5836150
840	0,6949711	0,3809057	0,2289717	0,4611111	0,2215311	0,1861329	0,1760163	0,5354297	0,6535308	0,6983589	0,8713843	0,1772387	0,7059983	0,1770983	0,0830658	0,1816148	0,4679179	0,4997377	0,9459635	0,1168780	0,7808967	0,1535470	0,5300387	0,6449740	0,1749294	0,7822754	0,9710315	0,8894361	0,3842330	0,7935286	0,3014300	0,5834596
