"Time"	fur	rcnR	metJ	metR	oxyR	purR	soxS	soxR	marR	marA	fumC	marB	sodA	rfaY	poxB	glyA	fpr	ahpF	ahpC	uof	pqiA	fhuF	rcnA	pqiB	rfaZ	metE	metA	metH	purA	mntH	nfo	inaA
560	0,9240466	0,2816712	0,1213197	0,6086510	0,2275225	0,1992400	0,4201248	0,0053522	0,6065774	0,6557081	0,0561775	0,2607268	0,8177134	0,6550540	0,6968313	0,2544569	0,6245246	0,4964186	1,0256417	0,2164154	0,8190267	0,0197514	0,4500147	0,7433427	0,4068022	0,8315428	0,7461326	0,7648802	0,3526314	0,7453199	0,4440528	0,7824273
580	0,8438666	0,2796275	0,1433378	0,6217982	0,1774056	0,1895260	0,3568340	0,1393745	0,6276637	0,6565407	0,0540543	0,2262478	0,8472802	0,6302025	0,6701464	0,2139743	0,6308242	0,4696146	1,0699064	0,1987745	0,8257796	0,0323522	0,5016144	0,7202597	0,3547429	0,8384823	0,7572134	0,8460084	0,3370214	0,8005588	0,4185652	0,7393167
600	0,9210333	0,3002080	0,1548711	0,5979086	0,2026156	0,1290041	0,2647483	0,3604692	0,6031438	0,7319571	0,1121502	0,2091662	0,8079907	0,6001396	0,5774418	0,1877260	0,5990150	0,4719793	1,0900536	0,1972224	0,7541538	0,0441833	0,6095057	0,8025310	0,3412300	0,7890069	0,8351682	0,8535045	0,3271476	0,7600357	0,4041148	0,7657222
620	0,8461304	0,2769514	0,1658109	0,5141415	0,2092934	0,1302653	0,2105987	0,4937693	0,6484792	0,7718510	0,2657995	0,1903951	0,7424964	0,5695917	0,4227441	0,1822579	0,6193825	0,4486075	1,0998102	0,1915485	0,7730818	0,0708480	0,5897420	0,7954075	0,3719848	0,8948278	0,8757198	0,9396305	0,3211671	0,7332048	0,3911279	0,7313337
640	0,8545374	0,3187412	0,1647904	0,4997503	0,2559606	0,1384683	0,2085480	0,4607180	0,7300614	0,8044289	0,5411737	0,1853203	0,6944404	0,4448884	0,3166911	0,1952362	0,6260204	0,4594799	1,0849417	0,1712059	0,7383355	0,0717656	0,6095030	0,7905000	0,3251489	0,8237721	0,9170585	0,9551957	0,3552840	0,6665185	0,3929138	0,6336771
660	0,8302556	0,3642018	0,1626575	0,5886818	0,2221770	0,1281464	0,2177650	0,5295970	0,7118397	0,8288115	0,7091100	0,1708901	0,7134363	0,4099084	0,2275276	0,2121240	0,6047283	0,5020326	1,0003015	0,1753912	0,7247387	0,0938941	0,5898215	0,7519628	0,2994128	0,8683548	0,9045947	0,8428151	0,3431113	0,7078283	0,4196672	0,6437393
680	0,8079406	0,3820769	0,1501741	0,5839311	0,2142572	0,1455094	0,1871613	0,5428195	0,7126910	0,7967584	0,7133837	0,1547175	0,7058445	0,3261779	0,1737103	0,2328591	0,6467990	0,5274782	0,9757894	0,1661613	0,7824969	0,0972526	0,5242594	0,7699304	0,2696266	0,8530952	0,9679622	0,8249601	0,3617335	0,7189352	0,3722281	0,6143563
700	0,7505192	0,4186567	0,1604864	0,4780237	0,1818660	0,1589452	0,2000482	0,5817062	0,7542210	0,7464510	0,7515399	0,1690391	0,7277767	0,2724470	0,1617587	0,2049251	0,6201058	0,5587107	1,0007821	0,1410495	0,8348444	0,1076336	0,5309418	0,7129040	0,2462087	0,8880139	0,9676980	0,8342292	0,3626306	0,6998101	0,4232937	0,5825379
720	0,7029200	0,4476602	0,1591772	0,3924353	0,2019385	0,1707211	0,1609638	0,5544582	0,7534711	0,6689719	0,9428594	0,1891247	0,7065625	0,2762228	0,1455967	0,2230280	0,5881613	0,5347189	0,9867464	0,1300018	0,8023961	0,1176746	0,5332343	0,7360194	0,2650692	0,8675083	0,9765101	0,8065068	0,3762676	0,7695480	0,3889618	0,6051497
740	0,7330309	0,3775193	0,1946539	0,4815234	0,2157854	0,1959869	0,1643594	0,5907732	0,6916220	0,6710433	0,9770855	0,2131202	0,7146432	0,2763650	0,1468507	0,2221332	0,5419492	0,5112146	0,9637919	0,1499447	0,7620310	0,1323965	0,5101234	0,7418989	0,2251920	0,9107244	0,9217076	0,7520346	0,3677283	0,7139125	0,3583883	0,6656863
760	0,7785237	0,3968795	0,1729227	0,4762162	0,2035004	0,1740888	0,1546962	0,6226741	0,6465618	0,6680090	0,9533199	0,1887407	0,7558741	0,2247269	0,0877668	0,2528336	0,4959865	0,4938014	0,9422478	0,1538986	0,7357143	0,1162781	0,5069097	0,7752539	0,1967890	0,8962015	0,8982945	0,8161944	0,3518646	0,7110637	0,3155461	0,6226938
780	0,7562755	0,3738994	0,1891778	0,5283700	0,1946286	0,1477223	0,1608279	0,6279611	0,6241416	0,7529816	0,9849162	0,2023618	0,7802614	0,2372931	0,1019216	0,2373568	0,4509280	0,5143745	0,9056749	0,1433722	0,7733211	0,1218161	0,5035746	0,6501828	0,1760758	0,8498355	0,9238734	0,7860854	0,3433128	0,7438163	0,3166533	0,6283840
800	0,7033646	0,3594722	0,1977291	0,5411532	0,1699002	0,1489137	0,2014612	0,5511692	0,5823230	0,7625429	0,9391405	0,2124166	0,7582183	0,2135486	0,1135955	0,2520837	0,4649404	0,5118593	0,9391833	0,1445471	0,7513958	0,1073424	0,4196105	0,6929524	0,2024112	0,9133484	0,9368647	0,8670799	0,3993582	0,7579015	0,3456626	0,5838638
820	0,6802443	0,3374620	0,2211313	0,5072156	0,2274715	0,1746421	0,2040072	0,5763587	0,6288142	0,7491562	0,8559179	0,2097235	0,7339140	0,2123180	0,1105085	0,2471317	0,5188216	0,5072972	0,9618189	0,1394838	0,7922352	0,1290274	0,4977625	0,7350661	0,1966963	0,9012067	0,9885406	0,8318393	0,3874342	0,7617481	0,3632078	0,5673159
840	0,6940826	0,3750343	0,2130022	0,5453232	0,2597909	0,1785143	0,1832919	0,5458718	0,6699004	0,7409163	0,9554416	0,2112162	0,6959432	0,1894733	0,1080118	0,2502905	0,4869860	0,4987888	0,8580233	0,1381811	0,7891670	0,1556395	0,4840427	0,6967595	0,1942707	0,8273052	0,9844271	0,8455530	0,4059342	0,7751685	0,3211665	0,6061461
860	0,6799766	0,3908496	0,2135739	0,5480668	0,2677003	0,1811566	0,2056824	0,4898577	0,7275091	0,7102602	0,9000609	0,1912453	0,6796767	0,2051223	0,1139548	0,2530839	0,5614910	0,5571886	0,8991280	0,1452109	0,8366826	0,1456352	0,5814994	0,7392290	0,2004251	0,8570591	1,0358785	0,8654928	0,3610978	0,8256168	0,2926355	0,6032000
880	0,7326839	0,4129227	0,2202651	0,5516421	0,2385056	0,1994664	0,1954684	0,5100964	0,7494706	0,7243273	0,8972609	0,1637782	0,6906622	0,1924188	0,1053104	0,2557052	0,5490794	0,5380690	0,9448250	0,1349429	0,7871720	0,1206160	0,6224406	0,7623885	0,1801265	0,8224661	1,0093149	0,9602738	0,4054059	0,8508897	0,3276207	0,6123519
900	0,6140508	0,3924748	0,2136953	0,5104909	0,2454064	0,2262130	0,1871561	0,5165862	0,7457234	0,7921432	0,8682947	0,1910345	0,6787494	0,2122352	0,0868692	0,2591998	0,5738400	0,4793507	1,0241969	0,1186070	0,7763250	0,1262245	0,5512008	0,7367475	0,2076498	0,8533241	1,0490289	0,9490909	0,4197212	0,9140679	0,3116031	0,5928039
920	0,6173501	0,3953939	0,2242994	0,4585976	0,2282970	0,2196208	0,1872196	0,5264299	0,6949291	0,7504163	0,8781706	0,1850763	0,7285379	0,2385968	0,0950405	0,2460215	0,5277070	0,4269174	1,0123146	0,1180648	0,7369355	0,1296641	0,5311666	0,7557684	0,1946514	0,8934984	1,0584863	0,9041776	0,4068811	0,9154645	0,3028907	0,5627864
940	0,5948025	0,4019692	0,2424105	0,4455714	0,2128845	0,1970359	0,1732076	0,5460076	0,6897917	0,7109008	0,8947572	0,1725377	0,7408717	0,2260860	0,0873937	0,1946857	0,5096992	0,4914381	0,9819549	0,1256345	0,7753419	0,1603739	0,5349727	0,7517776	0,1886258	0,8149532	1,0138611	0,8863393	0,3601940	0,9345669	0,3224461	0,5793281
960	0,6052715	0,3813478	0,2423311	0,4373325	0,2092166	0,2476291	0,1550650	0,5436207	0,6445531	0,6995069	0,9083105	0,1608936	0,7732728	0,2196799	0,0858681	0,1939173	0,5053379	0,4091212	1,0026395	0,1305193	0,7997616	0,1772694	0,5393051	0,7165804	0,1743863	0,7735524	1,0349345	0,8747642	0,3882120	0,8807999	0,3401053	0,5837922
980	0,6419077	0,3941364	0,2581217	0,4559547	0,1994664	0,2158234	0,1723731	0,5210379	0,6751565	0,6483288	0,8852565	0,1746703	0,7073213	0,2082568	0,1012489	0,1720426	0,4701589	0,4013010	0,9885410	0,1193807	0,7187163	0,1916283	0,5563533	0,7563714	0,1999078	0,8080298	1,0690526	0,8920815	0,3773006	0,8273026	0,3347345	0,5465743
1000	0,6830148	0,3641248	0,2753291	0,4575132	0,2173627	0,1842018	0,1871096	0,5643363	0,6922884	0,6702057	0,8707329	0,1981677	0,6300723	0,1605516	0,0614653	0,1810723	0,4893519	0,4357034	1,0557790	0,1231716	0,7608654	0,2447815	0,5745606	0,7635544	0,2129138	0,7237636	1,0027876	0,9127368	0,3848865	0,8223559	0,3511761	0,5601006
1020	0,6530577	0,3271985	0,2670431	0,4497462	0,2249388	0,1832726	0,1706434	0,5163525	0,6043426	0,7058118	0,8915374	0,2151977	0,6295384	0,1253901	0,0689246	0,1801004	0,4793920	0,4637949	1,0173278	0,1163488	0,7813402	0,2170717	0,5455044	0,7100383	0,1587202	0,7795177	1,0045540	0,9436490	0,4259385	0,8182808	0,2950051	0,5503403
1040	0,6917619	0,3391790	0,2845348	0,4568265	0,2173113	0,1898390	0,1908737	0,5744497	0,6361153	0,6219858	0,8143616	0,2012484	0,6925540	0,1587218	0,0887179	0,1736386	0,4745299	0,4808895	0,9793972	0,1403038	0,8968437	0,2066066	0,5526231	0,6819776	0,1461001	0,7388958	1,0378494	0,9825773	0,4394792	0,8556974	0,3024082	0,5478047
1060	0,6852369	0,4160851	0,2752419	0,4233477	0,2315668	0,1468104	0,1946036	0,5667117	0,6336134	0,5992178	0,7646537	0,2312046	0,7356327	0,1692439	0,0826162	0,1788650	0,4652722	0,4142162	0,9643605	0,1240991	0,8895868	0,1800629	0,5501752	0,6753043	0,1456516	0,7487471	0,9721293	0,9116474	0,4449448	0,7979848	0,2862169	0,5943615
1080	0,6623009	0,3909515	0,2930427	0,4785721	0,2299927	0,1625267	0,1880629	0,5617654	0,7355749	0,6054802	0,7759671	0,2067632	0,7631961	0,1674806	0,0600954	0,1746157	0,4294905	0,4543221	0,9113933	0,1163754	0,7906397	0,1600293	0,5760493	0,7386941	0,1281599	0,7360721	0,9402643	0,8832784	0,4531977	0,7343997	0,2750192	0,5610966
1100	0,6910664	0,3760649	0,2749097	0,4951237	0,2128040	0,1857217	0,1915522	0,5368691	0,6553002	0,5792847	0,8542245	0,2098451	0,7836351	0,1833270	0,0853916	0,1784673	0,4046424	0,4596454	0,9666549	0,1081685	0,7757059	0,1856298	0,5455913	0,7303725	0,1361257	0,6507395	0,9048625	0,9068586	0,3729982	0,7345862	0,2717687	0,5920619

0	0,7514212	0,3926482	0,2451894	0,4658713	0,2269241	0,1933102	0,1830412	0,5507068	0,6036915	0,7193291	0,9109791	0,2226542	0,7426565	0,1688618	0,0879503	0,1940063	0,4247748	0,6476873	0,9081621	0,1689128	0,8027307	0,1069914	0,4633996	0,6431929	0,1721407	0,8256954	1,0082710	0,8700986	0,4318444	0,8691894	0,3091886	0,6213513
20	0,6838133	0,3676775	0,2149331	0,3832382	0,2235141	0,1624068	0,1900292	0,6095431	0,6803061	0,7089545	0,8828608	0,1968999	0,6208431	0,1922413	0,0830647	0,1936983	0,5216103	0,4401913	0,9242763	0,1370223	0,8051795	0,1193606	0,4658258	0,6816082	0,2139411	0,6201724	0,9696355	0,8822623	0,4450579	0,7515903	0,3384765	0,6204625
40	0,6493046	0,3690206	0,1771445	0,4026686	0,2033775	0,1880316	0,1802542	0,6391024	0,6317364	0,7773365	0,9363370	0,1852294	0,6683544	0,1607523	0,0640272	0,2008061	0,5959122	0,4753559	0,8714148	0,1317878	0,8209223	0,1290537	0,4277943	0,7369084	0,2650952	0,6975924	0,9734244	0,7757605	0,3985164	0,8091401	0,4026859	0,5857859
60	0,6038862	0,3927803	0,1770573	0,4117950	0,2355579	0,2154396	0,1995355	0,6172509	0,6700808	0,7983947	1,0404863	0,1956704	0,6996236	0,1746844	0,0840567	0,1851913	0,6646565	0,4890508	0,9355823	0,1297876	0,8656192	0,1756583	0,4874364	0,6568205	0,4357453	0,6516071	1,0055111	0,8132005	0,3792144	0,8044500	0,4846133	0,5544622
80	0,6587804	0,3471611	0,1720114	0,4608690	0,1897329	0,2127474	0,2147104	0,5991139	0,6732717	0,7746629	1,0455707	0,1952751	0,6353103	0,2127388	0,0729030	0,2208342	0,6616196	0,4838939	0,8405316	0,1028617	0,8104127	0,2018708	0,5023601	0,6359257	0,5122068	0,7679640	1,0291563	0,7990030	0,3283117	0,7722257	0,5143928	0,5745832
100	0,6048381	0,3534520	0,1830820	0,5409943	0,1903019	0,2093255	0,1769481	0,5457444	0,6651538	0,8650042	0,9341521	0,2075734	0,7166293	0,2517896	0,0768136	0,2036168	0,7051924	0,4749280	0,8474032	0,1134025	0,7753871	0,1891593	0,4630396	0,5976193	0,5219738	0,8851372	0,9733731	0,8184264	0,3674095	0,7350050	0,5761366	0,5807991
120	0,6385434	0,3468798	0,1741381	0,5364878	0,2004661	0,2462866	0,1736371	0,5358168	0,6477884	0,7793836	0,8953187	0,2132432	0,7006381	0,2529591	0,0628256	0,1805483	0,6981129	0,4683714	0,8406714	0,1025373	0,7854437	0,1801003	0,5133400	0,6592880	0,5011815	0,8600911	0,9385984	0,8556452	0,3072251	0,7271603	0,6518746	0,6082458
140	0,6187715	0,3348591	0,1584619	0,5130372	0,2278769	0,2633721	0,1715457	0,5624201	0,7300644	0,7119836	0,9124871	0,2157607	0,7190438	0,2358187	0,1061890	0,1861776	0,7064054	0,4496136	0,8639287	0,0893074	0,7899025	0,1999355	0,5766251	0,6537034	0,4770100	0,8618235	0,9417241	0,9357891	0,2722360	0,7442772	0,6037029	0,5942546
160	0,6032572	0,3518958	0,1417781	0,5186015	0,2408513	0,2279567	0,1670911	0,5372197	0,6939701	0,7168726	0,8727346	0,1897512	0,7105070	0,2243104	0,1053304	0,1740538	0,7389676	0,4981602	0,8586899	0,0679497	0,7593938	0,1984443	0,5478898	0,6604798	0,4981774	0,8042755	0,9437813	0,9093278	0,2155184	0,7383660	0,6838410	0,5527623
180	0,5513238	0,3471893	0,1334666	0,5166956	0,2330766	0,1782875	0,1540951	0,5826216	0,7228805	0,6599222	0,8404025	0,2098042	0,6560272	0,2283617	0,0791510	0,1542726	0,7665587	0,5245248	0,8176016	0,0898349	0,7706288	0,2101374	0,5537135	0,6378369	0,5262832	0,8962384	0,9535759	0,9251666	0,2380119	0,7539571	0,7417642	0,6315281
200	0,5251886	0,3691553	0,1300384	0,5234024	0,2530779	0,1990540	0,1657660	0,5344038	0,6445608	0,6864084	0,8344371	0,2219018	0,7527563	0,2117822	0,0863364	0,1844695	0,8145617	0,5156517	0,8967115	0,1132507	0,7927341	0,2035865	0,5357719	0,6587325	0,4910665	0,9148671	0,9722990	0,8947754	0,2446211	0,8584790	0,7013926	0,6434086
220	0,5412021	0,3309672	0,1476395	0,5241006	0,2293717	0,2501278	0,1429033	0,5038381	0,6446728	0,7083229	0,7679534	0,2169482	0,7227437	0,2157995	0,0934062	0,1708670	0,8758900	0,5400201	0,8724624	0,1097173	0,7721069	0,2625474	0,6133746	0,6347946	0,5138404	0,9426645	1,0092988	0,8604033	0,2700667	0,8445589	0,7532681	0,6405647
240	0,5941049	0,3249872	0,1739481	0,4868557	0,2341090	0,2551949	0,1414798	0,5136370	0,5996784	0,7255599	0,6517287	0,2202095	0,7118746	0,1935049	0,1134880	0,1771101	0,8103953	0,5175467	0,9835407	0,1093803	0,8124538	0,2721119	0,6674663	0,6365127	0,5556424	0,8272215	0,9216510	0,8813351	0,2550832	0,8569424	0,7673745	0,5924015
260	0,6287164	0,3945044	0,1499191	0,4610403	0,2215126	0,2637975	0,1738100	0,4737744	0,6398045	0,8529343	0,6953379	0,2348679	0,7533710	0,2042550	0,0893780	0,1661630	0,7860870	0,5649290	1,0109787	0,1031517	0,7882714	0,2453012	0,6063713	0,6703329	0,5610043	0,8428145	1,0361428	0,9117049	0,2557828	0,8088255	0,7771443	0,5945808
280	0,6381075	0,3882897	0,1266778	0,4952412	0,2288117	0,2303860	0,1733893	0,4487871	0,6182108	0,8839340	0,7159899	0,2272397	0,7209925	0,1892092	0,0939990	0,1469418	0,8168958	0,5371017	1,0435702	0,1152653	0,7596528	0,2326448	0,5948164	0,6407795	0,5327084	0,8641107	1,0583380	0,9838994	0,2604064	0,8213564	0,7745000	0,5287497
300	0,6697456	0,3994084	0,1224411	0,5291778	0,2209773	0,2296054	0,2021872	0,4716611	0,6496332	0,7763494	0,8183275	0,2381462	0,6846004	0,2185420	0,0669203	0,1502006	0,7852739	0,5622022	1,0720406	0,1056068	0,7507737	0,2284831	0,5872884	0,6211922	0,5795068	0,7644273	1,0969844	0,8979995	0,2108903	0,8059438	0,8010733	0,5895748
320	0,7212696	0,3806268	0,1296456	0,5657415	0,2105284	0,2157272	0,1964815	0,5132044	0,6967167	0,7782124	0,8750241	0,2406527	0,6934234	0,1942015	0,0848698	0,1039134	0,7155749	0,5505845	1,0137247	0,1385085	0,7734244	0,2457025	0,5642043	0,6356351	0,5363611	0,8027908	1,0464151	0,8564248	0,1872797	0,7879915	0,7924734	0,5415773
340	0,8229524	0,3480976	0,1378260	0,5466703	0,2090352	0,2043979	0,1841502	0,5229985	0,6143460	0,7546173	0,8795165	0,1980703	0,7047574	0,2308804	0,0941552	0,1100974	0,6987242	0,5778361	1,0300625	0,1413365	0,8294167	0,2077014	0,5073066	0,6732352	0,5593739	0,7951733	1,0940875	0,8409680	0,1983600	0,8164087	0,7822845	0,5516563
360	0,7804428	0,3599985	0,1254022	0,5294056	0,2330170	0,1770377	0,1787161	0,4807378	0,6538267	0,8072193	0,8601328	0,1776599	0,7401787	0,2231227	0,0905432	0,0872224	0,7457782	0,5301947	1,0003651	0,1325097	0,7746276	0,2224112	0,4893146	0,7015406	0,4860730	0,7987797	1,0502083	0,7961978	0,2036068	0,7554942	0,7427261	0,5725329
380	0,8133312	0,3628690	0,1239055	0,6015877	0,2232690	0,1527438	0,1916360	0,5769031	0,6144369	0,8569565	0,8592575	0,1687932	0,7665970	0,1924264	0,0944228	0,1053158	0,8118683	0,5639684	0,9222531	0,1337710	0,8143089	0,1841522	0,5272305	0,6952363	0,5325088	0,8531457	0,9662339	0,8774459	0,2028511	0,7122268	0,7964553	0,5398223
400	0,7383835	0,3243267	0,1106873	0,5581475	0,2168518	0,1594698	0,1979512	0,5187250	0,6699710	0,8143408	0,9114966	0,2080819	0,6677023	0,1780500	0,0925917	0,1379777	0,8888130	0,5868703	0,9353260	0,1487319	0,7634897	0,1463446	0,5076836	0,7604950	0,4666467	0,9378256	0,9918187	0,8664854	0,2223529	0,7378753	0,8181950	0,5060437
420	0,7909494	0,3608478	0,1113503	0,5261979	0,2172811	0,1951750	0,1914598	0,6069612	0,6719244	0,7821539	0,8979468	0,2272780	0,7338598	0,1828371	0,0863698	0,1687856	0,8763773	0,5532024	0,9836057	0,1347184	0,7221064	0,1427315	0,4847598	0,7587977	0,5113188	0,8800435	1,0124896	0,8801940	0,1940582	0,7362440	0,8298613	0,5484670
440	0,7902094	0,3895839	0,1317774	0,4963060	0,2133535	0,1901746	0,1621535	0,5672377	0,6599257	0,8310371	0,9237607	0,2169482	0,7864700	0,2351896	0,0890712	0,1812882	0,8415624	0,5330300	0,9473700	0,1296174	0,7069263	0,1218284	0,4639719	0,7831064	0,5237191	0,8578632	1,0154121	0,8669525	0,2198696	0,7215848	0,8662624	0,6178827
460	0,7309702	0,4151458	0,1146512	0,5794528	0,2424662	0,1920305	0,1817160	0,5698661	0,6224310	0,8162717	1,0000533	0,2291348	0,7488730	0,2503619	0,1033846	0,1958251	0,8388043	0,5166068	0,9460860	0,1219347	0,7082684	0,1403898	0,4713549	0,7075517	0,5955841	0,8824748	0,9614821	0,9081521	0,2508601	0,6735630	0,8370754	0,6534627
480	0,7206916	0,4023071	0,0969925	0,6206029	0,2364489	0,1465750	0,2152896	0,5916892	0,5825521	0,8017994	1,0315439	0,2540292	0,7881641	0,2515980	0,1103794	0,2125294	0,8116033	0,5008865	0,9827545	0,1174398	0,7028742	0,1194617	0,4635105	0,7095431	0,5842296	0,8754748	0,9378090	0,9041860	0,2613463	0,6466061	0,8707985	0,6206641
500	0,6903810	0,3984666	0,0721742	0,6339785	0,2376719	0,1629498	0,2019299	0,5104831	0,6081157	0,7696638	1,0404913	0,2484773	0,8362649	0,2336557	0,1019398	0,2004547	0,7844458	0,4904639	0,9858263	0,1059853	0,7474721	0,1295030	0,4981037	0,7709011	0,5099436	0,8566016	0,8994714	1,0185012	0,2889082	0,7662543	0,8183561	0,6334285
520	0,7121774	0,3882719	0,0825374	0,5926335	0,2071515	0,1768930	0,1753092	0,5325132	0,6506762	0,7535694	1,0029019	0,1907219	0,8523305	0,2286330	0,0811704	0,2048819	0,7891986	0,5529534	1,0303000	0,1056766	0,7407638	0,1446752	0,4437827	0,7778391	0,5599462	0,9289905	0,9764449	1,0969916	0,2657709	0,7645980	0,7518614	0,5970498
540	0,6759614	0,3711228	0,0935413	0,5674428	0,1944952	0,2100553	0,1504832	0,5785525	0,6903453	0,8302927	1,0361746	0,2016801	0,7401974	0,2494118	0,0743646	0,2022086	0,7767061	0,5669770	1,0282049	0,1015390	0,8116639	0,1323078	0,4786955	0,7171588	0,5030867	0,9205499	0,9795334	1,0389880	0,2773898	0,7852084	0,7984648	0,5373855
560	0,6840009	0,3705591	0,1093735	0,5419742	0,1774954	0,1879548	0,1561711	0,5192692	0,7486617	0,8766014	0,9322116	0,2172450	0,7698671	0,2220016	0,0921434	0,2218766	0,7609048	0,5361948	1,0714322	0,1138921	0,8023312	0,1847524	0,5020019	0,7005949	0,5583113	0,8875186	1,0094845	1,0001338	0,2865939	0,7859452	0,8030626	0,5690310
580	0,6311244	0,4210998	0,1239470	0,5349746	0,2139329	0,1712224	0,1866593	0,4264639	0,7825124	0,8470275	0,9112200	0,2274412	0,7085823	0,1915509	0,0919985	0,2019239	0,7587685	0,5060579	1,0871394	0,0964289	0,8472908	0,1849933	0,5647136	0,6693277	0,5762177	0,8990815	1,0102008	0,9959458	0,2734737	0,7343227	0,8030319	0,5903924
600	0,6244173	0,4023082	0,1421829	0,5602702	0,2250343	0,1905743	0,1744273	0,5616426	0,7748687	0,7470242	0,9142030	0,2203585	0,6593226	0,2047872	0,0750230	0,2021845	0,6946248	0,4485619	0,9377864	0,0932410	0,8426846	0,1911112	0,5603224	0,6496991	0,5281883	0,9011724	1,0483640	0,9304682	0,2451093	0,7945417	0,7549447	0,5868200
620	0,5998931	0,4066742	0,1591051	0,5590636	0,2248631	0,2133873	0,1595657	0,5655954	0,7444494	0,6831114	0,8927245	0,2188940	0,6413315	0,1891857	0,0654489	0,2478199	0,6201902	0,5012084	0,9564138	0,1116971	0,7921979	0,1946540	0,5846980	0,6353852	0,4821578	0,7019348	1,0082628	0,9754788	0,2616594	0,8213815	0,6629433	0,5159078
640	0,6206332	0,4181119	0,1549876	0,5177018	0,2270055	0,2130094	0,1430609	0,5600488	0,6332128	0,6342158	0,9460322	0,2112805	0,7050881	0,1824047	0,0609055	0,1850958	0,6912077	0,5331720	0,8808685	0,1275660	0,7113828	0,2235174	0,5571025	0,5658888	0,4075149	0,9183711	1,0849167	0,9508216	0,2519640	0,7727920	0,5412094	0,5375999
660	0,6033664	0,3880906	0,2080470	0,5540220	0,2287209	0,2034011	0,1676409	0,5776901	0,6395589	0,6754613	0,8018808	0,1932159	0,6506085	0,1421460	0,0519705	0,1640036	0,5953389	0,5433247	0,8348150	0,1405610	0,7661491	0,2175936	0,5033485	0,6202783	0,3093033	0,9084700	1,0747201	0,9431898	0,2981429	0,7823330	0,4944331	0,5487526
680	0,6648882	0,3889093	0,2498508	0,5308987	0,2400132	0,2195806	0,1698173	0,5473288	0,6119843	0,7176288	0,8269421	0,1802479	0,7100281	0,1453497	0,0771879	0,1650664	0,5506251	0,5337285	0,8803476	0,1438891	0,7926430	0,1885853	0,5103561	0,5778683	0,2671847	0,8417667	0,9940120	0,9033851	0,3240530	0,8119513	0,4645678	0,5625275
700	0,6682878	0,3551336	0,2643993	0,4586799	0,2028204	0,1898464	0,1635603	0,5336722	0,6259631	0,7883401	0,9177414	0,1745641	0,7369672	0,1486386	0,0628596	0,1600969	0,5076849	0,5285603	0,9297960	0,1214062	0,8077311	0,1794957	0,5430621	0,6008152	0,2624853	0,8802482	0,9629227	0,9524322	0,3483245	0,8220522	0,4141660	0,5603640
720	0,7692171	0,3447308	0,2496484	0,4679959	0,2260520	0,1834028	0,1626216	0,5341291	0,6360810	0,7088906	0,7958254	0,1682277	0,7545774	0,1917618	0,0661529	0,1793086	0,4842364	0,5470484	0,8680927	0,1141068	0,8330522	0,1970026	0,5137568	0,5708518	0,2393448	0,7654964	0,9558543	0,8933348	0,3750160	0,9400273	0,3731551	0,5839063
740	0,7600626	0,3361015	0,2681368	0,4471058	0,2481499	0,1424416	0,1908599	0,4712038	0,6540208	0,6856834	0,8251318	0,1934285	0,6949893	0,1795504	0,0863134	0,1712628	0,5094822	0,5457710	0,9378292	0,1139412	0,8686707	0,1835335	0,5389977	0,5696945	0,1943463	0,7522573	1,0101266	0,8766718	0,3609735	0,8662819	0,3388827	0,6005223
760	0,6881326	0,3649154	0,2516207	0,4067652	0,2530798	0,1872983	0,1695265	0,4665592	0,6456067	0,7040999	0,7258501	0,1982875	0,6632162	0,1932911	0,1128748	0,1983356	0,4831984	0,5124334	0,8858060	0,1058766	0,8275767	0,1421683	0,5149044	0,5779073	0,2030838	0,7740795	0,9770379	0,9101928	0,3325577	0,8831182	0,3565548	0,6171559
780	0,6213004	0,3985756	0,2365977	0,3952096	0,2525064	0,2023888	0,1538126	0,4855743	0,5970323	0,6919834	0,7318849	0,2145952	0,6768831	0,1730406	0,1033984	0,1895826	0,5311717	0,5262626	0,9029901	0,0965723	0,8414572	0,1519562	0,5264332	0,5981765	0,1551747	0,8406330	0,9399747	0,9038998	0,2978448	0,8626927	0,3655858	0,5847102
800	0,5756221	0,4359604	0,2631705	0,3877549	0,2220901	0,1822906	0,1550954	0,5360589	0,6214760	0,7228656	0,6839914	0,1817135	0,6617570	0,1740041	0,0849886	0,1841484	0,5018281	0,5057819	0,8486733	0,1161806	0,8334023	0,1424020	0,5180297	0,6335134	0,1355131	0,8668075	0,9452759	0,9129716	0,3161769	0,8538618	0,3277737	0,5764529
820	0,5739663	0,4201581	0,2442209	0,3923411	0,2052827	0,1777146	0,1454065	0,5679943	0,6656010	0,7845312	0,7845648	0,1481684	0,6905560	0,1695367	0,0897546	0,1822365	0,4308738	0,4950640	0,8114638	0,1450725	0,8236061	0,1722378	0,5377021	0,6749403	0,1385860	0,7865627	0,9324577	0,8884675	0,3601458	0,7919314	0,3199231	0,5791397
840	0,6538154	0,3897625	0,2127850	0,4342989	0,2284479	0,1691257	0,1644351	0,5968011	0,6675370	0,8158027	0,8118584	0,1900374	0,7649161	0,1436937	0,1010376	0,1712549	0,4146267	0,4890191	0,8320494	0,1495236	0,8090881	0,2213770	0,5349591	0,6600124	0,1501251	0,7575421	0,9740754	0,8160206	0,3461472	0,7891660	0,3059913	0,5097309
