"Time"	fur	rcnR	metJ	metR	oxyR	purR	soxS	soxR	marR	marA	fumC	marB	sodA	rfaY	poxB	glyA	fpr	ahpF	ahpC	uof	pqiA	fhuF	rcnA	pqiB	rfaZ	metE	metA	metH	purA	mntH	nfo	inaA
580	0,9139274	0,3601425	0,1143162	0,5624806	0,2215269	0,1383759	0,1797731	0,4050954	0,7076929	0,6927285	0,0614096	0,1827909	0,9261827	0,6621029	0,5175628	0,2749006	0,5926902	0,5389453	0,9702525	0,2016976	0,8056388	0,0345064	0,5294511	0,7601299	0,4420265	0,8860929	0,8570843	0,8778444	0,4591410	0,6739942	0,3532966	0,7614244
600	0,8567534	0,4084452	0,1183336	0,5623554	0,2215269	0,1429222	0,0923595	0,5581597	0,7096612	0,6918677	0,2832027	0,1753755	0,9089730	0,6057963	0,3811436	0,2744196	0,5900608	0,5388383	0,9702484	0,1880109	0,7993529	0,0487643	0,5263777	0,7696663	0,4112728	0,8861539	0,9289423	0,8792747	0,4587842	0,6785641	0,3496668	0,7334382
620	0,8152805	0,4253265	0,1257936	0,5614822	0,2215269	0,1503537	0,1016475	0,5862538	0,6960208	0,6909575	0,5326275	0,1702724	0,8711124	0,5119199	0,2764897	0,2722538	0,5797822	0,5383773	0,9701579	0,1689911	0,7930435	0,0601896	0,5194302	0,7649011	0,3641048	0,8861093	0,9638591	0,8816950	0,4571877	0,6868962	0,3410194	0,6910617
640	0,7824760	0,4251691	0,1358598	0,5592278	0,2215269	0,1585709	0,1343307	0,5750776	0,6777382	0,6905904	0,6859870	0,1679661	0,8230127	0,4132379	0,2049829	0,2674477	0,5557713	0,5373718	0,9699026	0,1513154	0,7884877	0,0703446	0,5096738	0,7440696	0,3153776	0,8858456	0,9807073	0,8848272	0,4536279	0,6978350	0,3277303	0,6497451
660	0,7560218	0,4175813	0,1475661	0,5551588	0,2215269	0,1660232	0,1602549	0,5583402	0,6630240	0,6910145	0,7712859	0,1676726	0,7808679	0,3330969	0,1588694	0,2600062	0,5240065	0,5357342	0,9694112	0,1380917	0,7855349	0,0800813	0,5000111	0,7153062	0,2742761	0,8851967	0,9886450	0,8883076	0,4481000	0,7101529	0,3133191	0,6192879
680	0,7362500	0,4079654	0,1600292	0,5491752	0,2215269	0,1721088	0,1734537	0,5459363	0,6545360	0,6921355	0,8178900	0,1685674	0,7510895	0,2767323	0,1299032	0,2507277	0,4974057	0,5334665	0,9686309	0,1294320	0,7836987	0,0897753	0,4931554	0,6898740	0,2432478	0,8839499	0,9921027	0,8917802	0,4411917	0,7228362	0,3012307	0,6008687
700	0,7226551	0,3990101	0,1724014	0,5414956	0,2215269	0,1767502	0,1777834	0,5389252	0,6511087	0,6936281	0,8436261	0,1699810	0,7324703	0,2401547	0,1119579	0,2406613	0,4808233	0,5306398	0,9675333	0,1242219	0,7825805	0,0993953	0,4903200	0,6722177	0,2211618	0,8818611	0,9932109	0,8949166	0,4336704	0,7350587	0,2926063	0,5912868
720	0,7136980	0,3918315	0,1839286	0,5325735	0,2215269	0,1800674	0,1780559	0,5357801	0,6505563	0,6951268	0,8577366	0,1714754	0,7215737	0,2173151	0,1009158	0,2307206	0,4721728	0,5273829	0,9661181	0,1212292	0,7819071	0,1086292	0,4912454	0,6613403	0,2058225	0,8786830	0,9929881	0,8974465	0,4262027	0,7462019	0,2870066	0,5868577
740	0,7078220	0,3866722	0,1940828	0,5229853	0,2215269	0,1822814	0,1771993	0,5347790	0,6511676	0,6963803	0,8651572	0,1728160	0,7153287	0,2031321	0,0941283	0,2215432	0,4680610	0,5238668	0,9644161	0,1195256	0,7815030	0,1170938	0,4948662	0,6548842	0,1951894	0,8742116	0,9919278	0,8991942	0,4192609	0,7559015	0,2835653	0,5849679
760	0,7038965	0,3833230	0,2026198	0,5133144	0,2215269	0,1836677	0,1764207	0,5347177	0,6519996	0,6972942	0,8687786	0,1739056	0,7116866	0,1941691	0,0899425	0,2134886	0,4661000	0,5202778	0,9624875	0,1185321	0,7812599	0,1245058	0,4999499	0,6509657	0,1877463	0,8683463	0,9902909	0,9000904	0,4131248	0,7640364	0,2815213	0,5841680
780	0,7012099	0,3813868	0,2095370	0,5040581	0,2215269	0,1844989	0,1759962	0,5349409	0,6526764	0,6978892	0,8703626	0,1747290	0,7094763	0,1883540	0,0873481	0,2066910	0,4650478	0,5167869	0,9604133	0,1179278	0,7811126	0,1307441	0,5054648	0,6484543	0,1824739	0,8611407	0,9882465	0,9001599	0,4079158	0,7706644	0,2803371	0,5837908
800	0,6993383	0,3804375	0,2149857	0,4955750	0,2215269	0,1849959	0,1758525	0,5351686	0,6531232	0,6982392	0,8709527	0,1753148	0,7080823	0,1844995	0,0857324	0,2011250	0,4643835	0,5135279	0,9582829	0,1175457	0,7810230	0,1358299	0,5107072	0,6467601	0,1787090	0,8528187	0,9859346	0,8994969	0,4036378	0,7759469	0,2796680	0,5835770
820	0,6980264	0,3801058	0,2191868	0,4880744	0,2215269	0,1853085	0,1758548	0,5353205	0,6533824	0,6984247	0,8711204	0,1757093	0,7071856	0,1819205	0,0847238	0,1966684	0,4639255	0,5105885	0,9561818	0,1172993	0,7809682	0,1398739	0,5152841	0,6455889	0,1760140	0,8437428	0,9834849	0,8982378	0,4002177	0,7800866	0,2793023	0,5834407
840	0,6971104	0,3801127	0,2223734	0,4816354	0,2215269	0,1855229	0,1759055	0,5354000	0,6535190	0,6985112	0,8711443	0,1759617	0,7066107	0,1801996	0,0840939	0,1931547	0,4636138	0,5080124	0,9541814	0,1171407	0,7809347	0,1430271	0,5190403	0,6447821	0,1740892	0,8343466	0,9810168	0,8965376	0,3975414	0,7832888	0,2791118	0,5833543
860	0,6964772	0,3802703	0,2247593	0,4762398	0,2215269	0,1856807	0,1759559	0,5354323	0,6535856	0,6985439	0,8711396	0,1761150	0,7062497	0,1790638	0,0837015	0,1904103	0,4634163	0,5058080	0,9523348	0,1170404	0,7809143	0,1454473	0,5219761	0,6442376	0,1727211	0,8250596	0,9786324	0,8945508	0,3954812	0,7857397	0,2790198	0,5833041
880	0,6960448	0,3804666	0,2265265	0,4718070	0,2215269	0,1857995	0,1759902	0,5354404	0,6536154	0,6985505	0,8711415	0,1762029	0,7060298	0,1783251	0,0834577	0,1882768	0,4633032	0,5039592	0,9506752	0,1169786	0,7809019	0,1472804	0,5241793	0,6438798	0,1717539	0,8162461	0,9764102	0,8924183	0,3939145	0,7875989	0,2789803	0,5832791
900	0,6957527	0,3806441	0,2278228	0,4682234	0,2215269	0,1858871	0,1760088	0,5354391	0,6536274	0,6985463	0,8711530	0,1762501	0,7059005	0,1778517	0,0833069	0,1866211	0,4632457	0,5024344	0,9492179	0,1169416	0,7808944	0,1486529	0,5257757	0,6436501	0,1710734	0,8081713	0,9744028	0,8902586	0,3927337	0,7889984	0,2789667	0,5832692
920	0,6955571	0,3807809	0,2287655	0,4653645	0,2215269	0,1859487	0,1760166	0,5354356	0,6536309	0,6985390	0,8711688	0,1762732	0,7058268	0,1775520	0,0832139	0,1853364	0,4632208	0,5011948	0,9479640	0,1169200	0,7808899	0,1496700	0,5268972	0,6435050	0,1705962	0,8009943	0,9726378	0,8881644	0,3918496	0,7900444	0,2789642	0,5832671
940	0,6954267	0,3808744	0,2294456	0,4631084	0,2215269	0,1859899	0,1760188	0,5354326	0,6536307	0,6985319	0,8711838	0,1762830	0,7057861	0,1773638	0,0831567	0,1843401	0,4632122	0,5001995	0,9469041	0,1169078	0,7808872	0,1504166	0,5276640	0,6434137	0,1702622	0,7947789	0,9711222	0,8862020	0,3911913	0,7908211	0,2789655	0,5832682
960	0,6953400	0,3809317	0,2299325	0,4613442	0,2215269	0,1860161	0,1760186	0,5354308	0,6536290	0,6985264	0,8711954	0,1762860	0,7057640	0,1772460	0,0831215	0,1835681	0,4632104	0,4994090	0,9460220	0,1169009	0,7808856	0,1509600	0,5281761	0,6433558	0,1700285	0,7895151	0,9698470	0,8844138	0,3907036	0,7913944	0,2789670	0,5832698
980	0,6952823	0,3809626	0,2302787	0,4599753	0,2215269	0,1860322	0,1760178	0,5354299	0,6536269	0,6985225	0,8712033	0,1762858	0,7057521	0,1771723	0,0830999	0,1829712	0,4632105	0,4987870	0,9452980	0,1168970	0,7808846	0,1513525	0,5285117	0,6433185	0,1698650	0,7851416	0,9687932	0,8828217	0,3903441	0,7918153	0,2789676	0,5832710
1000	0,6952438	0,3809761	0,2305234	0,4589201	0,2215269	0,1860420	0,1760171	0,5354296	0,6536250	0,6985199	0,8712080	0,1762846	0,7057457	0,1771261	0,0830867	0,1825108	0,4632105	0,4983018	0,9447109	0,1168948	0,7808840	0,1516341	0,5287285	0,6432938	0,1697504	0,7815670	0,9679358	0,8814321	0,3900802	0,7921228	0,2789673	0,5832717
1020	0,6952181	0,3809795	0,2306954	0,4581116	0,2215269	0,1860481	0,1760166	0,5354296	0,6536234	0,6985183	0,8712105	0,1762832	0,7057421	0,1770968	0,0830785	0,1821567	0,4632101	0,4979261	0,9442400	0,1168936	0,7808837	0,1518349	0,5288677	0,6432771	0,1696701	0,7786865	0,9672475	0,8802397	0,3898875	0,7923465	0,2789663	0,5832718
1040	0,6952008	0,3809779	0,2308157	0,4574953	0,2215269	0,1860521	0,1760164	0,5354296	0,6536222	0,6985174	0,8712117	0,1762820	0,7057401	0,1770783	0,0830734	0,1818853	0,4632093	0,4976372	0,9438659	0,1168929	0,7808835	0,1519772	0,5289570	0,6432656	0,1696138	0,7763935	0,9667014	0,8792314	0,3897473	0,7925086	0,2789651	0,5832718
1060	0,6951892	0,3809745	0,2308996	0,4570278	0,2215269	0,1860549	0,1760163	0,5354296	0,6536215	0,6985170	0,8712121	0,1762811	0,7057390	0,1770665	0,0830703	0,1816777	0,4632084	0,4974162	0,9435712	0,1168925	0,7808833	0,1520778	0,5290148	0,6432577	0,1695742	0,7745874	0,9662727	0,8783898	0,3896456	0,7926256	0,2789637	0,5832716
1080	0,6951814	0,3809709	0,2309577	0,4566747	0,2215269	0,1860568	0,1760162	0,5354297	0,6536210	0,6985168	0,8712122	0,1762806	0,7057383	0,1770590	0,0830684	0,1815192	0,4632076	0,4972482	0,9433410	0,1168922	0,7808832	0,1521485	0,5290530	0,6432522	0,1695464	0,7731779	0,9659390	0,8776952	0,3895721	0,7927098	0,2789625	0,5832714
1100	0,6951762	0,3809680	0,2309980	0,4564090	0,2215269	0,1860582	0,1760163	0,5354297	0,6536207	0,6985167	0,8712122	0,1762802	0,7057379	0,1770542	0,0830672	0,1813986	0,4632069	0,4971211	0,9431624	0,1168921	0,7808832	0,1521980	0,5290787	0,6432485	0,1695269	0,7720867	0,9656814	0,8771277	0,3895191	0,7927703	0,2789615	0,5832712

0	0,6951645	0,3809652	0,2310965	0,4553605	0,2215269	0,1860614	0,1760163	0,5354297	0,6536206	0,6985169	0,8712120	0,1762800	0,7057380	0,1770459	0,0830653	0,1808613	0,4632058	0,4966047	0,9423410	0,1168918	0,7808831	0,1523269	0,5291463	0,6432404	0,1694814	0,7672229	0,9645494	0,8736170	0,3893711	0,7929439	0,2789555	0,5832710
20	0,6884953	0,3809124	0,1838275	0,4564441	0,2126226	0,1862143	0,1760163	0,5354297	0,6545166	0,7409476	0,8718640	0,1778920	0,7061409	0,1770763	0,0830658	0,1809025	0,5856955	0,4969079	0,9481947	0,1168203	0,7808892	0,1527482	0,5131481	0,6444875	0,2886087	0,7702136	0,9653948	0,8740046	0,3528819	0,7924053	0,4169419	0,5838266
40	0,6840096	0,3806749	0,1545302	0,4615258	0,2096522	0,1868786	0,1760163	0,5354297	0,6580403	0,7650816	0,8744675	0,1840292	0,7077624	0,1771969	0,0830679	0,1809052	0,6597780	0,4986436	0,9527055	0,1165284	0,7809135	0,1546536	0,5047130	0,6495810	0,3722315	0,7815709	0,9687309	0,8746157	0,3257717	0,7901853	0,5161581	0,5859213
60	0,6809916	0,3802872	0,1365802	0,4709114	0,2099821	0,1878774	0,1760163	0,5354297	0,6629142	0,7787067	0,8782004	0,1922710	0,7101075	0,1773678	0,0830710	0,1808143	0,7056640	0,5023010	0,9567453	0,1161270	0,7809476	0,1576899	0,5007256	0,6570814	0,4309334	0,7982328	0,9737992	0,8757204	0,3050867	0,7871090	0,5882372	0,5887204
80	0,6789621	0,3798483	0,1257100	0,4832438	0,2112590	0,1888744	0,1760163	0,5354297	0,6675666	0,7862624	0,8819993	0,1999300	0,7125217	0,1775411	0,0830742	0,1805991	0,7344265	0,5072483	0,9604913	0,1157714	0,7809818	0,1610028	0,4992329	0,6649712	0,4721413	0,8153293	0,9791763	0,8775414	0,2892117	0,7844118	0,6407135	0,5913715
100	0,6775986	0,3794405	0,1192077	0,4968129	0,2122634	0,1896555	0,1760163	0,5354297	0,6712146	0,7903280	0,8852764	0,2057887	0,7146364	0,1776916	0,0830770	0,1802841	0,7525325	0,5124718	0,9638871	0,1155333	0,7810111	0,1639856	0,4990593	0,6720614	0,5010684	0,8302687	0,9839385	0,8801655	0,2770720	0,7827012	0,6788378	0,5935036
120	0,6766834	0,3791093	0,1153706	0,5101555	0,2127181	0,1901666	0,1760163	0,5354297	0,6737205	0,7924197	0,8878415	0,2097299	0,7163230	0,1778115	0,0830792	0,1799310	0,7639233	0,5171749	0,9668421	0,1154071	0,7810340	0,1664127	0,4995199	0,6778877	0,5213742	0,8424504	0,9877393	0,8835120	0,2678625	0,7819567	0,7064248	0,5950627
140	0,6760693	0,3788683	0,1131411	0,5222745	0,2127858	0,1904536	0,1760163	0,5354297	0,6752671	0,7934268	0,8897221	0,2121302	0,7175874	0,1779018	0,0830809	0,1796046	0,7710617	0,5209758	0,9693077	0,1153544	0,7810509	0,1683027	0,5002290	0,6824063	0,5356280	0,8521607	0,9905872	0,8873741	0,2609464	0,7818631	0,7262942	0,5961321
160	0,6756574	0,3787101	0,1118698	0,5326457	0,2126971	0,1905946	0,1760163	0,5354297	0,6761280	0,7938627	0,8910355	0,2134676	0,7184936	0,1779671	0,0830821	0,1793502	0,7755074	0,5238381	0,9712911	0,1153374	0,7810629	0,1697607	0,5009797	0,6857701	0,5456334	0,8598829	0,9926409	0,8914906	0,2558096	0,7820883	0,7405384	0,5968308
180	0,6753809	0,3786177	0,1111618	0,5411187	0,2125983	0,1906577	0,1760163	0,5354297	0,6765521	0,7940153	0,8919177	0,2141465	0,7191204	0,1780128	0,0830829	0,1791855	0,7782541	0,5259106	0,9728408	0,1153326	0,7810711	0,1708901	0,5016694	0,6881976	0,5526566	0,8660399	0,9940890	0,8956110	0,2520363	0,7824069	0,7507055	0,5972690
200	0,6751953	0,3785719	0,1107799	0,5477905	0,2125415	0,1906874	0,1760163	0,5354297	0,6767254	0,7940398	0,8924909	0,2144527	0,7195417	0,1780441	0,0830835	0,1791061	0,7799354	0,5273910	0,9740258	0,1153298	0,7810765	0,1717664	0,5022556	0,6899070	0,5575862	0,8709504	0,9950982	0,8995340	0,2492928	0,7827080	0,7579344	0,5975337
220	0,6750707	0,3785558	0,1105832	0,5528905	0,2125243	0,1907062	0,1760163	0,5354297	0,6767698	0,7940156	0,8928524	0,2145665	0,7198178	0,1780651	0,0830838	0,1790940	0,7809540	0,5284521	0,9749183	0,1153264	0,7810800	0,1724413	0,5027284	0,6910870	0,5610465	0,8748515	0,9957982	0,9031219	0,2473154	0,7829567	0,7630571	0,5976878
240	0,6749869	0,3785561	0,1104891	0,5566970	0,2125279	0,1907220	0,1760163	0,5354297	0,6767577	0,7939799	0,8930742	0,2145913	0,7199949	0,1780788	0,0830841	0,1791274	0,7815644	0,5292199	0,9755837	0,1153229	0,7810823	0,1729534	0,5030953	0,6918883	0,5634752	0,8779274	0,9962833	0,9062976	0,2459003	0,7831537	0,7666775	0,5977741
260	0,6749307	0,3785641	0,1104501	0,5594839	0,2125365	0,1907363	0,1760163	0,5354297	0,6767274	0,7939477	0,8932067	0,2145813	0,7201063	0,1780877	0,0830842	0,1791862	0,7819260	0,5297791	0,9760761	0,1153202	0,7810836	0,1733351	0,5033712	0,6924252	0,5651800	0,8803287	0,9966204	0,9090336	0,2448928	0,7833093	0,7692306	0,5978204
280	0,6748930	0,3785741	0,1104393	0,5614933	0,2125429	0,1907483	0,1760163	0,5354297	0,6766969	0,7939236	0,8932839	0,2145625	0,7201753	0,1780934	0,0830843	0,1792552	0,7821378	0,5301864	0,9764385	0,1153184	0,7810845	0,1736147	0,5035732	0,6927811	0,5663765	0,8821826	0,9968553	0,9113378	0,2441780	0,7834331	0,7710281	0,5978440
300	0,6748676	0,3785833	0,1104416	0,5629251	0,2125456	0,1907573	0,1760163	0,5354297	0,6766725	0,7939075	0,8933277	0,2145451	0,7202173	0,1780970	0,0830844	0,1793242	0,7822604	0,5304815	0,9767040	0,1153175	0,7810850	0,1738170	0,5037177	0,6930152	0,5672164	0,8835977	0,9970195	0,9132416	0,2436719	0,7835315	0,7722924	0,5978552
320	0,6748506	0,3785906	0,1104493	0,5639362	0,2125459	0,1907635	0,1760163	0,5354297	0,6766555	0,7938975	0,8933520	0,2145324	0,7202426	0,1780992	0,0830844	0,1793876	0,7823306	0,5306935	0,9768976	0,1153170	0,7810853	0,1739620	0,5038189	0,6931681	0,5678059	0,8846658	0,9971347	0,9147888	0,2433140	0,7836087	0,7731809	0,5978600
340	0,6748392	0,3785957	0,1104583	0,5646458	0,2125452	0,1907674	0,1760163	0,5354297	0,6766447	0,7938918	0,8933651	0,2145242	0,7202577	0,1781006	0,0830844	0,1794429	0,7823705	0,5308448	0,9770381	0,1153169	0,7810855	0,1740653	0,5038886	0,6932677	0,5682197	0,8854636	0,9972158	0,9160286	0,2430610	0,7836683	0,7738052	0,5978618
360	0,6748315	0,3785990	0,1104668	0,5651418	0,2125446	0,1907697	0,1760163	0,5354297	0,6766384	0,7938888	0,8933719	0,2145193	0,7202666	0,1781014	0,0830845	0,1794893	0,7823929	0,5309522	0,9771398	0,1153168	0,7810856	0,1741388	0,5039358	0,6933324	0,5685101	0,8860537	0,9972729	0,9170096	0,2428823	0,7837134	0,7742438	0,5978622
380	0,6748264	0,3786009	0,1104740	0,5654877	0,2125442	0,1907711	0,1760163	0,5354297	0,6766349	0,7938874	0,8933755	0,2145168	0,7202719	0,1781020	0,0830845	0,1795274	0,7824054	0,5310283	0,9772131	0,1153168	0,7810856	0,1741909	0,5039674	0,6933744	0,5687139	0,8864863	0,9973132	0,9177777	0,2427560	0,7837470	0,7745519	0,5978620
400	0,6748229	0,3786018	0,1104798	0,5657288	0,2125441	0,1907719	0,1760163	0,5354297	0,6766332	0,7938869	0,8933772	0,2145156	0,7202750	0,1781023	0,0830845	0,1795581	0,7824124	0,5310822	0,9772658	0,1153168	0,7810857	0,1742276	0,5039885	0,6934017	0,5688570	0,8868011	0,9973417	0,9183734	0,2426669	0,7837718	0,7747685	0,5978618
420	0,6748206	0,3786021	0,1104843	0,5658970	0,2125442	0,1907724	0,1760163	0,5354297	0,6766325	0,7938867	0,8933781	0,2145152	0,7202768	0,1781025	0,0830845	0,1795824	0,7824162	0,5311204	0,9773037	0,1153167	0,7810857	0,1742535	0,5040023	0,6934196	0,5689574	0,8870285	0,9973618	0,9188315	0,2426040	0,7837899	0,7749208	0,5978616
440	0,6748191	0,3786021	0,1104877	0,5660146	0,2125442	0,1907728	0,1760163	0,5354297	0,6766323	0,7938868	0,8933786	0,2145151	0,7202780	0,1781026	0,0830845	0,1796014	0,7824184	0,5311476	0,9773307	0,1153167	0,7810857	0,1742717	0,5040115	0,6934312	0,5690279	0,8871920	0,9973760	0,9191813	0,2425595	0,7838031	0,7750278	0,5978614
460	0,6748180	0,3786020	0,1104903	0,5660968	0,2125443	0,1907731	0,1760163	0,5354297	0,6766323	0,7938868	0,8933788	0,2145152	0,7202786	0,1781027	0,0830845	0,1796161	0,7824197	0,5311668	0,9773501	0,1153167	0,7810857	0,1742843	0,5040176	0,6934389	0,5690774	0,8873088	0,9973861	0,9194467	0,2425282	0,7838128	0,7751031	0,5978613
480	0,6748173	0,3786019	0,1104921	0,5661545	0,2125443	0,1907733	0,1760163	0,5354297	0,6766324	0,7938869	0,8933789	0,2145153	0,7202790	0,1781028	0,0830845	0,1796273	0,7824204	0,5311805	0,9773639	0,1153167	0,7810857	0,1742931	0,5040216	0,6934439	0,5691121	0,8873921	0,9973932	0,9196469	0,2425060	0,7838198	0,7751561	0,5978612
500	0,6748169	0,3786018	0,1104934	0,5661951	0,2125443	0,1907734	0,1760163	0,5354297	0,6766325	0,7938870	0,8933790	0,2145154	0,7202793	0,1781028	0,0830845	0,1796359	0,7824208	0,5311901	0,9773737	0,1153167	0,7810857	0,1742993	0,5040243	0,6934473	0,5691365	0,8874513	0,9973982	0,9197972	0,2424904	0,7838249	0,7751934	0,5978612
520	0,6748165	0,3786017	0,1104944	0,5662237	0,2125443	0,1907735	0,1760163	0,5354297	0,6766326	0,7938870	0,8933790	0,2145154	0,7202795	0,1781028	0,0830845	0,1796423	0,7824210	0,5311970	0,9773807	0,1153167	0,7810857	0,1743035	0,5040262	0,6934495	0,5691536	0,8874932	0,9974017	0,9199095	0,2424794	0,7838285	0,7752197	0,5978612
540	0,6748163	0,3786016	0,1104951	0,5662439	0,2125443	0,1907736	0,1760163	0,5354297	0,6766326	0,7938871	0,8933790	0,2145155	0,7202796	0,1781028	0,0830845	0,1796472	0,7824211	0,5312018	0,9773857	0,1153167	0,7810857	0,1743064	0,5040274	0,6934509	0,5691656	0,8875228	0,9974042	0,9199932	0,2424716	0,7838312	0,7752382	0,5978612
560	0,6748162	0,3786016	0,1104956	0,5662581	0,2125443	0,1907736	0,1760163	0,5354297	0,6766327	0,7938871	0,8933790	0,2145155	0,7202796	0,1781028	0,0830845	0,1796508	0,7824212	0,5312052	0,9773892	0,1153167	0,7810857	0,1743085	0,5040283	0,6934519	0,5691740	0,8875438	0,9974060	0,9200553	0,2424661	0,7838330	0,7752512	0,5978612
580	0,6814857	0,3786561	0,1602027	0,5644937	0,2217687	0,1906130	0,1760163	0,5354297	0,6758404	0,7507698	0,8928694	0,2130748	0,7199910	0,1780855	0,0830841	0,1796551	0,6727077	0,5312097	0,9738397	0,1153926	0,7810819	0,1737816	0,5201338	0,6926339	0,4500801	0,8873881	0,9972663	0,9200590	0,2761327	0,7843595	0,6536153	0,5974786
600	0,6859716	0,3789013	0,1906254	0,5561995	0,2246038	0,1899242	0,1760163	0,5354297	0,6726108	0,7262545	0,8906979	0,2075047	0,7187264	0,1780066	0,0830824	0,1796894	0,6036353	0,5302846	0,9711558	0,1156967	0,7810651	0,1715509	0,5285681	0,6889217	0,3664775	0,8862423	0,9965169	0,9198145	0,3018058	0,7865460	0,5622150	0,5958862
620	0,6889901	0,3792982	0,2088027	0,5422567	0,2240956	0,1889043	0,1760163	0,5354297	0,6679224	0,7124318	0,8873133	0,1998212	0,7166877	0,1778730	0,0830798	0,1798203	0,5576703	0,5273140	0,9684813	0,1161040	0,7810374	0,1682395	0,5325028	0,6826843	0,3077841	0,8830216	0,9949344	0,9190764	0,3221403	0,7895704	0,4915459	0,5934610
640	0,6910199	0,3797430	0,2193958	0,5259455	0,2227602	0,1879004	0,1760163	0,5354297	0,6632269	0,7048101	0,8835907	0,1924055	0,7143678	0,1777136	0,0830767	0,1800884	0,5262209	0,5226038	0,9654892	0,1164564	0,7810052	0,1648274	0,5339395	0,6752873	0,2665761	0,8768142	0,9925168	0,9176230	0,3383454	0,7922155	0,4367840	0,5908602
660	0,6923835	0,3801516	0,2253957	0,5100522	0,2217671	0,1871237	0,1760163	0,5354297	0,6593863	0,7007899	0,8801690	0,1864480	0,7121636	0,1775556	0,0830738	0,1804705	0,5045824	0,5172419	0,9622318	0,1166875	0,7809742	0,1618720	0,5340745	0,6679712	0,2376440	0,8674275	0,9894355	0,9153474	0,3511504	0,7938907	0,3947689	0,5885408
680	0,6932986	0,3804796	0,2286744	0,4961837	0,2213354	0,1866228	0,1760163	0,5354297	0,6566564	0,6988341	0,8773605	0,1821943	0,7102948	0,1774165	0,0830714	0,1808954	0,4898243	0,5122162	0,9589289	0,1168078	0,7809476	0,1595269	0,5335947	0,6615160	0,2173310	0,8555253	0,9859690	0,9122890	0,3611222	0,7946213	0,3629900	0,5867050
700	0,6939125	0,3807154	0,2303790	0,4849462	0,2212820	0,1863478	0,1760163	0,5354297	0,6549314	0,6980214	0,8752344	0,1794186	0,7088334	0,1773042	0,0830694	0,1812830	0,4799302	0,5080528	0,9558093	0,1168571	0,7809268	0,1577335	0,5328808	0,6562569	0,2030700	0,8423043	0,9824190	0,9086115	0,3687570	0,7947191	0,3393116	0,5853746
720	0,6943244	0,3808680	0,2311981	0,4763140	0,2213759	0,1862182	0,1760163	0,5354297	0,6539645	0,6978012	0,8737242	0,1777480	0,7077595	0,1772192	0,0830680	0,1815760	0,4734412	0,5048634	0,9530332	0,1168725	0,7809114	0,1563717	0,5321336	0,6522209	0,1930583	0,8290267	0,9790423	0,9045536	0,3745010	0,7945102	0,3219197	0,5844773
740	0,6946007	0,3809555	0,2315370	0,4699447	0,2214750	0,1861639	0,1760163	0,5354297	0,6535005	0,6978534	0,8727081	0,1768252	0,7070099	0,1771582	0,0830670	0,1817518	0,4692913	0,5025274	0,9506765	0,1168766	0,7809007	0,1553331	0,5314511	0,6492670	0,1860301	0,8166871	0,9760160	0,9003739	0,3787495	0,7942143	0,3093110	0,5839103
760	0,6947862	0,3809977	0,2316285	0,4653894	0,2215308	0,1861401	0,1760163	0,5354297	0,6533336	0,6980026	0,8720579	0,1763681	0,7065096	0,1771163	0,0830663	0,1818180	0,4667099	0,5008504	0,9487478	0,1168792	0,7808936	0,1545393	0,5308732	0,6471881	0,1810966	0,8058911	0,9734327	0,8963061	0,3818432	0,7939377	0,3002750	0,5835749
780	0,6949108	0,3810115	0,2316027	0,4622094	0,2215471	0,1861249	0,1760163	0,5354297	0,6533205	0,6981612	0,8716619	0,1761782	0,7061893	0,1770887	0,0830659	0,1818000	0,4651523	0,4996516	0,9472132	0,1168824	0,7808891	0,1539363	0,5304083	0,6457730	0,1776337	0,7968846	0,9713148	0,8925298	0,3840662	0,7937120	0,2938631	0,5833905
800	0,6949945	0,3810098	0,2315297	0,4600307	0,2215432	0,1861108	0,1760163	0,5354297	0,6533726	0,6982929	0,8714332	0,1761274	0,7059922	0,1770712	0,0830656	0,1817283	0,4642434	0,4987932	0,9460190	0,1168858	0,7808864	0,1534841	0,5300483	0,6448375	0,1752031	0,7896519	0,9696354	0,8891605	0,3856465	0,7935351	0,2893500	0,5832985
820	0,6950507	0,3810012	0,2314451	0,4585591	0,2215345	0,1860973	0,1760163	0,5354297	0,6534411	0,6983885	0,8713088	0,1761395	0,7058758	0,1770604	0,0830655	0,1816301	0,4637327	0,4981783	0,9451061	0,1168885	0,7808848	0,1531503	0,5297782	0,6442344	0,1734971	0,7840199	0,9683405	0,8862529	0,3867612	0,7933959	0,2861932	0,5832590
840	0,6950884	0,3809910	0,2313659	0,4575749	0,2215282	0,1860857	0,1760163	0,5354297	0,6535031	0,6984513	0,8712461	0,1761729	0,7058097	0,1770540	0,0830654	0,1815255	0,4634580	0,4977400	0,9444189	0,1168902	0,7808839	0,1529075	0,5295810	0,6438541	0,1722997	0,7797436	0,9673650	0,8838136	0,3875437	0,7932852	0,2839948	0,5832469
860	0,6951138	0,3809818	0,2312984	0,4569210	0,2215256	0,1860768	0,1760163	0,5354297	0,6535505	0,6984888	0,8712178	0,1762077	0,7057739	0,1770503	0,0830653	0,1814268	0,4633177	0,4974305	0,9439082	0,1168911	0,7808835	0,1527329	0,5294403	0,6436185	0,1714593	0,7765636	0,9666444	0,8818151	0,3880916	0,7931969	0,2824676	0,5832474
