melR	crp	rhaR	rhaS	feaR	malI	zraR	mtlR	rbsR	prpR	rbsK	rhaB	malY	rbsB	prpB	prpE	rhaA	melA	prpD	rbsD	malX	rbsA	melB	zraS	rhaD	prpC	rbsC	rhaT	mtlD	mtlA	ychH	agp	Time	Experiment
0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	0	1	1	0	1	1	0	0	1	1	0	380	5
0	1	1	0	0	1	1	1	1	0	0	1	0	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	0	400	5
0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	0	0	1	420	5
0	1	1	1	1	1	0	0	0	0	0	1	0	0	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	1	0	1	440	5
0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	1	0	1	1	1	0	1	0	1	0	0	0	0	1	460	5
0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	1	0	1	1	1	1	0	0	1	1	0	1	0	1	480	5
0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	1	1	1	0	1	1	0	0	0	0	500	5
0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	1	1	1	0	1	0	0	1	1	0	1	0	0	0	0	1	520	5
0	1	1	0	0	1	0	0	0	0	0	1	0	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	0	1	0	1	540	5
0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	1	0	1	0	1	0	0	0	0	0	560	5
0	1	0	1	1	1	0	0	0	1	0	1	0	0	1	1	1	0	1	0	1	0	1	1	1	1	0	0	0	1	0	1	580	5
0	1	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	1	1	0	1	0	1	1	0	600	5
0	0	0	0	1	1	1	0	1	1	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	0	1	0	1	620	5
0	1	0	1	0	1	1	1	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	640	5
0	1	0	1	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	660	5
0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	0	1	0	1	1	0	1	0	0	680	5
0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	700	5
0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	1	0	0	720	5
0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	1	0	0	0	740	5
0	0	0	0	1	1	0	1	0	1	0	1	0	0	1	1	0	1	1	0	1	0	0	1	0	0	0	1	1	1	0	1	760	5
0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	1	0	0	0	0	780	5
0	0	0	0	0	1	0	0	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	1	0	0	0	1	800	5
0	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	0	820	5
0	1	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	0	1	1	0	1	0	0	840	5
0	0	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	860	5
0	0	0	1	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	1	1	0	1	1	0	1	1	0	880	5
0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	1	0	900	5
0	0	0	1	0	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	920	5
0	1	0	0	0	1	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	940	5
0	1	0	1	1	1	0	0	0	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	1	960	5
0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	980	5
0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	0	1	0	1	0	0	1000	5
0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	0	0	1	0	1	1020	5
0	1	0	0	1	1	0	0	0	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	1	0	0	0	1	1	0	1040	5
0	1	1	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	1	0	0	1060	5
0	0	0	1	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	1	1080	5
0	1	0	1	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	1100	5
0	0	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	1	0	0	6
0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	0	0	1	0	1	1	1	20	6
0	1	0	0	0	1	1	1	1	1	0	1	0	0	0	0	1	0	1	1	0	0	1	1	1	1	0	0	0	1	1	0	40	6
0	1	0	1	0	1	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	1	1	0	0	0	0	1	1	0	60	6
0	0	0	0	0	1	1	0	1	1	0	1	0	0	1	1	1	0	0	1	0	0	1	0	1	0	1	1	0	1	1	0	80	6
0	1	1	0	0	1	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	0	0	1	1	1	100	6
0	0	0	0	0	1	1	1	0	1	0	1	0	0	1	0	1	0	1	0	0	0	1	1	1	1	1	0	0	1	0	1	120	6
0	1	1	1	0	1	1	0	1	1	0	0	0	0	0	1	1	0	0	1	0	0	1	0	1	0	0	1	0	1	1	0	140	6
0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	0	1	0	0	1	0	0	1	1	1	1	1	0	0	1	0	0	160	6
0	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	1	1	1	0	1	0	0	1	0	0	180	6
0	1	0	0	0	1	1	1	0	1	0	1	0	0	1	1	1	0	0	1	0	0	1	1	1	0	1	0	0	0	1	0	200	6
0	0	0	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	0	1	0	0	1	1	0	0	0	0	1	0	1	0	220	6
0	1	1	0	0	1	1	1	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	0	0	0	0	0	1	1	0	240	6
0	1	1	0	1	1	1	1	0	0	0	1	0	0	0	1	0	0	1	1	0	0	1	1	1	1	0	1	0	0	0	0	260	6
0	1	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	0	0	1	0	0	1	1	1	1	0	0	0	1	0	0	280	6
0	1	1	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	1	1	0	0	1	1	1	1	0	1	0	1	0	0	300	6
0	1	0	1	0	1	1	0	1	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	1	0	1	0	0	320	6
0	1	0	1	0	1	1	1	0	1	0	0	0	0	1	0	1	0	0	1	0	0	1	1	1	1	0	1	0	1	1	0	340	6
0	0	0	1	1	1	1	0	1	1	0	1	0	0	0	1	1	0	1	1	0	1	1	1	1	1	0	1	0	1	0	1	360	6
0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	1	1	1	1	0	0	1	1	1	0	0	1	0	0	1	1	380	6
0	1	0	1	0	1	1	0	1	1	0	1	0	0	1	0	1	0	1	1	0	0	1	0	1	1	1	0	0	1	0	0	400	6
0	1	0	0	1	1	1	0	1	1	0	0	0	0	1	0	1	0	1	1	0	0	1	1	1	0	0	0	0	1	1	0	420	6
0	0	0	1	1	1	1	1	0	1	0	1	0	0	1	0	0	0	1	1	0	0	1	1	1	0	0	1	0	1	1	0	440	6
0	0	0	0	1	1	1	1	1	1	0	0	0	0	1	1	1	0	0	1	0	0	1	1	1	1	1	1	0	1	0	0	460	6
0	1	0	1	0	1	1	0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	480	6
0	0	0	1	1	1	1	1	0	1	0	1	0	0	1	1	0	0	0	1	0	0	1	1	1	0	0	1	0	1	1	0	500	6
0	1	0	1	0	1	1	1	1	1	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	520	6
0	0	1	0	1	1	1	0	0	1	0	1	0	0	1	1	0	0	1	1	0	0	1	0	1	0	0	0	0	1	0	0	540	6
0	0	1	0	0	1	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	1	1	0	0	1	0	0	560	6
0	0	0	0	1	1	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	580	6
0	1	1	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	1	0	0	600	6
0	1	1	0	0	1	0	1	1	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	1	1	0	1	0	0	620	6
0	1	1	1	1	1	1	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	640	6
0	1	1	0	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	660	6
0	1	0	1	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	1	1	1	0	1	0	0	680	6
0	0	0	1	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	0	0	1	0	0	700	6
0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	1	0	0	1	0	0	720	6
0	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	1	0	1	0	0	740	6
0	1	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	760	6
0	1	1	1	1	1	0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	1	0	1	1	0	780	6
0	1	1	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	800	6
0	1	0	0	0	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	1	820	6
0	1	0	1	0	1	0	1	1	1	0	1	0	0	1	1	0	1	1	0	1	0	0	0	1	1	1	1	0	1	0	0	840	6
0	1	0	1	0	1	0	1	1	0	0	0	0	0	0	1	0	0	0	0	1	0	0	1	0	0	1	1	0	1	0	0	860	6
0	1	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	1	0	0	880	6
0	0	0	1	1	1	1	0	1	1	0	0	0	0	1	1	0	1	0	0	1	0	0	0	0	0	1	1	0	1	0	1	900	6
0	1	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	920	6
0	1	0	0	0	1	1	0	1	1	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	0	1	0	1	940	6
0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	0	1	960	6
0	1	1	0	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	0	1	980	6
0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	0	0	1	0	1	1000	6
0	1	1	1	0	1	1	0	1	1	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	1	1	0	0	1	0	1	1020	6
0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	1	1	1	1	1040	6
0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	0	0	1	1	1	1	0	1	0	0	1060	6
0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	1	0	1	0	1	1	0	1080	6
0	1	0	1	1	1	0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	1	1	1	0	1	1	1	0	0	1100	6
0	0	0	1	0	1	0	1	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	1	0	1	0	1	0	0	0	7
0	0	1	0	1	1	0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	1	0	1	0	1	0	0	20	7
0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	0	0	1	0	1	1	0	1	1	1	0	40	7
0	1	0	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	1	0	60	7
0	1	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	1	0	0	1	0	1	1	0	1	1	1	0	1	0	0	80	7
0	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	1	1	0	1	0	1	1	0	1	1	1	1	0	1	0	100	7
0	1	0	1	1	0	0	0	0	1	0	1	1	0	0	0	1	0	1	0	1	0	1	0	0	0	1	1	0	1	0	0	120	7
0	1	0	1	0	0	0	1	1	1	0	1	1	0	1	0	1	1	0	0	1	0	1	1	0	1	1	0	0	1	0	0	140	7
0	1	0	1	1	0	0	0	1	1	0	1	1	0	1	1	1	0	1	0	1	0	1	0	1	1	1	1	0	1	0	0	160	7
0	1	0	1	1	0	0	1	0	1	0	1	1	0	0	0	0	0	1	0	1	0	1	0	0	0	1	1	0	1	1	0	180	7
0	1	0	1	0	0	0	0	1	0	0	1	1	0	0	1	1	1	0	0	1	0	1	0	0	1	1	1	0	1	0	0	200	7
0	1	0	1	1	0	0	0	0	1	0	1	1	0	1	1	1	1	1	0	1	0	1	0	1	0	1	1	0	0	0	0	220	7
0	1	1	1	0	0	0	0	0	1	0	0	1	0	1	1	1	1	1	0	1	0	1	0	0	0	1	1	0	1	0	1	240	7
0	1	1	0	1	0	0	0	0	1	0	1	1	0	1	0	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	260	7
0	0	1	1	1	0	0	1	0	0	0	1	1	0	0	0	1	1	0	0	1	0	1	1	1	1	1	1	0	1	1	0	280	7
0	1	0	1	0	0	0	0	1	1	0	1	1	0	1	1	1	0	1	0	1	0	1	1	1	0	1	1	0	1	0	0	300	7
0	0	1	1	0	0	0	1	0	1	0	1	1	0	0	0	1	0	1	0	1	0	1	1	1	1	1	1	0	1	0	0	320	7
0	0	0	1	0	0	0	0	1	1	0	1	1	0	1	0	1	0	0	0	1	0	1	1	0	1	1	0	0	1	0	0	340	7
0	1	1	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	0	0	1	0	1	1	0	0	1	1	0	1	0	0	360	7
0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	1	1	0	380	7
0	1	0	1	0	0	0	1	1	1	0	1	1	0	0	0	1	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	400	7
0	1	0	1	0	0	0	1	1	1	0	1	1	0	1	0	0	0	1	0	1	0	1	1	0	0	1	1	0	1	0	0	420	7
0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1	0	1	0	0	1	1	1	0	1	0	0	440	7
0	1	0	1	0	0	0	1	0	1	0	1	1	0	0	0	1	0	1	0	1	0	1	0	0	0	1	1	0	1	1	0	460	7
0	0	0	1	0	0	0	1	0	1	0	1	1	0	0	1	1	1	1	0	1	0	1	0	1	1	1	1	0	1	1	0	480	7
0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	500	7
0	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0	1	0	1	0	1	0	1	1	0	1	1	0	0	1	1	0	520	7
0	0	1	1	0	0	0	0	1	1	0	1	1	0	0	0	0	0	0	0	1	0	1	1	0	1	1	0	0	1	0	1	540	7
0	1	0	0	1	0	0	0	1	1	0	0	1	0	0	0	1	0	1	0	1	0	1	0	0	1	1	1	1	1	0	1	560	7
0	1	1	0	0	0	1	0	0	0	0	1	1	0	1	1	0	0	0	0	1	0	1	1	0	0	1	1	0	0	0	1	580	7
0	1	0	1	0	1	1	0	1	1	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	1	600	7
0	1	0	0	0	1	1	0	1	1	0	1	1	0	0	1	0	1	1	0	1	0	0	0	1	0	0	1	0	1	1	1	620	7
0	0	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	1	0	640	7
0	1	1	0	0	1	0	0	1	1	0	0	1	0	1	1	0	0	1	0	1	0	0	1	1	1	0	1	0	1	1	1	660	7
0	1	0	0	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	1	1	0	1	1	1	0	680	7
0	1	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0	1	0	1	1	1	700	7
0	0	0	1	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	1	1	0	1	0	0	720	7
0	0	0	1	1	1	0	0	1	1	0	0	0	0	0	1	0	1	1	0	1	0	0	0	0	0	1	1	0	1	1	1	740	7
0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	1	1	0	0	1	1	0	760	7
0	0	0	1	0	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	1	1	1	1	0	1	1	1	780	7
0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	800	7
0	1	1	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	1	0	820	7
0	1	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	0	1	1	0	0	0	1	0	0	840	7
0	1	0	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	1	860	7
0	1	1	1	1	1	0	0	0	1	0	0	0	0	1	0	0	0	1	0	1	0	0	0	1	0	0	1	1	1	0	0	880	7
0	1	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	1	1	0	900	7
0	0	1	0	0	1	1	1	0	1	0	0	1	0	0	0	1	1	1	0	1	0	0	1	1	1	1	1	0	1	0	1	920	7
0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	940	7
0	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	1	1	0	1	0	0	0	0	1	0	0	0	1	0	0	960	7
0	0	0	1	1	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	1	1	0	980	7
0	1	0	0	1	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	0	0	1000	7
0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	1020	7
0	1	0	0	1	1	1	1	0	1	0	1	0	0	0	0	0	1	0	0	1	0	0	0	0	1	1	1	0	1	0	1	1040	7
0	1	0	0	0	1	0	0	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	1	0	1	1060	7
0	1	0	1	0	1	1	0	1	1	0	1	0	0	0	1	0	0	0	0	1	0	0	1	0	1	0	1	0	1	1	0	1080	7
0	1	0	1	0	1	0	1	1	1	0	0	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	0	1	1	0	1100	7
0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	1	0	1	0	0	0	1	1	0	0	8
0	0	1	0	1	1	0	0	0	0	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	20	8
0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	0	1	1	1	0	0	40	8
1	1	0	0	0	1	0	1	0	1	0	1	0	1	1	1	0	0	0	0	1	0	0	1	0	0	0	1	0	1	0	0	60	8
0	1	1	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	1	0	0	80	8
1	1	1	0	0	1	0	1	0	1	0	0	0	1	1	1	0	0	1	0	1	0	1	1	1	0	0	1	0	1	0	0	100	8
1	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	0	1	0	0	1	0	1	1	0	0	0	1	0	1	0	0	120	8
1	1	0	0	0	1	0	1	0	0	0	1	0	1	1	0	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	0	140	8
1	1	1	0	1	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	1	0	0	160	8
1	1	1	0	0	1	0	0	0	0	0	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	1	0	0	180	8
1	1	0	1	0	1	0	0	0	1	0	1	0	1	1	1	0	0	1	0	1	1	1	0	0	1	0	1	1	1	0	0	200	8
1	1	0	1	0	1	0	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	1	0	1	0	1	1	0	220	8
1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	1	0	0	1	0	1	0	1	0	0	1	0	1	0	1	0	0	240	8
0	1	1	1	0	1	0	0	0	1	0	1	0	1	1	0	0	1	0	0	1	0	1	0	1	0	0	1	0	1	0	0	260	8
0	1	1	1	0	1	0	1	1	1	0	1	0	1	0	1	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	0	280	8
0	1	0	1	0	1	0	1	0	1	0	0	0	1	1	1	0	1	0	0	1	0	1	1	0	1	0	0	0	1	0	0	300	8
1	1	1	1	1	1	0	1	1	1	0	0	0	1	0	1	0	1	0	0	1	0	1	0	0	1	0	1	1	0	1	0	320	8
1	1	0	0	0	1	0	0	1	1	0	0	0	1	1	1	0	1	0	0	1	0	1	1	0	0	0	0	0	1	1	0	340	8
1	1	0	0	1	1	1	1	1	1	0	1	0	1	0	1	0	1	0	0	1	0	1	0	1	1	1	0	0	0	1	0	360	8
1	1	1	1	1	1	0	0	1	1	0	1	0	1	0	1	0	1	0	0	1	0	1	1	1	0	1	1	0	1	1	0	380	8
1	1	1	0	0	1	1	0	0	1	0	1	0	1	1	1	0	1	0	0	1	0	1	1	0	1	1	0	0	1	0	1	400	8
1	1	1	0	1	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	1	0	1	0	1	0	1	1	1	420	8
1	1	0	1	1	1	0	0	1	1	0	1	0	1	1	0	0	1	0	0	1	0	1	1	0	1	1	1	0	1	1	1	440	8
0	0	1	1	0	1	0	0	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	1	1	0	460	8
0	0	1	1	1	1	0	0	0	1	0	1	0	1	1	1	0	1	1	0	1	0	1	0	1	0	0	1	1	1	0	1	480	8
1	1	0	1	1	1	0	0	1	1	0	1	0	1	0	1	0	1	1	0	1	0	1	1	0	1	1	1	0	1	1	0	500	8
1	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	1	0	0	1	1	0	1	0	0	520	8
1	1	1	1	0	1	0	1	0	1	0	1	0	1	1	0	0	1	1	0	1	0	1	1	1	1	1	1	0	1	1	1	540	8
1	1	0	0	0	1	0	1	0	1	0	1	0	1	0	0	1	1	1	0	1	1	1	1	0	1	1	1	0	1	0	0	560	8
0	1	1	1	0	1	1	1	1	1	0	0	0	1	0	0	0	1	1	0	1	0	1	1	0	1	1	0	0	1	0	1	580	8
0	1	0	1	1	1	1	1	0	1	0	1	0	0	1	1	0	1	1	0	1	0	0	1	1	1	1	0	0	1	1	0	600	8
0	1	0	1	0	1	0	0	1	1	0	1	0	0	0	1	0	1	1	0	1	0	1	1	0	1	0	1	0	1	0	1	620	8
0	1	0	0	1	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	0	0	1	1	1	1	0	0	1	0	1	640	8
0	1	1	1	0	1	0	0	0	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	1	1	660	8
0	1	0	1	0	1	0	1	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	1	680	8
0	1	1	0	0	1	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	1	0	0	1	1	0	700	8
0	0	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	1	0	0	0	0	1	720	8
0	1	0	1	1	1	0	1	1	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	1	1	0	1	0	1	740	8
0	0	0	0	1	1	0	0	1	1	0	1	0	0	0	1	0	1	1	0	1	0	0	1	1	0	1	0	0	1	1	1	760	8
0	0	0	0	0	1	0	1	1	1	0	1	0	0	1	0	0	0	0	0	1	0	0	1	1	0	1	0	0	1	1	0	780	8
0	1	0	0	0	1	0	1	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	1	0	0	1	1	0	800	8
0	1	0	0	0	1	0	1	1	1	0	1	0	0	1	1	0	1	1	0	1	0	0	1	1	0	0	1	0	1	1	0	820	8
0	1	0	0	1	1	0	0	1	0	0	1	0	0	1	1	0	0	1	0	1	0	0	1	0	0	0	0	1	1	0	0	840	8
0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	860	8
0	1	0	0	0	1	0	0	0	1	0	1	0	0	1	0	0	0	1	0	1	0	0	0	1	1	0	1	0	1	0	1	880	8
0	0	0	0	0	1	1	1	0	1	0	1	0	0	1	1	0	0	1	0	1	0	0	1	1	0	0	0	0	1	0	0	900	8
0	1	0	0	0	1	0	1	0	1	0	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	0	0	0	0	0	0	920	8
0	0	0	0	0	1	0	1	0	1	0	1	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	1	0	1	1	0	940	8
0	0	0	1	0	1	0	0	1	1	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	960	8
0	1	1	0	1	1	0	1	0	1	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	1	1	0	980	8
0	1	1	0	1	1	1	1	1	1	0	1	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1000	8
0	1	0	0	0	1	0	0	1	1	0	1	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	1	0	1	1	0	1020	8
0	1	1	0	0	1	0	0	1	0	0	0	0	0	1	1	0	1	1	0	1	0	0	0	0	0	0	1	0	1	1	1	1040	8
0	1	1	0	1	1	0	0	0	0	0	0	0	0	1	1	0	1	0	0	1	0	0	1	1	1	0	1	0	1	0	0	1060	8
