"Time"	melR	crp	rhaR	rhaS	feaR	malI	zraR	mtlR	rbsR	prpR	rbsK	rhaB	malY	rbsB	prpB	prpE	rhaA	melA	prpD	rbsD	malX	rbsA	melB	zraS	rhaD	prpC	rbsC	rhaT	mtlD	mtlA	ychH	agp
560	0,4246897	0,6752456	0,6449429	0,6687166	0,5824216	0,1994459	0,6344035	0,5821131	0,6232328	0,7212870	0,0418645	0,7644608	0,1774798	0,2388713	0,8588994	0,7309815	0,3398147	0,7390125	0,5522794	0,3586300	0,6925781	0,2368548	0,4591811	0,6814265	0,5692518	0,6881410	0,3273993	0,7460963	0,3976600	0,4152157	0,7724060	0,4934696
580	0,4619095	0,5967200	0,6640044	0,8836551	0,6831897	0,2317173	0,7064955	0,4773268	0,6577607	0,6727473	0,0323242	0,5918819	0,1685230	0,2687337	0,7295437	0,6692537	0,2847418	0,6621976	0,5837995	0,3585938	0,5666792	0,2622055	0,4279996	0,7403817	0,5208414	0,6817873	0,2941763	0,6960771	0,4116682	0,4280243	0,8794136	0,4467780
600	0,4078294	0,7772811	0,5678576	0,8036980	0,6168448	0,2439260	0,6601050	0,4146134	0,5757193	0,7625075	0,0442206	0,7102365	0,1591578	0,3540240	0,7090593	0,6559380	0,2743716	0,6329040	0,5293882	0,3734728	0,5133961	0,3190573	0,3673976	0,6801243	0,5878042	0,7090958	0,3067928	0,7699262	0,3542065	0,3221737	0,7592376	0,3963529
620	0,3780749	0,6300181	0,5134061	0,5518117	0,5552361	0,1892725	0,6783206	0,5329905	0,5808583	0,7506206	0,0768347	0,6847504	0,2276333	0,4102338	0,6428486	0,6867246	0,2526003	0,5839516	0,7904801	0,3714704	0,5478722	0,2946011	0,2908722	0,6808923	0,5374909	0,6751436	0,2913271	0,6726246	0,4000802	0,3910468	0,6811829	0,4528365
640	0,2929496	0,6984514	0,5235878	0,6377884	0,5891530	0,2700924	0,7218046	0,3977945	0,5854714	0,8735098	0,0637359	0,6197038	0,1318304	0,4611393	0,7032339	0,7380473	0,2843680	0,5041682	0,5988739	0,3162704	0,5389233	0,2854865	0,2614877	0,6287226	0,4783372	0,8148032	0,2647595	0,7461916	0,3450687	0,4200199	0,9064341	0,4268809
660	0,3527378	0,8378822	0,7237676	0,6484777	0,6850347	0,2022372	0,5869036	0,4566243	0,5276513	0,7464313	0,0569854	0,6595912	0,1048123	0,3000074	0,7326304	0,8775183	0,3061334	0,5433384	0,6451340	0,2196516	0,5288291	0,3360198	0,2774973	0,7830871	0,5217749	0,7831894	0,3202448	0,7187920	0,3223317	0,5629256	0,7292684	0,3743986
680	0,5407394	0,6794786	0,5990806	0,6777827	0,5837998	0,1883764	0,6062815	0,5353340	0,6892441	0,6812563	0,0664125	0,6995221	0,1283192	0,2867085	0,7671914	0,7577504	0,2642393	0,5562753	0,5601116	0,2529707	0,4924229	0,2488143	0,3825537	0,5788702	0,5966290	0,6423464	0,3949560	0,6740937	0,3728960	0,5509868	0,6751781	0,3924459
700	0,4506696	0,7085838	0,4661724	0,6788610	0,8244655	0,2587223	0,5588727	0,4103752	0,6296603	0,6512020	0,0549411	0,6574782	0,1055777	0,3198092	0,6867035	0,7112076	0,3834404	0,4778559	0,6589269	0,2866156	0,4693254	0,2941321	0,3884177	0,8783402	0,6062344	0,6974290	0,3694858	0,7466953	0,3847869	0,6364886	0,8464936	0,3806726
720	0,4201015	0,7417793	0,5781427	0,7168133	0,6945369	0,2860541	0,5562385	0,5090532	0,6119211	0,6898770	0,0317955	0,6528768	0,1216633	0,3847050	0,7024919	0,7101474	0,3179939	0,5534440	0,6698741	0,2464715	0,6160548	0,2575227	0,5133856	0,8139253	0,5965347	0,7991900	0,3327985	0,7953726	0,3713773	0,6816890	0,6709174	0,4524537
740	0,4022671	0,7124323	0,5263204	0,5743304	0,6933171	0,1825070	0,5717873	0,5076339	0,6204247	0,7464361	0,0418008	0,6880667	0,1873426	0,2559766	0,7066211	0,8034069	0,3245078	0,5753777	0,6307217	0,2768633	0,5262162	0,3016219	0,4511433	0,7467276	0,5632492	0,7284438	0,3547042	0,7879711	0,4141952	0,5396905	0,8339245	0,3664132
760	0,4418147	0,6544257	0,6361523	0,6551559	0,5617785	0,2569106	0,5188366	0,3795393	0,5860281	0,6396716	0,0734086	0,6477616	0,1929562	0,3147697	0,8228871	0,7497148	0,2904052	0,5604445	0,6120048	0,2432900	0,5519143	0,2968971	0,4436522	0,6720390	0,5634559	0,7150622	0,3851730	0,7647358	0,4194592	0,5833691	0,6921860	0,3661681
780	0,4707473	0,6094325	0,5875774	0,6907125	0,5539217	0,1868910	0,6481412	0,4506929	0,5894988	0,8631885	0,0531536	0,6027628	0,1684185	0,2819257	0,7577129	0,7378485	0,2916129	0,5224363	0,6132146	0,2167468	0,5576499	0,1927816	0,5121351	0,5933040	0,5899275	0,8276032	0,4330581	0,6518580	0,4608084	0,6535508	0,6394588	0,4835516
800	0,4862244	0,6967729	0,6612631	0,7666983	0,6513156	0,1430416	0,5223436	0,5300973	0,5637939	0,7616764	0,0710423	0,5599040	0,1717920	0,2054119	0,7658192	0,7458588	0,3449640	0,5552290	0,4906509	0,2090340	0,5972196	0,3207770	0,4214008	0,6374983	0,4900077	0,8039713	0,3063138	0,6275666	0,5705268	0,6105212	0,6726550	0,5526927
820	0,4507025	0,6363577	0,5636634	0,5120723	0,6037320	0,2311564	0,4485215	0,3696371	0,7188306	0,6187421	0,0935589	0,5231419	0,2081457	0,2480625	0,6945318	0,7986721	0,2898496	0,6066361	0,5996389	0,1894905	0,6264197	0,3307505	0,3573710	0,5908932	0,5381976	0,7028849	0,3818550	0,6813942	0,4066027	0,6708857	0,6255498	0,4994285
840	0,4312776	0,7734958	0,6020281	0,7589475	0,5525546	0,2435453	0,4556757	0,5388034	0,6921614	0,5819142	0,0834807	0,6027034	0,1756949	0,2747073	0,5386511	0,7841005	0,2638434	0,6260993	0,6989250	0,1646029	0,5603181	0,2567967	0,3778215	0,5833514	0,5280493	0,7813180	0,3167537	0,7449714	0,4219200	0,5166961	0,7499225	0,5750157
860	0,4575936	0,7140492	0,5223691	0,5841134	0,6900356	0,2093152	0,5824787	0,4205307	0,6673592	0,7885514	0,0759310	0,6831677	0,1841554	0,2332929	0,5479365	0,6722200	0,2828586	0,5191237	0,4962417	0,1599703	0,5270030	0,3289696	0,4413399	0,6907706	0,4635954	0,7814813	0,3198157	0,7597745	0,2860606	0,5260886	0,6984649	0,4588752
880	0,3624657	0,8145648	0,5651142	0,6642617	0,7242817	0,2722327	0,4767061	0,5316218	0,8007677	0,8623102	0,0603401	0,5853145	0,1761013	0,2412532	0,6880955	0,6716393	0,2322854	0,6083872	0,5289357	0,1897876	0,5947828	0,3142681	0,4372695	0,6716625	0,5585686	0,6015281	0,4154427	0,7329387	0,4160705	0,5085295	0,6692689	0,5523576
900	0,3405272	0,6487783	0,6147359	0,5585987	0,7381394	0,2052348	0,5064059	0,5461061	0,6478611	0,7639565	0,0536568	0,6174800	0,1548184	0,2520843	0,7176616	0,7681364	0,2570413	0,5130064	0,6538795	0,2138640	0,6109012	0,3013490	0,3911120	0,7937365	0,5493679	0,7658397	0,4206699	0,7207772	0,3592265	0,7118424	0,7885082	0,4414921
920	0,4817944	0,6184191	0,5561291	0,6314480	0,6690849	0,2088336	0,4796515	0,5168059	0,7222677	0,6845566	0,0770003	0,6036711	0,1425133	0,3772515	0,8346173	0,7120379	0,2436903	0,5762682	0,5501074	0,1316398	0,6224967	0,2867645	0,4140173	0,5907002	0,6040570	0,6867536	0,4145502	0,6382602	0,3243416	0,6720748	0,6290462	0,4669035
940	0,3424531	0,6757030	0,6422899	0,6452935	0,8006329	0,2114707	0,5808026	0,5623700	0,6904787	0,7432704	0,0688149	0,6083380	0,1799199	0,2532293	0,6723380	0,6577105	0,2471746	0,5907881	0,5381806	0,1692692	0,7976595	0,3827815	0,4708155	0,6903061	0,5426153	0,6991568	0,3158242	0,8334432	0,3605695	0,5115989	0,6851598	0,3849244
960	0,4708778	0,6976628	0,5910892	0,7197711	0,7900471	0,1565428	0,5231762	0,5815583	0,6624784	0,7252442	0,0509517	0,6547921	0,1286449	0,3500892	0,7151189	0,7374877	0,2217840	0,6440284	0,6358124	0,2099217	0,5820357	0,3054343	0,4193114	0,6727837	0,5678780	0,6559831	0,2712254	0,8299485	0,4265889	0,5584009	0,8132858	0,4268267
980	0,4231314	0,6331738	0,4410011	0,5982353	0,6330984	0,2386880	0,5680499	0,5476319	0,6273986	0,7274968	0,0412197	0,6555324	0,1475412	0,2456535	0,6868843	0,7824042	0,2266589	0,5966306	0,6371207	0,1686184	0,6845099	0,3246295	0,3703055	0,7336684	0,5395924	0,6738170	0,3772264	0,7182248	0,3741831	0,5737348	0,7744917	0,3991220
1000	0,3633165	0,6855481	0,5653896	0,6555365	0,6207316	0,2253291	0,4455851	0,6701999	0,6079548	0,6737984	0,0590922	0,6240303	0,1469359	0,2870416	0,5063985	0,7370591	0,2293543	0,5342356	0,6077296	0,2190575	0,5304894	0,3163417	0,4308532	0,7614051	0,4769332	0,7247226	0,3812698	0,8321687	0,5405609	0,6538854	0,7331418	0,4039670
1020	0,4319176	0,4861116	0,5487742	0,6190044	0,6863667	0,2035616	0,4525319	0,5255531	0,5941055	0,6619314	0,1110521	0,7187892	0,1160713	0,3094159	0,5282945	0,7381206	0,2676124	0,5030415	0,6558342	0,2005886	0,6089330	0,3472387	0,3934020	0,5803391	0,4494428	0,7538864	0,3802414	0,8247337	0,4316610	0,5921132	0,6085730	0,3222690
1040	0,4344735	0,6317806	0,5370437	0,7028623	0,6853309	0,2821953	0,5279381	0,3924352	0,6001642	0,6584510	0,0732061	0,6596067	0,1659391	0,2774934	0,6514256	0,7160933	0,2518244	0,5877408	0,6101595	0,2067645	0,6633953	0,3394820	0,3773666	0,6635827	0,5383811	0,7924580	0,3479561	0,6326100	0,3661639	0,6335264	0,6165642	0,4191963
1060	0,3771751	0,6603505	0,5262760	0,6251217	0,6805381	0,2131942	0,4202249	0,5521948	0,7472150	0,8088492	0,0506018	0,7209097	0,1369991	0,3096328	0,7156659	0,7871109	0,2762703	0,5785648	0,5215871	0,2795412	0,6677812	0,3589874	0,4838942	0,7173259	0,4708872	0,6633566	0,3492211	0,8842705	0,3849961	0,5765340	0,7335763	0,4157511
1080	0,3110081	0,7736156	0,5257469	0,7102240	0,6082480	0,2533773	0,3996159	0,5254882	0,6576003	0,6712609	0,0346941	0,5981719	0,2122136	0,2491887	0,6508154	0,6964709	0,3801473	0,6817748	0,6167502	0,2029558	0,6083785	0,2519652	0,3263992	0,6968565	0,5644255	0,6058604	0,3366649	0,7643807	0,3531421	0,5385044	0,7123904	0,3781560
1100	0,4251393	0,6863389	0,5372494	0,7481478	0,6662920	0,2281337	0,3950312	0,4447253	0,6697940	0,7311745	0,0747324	0,7867935	0,1650910	0,2487249	0,8031246	0,6280539	0,2926671	0,6652978	0,5783670	0,2234311	0,4776241	0,3052585	0,4218002	0,7193781	0,6096484	0,7645425	0,2968420	0,8498602	0,4284425	0,5102457	0,6496610	0,3805388

0	0,4981330	0,5986522	0,5392108	0,6952119	0,6036207	0,1975382	0,5804540	0,4462775	0,5657704	0,7118577	0,0676673	0,7436443	0,1205206	0,2919065	0,7104209	0,5908628	0,3173665	0,4157189	0,5938825	0,1945794	0,5817542	0,2724381	0,3822563	0,6950658	0,5301429	0,5825052	0,3764600	0,6964450	0,3847290	0,6118155	0,6590060	0,4227632
20	0,4406575	0,6932338	0,6663777	0,6654412	0,7470652	0,1724031	0,5670750	0,4722456	0,7407781	0,6410677	0,0646258	0,7538246	0,2524973	0,2519032	0,6604609	0,7475171	0,3113850	0,6176961	0,5887421	0,1860203	0,6227343	0,3997319	0,4279159	0,5911375	0,5533991	0,6621082	0,3512862	0,6437995	0,3908506	0,4961089	0,7522209	0,4156574
40	0,4652505	0,7702191	0,5855319	0,6579624	0,6242134	0,2199649	0,4692773	0,4960539	0,6225346	0,4854491	0,0660462	0,7555950	0,1667374	0,2145071	0,6594506	0,7234482	0,3499236	0,6420437	0,5753463	0,2045760	0,7401961	0,3568073	0,4509893	0,7743427	0,5336949	0,7311230	0,4402330	0,6396806	0,4453374	0,5471924	0,7734678	0,4254458
60	0,4460288	0,8003357	0,5020069	0,7741552	0,5453855	0,2327050	0,5528707	0,4736258	0,6008307	0,4710885	0,0640815	0,7509244	0,1551602	0,1903352	0,7498721	0,6422571	0,3354566	0,5556967	0,7120719	0,2617973	0,4188854	0,3961326	0,5079422	0,6247330	0,5272976	0,6833217	0,4396729	0,6998509	0,4546058	0,5921805	0,7832295	0,4104392
80	0,3879337	0,7207974	0,5710612	0,6432453	0,5783668	0,2370699	0,5986899	0,4553946	0,5676720	0,4108216	0,0587763	0,6762849	0,1126543	0,2759224	0,8025994	0,6139533	0,4145790	0,5646303	0,6122634	0,1925538	0,5253273	0,3005793	0,3908754	0,6169411	0,6055933	0,6938704	0,4639278	0,6231934	0,5345108	0,4245992	0,9765050	0,4721136
100	0,3207578	0,8435039	0,5633724	0,7971462	0,6080272	0,2528350	0,5287648	0,4174163	0,7227305	0,4601962	0,0518952	0,6492608	0,0455181	0,2362190	0,7349907	0,7609992	0,5680238	0,5346500	0,6578768	0,1886227	0,4640501	0,3776056	0,4009241	0,5568828	0,6398545	0,7892353	0,5993004	0,8068644	0,4951016	0,4398819	0,7018429	0,5849417
120	0,3130667	0,7323615	0,5306505	0,7394884	0,7155177	0,2475169	0,4490061	0,5313524	0,6455839	0,3485889	0,0623982	0,7374373	0,0284867	0,2343332	0,6642636	0,7069690	0,5826094	0,5265701	0,7616571	0,2451819	0,4443352	0,2861487	0,3623166	0,7723531	0,5909531	0,6337932	0,5052217	0,7137872	0,5641862	0,4472197	0,8895948	0,5473316
140	0,3951593	0,6344534	0,5565833	0,6778738	0,6183064	0,2278480	0,5651011	0,4983577	0,7474065	0,3695609	0,0894681	0,7536371	0,0250899	0,3187019	0,6361017	0,7406835	0,5149477	0,5849046	0,7488888	0,1935390	0,4738881	0,2783561	0,4965120	0,7197931	0,5755829	0,6508672	0,5131377	0,6976377	0,6257376	0,5161496	0,8003870	0,5357168
160	0,5071875	0,7520984	0,6239983	0,6529725	0,6286756	0,1711899	0,4719594	0,5989801	0,6579100	0,4581100	0,0713171	0,6189445	0,0267842	0,2378308	0,8174150	0,7595999	0,6469591	0,5953615	0,7634893	0,1255412	0,4800654	0,2724010	0,4499790	0,6207434	0,6575860	0,6218270	0,5768352	0,6807069	0,4408370	0,5520849	0,8798618	0,6448155
180	0,4349448	0,5767695	0,4980442	0,7252472	0,6758148	0,2282997	0,5875742	0,5616791	0,7338039	0,3724004	0,0377979	0,6183050	0,0175902	0,2997899	0,6171435	0,6855378	0,3606906	0,5965418	0,5856579	0,2033510	0,6351912	0,3844547	0,4084972	0,6303305	0,7400455	0,7013151	0,7098342	0,5701993	0,4701854	0,4529526	0,7206282	0,5229190
200	0,4247523	0,6634506	0,5131089	0,6051991	0,7355394	0,1772075	0,5746710	0,4953401	0,7902695	0,3365025	0,0500458	0,6180094	0,0050672	0,2359876	0,6448134	0,6612182	0,5303051	0,5073587	0,6637434	0,1713091	0,5170145	0,3962626	0,4301204	0,5468218	0,5861457	0,7176962	0,5138648	0,6548224	0,4228467	0,5221310	0,6073134	0,7536015
220	0,3447645	0,5997741	0,6045987	0,6404094	0,7845392	0,1899165	0,4557064	0,4005160	0,6380498	0,4435738	0,0489509	0,7470953	0,0052629	0,2729661	0,7138683	0,6159941	0,6236524	0,6353913	0,6420508	0,2671825	0,6466888	0,3861056	0,3737812	0,7157366	0,4768869	0,7404984	0,5196221	0,6542288	0,4710521	0,5449381	0,7491707	0,5230993
240	0,4368811	0,6365410	0,5569893	0,7167062	0,5951142	0,1919835	0,3823319	0,5299851	0,6949372	0,4466169	0,0635464	0,6027308	0,0056467	0,2231382	0,8626921	0,5405298	0,6326801	0,5678911	0,6149890	0,2309992	0,5045809	0,2999874	0,4718733	0,6198683	0,4043636	0,7587481	0,5168000	0,5826123	0,5252324	0,4209012	0,8058613	0,4725854
260	0,3841322	0,5169004	0,5215448	0,6393972	0,6766412	0,1864250	0,4530085	0,4520849	0,6965806	0,3373973	0,0632798	0,6767243	0,0007565	0,2773149	0,8436303	0,6412973	0,6029202	0,5277506	0,7176942	0,1856062	0,5480353	0,3212223	0,4030350	0,5559890	0,5789015	0,7576922	0,5172502	0,6718217	0,5087768	0,4811210	0,6232025	0,5869715
280	0,4461006	0,8177579	0,5590561	0,6502888	0,8461314	0,2169990	0,4734694	0,3514972	0,7082027	0,4630728	0,0712504	0,6084085	0,0011462	0,2113366	0,7552558	0,6835331	0,6555911	0,5940211	0,5660482	0,1830460	0,4996969	0,4028450	0,4728941	0,7169932	0,5541140	0,7603108	0,5126192	0,6877500	0,5012907	0,6088267	0,8149317	0,5781520
300	0,3499198	0,7426033	0,5813623	0,6444286	0,8513776	0,1003324	0,4374243	0,4708632	0,6673575	0,2885079	0,0643748	0,6262132	0,0004638	0,2213871	0,9118245	0,6764446	0,6646434	0,5523660	0,5617401	0,2278749	0,5457378	0,3636031	0,4709201	0,6052071	0,5812939	0,7380668	0,4615623	0,5337484	0,4130321	0,4298412	0,7095220	0,5723890
320	0,4489559	0,7459380	0,5400778	0,6764877	0,7060789	0,1741444	0,5333728	0,4167467	0,6232262	0,3270434	0,0394519	0,6405693	0,0006668	0,2501266	0,7548986	0,7723454	0,5300067	0,5682202	0,6782524	0,2087345	0,7995457	0,3791420	0,5393094	0,7515232	0,6428158	0,6920245	0,5561968	0,6462103	0,6645815	0,4238105	0,8309106	0,5045972
340	0,4111006	0,6538785	0,6043449	0,6835611	0,6168746	0,1654408	0,5690088	0,5396931	0,7710926	0,3360609	0,0434401	0,5585943	0,0001218	0,2971686	0,7155474	0,6288413	0,6218214	0,6209609	0,6048763	0,2296778	0,6393304	0,3108823	0,4875072	0,7422691	0,5742661	0,7081526	0,5466084	0,6846330	0,5138828	0,4985338	0,7718426	0,5518233
360	0,5015792	0,5676728	0,6053688	0,6904412	0,7465329	0,1693543	0,4023350	0,4576886	0,6424091	0,3225908	0,0753821	0,7288552	0,0001431	0,2563463	0,6614193	0,6766157	0,5597247	0,7401137	0,5388432	0,2520198	0,6759840	0,2489513	0,4506872	0,8137748	0,6157741	0,7533256	0,5830405	0,6288082	0,5385851	0,5045238	0,7813213	0,5685647
380	0,4020588	0,5960537	0,5628874	0,6145683	0,7460101	0,1976078	0,4959377	0,4577359	0,6954528	0,2908289	0,0740197	0,5693450	0,0002442	0,2943729	0,6392353	0,6993668	0,5839156	0,5459187	0,7382143	0,2209812	0,7613723	0,2671347	0,4522369	0,7646614	0,4964218	0,6330709	0,6241899	0,7388290	0,5465076	0,4885052	0,7495857	0,4391488
400	0,5093928	0,7671969	0,5658377	0,8443256	0,5651980	0,1993643	0,4681528	0,3919782	0,7613144	0,2561183	0,0588471	0,6219586	0,0003120	0,2875137	0,6620246	0,8498663	0,6925880	0,3791208	0,7236836	0,1953536	0,6243534	0,3054345	0,3951018	0,6276332	0,5103299	0,6813795	0,4674082	0,7813288	0,6205788	0,5716424	0,7970538	0,4959557
420	0,4193894	0,7377398	0,5901041	0,7189400	0,7217624	0,1697106	0,5437961	0,4256213	0,7241357	0,3245167	0,0564291	0,5330930	0,0000000	0,2574551	0,6993007	0,8124325	0,5754224	0,5123607	0,7603172	0,1720626	0,7276601	0,3135105	0,4993371	0,6574836	0,5084802	0,7177015	0,4953551	0,6946708	0,4948800	0,5888922	0,6782048	0,4782382
440	0,4803841	0,6596442	0,6291176	0,6580302	0,6177016	0,1884410	0,4374129	0,4789934	0,6027857	0,3612423	0,0536374	0,6099941	0,0001966	0,1912221	0,6352395	0,6417182	0,6410683	0,4709874	0,6173500	0,2300598	0,6680078	0,2470347	0,5532052	0,6296862	0,5300376	0,7996821	0,5853713	0,6532787	0,4381397	0,5416494	0,8236244	0,4590658
460	0,4679261	0,7129277	0,6340171	0,6708499	0,6341931	0,2342620	0,6121707	0,5753131	0,7121951	0,4206050	0,0266737	0,5581915	0,0015962	0,3039891	0,7002080	0,7290093	0,6318407	0,5387544	0,6648466	0,2098368	0,4981141	0,3383453	0,4326536	0,7030623	0,5697060	0,5790505	0,5322392	0,6831228	0,5652363	0,4803708	0,5921271	0,4948000
480	0,4056841	0,7733808	0,5100665	0,6325316	0,6590235	0,2404628	0,5120446	0,4825798	0,7116984	0,3455721	0,0586188	0,6925397	0,0000000	0,2153406	0,6943907	0,7403239	0,6497520	0,5622585	0,7657124	0,2573788	0,6272960	0,3028541	0,3112195	0,6073464	0,4346385	0,6969598	0,4387613	0,7570568	0,4622086	0,4395935	0,6658011	0,5253474
500	0,4831268	0,7038859	0,5124571	0,6733868	0,8132741	0,1890186	0,5679586	0,5077343	0,6854583	0,3781132	0,0521523	0,5964661	0,0004203	0,2507984	0,6949003	0,7629040	0,7310067	0,6830556	0,7208587	0,2305832	0,5889613	0,2676534	0,4269217	0,5805638	0,5635250	0,6817752	0,5444901	0,6653121	0,3852158	0,5150183	0,6832424	0,5862439
520	0,3751670	0,6663407	0,5290496	0,7816005	0,6427142	0,2010920	0,4971651	0,4287348	0,6990973	0,3404717	0,0445519	0,7107212	0,0002866	0,3159251	0,5895356	0,7740749	0,6720447	0,5344765	0,5895416	0,2313802	0,5851033	0,1998439	0,5042129	0,8092965	0,4374735	0,7248474	0,5086168	0,7361737	0,5895676	0,4930440	0,6517184	0,4893135
540	0,4992048	0,8240414	0,5950820	0,6875176	0,5766713	0,1307822	0,4345668	0,4351627	0,5620357	0,3660652	0,0382573	0,7396078	0,0029665	0,2292643	0,7774681	0,7339733	0,5642828	0,5907317	0,6983937	0,2126965	0,6019776	0,2145975	0,4236555	0,6233934	0,5269388	0,7990457	0,5178681	0,6970278	0,5284763	0,4519859	0,6060361	0,4647232
560	0,4007872	0,7276850	0,6825944	0,5390785	0,6029493	0,2372072	0,5779518	0,6075380	0,5452552	0,3613477	0,0830883	0,8327349	0,0000084	0,1864369	0,8895789	0,7024738	0,7950030	0,6122281	0,6422936	0,3176173	0,4894305	0,3024938	0,4102111	0,5660109	0,5103229	0,6461121	0,5677609	0,7496032	0,5915806	0,4936110	0,6641325	0,5510500
580	0,4650632	0,5915207	0,6708042	0,7852615	0,6684547	0,2621330	0,5912346	0,4641872	0,5776906	0,4722521	0,0930599	0,6354996	0,0055058	0,2672850	0,9010668	0,6828983	0,5439802	0,6635560	0,5545316	0,1405936	0,5276974	0,2511440	0,4178906	0,5761324	0,4807041	0,7155121	0,6006916	0,7459089	0,6133393	0,4545745	0,6110822	0,5074522
600	0,4206746	0,6495977	0,6148776	0,8250338	0,6714875	0,2525459	0,5227043	0,4893932	0,6621676	0,5298161	0,0930634	0,6668100	0,0293503	0,2881433	0,8320693	0,6665420	0,6287466	0,7521543	0,7236586	0,2429270	0,5829219	0,3674434	0,4591054	0,6141722	0,6326503	0,8192765	0,4310554	0,6822994	0,4604816	0,5023080	0,7530832	0,5634509
620	0,4327374	0,6550691	0,6540859	0,7383351	0,4608770	0,1826075	0,6138023	0,4403084	0,6363375	0,5696074	0,1019394	0,7459610	0,0672282	0,2264344	0,9036240	0,5987554	0,3908525	0,5602958	0,6813301	0,2683069	0,4966907	0,3187244	0,4177779	0,5930751	0,6074907	0,8067060	0,4726552	0,7627041	0,4370365	0,4746607	0,7156499	0,4761135
640	0,4212563	0,6730891	0,5918093	0,7647649	0,7440895	0,2315896	0,5342267	0,4995756	0,6902830	0,6489405	0,0854780	0,7610478	0,1088997	0,2233112	0,7823673	0,7503395	0,5144328	0,5226782	0,6341183	0,2968350	0,5415210	0,2714896	0,4065664	0,6568160	0,4652653	0,6198489	0,4516836	0,7972829	0,5218343	0,6929399	0,6400684	0,4191497
660	0,3640867	0,6770674	0,5436434	0,7611216	0,8132870	0,2511302	0,6505138	0,3817237	0,6686560	0,7363478	0,0787722	0,7224217	0,1452959	0,2305371	0,7486929	0,8153834	0,3704053	0,6218471	0,6199590	0,2627350	0,5244824	0,2691265	0,3838039	0,6533289	0,5291895	0,7779451	0,3647510	0,6637389	0,4509541	0,6857836	0,7491427	0,4050951
680	0,3474385	0,6390752	0,5262058	0,6866391	0,6479555	0,1815791	0,6003094	0,4463786	0,6619384	0,7957103	0,0472516	0,8112991	0,1221745	0,1879370	0,8401428	0,7112914	0,2825175	0,4896689	0,5277141	0,2297781	0,6352960	0,2919895	0,4190073	0,5623348	0,4994121	0,7004364	0,3556493	0,7492787	0,4399180	0,5887449	0,7553453	0,3874966
700	0,4134443	0,6735937	0,5812708	0,6457198	0,6709816	0,1876655	0,5432877	0,5432092	0,5765989	0,6231165	0,0692617	0,8422697	0,1766628	0,2488172	0,6643557	0,6260458	0,3166107	0,4441208	0,5210939	0,2153783	0,5423891	0,2524758	0,3594582	0,6878513	0,5897480	0,8385360	0,3330033	0,5749937	0,4699543	0,6452453	0,9298289	0,4473272
720	0,4011095	0,7006052	0,6301209	0,7042611	0,6744579	0,2321380	0,5234218	0,5042317	0,6573558	0,5813337	0,0927410	0,6729480	0,1526938	0,1961794	0,6022337	0,6198751	0,4072480	0,4585532	0,6589750	0,2428727	0,6754921	0,3650126	0,3216270	0,7155744	0,4981846	0,6508322	0,3921378	0,7137528	0,4590828	0,4709997	0,8167827	0,4893310
740	0,4239649	0,7571184	0,5467948	0,6674101	0,7525412	0,2238792	0,5977418	0,5391792	0,5958873	0,8185961	0,1044255	0,8411367	0,1389798	0,1858199	0,7920928	0,6642205	0,3423967	0,5745204	0,5762871	0,2335951	0,5151583	0,2416571	0,4400969	0,6965800	0,5201593	0,8067131	0,3977216	0,7134194	0,4155246	0,6543050	0,8412608	0,4675550
760	0,5710832	0,7091723	0,4227284	0,5987269	0,7230412	0,2318588	0,5527403	0,5761875	0,6698498	0,6758506	0,0941719	0,7277789	0,1714350	0,2118138	0,7522341	0,8183289	0,2958473	0,5043055	0,6636605	0,1905624	0,5617483	0,3044414	0,4044155	0,6951675	0,4533780	0,6574153	0,2935290	0,6619966	0,3837081	0,5688630	0,5862373	0,3523767
780	0,4835118	0,5389496	0,5609626	0,6637559	0,6915588	0,1757858	0,4771258	0,3392087	0,6385430	0,6645152	0,0809117	0,6425746	0,1260873	0,2319912	0,7197405	0,7103741	0,3961731	0,5213161	0,5772134	0,2010144	0,6057167	0,2367209	0,3448321	0,5950116	0,5133759	0,7105277	0,3463525	0,6825929	0,3903219	0,6213981	0,6171285	0,4532507
800	0,3865583	0,5952281	0,5524549	0,8681335	0,6527556	0,1711623	0,4821772	0,4467913	0,7183392	0,6935338	0,0560529	0,7010707	0,1294060	0,2760839	0,6384603	0,7814038	0,2854338	0,4509927	0,6189839	0,1788228	0,6487147	0,2438829	0,4202013	0,5707491	0,5759476	0,6596507	0,3039886	0,7424248	0,4853957	0,4697023	0,7470765	0,3816218
820	0,5008765	0,6113136	0,5530115	0,7541087	0,5745310	0,1421805	0,5334333	0,5105056	0,5928516	0,7395367	0,0724353	0,6549607	0,1562582	0,1733261	0,6002080	0,6866319	0,2206336	0,6365548	0,5922480	0,2163070	0,5893526	0,3026734	0,4493387	0,5860509	0,4643825	0,6783875	0,3239492	0,6717332	0,3880459	0,5419417	0,6372150	0,3622832
840	0,4411164	0,6453221	0,5460817	0,6130036	0,5579324	0,1952569	0,5323453	0,4177181	0,4897057	0,5815584	0,0603788	0,6791147	0,1645420	0,2407853	0,6894791	0,6405155	0,3128406	0,6503587	0,4982741	0,1116330	0,5963554	0,3120708	0,3582157	0,6598482	0,5724552	0,7107165	0,3574914	0,6504261	0,3423452	0,7490862	0,7910475	0,4495883
