ihfA	hipB	hipA	yeiL	tdcA	tdcR	yiaJ	ompR	bolA	csgD	tdcF	tdcB	tdcE	tdcC	tdcG	tdcD	yiaK	sgbU	yiaO	yiaN	sgbE	sgbH	yiaL	lyxK	yiaM	sra	ompC	csgG	csgF	csgE	ompF	micF
0,4377488	0,3541244	0,2132332	0,5435712	0,6933304	0,6997031	0,0774486	0,4079599	0,6088754	0,4826823	0,6460345	0,5878770	0,1043933	0,6327430	0,4353322	0,7362752	0,5591560	0,5345898	0,5299392	0,4788059	0,5662117	0,4901537	0,2702305	0,3736217	0,7675402	0,6302178	0,3367552	0,5659264	0,4758140	0,7374689	0,6346060	0,3794487
