"Time"	ihfB	hipA	hipB	yeiL	tdcA	tdcR	yiaJ	ompR	bolA	csgD	tdcG	tdcF	tdcB	tdcD	tdcE	tdcC	lyxK	yiaN	yiaO	sgbH	sgbE	sgbU	yiaK	yiaL	yiaM	sra	ompC	csgG	csgF	csgE	ompF	micF
560	0,2546599	0,0738740	0,6154353	0,3562333	0,6908769	0,9986738	1,0136458	1,0472171	0,0189125	0,9788342	0,7090533	0,8075574	0,4589997	1,0250911	0,6900202	0,5158260	0,1564443	0,0382265	0,3422733	0,4698607	0,3809443	0,1048909	0,1393978	0,0766761	0,4524014	0,4082678	0,9366654	0,7823017	0,4359320	0,9977892	0,7216010	0,9530662
580	0,3975042	0,0895696	0,6113951	0,3464577	0,6604543	0,9662181	1,0282183	0,9798793	0,1525718	0,9880820	0,7275958	0,8352389	0,5036723	0,9219620	0,6239842	0,5116117	0,1422587	0,0321309	0,5697988	0,3308255	0,3154975	0,1878457	0,0608445	0,0858323	0,4839849	0,4092934	0,9343575	0,6949431	0,4378852	0,9630721	0,7836401	0,9294605
600	0,4497025	0,0908706	0,5790189	0,4052902	0,6590584	1,0184477	0,8996607	0,9215422	0,2206719	1,0211955	0,7612310	0,8436220	0,5369176	1,0103925	0,6342595	0,4696174	0,1604183	0,0342247	0,7306048	0,2668554	0,2857918	0,2254342	0,0296998	0,0905460	0,4535654	0,4102120	0,8838169	0,6674491	0,4523816	0,9109254	0,7600989	0,9757551
620	0,5322513	0,1106825	0,6034214	0,3843687	0,6585101	0,9437065	0,8003454	0,9624520	0,2714324	1,0049089	0,7746469	0,7979628	0,5543622	1,0523737	0,6660702	0,4580642	0,2102160	0,0445096	0,8075764	0,2272928	0,2759461	0,2575796	0,0126502	0,1002540	0,4882468	0,4113440	0,8677016	0,6275505	0,4568780	0,8962382	0,7450644	0,9632322
640	0,5522310	0,1214611	0,5683671	0,4428233	0,6609988	0,9235138	0,8788291	0,8504195	0,3255976	0,9352569	0,8880105	0,7984493	0,5224070	0,9494651	0,6777953	0,4695307	0,2212514	0,0431533	0,9230152	0,2393050	0,3085671	0,2351619	0,0087477	0,1091615	0,4920632	0,4030276	0,8313102	0,6337928	0,4937573	0,9155569	0,7686569	0,9780665
660	0,4955089	0,1133294	0,5692474	0,4968084	0,6940953	0,9624564	0,7914391	0,9034901	0,3762377	1,0327497	0,8680225	0,7951513	0,5089182	0,9365561	0,7183396	0,5132060	0,2529744	0,0472950	1,0390696	0,2784163	0,3239020	0,3055434	0,0210704	0,0981196	0,5111927	0,4248070	0,7730372	0,6515273	0,4660878	0,9114550	0,7017490	1,0072681
680	0,5216518	0,1174569	0,5630245	0,4971481	0,7136836	1,0185770	0,8756089	0,8752553	0,3804478	0,9110458	0,8913523	0,8741097	0,4841022	0,9408443	0,7383428	0,5234541	0,2681833	0,0390743	0,9988217	0,2368191	0,3290158	0,3400459	0,0049418	0,0926839	0,5075425	0,4235946	0,8476552	0,5934102	0,4502130	0,9781472	0,7063286	0,9995392
700	0,5309842	0,1371230	0,5821454	0,5204301	0,7168667	1,0655601	0,9363874	0,8099449	0,3493025	0,9407647	0,8918184	0,8785495	0,5506607	0,8815188	0,7045580	0,5424139	0,3104232	0,0368790	1,0405475	0,2584547	0,3793566	0,4042469	0,0063797	0,1856173	0,4768223	0,4440843	0,8210450	0,5913885	0,4550552	1,0123670	0,7299964	0,9707424
720	0,5462753	0,1526903	0,6051740	0,5676090	0,7757847	1,0040727	0,9062975	0,8759222	0,3705027	1,0068605	0,9376834	0,8788996	0,5897509	0,8711740	0,7436359	0,5022880	0,3190252	0,0404923	1,0348913	0,3071188	0,4288392	0,4112090	0,0209650	0,1320881	0,5110846	0,4611475	0,7987000	0,5224810	0,4187393	1,0322482	0,7074050	0,9355539
740	0,4867407	0,1627893	0,5779980	0,6056061	0,7827152	0,9106179	0,8074346	0,8359619	0,3779768	0,9842196	0,8781754	0,9712195	0,5644303	0,8985265	0,7214859	0,5070713	0,3111364	0,0369049	0,9669811	0,2879827	0,3787896	0,4137826	0,0132413	0,1484972	0,4825958	0,4407531	0,8082069	0,5248781	0,3643600	1,0064968	0,7367686	0,8944851
760	0,4797285	0,1322503	0,5809058	0,6391598	0,7598890	0,9116386	0,8162466	0,7929633	0,4095650	0,8887115	0,8434712	0,8875564	0,6154519	0,9834234	0,7334676	0,5254257	0,3599377	0,0316314	0,9641286	0,3015322	0,4023198	0,4244494	0,0047862	0,1754488	0,5077811	0,4749916	0,8462372	0,5352065	0,4057446	0,9717622	0,7191667	0,8817484
780	0,4647584	0,1615163	0,5771996	0,6740679	0,8229036	0,8844122	0,8410363	0,7371734	0,4558941	0,8929794	0,8972626	0,9114842	0,6027101	0,9527257	0,7490053	0,5667759	0,3274489	0,0404785	0,9611736	0,3476051	0,4481095	0,4107458	0,0068100	0,1924956	0,5387370	0,4513088	0,7987844	0,4470086	0,3445336	0,9464386	0,7872112	0,8537063
800	0,4733525	0,1674531	0,5182706	0,6628941	0,8290187	0,9188475	0,8069539	0,7196029	0,4612621	0,8114234	0,9092928	0,8535973	0,5994392	0,9874592	0,7268623	0,5752756	0,2740910	0,0518376	0,9187076	0,3173177	0,3894408	0,4588968	0,0118682	0,1526449	0,5394730	0,4148628	0,7819008	0,4287519	0,3498894	0,9313573	0,8319371	0,9145562
820	0,4859883	0,1759728	0,4997329	0,6770186	0,7764175	1,0210973	0,7810821	0,7446778	0,4675953	0,7855572	0,9565993	0,7277158	0,5855464	0,9876102	0,7332003	0,6012523	0,3162849	0,0636502	0,9960320	0,2988917	0,4291664	0,4582129	0,0131112	0,1815014	0,5915079	0,4456388	0,7802410	0,4480969	0,2919242	0,9508142	0,8509196	0,8855979
840	0,5041710	0,1674617	0,4838425	0,7144924	0,7908109	1,0562559	0,6958725	0,7566689	0,4716664	0,7727635	0,9779465	0,8428740	0,5872043	0,9471548	0,7585694	0,6106356	0,3695470	0,0620241	0,9625861	0,2703098	0,4524580	0,4757832	0,0152592	0,1891735	0,5520249	0,4667944	0,7450998	0,3910003	0,3095062	0,8682443	0,8057809	0,8946709
860	0,5130692	0,1851410	0,4422291	0,6776651	0,7753038	1,0639889	0,8067984	0,7822739	0,4472626	0,7872825	1,0180174	0,8423963	0,5895769	0,8865848	0,7970940	0,6231494	0,4079136	0,0647699	1,0162613	0,3781384	0,4628092	0,4898252	0,0122538	0,1744244	0,5846047	0,4684726	0,7782597	0,4066504	0,2979296	0,8418849	0,8531857	0,9287789
880	0,4631691	0,1970754	0,4192345	0,6865042	0,7905916	1,0073589	0,8293487	0,8056945	0,4268454	0,8079712	0,9590034	0,8553616	0,5978827	0,8702010	0,7680176	0,6256787	0,4470513	0,0484757	1,0241924	0,3452626	0,4533456	0,5143000	0,0079914	0,1747666	0,6000087	0,4432981	0,7918737	0,4233908	0,2866718	0,8615763	0,8531194	0,9218030
900	0,5025819	0,2041784	0,4369908	0,6159137	0,7585920	0,9725426	0,7805551	0,8346283	0,4217684	0,8275787	0,9604425	0,8671477	0,5944692	0,9147499	0,7120604	0,6426849	0,4454226	0,0456540	0,9751543	0,3205375	0,4604377	0,5285731	0,0106845	0,1809380	0,6231231	0,4459806	0,8213048	0,5028044	0,2928245	0,8660709	0,8098368	0,9324510
920	0,5132928	0,2113229	0,4347698	0,6739191	0,7940575	1,0021113	0,7396517	0,8267468	0,4170780	0,8232946	0,9430092	0,8159246	0,5967909	0,9349044	0,7378072	0,6097064	0,3898551	0,0483079	0,9919301	0,3185719	0,4177876	0,5223191	0,0099225	0,1719179	0,6332773	0,4723396	0,8078626	0,4861887	0,3125470	0,8942356	0,7438742	1,0010981
940	0,5362361	0,2096554	0,4479457	0,6326360	0,8491106	1,0205580	0,8669210	0,8017991	0,4172281	0,8706155	1,0231389	0,8543044	0,5868703	1,0173461	0,7151496	0,6017402	0,3459173	0,0585981	0,9217697	0,3169221	0,4141437	0,5030986	0,0144115	0,1747292	0,6037727	0,5051526	0,7905903	0,5060764	0,3120497	0,8732005	0,7380331	1,0660779
960	0,5355396	0,1971868	0,4368667	0,6491218	0,9292340	1,0591622	0,8285589	0,8437005	0,4508827	0,9095170	0,9679006	0,7990172	0,6497049	0,9859003	0,7090253	0,6375514	0,3814460	0,0628145	0,9314325	0,2801793	0,4340808	0,4796270	0,0130820	0,1297753	0,6220522	0,4526478	0,7496755	0,4384575	0,3168543	0,8829639	0,7442897	1,0101875
980	0,5388127	0,2143188	0,4350475	0,7312899	0,9090758	1,0099959	0,8418559	0,7916074	0,4297069	0,9531724	1,0415184	0,8638640	0,6843937	1,0656746	0,7405449	0,6350353	0,3746442	0,0523602	1,0348883	0,3084582	0,4761893	0,5425227	0,0140877	0,1686716	0,5849356	0,4549177	0,7539428	0,4057088	0,3505695	0,9143780	0,6690389	0,9659681
1000	0,4980396	0,1951417	0,4578291	0,6857555	0,8877667	1,0384097	0,7930668	0,8120943	0,3860253	0,9564463	1,0090480	0,8966757	0,6440414	1,1137770	0,7310444	0,6096770	0,3940352	0,0419288	0,9666718	0,3561405	0,4442627	0,5478289	0,0131338	0,1594001	0,5909462	0,4859800	0,7332242	0,4535982	0,4305454	0,9566871	0,6005373	0,9648816
1020	0,4867265	0,2037797	0,4493499	0,6966619	0,8613450	0,9546191	0,8117538	0,8008912	0,3791511	0,9171534	0,9948197	0,8820889	0,6521406	1,0548281	0,7472643	0,6060745	0,3963876	0,0490633	0,9400601	0,3206861	0,4824357	0,5220606	0,0044304	0,1454035	0,5979516	0,4852132	0,7497338	0,4869337	0,4386130	0,9460425	0,6301341	0,9142077
1040	0,4468876	0,2066224	0,4518101	0,6990818	0,9232629	1,0184485	0,8285443	0,8344858	0,3861985	0,9670903	0,9826799	0,9314823	0,6958763	1,0313932	0,7994510	0,5490128	0,4197357	0,0589822	0,8886233	0,3191449	0,4599191	0,5024063	0,0049962	0,1593371	0,5679545	0,4996492	0,7036995	0,5098238	0,4233606	0,9230476	0,6277954	0,9878037
1060	0,4643600	0,1851465	0,4250266	0,6518203	0,8734128	1,0132538	0,7946500	0,8558386	0,4064905	0,8936822	1,0001145	0,9595656	0,7277577	1,0746384	0,8182484	0,5304357	0,4004524	0,0545012	0,9355886	0,2889280	0,4063456	0,4369424	0,0022836	0,1557117	0,5910034	0,4852223	0,7417617	0,5074921	0,4470935	0,8909541	0,6715966	1,1291481
1080	0,4390149	0,1807024	0,4258268	0,6221408	0,9526713	1,0126589	0,7782618	0,8050115	0,4306006	0,8785846	0,9520593	0,8907872	0,7425115	1,0677822	0,8134980	0,5299568	0,4312537	0,0607831	0,9111457	0,3282867	0,4464775	0,4664524	0,0047944	0,1534230	0,6313674	0,4758960	0,7416145	0,4755442	0,4280705	0,8925748	0,6326790	1,0883700
1100	0,4827723	0,1604390	0,4893604	0,6518304	0,9114254	0,8917463	0,7906531	0,8583510	0,4223766	0,8341972	0,9737960	0,8701424	0,6557998	1,0643812	0,8638128	0,5889517	0,4076079	0,0587667	0,9218826	0,3530793	0,4446595	0,4313669	0,0063037	0,1545699	0,5757465	0,4997670	0,7359105	0,4509273	0,4056433	0,9374898	0,6345192	1,0816698

0	0,5600967	0,2065908	0,4852157	0,6124620	0,7339061	1,0173116	0,7653388	0,8375585	0,4231247	0,8618818	1,0483658	0,9232449	0,6236752	0,9864146	0,7565256	0,6282470	0,3830982	0,0543313	0,9466988	0,2374628	0,4384205	0,4154814	0,0129113	0,1410081	0,5526293	0,5232871	0,8176112	0,4950229	0,3016902	0,9700298	0,7908216	1,0506278
20	0,4703954	0,1922959	0,4416189	0,6096143	0,8813831	1,0815900	0,7211777	0,4846921	0,2870346	0,8344824	0,9344014	0,9385882	0,6401657	0,9876392	0,8386697	0,5667580	0,4191082	0,0521132	0,9923166	0,3691918	0,6417444	0,3798669	0,0092245	0,3568144	0,6316578	0,5291978	0,7712441	0,4090357	0,2978644	0,9811151	0,7398629	0,6462027
40	0,4744964	0,1838600	0,4480552	0,6218766	0,8550993	1,0788953	0,7602254	0,3513994	0,2601828	0,7341633	0,9543354	0,9490969	0,7004796	0,9480544	0,8123644	0,5614875	0,5149382	0,0343168	1,0145487	0,3948474	0,7100374	0,3038689	0,0048315	0,4272944	0,6092091	0,5015776	0,7474057	0,3561680	0,2880455	0,9641708	0,7588272	0,3391388
60	0,4567405	0,1956622	0,4367253	0,6257352	0,8425765	1,0559559	0,7398867	0,2606147	0,2967685	0,5821818	0,9913389	1,0090650	0,7562216	0,9335235	0,7882417	0,5731322	0,5169119	0,0410656	1,0288514	0,3813862	0,7466403	0,2819589	0,0075235	0,3680865	0,6471884	0,4937433	0,7340342	0,2609115	0,2368703	0,9705084	0,8410001	0,2116334
80	0,4695831	0,1924190	0,4217969	0,5836120	0,8735965	1,0298802	0,7632504	0,2502628	0,3481753	0,5340740	0,9845138	0,9315345	0,7552355	1,0360359	0,8133232	0,5933423	0,5171006	0,0385877	1,0673975	0,3178454	0,7503693	0,2335531	0,0061562	0,3959672	0,6143040	0,5260337	0,6731701	0,1702194	0,1459715	1,0335654	0,9097585	0,1164285
100	0,4659512	0,1883268	0,3987480	0,5720067	0,9110894	0,9194569	0,8163100	0,1844005	0,4189474	0,5055077	0,9645032	0,9416489	0,7663647	0,9820289	0,8320448	0,6289266	0,5640319	0,0303641	1,0396848	0,2892271	0,7853131	0,1845218	0,0045685	0,4365463	0,5816539	0,5312118	0,6796525	0,1245352	0,1095599	0,9774597	0,9109260	0,0484756
120	0,5292491	0,2051026	0,3803204	0,6353488	1,0063571	0,9543226	0,7842944	0,1591420	0,4263936	0,4473432	0,9622005	1,0228559	0,7391124	0,9190824	0,7847709	0,6298874	0,5428388	0,0419553	0,9962449	0,2959257	0,8076518	0,1571235	0,0067317	0,4270153	0,6109046	0,5191576	0,6370097	0,0903807	0,0766118	0,9383129	1,0088820	0,0278836
140	0,5070939	0,2055180	0,3863678	0,6200109	1,0216694	0,9919843	0,8441445	0,1168641	0,4690995	0,4354137	1,0162380	1,1115715	0,7921586	1,0178321	0,8084074	0,6141898	0,5731826	0,0336896	0,9660108	0,3029167	0,7274848	0,1714049	0,0108750	0,4106073	0,5810441	0,5790568	0,5938245	0,0754983	0,0636934	0,9647699	1,0216904	0,0206899
160	0,4869111	0,2207292	0,4003211	0,6507905	1,0472932	1,0977077	0,7341611	0,1285691	0,4897464	0,3847570	1,0113242	1,0165689	0,7415470	1,0442606	0,8288978	0,5867683	0,5501243	0,0372205	0,9736120	0,3248105	0,7653884	0,1609177	0,0142112	0,3862186	0,6226727	0,5984623	0,5081917	0,0432819	0,0466463	1,0138816	1,0014909	0,0065395
180	0,4658662	0,1957402	0,4394231	0,6467183	0,9839068	1,0834154	0,6768997	0,1209431	0,5724713	0,3528291	1,0273460	1,0151939	0,7369846	1,0526311	0,8539155	0,6264596	0,5790399	0,0221842	0,9744352	0,3371959	0,7515068	0,1597461	0,0115832	0,3697767	0,6351468	0,5337161	0,4817398	0,0601440	0,0217848	1,0656543	0,9708926	0,0071577
200	0,4737133	0,1627234	0,3962304	0,6218445	0,9874502	1,0482642	0,6619897	0,1259230	0,6211523	0,3043905	1,0405371	1,0142864	0,7982896	1,0092734	0,7595611	0,6199421	0,6070710	0,0119934	0,9982303	0,3295968	0,7064910	0,1254467	0,0097194	0,4226759	0,6566046	0,4950412	0,4705592	0,0420353	0,0112893	1,0735357	0,9456068	0,0070223
220	0,4668720	0,1733419	0,4287435	0,6263981	0,9587517	0,9825935	0,6943413	0,1181536	0,5781355	0,2902137	0,9586324	0,9400878	0,8187442	1,0136915	0,7673917	0,6128766	0,5665362	0,0206248	0,9915234	0,3126535	0,7152115	0,1015833	0,0040831	0,3837461	0,6629114	0,5723823	0,4497550	0,0185453	0,0070469	1,0594592	0,9455629	0,0030768
240	0,4733183	0,1885306	0,4501760	0,6217673	0,9119536	0,8930956	0,6813008	0,1231877	0,6204614	0,2630908	0,9488701	1,0358044	0,7754043	0,9826142	0,8387483	0,5781924	0,6239820	0,0341427	0,9623587	0,4188919	0,7074230	0,1242398	0,0077652	0,4260310	0,6410278	0,5680044	0,4452312	0,0241581	0,0051572	0,9920920	0,9756251	0,0093388
260	0,4772961	0,1964321	0,4669419	0,6441254	0,9145407	1,0082502	0,6437104	0,1083010	0,5891131	0,2029796	0,9881572	0,9559554	0,7843668	0,9655630	0,7981818	0,5787218	0,5673213	0,0368947	0,9504836	0,3698590	0,7328261	0,1327295	0,0080329	0,5010830	0,6269471	0,5522140	0,4002557	0,0315873	0,0078824	0,9669758	0,9341015	0,0084461
280	0,4533752	0,2221215	0,4905636	0,6311722	0,9472234	0,9338104	0,7061413	0,1197840	0,5854672	0,2421223	0,9926495	1,0152856	0,8040811	0,9837315	0,8403628	0,5696720	0,5591188	0,0488922	0,9879781	0,3856553	0,7150375	0,1544169	0,0211718	0,4314243	0,6163468	0,5430816	0,3696758	0,0237965	0,0027642	0,9883016	0,9599590	0,0018369
300	0,4203219	0,2109763	0,4948097	0,6365591	0,9221343	0,9365082	0,6477162	0,1236816	0,5660152	0,2259621	1,0269000	0,9560933	0,8219703	0,9542311	0,8387012	0,5618975	0,5640251	0,0462418	0,9220023	0,3182071	0,6982233	0,1629543	0,0177701	0,4486617	0,5976068	0,5845249	0,3844943	0,0369848	0,0015833	0,9975263	0,9169294	0,0011942
320	0,4125079	0,1820627	0,4935780	0,6167126	0,8956752	0,9590239	0,7264912	0,1438922	0,6069129	0,2016187	1,0324407	1,0231784	0,7836922	0,9910323	0,7802577	0,5828745	0,5722895	0,0583459	0,8932539	0,3740303	0,6809160	0,1612661	0,0206148	0,4509686	0,6363847	0,6165112	0,3664741	0,0345396	0,0036112	1,0265225	0,9335808	0,0000000
340	0,4254839	0,2068145	0,4941983	0,6361969	0,9404355	1,0390359	0,8081679	0,1333922	0,6033805	0,1900405	1,0463952	1,0240492	0,8011279	0,9947466	0,7646591	0,6302160	0,6184100	0,0569294	0,9788464	0,3633397	0,6488776	0,1602619	0,0120543	0,4071848	0,6575038	0,5663873	0,3670992	0,0297752	0,0006193	0,9915719	1,0448634	0,0034241
360	0,4137983	0,2391218	0,4432827	0,6090149	0,9199358	0,9882566	0,7086508	0,1511146	0,6404406	0,2348773	1,0526321	0,9953400	0,8188222	1,0126133	0,7651382	0,6343416	0,5446807	0,0552256	0,9878518	0,3861862	0,7566800	0,1277349	0,0125041	0,4665335	0,5937220	0,6290771	0,3734042	0,0237521	0,0029459	1,0419385	0,9962581	0,0014257
380	0,4403845	0,2155618	0,4474141	0,6799510	0,9488275	1,0231031	0,7372041	0,1499715	0,5701387	0,1997470	1,0143322	0,9957855	0,7998205	1,0229913	0,7454918	0,5785662	0,5480509	0,0573170	0,9668713	0,3481910	0,7193615	0,1356522	0,0050133	0,4555019	0,5897611	0,6586728	0,3824584	0,0320834	0,0004862	0,9806304	1,0396404	0,0004896
400	0,5225443	0,2099430	0,4902199	0,6853581	0,9367258	1,0312627	0,7560509	0,1254858	0,5764007	0,1898446	1,0253390	1,0019448	0,8719393	0,9548324	0,7500816	0,6131913	0,5446050	0,0558760	0,9485651	0,3529684	0,7501287	0,1565918	0,0111729	0,4287012	0,5884892	0,6421411	0,3781108	0,0409199	0,0004900	0,9725453	1,0133537	0,0045393
420	0,4936977	0,2034017	0,4227299	0,6593839	0,9789386	1,0358551	0,7382870	0,1150507	0,5908752	0,1915983	1,0925481	0,9723556	0,8768401	1,0452525	0,7574443	0,6277487	0,5772231	0,0478970	0,9780875	0,3400793	0,7071731	0,1304713	0,0033516	0,4003894	0,6836778	0,6062748	0,4085908	0,0257774	0,0002397	0,9228285	1,0256976	0,0027298
440	0,5218108	0,1800127	0,3974384	0,6460686	0,9634011	0,9851348	0,7184038	0,1031103	0,6072665	0,1950756	1,0191253	0,9729623	0,8514521	0,9838691	0,7549060	0,5436228	0,5758839	0,0510565	0,9708189	0,3044099	0,7309381	0,1340925	0,0030175	0,4089345	0,7203689	0,5416718	0,4074988	0,0201851	0,0009600	0,9171333	1,0256946	0,0035612
460	0,5456885	0,1702275	0,4031450	0,6026340	1,0401485	1,0148933	0,7202156	0,1252453	0,6662461	0,1580169	1,0382740	0,9939916	0,8510016	0,9298695	0,7765228	0,6059634	0,5246027	0,0282399	0,9774118	0,2446076	0,7806665	0,1128703	0,0181650	0,4309624	0,6887050	0,5216236	0,3861038	0,0229596	0,0008664	0,9239480	1,0579883	0,0072052
480	0,5336121	0,2419359	0,4289567	0,6196313	1,0099558	1,0253142	0,7232595	0,0810214	0,6414013	0,1702667	1,0795328	0,9786843	0,8617474	0,9416814	0,7762602	0,6070311	0,5684042	0,0372660	0,9693709	0,2400069	0,7345229	0,1280411	0,0104608	0,4388311	0,6931568	0,5984257	0,3533957	0,0200310	0,0008170	0,9045787	1,0834087	0,0017070
500	0,4932330	0,1999773	0,4183873	0,6524730	0,9640806	1,0860399	0,7277856	0,0910789	0,5948835	0,2078202	1,0756663	1,0314557	0,8424832	1,0006321	0,7748110	0,7060374	0,5559975	0,0428019	0,9990669	0,2653896	0,7029437	0,1309618	0,0100628	0,3999646	0,6909147	0,5775775	0,3549743	0,0321403	0,0046134	0,8974646	1,0588312	0,0017577
520	0,4748058	0,2091430	0,4163835	0,6292775	0,9446132	1,0818649	0,7490013	0,0970419	0,6454840	0,2159908	1,0071411	0,9573790	0,8134006	0,9789468	0,8164647	0,6641344	0,5520116	0,0442312	1,0559074	0,2995233	0,7720442	0,1338336	0,0046721	0,4039771	0,6409537	0,5853355	0,3483853	0,0335828	0,0109468	0,8906328	1,0682192	0,0010140
540	0,4819649	0,2126518	0,4696808	0,6730458	0,9073474	1,0221311	0,6810789	0,1086082	0,6064947	0,1952827	1,0069873	0,9717027	0,8155905	0,9157526	0,8021421	0,6401759	0,5256743	0,0503787	1,0732288	0,3363611	0,7392413	0,1364434	0,0061916	0,4123432	0,6059981	0,6428388	0,3790061	0,0309067	0,0065062	0,7919159	1,1032053	0,0006522
560	0,4733874	0,2157555	0,4837585	0,6393000	0,8329325	0,9776225	0,7014606	0,1276385	0,5948097	0,2227644	1,0477701	1,0399839	0,7968338	0,9140246	0,8241122	0,6284803	0,4964765	0,0508118	1,0324528	0,3419809	0,7775475	0,1537459	0,0080370	0,4226470	0,6056910	0,6788332	0,3490102	0,0281108	0,0035094	0,8570840	1,0439136	0,0034943
580	0,4693899	0,2145686	0,5281219	0,6240239	0,8368013	0,9692194	0,8053359	0,4414117	0,7261225	0,2448812	1,0026764	0,8740068	0,7273078	0,9179277	0,7521247	0,6644845	0,4799906	0,0300585	0,9978752	0,3115442	0,6683568	0,2271453	0,0084271	0,1937857	0,6496061	0,6778359	0,3695126	0,0182802	0,0078316	0,7215609	1,0282711	0,3501880
600	0,4252034	0,2071275	0,5176895	0,6388784	0,8236694	1,0477354	0,7922764	0,5840018	0,8496245	0,2578667	1,0344564	0,8764155	0,7305790	0,9695137	0,7835286	0,6479866	0,4494733	0,0243734	0,9878477	0,2974199	0,6182945	0,2954522	0,0052911	0,1926795	0,5912231	0,6637717	0,3974016	0,0266909	0,0055608	0,6332015	1,0359992	0,6509591
620	0,4862267	0,2214026	0,4408606	0,6710763	0,8460538	1,0655065	0,8003874	0,7364994	0,7815632	0,3778149	1,0650306	0,8640499	0,6697850	1,0146932	0,8328619	0,6252350	0,4023002	0,0299951	1,0093487	0,2766085	0,5650554	0,3172817	0,0114331	0,1300864	0,5655204	0,6387931	0,4726671	0,0397654	0,0165279	0,6553951	0,9854027	0,7892577
640	0,4664949	0,1843275	0,3788250	0,6416435	0,7757619	1,0376392	0,8282992	0,8344406	0,7117251	0,4590785	1,0437678	0,8762962	0,6501235	1,0182280	0,7836747	0,5591657	0,3679023	0,0427347	0,9756724	0,2730910	0,4988552	0,3304471	0,0054861	0,1844275	0,5621042	0,5078064	0,5467303	0,0473817	0,0248450	0,7586001	0,9561964	0,8723785
660	0,5310011	0,1685477	0,3865948	0,6061835	0,7079351	1,0057593	0,8295801	0,8751003	0,6428406	0,5911629	1,0091716	0,8327582	0,6919566	1,0001175	0,7801811	0,5358651	0,3641196	0,0452602	1,0002888	0,2775398	0,4376918	0,3760189	0,0059525	0,1119742	0,5751456	0,5405352	0,6449908	0,1022952	0,0339408	0,8696392	0,9138302	0,9204635
680	0,4870692	0,1921528	0,4315734	0,6848170	0,6467375	0,9474601	0,7932378	0,8788292	0,5521263	0,7285099	1,0019123	0,8694179	0,6796730	0,9905629	0,7407503	0,5434868	0,3537779	0,0588467	1,0221214	0,2699335	0,4277712	0,3764853	0,0032019	0,1163943	0,6146564	0,4800514	0,7018369	0,1400019	0,0729913	0,8769435	0,9008710	0,9661421
700	0,4785708	0,1853681	0,4914346	0,6785610	0,6252318	0,9936599	0,7888659	0,9062319	0,5029388	0,8381420	1,0150209	0,8098919	0,6115927	0,9662590	0,7155964	0,5565774	0,3454958	0,0491108	1,0150889	0,2734170	0,4312372	0,3785176	0,0048538	0,1431896	0,6181039	0,4738029	0,6867859	0,2405075	0,1149213	0,9439676	0,8358530	0,9901882
720	0,4930135	0,1674872	0,4943413	0,7076865	0,6574672	1,0145009	0,8505495	0,9038442	0,4745447	0,8737066	1,0482251	0,8948840	0,5767704	0,9455405	0,7627686	0,5155563	0,3397889	0,0634769	1,0074766	0,2454987	0,4657997	0,4060677	0,0069611	0,1867212	0,6294701	0,4692839	0,6605565	0,2947159	0,1610573	0,9394150	0,7428820	0,9515016
740	0,5086219	0,1704771	0,5070468	0,6686478	0,7655782	1,0812752	0,8574734	0,8531910	0,4144497	0,9377451	1,0071775	0,8494116	0,5685525	0,8744071	0,7036706	0,5167267	0,3094733	0,0590327	0,9904071	0,2463408	0,4561751	0,4180521	0,0169366	0,1858820	0,6266054	0,4733086	0,6857737	0,3917508	0,2264161	0,9276695	0,7262127	0,9220712
760	0,4797959	0,1778359	0,5680599	0,7046914	0,8100776	1,1716172	0,8173823	0,8294843	0,4023427	0,8603465	0,9960618	0,8421286	0,5795638	0,8847202	0,6445050	0,5393890	0,3301793	0,0478711	1,0066926	0,2797996	0,4549809	0,4126215	0,0197854	0,1762222	0,5835712	0,4781952	0,7731163	0,4281193	0,2417146	0,9058501	0,6498311	0,9133257
780	0,5369693	0,1871656	0,5432892	0,6707379	0,8030033	1,0894792	0,7961674	0,8423648	0,4645255	0,8233430	1,0440559	0,8696881	0,5876411	1,0412101	0,7490440	0,5226732	0,3836071	0,0430441	1,0333144	0,3575532	0,4866622	0,3940098	0,0191222	0,2039889	0,6169636	0,5410065	0,7351250	0,4235525	0,2513929	0,8876966	0,6603634	0,9026819
800	0,5182826	0,1657803	0,5216371	0,6610992	0,8340553	1,0845282	0,8213052	0,8043300	0,4187779	0,9419917	1,0559129	0,8802239	0,5614337	1,0040748	0,7971287	0,6083823	0,3812275	0,0531060	0,9903192	0,3414042	0,5241200	0,4540711	0,0057667	0,1608464	0,5759388	0,5383193	0,7269396	0,4594091	0,2792931	0,9052721	0,7153441	0,9613902
820	0,5832925	0,1899545	0,4771886	0,6412978	0,8637769	1,0202818	0,8468301	0,8369060	0,4112351	0,8756947	1,0032421	0,9281870	0,5549805	0,9577859	0,7948397	0,6278508	0,3937429	0,0434100	0,9551622	0,3198026	0,4837709	0,4884460	0,0166636	0,2299279	0,5422895	0,5308054	0,6888932	0,4674929	0,2844057	0,9540022	0,7008539	1,0552683
840	0,5553449	0,1723752	0,4695498	0,6948218	0,8571801	0,9639563	0,8343895	0,8310129	0,4304842	0,8871829	0,9728158	1,0010302	0,5285801	0,9736019	0,7624816	0,6287823	0,4270575	0,0312091	0,8892882	0,3546150	0,4714450	0,4990321	0,0156694	0,2006661	0,5546601	0,5053815	0,6768725	0,4687959	0,2864479	0,9672901	0,6920366	1,1508407
