"Time"	araC	crp	rhaR	rhaS	melR	malI	feaR	zraR	mtlR	rbsR	rbsD	rbsA	araA	rhaA	araB	zraS	araG	rbsB	melA	rbsK	melB	araF	rbsC	rhaB	rhaD	araJ	araD	araE	malX	araH	malY	xylA
580	0,6830711	0,7032779	0,0510583	0,0520999	0,7011267	1,1426969	0,6671495	0,0514289	0,2809952	0,2580208	0,9364462	0,6324753	0,1164301	0,3385529	0,5992541	0,4617062	0,9741592	0,8114116	0,2145307	0,6001638	0,9934631	0,4391865	0,9879577	0,4317824	0,0817938	0,6289403	0,9640150	0,7692519	0,1947023	0,4138826	0,8964847	0,0521377
600	0,4960530	0,6876003	0,0480221	0,0592085	0,7828841	1,1290935	0,5363915	0,0383956	0,3496485	0,2947225	0,9509382	0,6119062	0,1327422	0,3394476	0,5819399	0,4166748	0,9213582	0,8137423	0,2541567	0,6454899	0,9606896	0,4501741	0,9950205	0,4410580	0,0774695	0,6721092	0,9431245	0,8100273	0,1680057	0,4008292	0,8828403	0,0728060
620	0,4961392	0,6626299	0,0541212	0,0783315	0,6746427	1,1781178	0,4252753	0,0422442	0,5095218	0,2840501	0,9204790	0,6225829	0,1252990	0,2998625	0,6469155	0,4496401	0,7931026	0,8345245	0,2993870	0,7357125	0,9555328	0,3957789	0,9563828	0,4994299	0,0681732	0,6058953	0,9022393	0,7258025	0,1545747	0,4485262	0,8324963	0,0999890
640	0,5611927	0,7587315	0,0508825	0,0817428	0,6420174	1,1935980	0,4194444	0,0342881	0,6174933	0,3135033	0,8380973	0,6300859	0,1228334	0,2983158	0,6321444	0,5222003	0,7375663	0,8050829	0,3214705	0,8847380	1,0200379	0,4393540	0,9431107	0,5078360	0,0553865	0,4888503	0,8933518	0,6866368	0,1971258	0,4636506	0,8618612	0,1341219
660	0,5729578	0,6927862	0,0527515	0,1108923	0,6240751	1,1597518	0,4962178	0,0367582	0,6922874	0,3043246	0,8059004	0,6162793	0,1692565	0,2897252	0,5832104	0,5582106	0,7173555	0,7376944	0,3409224	0,8821927	1,0637858	0,3999045	0,9009429	0,4745394	0,0547742	0,4899127	0,8880179	0,6244041	0,1783977	0,4420488	0,8631963	0,1705718
680	0,5837307	0,6862453	0,0664705	0,0877116	0,6767405	1,1214314	0,4873388	0,0417452	0,7163747	0,2764008	0,8175575	0,6313246	0,2203982	0,3357616	0,5835466	0,5427913	0,6316173	0,7790453	0,3674821	0,8760681	1,0531705	0,4026172	0,8726310	0,4978298	0,0522065	0,4507731	0,9118917	0,6379977	0,1599531	0,4895325	0,8985120	0,1774861
700	0,5501779	0,6725102	0,0584909	0,0949496	0,6778548	1,1214988	0,4945205	0,0362143	0,8028178	0,2434601	0,7914535	0,6407218	0,2024596	0,3833853	0,5950330	0,5417922	0,6360734	0,8629064	0,3975094	0,8722154	1,0604515	0,4184379	0,8654705	0,4861396	0,0646009	0,4790196	0,8569886	0,6289086	0,1821862	0,4851131	0,8474717	0,1989028
720	0,5514830	0,7477191	0,0699331	0,0923442	0,6502753	1,0312186	0,4951110	0,0272342	0,8018666	0,2205196	0,7668169	0,6254594	0,2122323	0,4375794	0,6251266	0,4987557	0,5953510	0,8410907	0,4279568	0,9160983	1,0460107	0,4492806	0,9523879	0,4639155	0,0535140	0,4729727	0,8911276	0,5689122	0,1865818	0,4612646	0,8045954	0,1986005
740	0,5775265	0,6807414	0,0708404	0,0798214	0,6464808	1,0330216	0,5412730	0,0287961	0,8458979	0,2537006	0,8281230	0,5793152	0,2363215	0,3990118	0,6146748	0,5131079	0,5596876	0,9704468	0,4346597	0,9451465	0,9499570	0,4437548	1,0184888	0,4674304	0,0705825	0,4797531	0,9155459	0,5982606	0,1864141	0,4389553	0,8156478	0,2568967
760	0,5625022	0,7189565	0,0937690	0,1091961	0,6399255	1,0156709	0,4981893	0,0282262	0,9584408	0,2562099	0,8670613	0,5883617	0,1928786	0,4360307	0,6579024	0,4889063	0,6378338	0,8514051	0,4330412	1,0100538	0,9489910	0,4594436	1,0054522	0,5052378	0,0901400	0,5344694	0,9217064	0,6002760	0,1932362	0,4146129	0,8384443	0,2767594
780	0,5562903	0,6948729	0,0791770	0,1136480	0,6485922	0,9717577	0,4808235	0,0256853	0,9543651	0,2912478	0,8691682	0,6028870	0,2446304	0,4752434	0,6564117	0,4542542	0,6810228	0,8876498	0,4347457	1,0386383	1,0146870	0,4496213	1,0825725	0,4784081	0,0728978	0,4872749	0,9596762	0,5624924	0,2069332	0,4650507	0,8850131	0,2583890
800	0,5519823	0,7404011	0,0658770	0,1409969	0,6012291	1,0602121	0,5141251	0,0229512	1,0100802	0,2815932	0,8699990	0,6224110	0,2369206	0,5001915	0,6257999	0,4676742	0,5746335	0,8231350	0,4175810	1,0174231	0,9358941	0,4255070	1,0466221	0,4567437	0,0932626	0,4654063	0,9777179	0,5785652	0,2159947	0,4025506	0,8725862	0,2525646
820	0,5572453	0,7276697	0,0535262	0,1640876	0,6689258	1,0156241	0,6084816	0,0283819	1,0058732	0,2929735	0,8613716	0,5943077	0,2449595	0,5130291	0,6691171	0,4522590	0,5904992	0,8382020	0,4613602	1,0022848	0,9116843	0,3791820	1,0335802	0,4416617	0,0765994	0,4539259	0,9707499	0,5823850	0,2101278	0,4055168	0,9100631	0,2423096
840	0,5609444	0,6668031	0,0505997	0,1652476	0,5935128	1,0663400	0,5652767	0,0450861	1,0931343	0,3437423	0,8398619	0,5668924	0,2592934	0,5289433	0,6618651	0,4780162	0,5505493	0,8785741	0,4720250	0,9214559	0,9812545	0,4029847	1,0176699	0,4635768	0,0748127	0,4458167	1,0105228	0,5787266	0,2400816	0,3988417	0,8898895	0,2147112
860	0,4969089	0,7200749	0,0499324	0,1712730	0,6754175	1,0451032	0,5450889	0,0639026	1,0111130	0,3466550	0,7644532	0,5655090	0,2438135	0,4845481	0,6209893	0,5017565	0,5225766	0,8929469	0,4584848	0,9436776	0,9790105	0,4117222	1,0553954	0,4710576	0,0761167	0,4263246	0,9988211	0,5885894	0,2163423	0,5229582	0,9022541	0,1810032
880	0,5143232	0,7003188	0,0371298	0,1575101	0,6851859	1,0780380	0,5592192	0,0467386	0,9190888	0,3358715	0,7996957	0,5331743	0,2481553	0,4447032	0,6612534	0,5237958	0,4845834	0,8413989	0,4658315	0,9113545	0,9663331	0,4672829	0,9638439	0,4435454	0,0863363	0,4167432	0,9749117	0,6110425	0,2252543	0,5111437	0,9052662	0,1979736
900	0,5203942	0,7087879	0,0301659	0,1203453	0,6767108	1,0490004	0,5333716	0,0454434	0,9161142	0,2947199	0,7779481	0,5424058	0,2127486	0,4397672	0,6655202	0,4675871	0,5141181	0,8280991	0,4895178	0,9483449	0,9251518	0,4517371	1,0114139	0,4355765	0,0977443	0,4387803	1,0051955	0,6505408	0,2581407	0,5214091	0,9186735	0,2274415
920	0,6352990	0,6771871	0,0433392	0,0912500	0,6976189	1,0373278	0,5322560	0,0489235	0,9391075	0,3061550	0,7816910	0,5962690	0,2009992	0,4883446	0,6587338	0,4858480	0,4950909	0,7722270	0,4937749	0,9674635	0,9406827	0,4578196	1,0095544	0,4433934	0,0944674	0,4259606	1,0046509	0,5571092	0,2539550	0,4270482	0,8653222	0,2298570
940	0,5977978	0,7781465	0,0384939	0,0999690	0,6884322	0,9415334	0,4383315	0,0461126	0,8495207	0,2636133	0,8264067	0,5844073	0,2468010	0,4464730	0,6818162	0,4874606	0,4618087	0,8473511	0,4647541	0,9894118	0,9207298	0,4672796	1,0068170	0,4515035	0,0718822	0,5041487	1,0214417	0,5306483	0,2268293	0,4705292	0,8703586	0,2237863
960	0,6109576	0,6984755	0,0619222	0,0811078	0,6730029	0,9487273	0,4449337	0,0561554	0,9328373	0,2494068	0,8642209	0,5813412	0,2455641	0,4560381	0,6934189	0,4790796	0,4626295	0,8535628	0,4723805	1,0333903	0,9439489	0,5180885	1,0126163	0,4829536	0,0844116	0,5696341	0,9982265	0,5480017	0,1975590	0,5008103	0,9245821	0,2374138
980	0,6062424	0,6904173	0,0638075	0,0836228	0,6841524	0,8975021	0,4755802	0,0518680	0,9844033	0,2806078	0,7880611	0,5760911	0,2565960	0,4817050	0,6514814	0,5256411	0,5122043	0,8088509	0,4356370	1,0130048	0,8909850	0,5484954	0,9987717	0,4644722	0,0956291	0,5765062	0,9979866	0,5290483	0,1631199	0,5073579	0,9390345	0,2150784
1000	0,5448737	0,6953055	0,0543999	0,0838375	0,6829308	0,8762231	0,4824398	0,0560644	0,9887028	0,2654963	0,7682292	0,5587292	0,2296019	0,4658855	0,6940984	0,4991120	0,5521990	0,8116395	0,4108352	1,0541864	0,9181447	0,5392319	0,9569870	0,4324498	0,0886481	0,5596571	0,9966405	0,5414889	0,1851619	0,4637388	0,9663632	0,2145724
1020	0,5008706	0,6957959	0,0597858	0,0729867	0,6640593	0,9884226	0,4494452	0,0473883	0,9654688	0,2658271	0,7880443	0,5807598	0,2115383	0,5278608	0,6763749	0,4377684	0,5787738	0,7679349	0,3811779	0,9810911	0,9311008	0,4692887	1,0135975	0,4483920	0,0845733	0,5461890	0,9527829	0,5642610	0,1991007	0,4524303	0,9410116	0,2265576
1040	0,5523478	0,6720757	0,0641053	0,0723581	0,5262066	1,0142179	0,3952592	0,0445754	0,9918140	0,2731166	0,7602456	0,6061751	0,1966694	0,4707782	0,6863568	0,4285185	0,5727417	0,7852057	0,3908429	1,0365475	0,9033971	0,4592953	1,0310203	0,4330247	0,0842422	0,4645613	0,9637312	0,5501714	0,2183648	0,4343294	0,9202786	0,2009714
1060	0,5542076	0,7580047	0,0618985	0,0706643	0,6057090	1,0254169	0,3973003	0,0388376	1,0396612	0,2765147	0,7571512	0,6326982	0,2174460	0,4706817	0,6356138	0,4421872	0,5576276	0,7898442	0,3852268	0,9850760	0,8737972	0,4957760	1,0238208	0,4459722	0,0784684	0,4223656	0,9680153	0,5674114	0,2414521	0,5036274	0,8979497	0,2040145
1080	0,4776700	0,7392781	0,0690662	0,0906738	0,6631426	1,0335010	0,4271948	0,0328109	1,1054677	0,2987600	0,8322774	0,6749125	0,1868605	0,4553796	0,6661593	0,4413919	0,5367263	0,7991173	0,4230070	0,9462481	0,8834509	0,5329904	0,9210744	0,4378745	0,0578708	0,4266708	0,9771622	0,6596564	0,2360155	0,4671100	0,8650420	0,2263499
1100	0,5823805	0,6940918	0,0521338	0,0975054	0,6503948	1,0253194	0,4697520	0,0472997	1,1208521	0,2875806	0,9134113	0,7282114	0,2121387	0,3988563	0,6602021	0,5005960	0,5086509	0,7859227	0,3983799	0,9568715	0,8934075	0,5240217	0,9595280	0,4554195	0,0677851	0,4236566	1,0349869	0,5948914	0,2101321	0,4431025	0,8339278	0,2736876

0	0,5688219	0,6783846	0,0514745	0,0772508	0,7748274	1,0457210	0,4852681	0,0429120	1,0379478	0,2420843	0,8798812	0,6299280	0,3077243	0,3142809	0,5849098	0,6071207	0,5655945	0,8826969	0,4698425	0,9893594	0,9661592	0,4108802	0,9481092	0,4600966	0,0757053	0,3815099	0,9158978	0,6558839	0,2264773	0,3921258	0,8089617	0,1819946
20	0,5453041	0,7184339	0,0739483	0,1275179	0,6011446	0,9253380	0,4334897	0,0404681	0,9835113	0,3330848	0,9332684	0,5680477	0,2442689	0,4544711	0,6593998	0,5033778	0,5351437	0,9003978	0,3847624	0,9234493	0,9707128	0,4073808	0,8575453	0,4331992	0,0626829	0,4825314	1,0487679	0,6280159	0,2152611	0,4187855	0,8772595	0,1783057
40	0,5851759	0,6801115	0,0639668	0,1466012	0,5034960	0,9635459	0,4476919	0,0535054	0,8399753	0,2885058	0,9065727	0,5412164	0,2310921	0,4520474	0,7188923	0,4922706	0,5057341	0,9090608	0,3990747	0,7657609	0,9933076	0,4321125	0,7370681	0,4685318	0,0713595	0,5044683	1,0216209	0,7031298	0,2260447	0,4437602	0,8650661	0,1746827
60	0,5938264	0,7163776	0,0682970	0,1568161	0,4350968	0,9301879	0,3754997	0,0563712	0,7310889	0,2614966	0,8590264	0,5667695	0,2328748	0,5202418	0,6490066	0,4653710	0,5377430	0,7943548	0,4041056	0,6737528	0,9689436	0,4277201	0,6081493	0,4752720	0,1020584	0,4858833	0,9503704	0,7661171	0,2663055	0,4337759	0,8335422	0,1719196
80	0,5231028	0,7446416	0,0674582	0,2009115	0,3728634	0,9546089	0,4122200	0,0450673	0,6296677	0,2788485	0,8672246	0,6070927	0,2099292	0,4988248	0,7644640	0,4997737	0,5083633	0,7902566	0,4854360	0,5469010	0,9571684	0,4506468	0,4519720	0,4631117	0,1075664	0,5605119	0,9351952	0,7954257	0,2502930	0,4547090	0,7635896	0,2073891
100	0,5421475	0,7104407	0,0532648	0,1754667	0,3851641	1,0156185	0,3617392	0,0353634	0,5646125	0,2736000	0,8581845	0,6014945	0,2366790	0,5769496	0,6866033	0,5119615	0,5092737	0,8357133	0,4965733	0,4385650	0,9200294	0,4696913	0,3458946	0,4810018	0,1175852	0,6351300	0,9236436	0,8400521	0,2304101	0,4895216	0,7469297	0,2100815
120	0,5480015	0,6906965	0,0698144	0,2287844	0,3375940	0,9335942	0,3634293	0,0363685	0,4814971	0,2481949	0,9114179	0,5659937	0,2147105	0,6113665	0,6688702	0,4803550	0,5075679	0,7724787	0,5128148	0,3325966	0,8518858	0,4674323	0,2693652	0,4521996	0,1338501	0,6314676	0,8619040	0,8405026	0,2176130	0,5049377	0,7348255	0,2395164
140	0,5231084	0,7120967	0,0505240	0,2468288	0,3621532	1,0452303	0,4563870	0,0238019	0,4692272	0,2912755	0,8868507	0,5748591	0,2526391	0,5641814	0,6840715	0,4992411	0,5052994	0,7528665	0,5854252	0,2901384	0,9217872	0,4769993	0,1919380	0,4959862	0,1335853	0,5742780	0,8132564	0,8920620	0,2109803	0,5150815	0,7443062	0,2529261
160	0,5539056	0,6832034	0,0396855	0,2713354	0,3383571	1,0018448	0,4373865	0,0246484	0,4251144	0,2928065	0,8763019	0,6287364	0,2731518	0,5977053	0,7326563	0,4482142	0,5154645	0,7383548	0,5968892	0,2454059	0,9087295	0,5053013	0,1620712	0,4502976	0,1398386	0,5995425	0,8281580	0,8821206	0,1881087	0,4956573	0,6787467	0,2958297
180	0,5109835	0,7338981	0,0468460	0,2843298	0,3847748	0,9693186	0,4171229	0,0309376	0,3746236	0,2864359	0,8660372	0,6778774	0,2603511	0,6186310	0,7536954	0,5076936	0,5649785	0,7822617	0,6216833	0,2340670	0,9425213	0,4526402	0,1492294	0,4487601	0,1354253	0,6291912	0,8968946	0,8959535	0,2146184	0,5340438	0,6480054	0,2829259
200	0,5713225	0,6692360	0,0850016	0,2916421	0,3650608	0,9987243	0,4398355	0,0351497	0,3469358	0,2945294	0,8473590	0,6753699	0,2486212	0,6062731	0,7914336	0,5130505	0,5950935	0,8165480	0,6414268	0,1887378	0,9098520	0,4581909	0,1278648	0,4248468	0,1922879	0,6569007	0,8860159	0,9816974	0,1913978	0,4726619	0,6299108	0,2321692
220	0,5376739	0,7362869	0,0857364	0,3372185	0,3795454	1,0406650	0,4519515	0,0431082	0,3088273	0,2839974	0,8537382	0,6504963	0,2810289	0,5939618	0,7374344	0,5124677	0,5362046	0,8017051	0,6505711	0,1770013	0,8567674	0,4722292	0,1026754	0,4614795	0,2360700	0,6713070	0,9354988	0,9434995	0,2309633	0,4504063	0,5940269	0,2001733
240	0,4963789	0,7207245	0,0630143	0,3597765	0,4116043	1,1155796	0,4365104	0,0555807	0,2770390	0,2825287	0,8114003	0,6412892	0,2505262	0,5322223	0,7939254	0,5141359	0,5242172	0,8574042	0,6189961	0,1832782	0,8484753	0,4479677	0,0768874	0,4520831	0,2987057	0,6873514	0,9511084	0,9330134	0,2346096	0,4597602	0,6418691	0,2011635
260	0,5639257	0,6661683	0,0681686	0,3252737	0,4304506	1,0085737	0,4951033	0,0349917	0,2757261	0,2683840	0,8532755	0,6537398	0,2089987	0,4972593	0,7963808	0,4896158	0,5269861	0,8844417	0,5959592	0,1390350	0,8978984	0,4985390	0,0588757	0,5057280	0,3100463	0,6555489	1,0266669	0,9295919	0,2423727	0,4313578	0,6680737	0,2150865
280	0,5442769	0,7197964	0,0849078	0,3171406	0,3817867	1,0310651	0,4999169	0,0268030	0,2676035	0,2549919	0,8731441	0,6282563	0,2511947	0,5300123	0,8666848	0,5748493	0,4956708	0,8253420	0,5886918	0,1661430	0,9160062	0,4851897	0,0464617	0,5118851	0,3245638	0,6247018	0,9874699	0,9613356	0,2260025	0,4580551	0,6902491	0,2622550
300	0,5819643	0,6625650	0,0711234	0,2809084	0,3386734	1,0669290	0,4614724	0,0307919	0,2343392	0,3021921	0,8504285	0,5831914	0,2571971	0,5019407	0,7753723	0,5573296	0,5883127	0,8349727	0,5615343	0,1820149	0,8985348	0,4727238	0,0406019	0,5218503	0,3364314	0,6832411	1,0110990	1,1011669	0,2589714	0,4300424	0,7033571	0,2321145
320	0,5544611	0,7779002	0,0753258	0,2877900	0,3472631	1,0033720	0,4530330	0,0267366	0,2209140	0,2628629	0,8976670	0,5492023	0,2686583	0,5646836	0,7636949	0,5635956	0,6151833	0,8324247	0,5399678	0,1687271	0,8859592	0,4414862	0,0419666	0,5540725	0,3288254	0,6231705	0,9416827	1,1062113	0,2776478	0,4371937	0,7733775	0,2356418
340	0,5097427	0,7030844	0,0574647	0,2664572	0,3714307	0,9920757	0,4120655	0,0403957	0,2140247	0,2829172	0,9541740	0,5484135	0,2658500	0,5423233	0,7216906	0,5607031	0,6164305	0,8489471	0,5393995	0,1617978	0,9180646	0,4464715	0,0425770	0,5459721	0,3285627	0,5823265	0,9940895	1,0814840	0,2361078	0,4340038	0,7801187	0,2396244
360	0,5477860	0,7499683	0,0637633	0,2720401	0,3759030	1,0575971	0,4180883	0,0345995	0,2140286	0,2551188	0,9375019	0,5840603	0,2590548	0,5555068	0,7137168	0,5420079	0,5990668	0,9213708	0,5764448	0,1385484	0,8638727	0,4705616	0,0379772	0,5239654	0,3207420	0,5864906	0,9738975	1,1130948	0,2281208	0,4167098	0,7253238	0,2367919
380	0,4759711	0,6210659	0,0923995	0,2908938	0,3983643	1,0410109	0,4542718	0,0299895	0,2347194	0,2691063	0,9039088	0,5947597	0,2414698	0,5277202	0,7252731	0,4623482	0,5829795	0,8290223	0,5675745	0,1439482	0,8583072	0,4328932	0,0300032	0,5065656	0,3249863	0,5679436	1,0055617	1,0517836	0,2146597	0,4551093	0,6946677	0,2314546
400	0,5338646	0,6216208	0,0942506	0,3046411	0,3452090	1,1220937	0,3811866	0,0355737	0,2278324	0,2590328	0,7853265	0,6436570	0,2324729	0,5531507	0,7386223	0,5432732	0,6092225	0,8337857	0,6001429	0,1338378	0,8618413	0,4352473	0,0184142	0,4715985	0,3571209	0,5362923	0,9287025	1,0394699	0,2345043	0,4716532	0,6614818	0,2173423
420	0,5573826	0,7427956	0,0758325	0,2801169	0,3646846	1,0710626	0,4357430	0,0349168	0,2423351	0,2761653	0,8509071	0,6460063	0,2758132	0,5434240	0,7856288	0,4598480	0,5243755	0,7841046	0,5888179	0,1340657	0,8689663	0,4696620	0,0346277	0,4793356	0,3807977	0,5593862	0,9155307	1,0098339	0,2337192	0,4085591	0,6674957	0,2170940
440	0,6452566	0,7273355	0,0652473	0,3231032	0,3603017	1,1194870	0,4912967	0,0286431	0,2008906	0,2928055	0,9459204	0,6174072	0,3137161	0,5342533	0,8340095	0,4322586	0,5287458	0,8322613	0,6050308	0,1414684	0,8268242	0,4892135	0,0362086	0,4799466	0,4101471	0,6044825	0,8968608	0,9619222	0,2346986	0,4058894	0,6463301	0,1892252
460	0,5705249	0,7508739	0,0676925	0,3449694	0,3363439	1,1377678	0,4678025	0,0390028	0,1882446	0,3139827	0,8960214	0,5924297	0,3124049	0,5274684	0,8082231	0,4519990	0,5079179	0,8568523	0,5618146	0,1556112	0,8308749	0,4316927	0,0385551	0,4973674	0,4029061	0,6135630	0,8747869	0,9135884	0,2220283	0,4107046	0,6291109	0,1874509
480	0,5017644	0,6413126	0,0688853	0,3637191	0,3534881	1,0757957	0,5342298	0,0340259	0,2053211	0,2858506	0,8190618	0,5284561	0,2942426	0,5420696	0,7849406	0,4816875	0,5493669	0,8133078	0,6728736	0,1411218	0,7935214	0,3965084	0,0443164	0,5048191	0,4257278	0,6507602	0,8432796	0,9691423	0,1870389	0,4075189	0,6462450	0,1978402
500	0,5901441	0,6564175	0,0829988	0,4087334	0,3115900	1,0400238	0,4882362	0,0284165	0,2185761	0,2593580	0,8270643	0,5592067	0,2284209	0,5211918	0,7576166	0,5100476	0,5376278	0,8500707	0,6402539	0,1265005	0,8955403	0,3885216	0,0302336	0,4689623	0,4182951	0,6735852	0,9154239	0,9397318	0,2109403	0,3745999	0,5858892	0,2289079
520	0,5552815	0,7313700	0,1020606	0,4269567	0,3207554	1,1185858	0,4415439	0,0317065	0,2254230	0,2322385	0,8805178	0,5805739	0,2728550	0,6164935	0,8167542	0,4838550	0,5495810	0,8455337	0,6155590	0,1100291	0,9007278	0,3472115	0,0332025	0,4617497	0,3978029	0,6913673	0,9654196	0,9432728	0,1661426	0,3698046	0,5945831	0,2021357
540	0,5481523	0,7010502	0,1095905	0,4366273	0,3484964	1,1989795	0,4967537	0,0374854	0,2434474	0,1982455	0,8458120	0,5462168	0,2367645	0,6252874	0,8581799	0,4697321	0,5696471	0,7954585	0,6021057	0,1173064	0,9066313	0,3596808	0,0289903	0,4504626	0,4674860	0,7426237	0,9255114	0,9054878	0,1467102	0,3992949	0,5867139	0,1969506
560	0,5584920	0,7962470	0,0943226	0,4429775	0,3907625	1,1757584	0,5333407	0,0405158	0,2285375	0,2051170	0,8248041	0,5853140	0,2408096	0,6704009	0,7940402	0,4998917	0,5131524	0,7260878	0,6374571	0,1437893	0,8164315	0,3737777	0,0238611	0,5477591	0,4679553	0,7075474	0,9341120	0,8282241	0,1637253	0,4360977	0,6047610	0,1800462
580	0,5430867	0,6803048	0,1092697	0,4414247	0,4458489	1,0835929	0,5579201	0,0325061	0,2998909	0,2367850	0,8192969	0,6161973	0,2667425	0,5611926	0,7582339	0,5002644	0,5166424	0,7593413	0,6144870	0,2364294	0,7957460	0,3550250	0,1017432	0,5547631	0,5086986	0,7155053	0,9657948	0,9032398	0,1626321	0,5087857	0,5549848	0,1692405
600	0,5610368	0,6798441	0,1439742	0,3858700	0,5425808	1,0981793	0,4554689	0,0374523	0,4239524	0,2399540	0,8475327	0,6302667	0,2489128	0,5645455	0,6935582	0,5805555	0,5271693	0,7916026	0,6061751	0,3855199	0,8277872	0,4037896	0,1985718	0,5583266	0,5503802	0,6413218	0,8545945	0,8438788	0,1841753	0,4467874	0,6273636	0,1573478
620	0,5664292	0,6515696	0,1280726	0,3141650	0,6001531	1,1234078	0,4154654	0,0490216	0,4690362	0,2625875	0,9194713	0,5892222	0,2207971	0,5849779	0,6458841	0,5287266	0,5620397	0,8819731	0,6114682	0,5202983	0,9319867	0,3899459	0,3699645	0,5588486	0,6127534	0,5861880	0,9142405	0,7851325	0,1929487	0,4750353	0,6717086	0,1564465
640	0,5514575	0,6837667	0,1188264	0,2866873	0,6365324	1,1893039	0,3923333	0,0553428	0,6400298	0,2605455	0,9170809	0,6207649	0,1597778	0,5819052	0,6072231	0,5370244	0,5848312	0,9135884	0,6165077	0,6010809	1,0469091	0,3821099	0,4781530	0,5447532	0,5835841	0,4994098	0,8771248	0,7807701	0,1922155	0,4496285	0,7849610	0,1674113
660	0,4843622	0,7067338	0,1290268	0,2775483	0,6326958	1,1013426	0,3558662	0,0651622	0,7645327	0,2628402	0,8558735	0,6190782	0,1618819	0,5911862	0,6085858	0,5367078	0,5852679	0,8943104	0,5581365	0,6765913	0,9736478	0,3706369	0,5733372	0,4760264	0,5181515	0,4631292	0,8180816	0,6986754	0,1923219	0,4636544	0,7826264	0,1792346
680	0,5817186	0,6662271	0,1191950	0,2517297	0,6196599	1,1103395	0,3610647	0,0560679	0,8437656	0,2587273	0,9173066	0,5706889	0,2023621	0,6332256	0,6326950	0,4906777	0,5424640	0,8524051	0,5817326	0,7337016	1,0334964	0,4296145	0,6533605	0,4688457	0,4845849	0,4869521	0,8635160	0,6550711	0,1935383	0,5149521	0,8688547	0,2141346
700	0,6122544	0,7400808	0,1309629	0,2730490	0,6126074	1,0927834	0,4030111	0,0429370	0,9091605	0,2352889	0,8941255	0,5506037	0,1886854	0,5997481	0,6225453	0,5000118	0,5697655	0,8178948	0,5377328	0,8022868	1,0068210	0,4736458	0,6810173	0,4448868	0,4659782	0,4295263	0,9286796	0,6292615	0,1739570	0,5302045	0,9303345	0,2522540
720	0,5670093	0,7358597	0,1148078	0,2513512	0,6110627	1,0987512	0,4207770	0,0498068	0,9224230	0,2677971	0,9232972	0,4778032	0,1908420	0,5777127	0,6288302	0,5160517	0,5127346	0,8672409	0,4997397	0,8806164	1,0429828	0,4939430	0,7326019	0,4750560	0,4341626	0,4588551	0,9225702	0,5736635	0,1498567	0,4946467	0,9198117	0,2255488
740	0,5594417	0,6558511	0,1009651	0,2245654	0,6582112	1,0040078	0,4989731	0,0410572	0,9777956	0,2826444	0,9613643	0,4875928	0,1924351	0,5614237	0,6890175	0,5247985	0,5121232	0,8017263	0,4776757	0,9224208	0,9704247	0,4778555	0,7713495	0,4652402	0,3368786	0,4724935	0,8692196	0,5767322	0,1482562	0,5092188	0,8395509	0,2469405
760	0,5763097	0,6994628	0,0822417	0,2288615	0,7159032	1,0223280	0,4893206	0,0266328	0,9331102	0,2757699	0,9941954	0,5351420	0,2026243	0,5644614	0,6681019	0,4871181	0,5797224	0,7920946	0,4322290	1,0447104	1,0226206	0,4849443	0,7596504	0,4723958	0,3101235	0,4648780	0,9511618	0,6128445	0,1935983	0,4510725	0,7738500	0,2031958
780	0,5163177	0,6998223	0,0858006	0,1981304	0,6602791	1,0300604	0,5297649	0,0243806	0,9607243	0,2531605	0,9539676	0,5608729	0,2356889	0,5454496	0,6554273	0,5309753	0,5350991	0,7266723	0,4627117	0,9941607	0,9950064	0,4916708	0,7689880	0,5235490	0,3365647	0,4297162	0,9338911	0,6817650	0,1995322	0,4757788	0,8571833	0,2384481
800	0,5678513	0,7054738	0,0679100	0,1851830	0,6551724	1,0319193	0,4917289	0,0220208	0,9727262	0,2317366	0,9159226	0,5780352	0,1861541	0,5690922	0,6235767	0,4537013	0,4854704	0,7752014	0,3978142	1,0053820	1,0161514	0,4740883	0,7778036	0,4834496	0,2298693	0,4032013	0,9563451	0,6645284	0,1783928	0,4328529	0,8651236	0,2405614
820	0,5538578	0,7515822	0,0723542	0,1741025	0,6709776	0,9438950	0,4905095	0,0247832	1,0288926	0,2065536	0,8970701	0,5819588	0,2601240	0,5781082	0,6240763	0,3844686	0,4700784	0,7864693	0,4464285	1,0516088	0,9972893	0,4728574	0,8194792	0,4956932	0,2043750	0,3973001	0,9664407	0,6330313	0,1708365	0,4038385	0,8579255	0,2657069
840	0,5457859	0,6519382	0,0858358	0,1745552	0,6412306	0,9559761	0,4632079	0,0263043	0,9953779	0,2191794	0,9602988	0,6007535	0,2877988	0,6241512	0,6404143	0,4138108	0,5450623	0,8481047	0,4327278	1,0064876	0,9598760	0,4836742	0,8994863	0,4999137	0,1970153	0,3923265	0,9381420	0,6873761	0,1674776	0,3719625	0,7740624	0,2268037
860	0,5111491	0,6629125	0,0637528	0,1666826	0,6672673	1,0229869	0,4486481	0,0302125	1,0045584	0,2382593	0,9751188	0,6088479	0,2876729	0,6504596	0,6196783	0,4571640	0,5107899	0,8292595	0,4401762	0,9845344	0,9998013	0,4898950	0,9510952	0,5226742	0,1864277	0,3983020	0,8578504	0,6670866	0,1850269	0,3913778	0,8023232	0,2254308
