"Time"	lldR	arcA	betI	xylR	gadX	torR	rutR	gadW	nemR	gadE	gadA	hdeB	yhiD	hdeA	gadC	cadA	cadB	gadB	mdtE	mdtF	betB	betT	lldD	gadY	betA	lldP	nemA	slp	dctR	hdeD	rutD	rutA
560	0,0849657	0,6819604	0,3192996	0,1068581	0,3967561	0,5328775	0,5110781	0,2907876	0,2521343	0,4952741	0,6128786	0,4218752	0,5548470	0,4825516	0,4978595	0,4863122	0,1064000	0,7885389	0,7460664	0,6092865	0,0926156	0,1527937	0,1245762	0,5689075	0,5815600	0,1532451	0,6040149	0,5352567	0,5926852	0,6263656	0,4078034	0,4198656
580	0,1003506	0,7767533	0,4357561	0,1008363	0,3876814	0,4447134	0,4584640	0,2884547	0,3128762	0,4378591	0,8192838	0,5080943	0,5495857	0,5925076	0,5896736	0,4941074	0,1539536	0,6130727	0,8931442	0,5744340	0,0865217	0,0988128	0,1896057	0,5464995	0,5062346	0,1004128	0,5962232	0,4995079	0,7017670	0,4916533	0,3728695	0,4893782
600	0,0903198	0,7635875	0,3870562	0,0548475	0,5675165	0,6305812	0,4146535	0,3950348	0,3686458	0,5502343	0,7874756	0,4427744	0,7180909	0,5447062	0,5253076	0,4493404	0,0946955	0,7680780	0,8272235	0,4567047	0,0743334	0,1141712	0,1455309	0,7081190	0,4615942	0,0850338	0,6896523	0,5178824	0,6299942	0,4840811	0,5028146	0,4377175
620	0,1267114	0,6831463	0,4046115	0,1175824	0,6911932	0,4480025	0,5400554	0,3875705	0,3027526	0,4252381	0,6855885	0,4173067	0,6824461	0,4334505	0,5178586	0,4059009	0,1310186	0,6543283	0,6741676	0,4713970	0,0839855	0,1059094	0,1288013	0,5217563	0,5319045	0,1018117	0,6394567	0,6074794	0,6607659	0,4399540	0,4127719	0,4188595
640	0,0804751	0,7356520	0,2861907	0,1036268	0,5103251	0,4933583	0,4326170	0,2258637	0,3079464	0,5109632	0,8284160	0,4376722	0,6047007	0,5005048	0,5040901	0,4419284	0,0374689	0,5404519	0,6725221	0,6450725	0,0620077	0,0846911	0,1511340	0,7955579	0,4652237	0,0736703	0,6420816	0,6459908	0,6170903	0,3415224	0,4122812	0,3589613
660	0,1538363	0,7719383	0,3411263	0,1151531	0,6626725	0,4187788	0,3992205	0,2026713	0,2383552	0,4608458	0,6747587	0,3821387	0,5907106	0,4913205	0,5063682	0,3698865	0,0686703	0,5385033	0,7212729	0,6099009	0,0600837	0,0986866	0,1389374	0,6820032	0,5276283	0,0975561	0,5673301	0,6169516	0,6623412	0,3150086	0,3631915	0,3480298
680	0,1543341	0,6903603	0,3520713	0,1232894	0,6414378	0,5801322	0,4553426	0,2748003	0,3867303	0,3831642	0,9066001	0,4592888	0,7101011	0,5009565	0,5207036	0,3714770	0,0380634	0,6617704	0,6897091	0,5318592	0,0784392	0,1619494	0,1600515	0,7827656	0,5390673	0,1194818	0,5862424	0,4307559	0,7808571	0,2872303	0,4623858	0,4883864
700	0,1323788	0,7416513	0,3529250	0,1132715	0,9021348	0,5245140	0,4222111	0,2616024	0,2599445	0,3715145	0,7481276	0,4310576	0,6973301	0,5452811	0,4803017	0,4588671	0,0579984	0,6883323	0,6696589	0,4344521	0,0852189	0,1345186	0,1434672	0,5421205	0,5172967	0,1003054	0,5501564	0,5782913	0,6852444	0,3212719	0,5341636	0,4168777
720	0,1271750	0,6893956	0,4101306	0,2105377	0,6651005	0,4726694	0,4839655	0,2742134	0,2956208	0,5571846	0,9159391	0,5370528	0,7192752	0,4630688	0,5443728	0,5893642	0,0327755	0,6286832	0,6281351	0,5055919	0,0620682	0,1037914	0,1373946	0,5158059	0,4322026	0,1200801	0,6191744	0,5703102	0,7535168	0,3465259	0,3510143	0,3882974
740	0,1164636	0,5822908	0,3932240	0,1068322	0,6615689	0,4394246	0,4625464	0,2450238	0,2405190	0,4227246	0,7475103	0,4924530	0,5817365	0,4287185	0,4813807	0,5027970	0,0347437	0,5881046	0,6149901	0,4461587	0,0624375	0,1285830	0,1577109	0,5383213	0,5259942	0,1016407	0,6137993	0,6190064	0,7026749	0,2684171	0,4213045	0,5132273
760	0,1419178	0,6649144	0,4306103	0,1268585	0,6501772	0,4463300	0,5149542	0,3608396	0,2300624	0,5469233	0,6389230	0,5617744	0,6709517	0,5100067	0,4942703	0,4915173	0,0301469	0,5935665	0,5561164	0,6070255	0,1126200	0,2325678	0,1083710	0,5380701	0,6665264	0,1170767	0,6444902	0,6692437	0,7527270	0,2967713	0,2970870	0,3615096
780	0,1306681	0,9091886	0,4415812	0,1152137	0,7127899	0,4627517	0,5510570	0,3427841	0,2865175	0,6213969	0,7873601	0,4805914	0,6579858	0,6430017	0,6900522	0,4912667	0,0335890	0,6434706	0,6959895	0,4517397	0,0904526	0,1831416	0,1636500	0,7101141	0,5424446	0,1439497	0,6442082	0,5668947	0,6255095	0,2464596	0,2933872	0,3362331
800	0,1647046	0,7149457	0,4450881	0,0964602	0,7878466	0,5295318	0,4911265	0,2143262	0,2875802	0,4250216	0,7334236	0,4994764	0,7034472	0,5463740	0,5673711	0,5220854	0,0528314	0,6271911	0,5491595	0,5457737	0,0699168	0,1959084	0,1549928	0,5811996	0,5751521	0,1274922	0,7088965	0,4927569	0,7500914	0,2697275	0,3404626	0,4525786
820	0,1688537	0,6522689	0,5123786	0,1578400	0,8511085	0,5047512	0,5977542	0,3779830	0,2955607	0,5705145	0,6028997	0,4614135	0,6293470	0,6360030	0,5414635	0,4449291	0,0243129	0,6311562	0,5873608	0,6477160	0,0744500	0,2544896	0,1228260	0,5806214	0,5531505	0,1206574	0,6322049	0,5678543	0,6786995	0,2683303	0,3515357	0,4074199
840	0,1255210	0,7352746	0,4627336	0,1446429	0,7318998	0,4346673	0,5759828	0,2778776	0,2847550	0,6019176	0,6392522	0,3703026	0,6231128	0,5709754	0,6140467	0,4220795	0,0137243	0,6905426	0,7287477	0,6547198	0,0659607	0,1680508	0,0971913	0,7085123	0,4058605	0,0674200	0,5945030	0,5235286	0,5161783	0,2848162	0,3367842	0,4484775
860	0,1531890	0,7955401	0,3845567	0,1245998	0,8370102	0,4714891	0,4265003	0,2545518	0,3485141	0,5721513	0,6988419	0,4817680	0,6195109	0,5199282	0,8031532	0,4269282	0,0310765	0,7234541	0,5051992	0,5933182	0,0579788	0,1216098	0,1448301	0,6346529	0,4676891	0,1347648	0,5219926	0,5752732	0,6045786	0,2602678	0,3292778	0,4034730
880	0,1574930	0,8762722	0,2975621	0,1124709	0,8343533	0,4131266	0,4940481	0,2940142	0,3358815	0,6144732	0,7840357	0,4302925	0,6889356	0,5302541	0,6486066	0,4969167	0,0400979	0,6612916	0,6189246	0,6260850	0,0661904	0,1214221	0,1170854	0,6658933	0,4518585	0,1049690	0,6287421	0,5951193	0,6024216	0,3649960	0,3516150	0,5686984
900	0,2156957	0,7042939	0,4823329	0,0971601	0,7752518	0,3845078	0,4551859	0,2752147	0,2623306	0,6141174	0,8448465	0,5027233	0,8098492	0,5549815	0,7334087	0,5894928	0,0210898	0,7634875	0,6092900	0,5412711	0,0544531	0,1055532	0,1697183	0,5973209	0,6201118	0,1544561	0,5988919	0,5988927	0,7593928	0,3596116	0,3557676	0,4369207
920	0,1367796	0,7244455	0,2743360	0,0954484	0,6493926	0,3770301	0,5956671	0,2619661	0,3261512	0,5062905	0,7812283	0,4814103	0,6614818	0,6044239	0,7982141	0,5575620	0,0458491	0,7110775	0,5527557	0,5451770	0,0813979	0,1305642	0,1396943	0,6776687	0,6213005	0,1105639	0,6060539	0,4567881	0,6649973	0,3677240	0,3000499	0,3881232
940	0,1356100	0,6958181	0,2514409	0,1370868	0,6816603	0,4576468	0,5725249	0,2275748	0,3369807	0,5413027	0,7949630	0,3872330	0,6065089	0,5758231	0,7346677	0,4434810	0,0349523	0,6641389	0,5787097	0,5959123	0,1177080	0,1100912	0,1049515	0,6447060	0,5179945	0,1085871	0,5510570	0,5497354	0,7368416	0,3744997	0,3535549	0,3880092
960	0,2061833	0,7344168	0,4174467	0,0965532	0,7302498	0,4289559	0,4370533	0,1968017	0,3657187	0,5103468	0,8717477	0,4186893	0,7904444	0,5514770	0,5642015	0,5320146	0,0312269	0,6070612	0,6546481	0,5292999	0,1056513	0,0653773	0,1069012	0,5867104	0,5397732	0,1247145	0,5059792	0,4948935	0,7156118	0,3183591	0,4168597	0,4595532
980	0,2208050	0,6917957	0,5698505	0,1429387	0,7516125	0,4348575	0,4690137	0,2511615	0,3291643	0,4712649	0,8615504	0,5503964	0,7673201	0,4868010	0,5302707	0,5293356	0,0622582	0,8179974	0,6170019	0,4946555	0,0967188	0,0563026	0,0772886	0,6890289	0,5930350	0,1076633	0,4920319	0,4874548	0,5886752	0,3555716	0,4680605	0,3940415
1000	0,2082464	0,8622525	0,3794648	0,1385559	0,7946301	0,5722089	0,4560685	0,2541364	0,3813251	0,4230893	0,7597005	0,5315131	0,7512642	0,6715242	0,5751955	0,4785593	0,0283309	0,6830058	0,7696262	0,5606103	0,1611230	0,0800151	0,0998269	0,6529099	0,6689136	0,1047529	0,4884975	0,5972483	0,6451561	0,3288311	0,3736140	0,3933272
1020	0,1920699	0,6645417	0,3637530	0,1500939	0,8262557	0,4422155	0,4131182	0,3215221	0,3023730	0,4626247	0,7806357	0,4752671	0,6792294	0,6582652	0,5367982	0,5492571	0,0356245	0,7096619	0,6132706	0,5343062	0,1053965	0,1305334	0,1021289	0,6566823	0,6443462	0,1105709	0,6433531	0,3837130	0,5671675	0,3680006	0,3934571	0,5835208
1040	0,1529335	0,7931779	0,4084880	0,0934468	0,9029005	0,5116051	0,4575025	0,3638009	0,3351606	0,5253177	0,8191726	0,5181501	0,7244510	0,5867326	0,5955173	0,5760786	0,0256078	0,7290988	0,5664886	0,6482111	0,1107630	0,1593304	0,1257852	0,6512891	0,5779814	0,0893892	0,4855275	0,5452898	0,7226360	0,3853156	0,3534155	0,4383042
1060	0,2185771	0,6342821	0,4352085	0,1537482	0,7377708	0,4350017	0,4149730	0,3434744	0,3450130	0,4588916	0,7553824	0,6317740	0,8051597	0,6397929	0,6844325	0,5368088	0,0477831	0,6454735	0,6015315	0,6964437	0,0952548	0,1677144	0,0880513	0,6597390	0,4848624	0,0883044	0,5890063	0,5556184	0,6747164	0,3324800	0,4585017	0,4320303
1080	0,1515853	0,7923479	0,4505799	0,1504604	0,6540234	0,3950798	0,3200585	0,3080582	0,3818715	0,3752188	0,6862975	0,5177683	0,6098544	0,6564871	0,6419204	0,5729204	0,0314406	0,7285061	0,6722672	0,6540172	0,0908849	0,1209792	0,0746198	0,6209504	0,4682189	0,0964886	0,4471630	0,5185906	0,7598993	0,2837078	0,2863966	0,3739095
1100	0,1995817	0,7933172	0,4297679	0,1322239	0,6682167	0,3853082	0,3440913	0,2608769	0,3639756	0,3745299	0,6428417	0,4974711	0,6101499	0,6776154	0,7469618	0,4798443	0,0302718	0,6474581	0,6620780	0,6817609	0,0556141	0,1493765	0,0799935	0,7143135	0,4886582	0,1268323	0,5570196	0,5063424	0,6963192	0,3612698	0,4186935	0,3946067

0	0,2647645	0,8441495	0,3743347	0,1123320	0,7040526	0,5300778	0,5224687	0,2927163	0,2725535	0,4714655	0,6357207	0,5693800	0,7069347	0,6140163	0,6364199	0,4578809	0,0151193	0,7094576	0,6304390	0,5984353	0,1217862	0,2248144	0,0520563	0,6938386	0,6668368	0,1950328	0,5924653	0,5128001	0,8342135	0,3075551	0,3556181	0,3573654
20	0,2127513	0,8129860	0,3466199	0,0794802	0,8030100	0,5782988	0,4494608	0,2378827	0,2696935	0,5164243	0,8080880	0,5646925	0,7297356	0,6183461	0,5929857	0,4259553	0,0662446	0,7378740	0,6015841	0,6732427	0,0624754	0,1705923	0,0551645	0,7725494	0,4637536	0,1350960	0,5359311	0,5003959	0,7147944	0,2895021	0,4379364	0,4569248
40	0,1950061	0,8346574	0,3154567	0,1094948	0,7279878	0,4723395	0,4552941	0,1868796	0,2391785	0,5081707	0,6594619	0,5804145	0,6718852	0,8242274	0,6755931	0,4204470	0,0502967	0,6395134	0,6545740	0,5696941	0,1339153	0,0721576	0,0312319	0,4988414	0,3801484	0,1659146	0,6001821	0,5422058	0,7007996	0,2944363	0,5096896	0,5438823
60	0,2992330	0,7059129	0,3736825	0,1960729	0,7359690	0,4854693	0,4294517	0,1936650	0,3041486	0,5226446	0,6339778	0,5530967	0,7391905	0,5305905	0,6661076	0,5295322	0,0771435	0,6858432	0,5627297	0,6719460	0,0540031	0,1330354	0,0425231	0,5637344	0,4330829	0,1244658	0,6094328	0,5535092	0,7735277	0,3182962	0,4945772	0,4541747
80	0,2322508	0,5979733	0,3643830	0,1239486	0,5991193	0,4989929	0,4478610	0,1549272	0,2928372	0,4832153	0,6180599	0,5238653	0,6732396	0,5763550	0,4927186	0,5015411	0,0691100	0,8173394	0,5611755	0,7027008	0,1045469	0,1316797	0,0201508	0,6676423	0,2666832	0,1703365	0,5093827	0,6082883	0,7998232	0,2348362	0,4837242	0,4398308
100	0,2049327	0,8050219	0,3473071	0,1388849	0,6474830	0,6400311	0,5002874	0,1446165	0,3240921	0,4997726	0,6705142	0,5478242	0,7282425	0,5504809	0,6432683	0,5950359	0,0419857	0,7160216	0,5713451	0,6202128	0,0878111	0,1004549	0,0291097	0,6219224	0,2319251	0,1889057	0,7761839	0,4765584	0,6534979	0,3373973	0,6076527	0,5387525
120	0,2984392	0,7471928	0,4062256	0,0790424	0,7839175	0,4993419	0,5725218	0,0909871	0,3001084	0,4597674	0,7157035	0,5140165	0,6896726	0,5619151	0,5052684	0,5768145	0,0207544	0,6993677	0,5319613	0,6472275	0,0970890	0,0944864	0,0046348	0,4972371	0,1505551	0,1711335	0,5857123	0,5366661	0,7157165	0,2777992	0,5524872	0,3617291
140	0,2288343	0,7466688	0,3156332	0,0770400	0,7210603	0,5509594	0,4735033	0,1088078	0,2694697	0,4286389	0,5611728	0,5390510	0,7747350	0,7153615	0,5461683	0,6771387	0,0223188	0,6665178	0,4585048	0,6669588	0,0795774	0,1494058	0,0093968	0,6543763	0,1857750	0,1739266	0,5282175	0,6153379	0,6784563	0,2070976	0,4956920	0,4456308
160	0,3117043	0,8219126	0,4560592	0,0734176	0,6192312	0,4665885	0,3902547	0,1053243	0,2221215	0,5013154	0,7201737	0,6127360	0,7442230	0,6217441	0,5332155	0,6165526	0,0388014	0,7350287	0,4960719	0,6625785	0,0753600	0,1033475	0,0108463	0,5625056	0,1017878	0,2323567	0,6277523	0,4908342	0,6569690	0,2734791	0,4023087	0,4068911
180	0,2561425	0,7729377	0,3743273	0,0937505	0,7185589	0,5944023	0,4828829	0,1329578	0,2959690	0,4081726	0,5817412	0,4986276	0,6723541	0,8424405	0,5827049	0,7552948	0,0461760	0,6584432	0,5360326	0,7052922	0,1214136	0,0727709	0,0083407	0,5843552	0,0665204	0,2438329	0,6331510	0,4967738	0,7027346	0,2810787	0,5873400	0,4622569
200	0,2052082	0,6824783	0,3450333	0,1015263	0,7999629	0,4568895	0,3927618	0,1441782	0,2968661	0,4497192	0,5426664	0,4933724	0,7888694	0,5649472	0,5354596	0,6514311	0,0282819	0,6611736	0,5829631	0,7404443	0,1145869	0,1300012	0,0057131	0,6189829	0,0725552	0,1824127	0,5628689	0,6105945	0,5847425	0,2413610	0,6093049	0,5020657
220	0,2323602	0,7459730	0,3251995	0,1462419	0,7002921	0,4167966	0,6117803	0,1627196	0,2175402	0,4307955	0,6665279	0,5623128	0,8555972	0,5905800	0,6241440	0,5333467	0,0353705	0,6658431	0,6073038	0,7771757	0,0904717	0,0758389	0,0013019	0,6481291	0,0758773	0,1200922	0,5724216	0,5227820	0,8179718	0,2634695	0,5638085	0,3901532
240	0,2735263	0,7571076	0,3113130	0,0878835	0,7869041	0,4185502	0,5788444	0,2289356	0,2179527	0,4779912	0,6606537	0,5813780	0,6322084	0,7253871	0,5269639	0,6131206	0,0488363	0,6253257	0,5710797	0,7527315	0,0729275	0,1450420	0,0009262	0,6139326	0,0786959	0,1499241	0,5823753	0,4874666	0,8309819	0,2794408	0,4277051	0,5525308
260	0,1825498	0,6758996	0,4245931	0,0914335	0,8237628	0,4265354	0,5142420	0,1287942	0,2562632	0,4838754	0,5678354	0,6285076	0,7074861	0,6146063	0,6123377	0,6210239	0,0250040	0,7310882	0,5785626	0,6707984	0,1012206	0,1202197	0,0022715	0,6049466	0,0665636	0,1774293	0,6430282	0,5132481	0,6981538	0,3630292	0,5101069	0,4767654
280	0,1803027	0,7683917	0,3759545	0,1198968	0,8659650	0,4557988	0,4389663	0,1798772	0,2979985	0,5157863	0,6108486	0,6623980	0,8466101	0,6799206	0,5429209	0,6375918	0,0331450	0,7947654	0,7787662	0,7082484	0,0653262	0,1406814	0,0019787	0,7240316	0,0324175	0,2170060	0,5245594	0,5291302	0,6938153	0,3302906	0,5124479	0,4579101
300	0,1746611	0,6722767	0,4300935	0,1499567	0,8694632	0,4363522	0,4265664	0,1611043	0,2578712	0,4109001	0,5822765	0,5317080	0,7470188	0,7235010	0,7329076	0,5900011	0,0308958	0,8515357	0,5370240	0,6127624	0,1036787	0,1488893	0,0049541	0,5688180	0,0122302	0,1735676	0,5831870	0,5538789	0,6663982	0,3390079	0,4771220	0,3779351
320	0,2435234	0,7297022	0,3791130	0,1485485	0,7155885	0,4132765	0,4581134	0,1500384	0,2484975	0,5465376	0,6183569	0,6059611	0,6749067	0,5485342	0,6484878	0,6137774	0,0307663	0,6722942	0,5647632	0,7666778	0,0946967	0,0730793	0,0024773	0,6636528	0,0197977	0,1920955	0,5702219	0,6365839	0,6566894	0,3312911	0,5553733	0,4027863
340	0,2224793	0,9955632	0,4321003	0,1092282	0,6218503	0,3590731	0,4864370	0,1231113	0,2517687	0,4396431	0,6022326	0,5810567	0,7245497	0,5843407	0,7238409	0,6047085	0,0254043	0,6693075	0,5042688	0,6628993	0,1023924	0,1669289	0,0010151	0,5934316	0,0090340	0,1762090	0,6249771	0,5643006	0,5978793	0,3411117	0,5245286	0,3130099
360	0,2412254	0,8833259	0,3250216	0,1487518	0,7521670	0,4941251	0,5297244	0,1139228	0,3199684	0,5241548	0,6931472	0,5565326	0,7133648	0,6492414	0,5421778	0,6348295	0,0629053	0,7089289	0,4363937	0,6351968	0,1783762	0,1158578	0,0037165	0,5363813	0,0115468	0,1339475	0,4942672	0,6784624	0,7787280	0,3209378	0,5372400	0,4301837
380	0,2598427	0,8412691	0,3362924	0,1209624	0,7411946	0,4065930	0,4717858	0,1440742	0,2977515	0,3689722	0,6962764	0,5264593	0,6207114	0,6365728	0,6840011	0,7003719	0,0202155	0,7253253	0,4858483	0,7736465	0,0629056	0,1097472	0,0082992	0,6153964	0,0463981	0,0858773	0,4951139	0,5230101	0,7109936	0,2973155	0,5459856	0,4340541
400	0,3494773	0,7208440	0,4147733	0,1776972	0,7365422	0,5714347	0,3833856	0,1186008	0,2808232	0,4103894	0,6067300	0,5318289	0,6806427	0,6819700	0,7690448	0,5828590	0,0496586	0,7135540	0,5773521	0,7469599	0,0715204	0,1214706	0,0014653	0,5514029	0,0111173	0,1069376	0,6822043	0,4777144	0,7118152	0,2676390	0,5389023	0,4313896
420	0,2655196	0,9183988	0,4029481	0,1569594	0,8388185	0,5412688	0,4703301	0,0840488	0,2979469	0,4437177	0,6923773	0,5169631	0,7021691	0,5731240	0,5584009	0,5825132	0,0279444	0,6997051	0,5350457	0,7027563	0,0320439	0,0962641	0,0032510	0,5410482	0,0242444	0,1092567	0,6473536	0,4110303	0,8045050	0,2022694	0,4521092	0,4729604
440	0,2227021	0,7032063	0,2718333	0,1491736	0,8622974	0,4641627	0,5048311	0,1357884	0,3201697	0,3662045	0,5162526	0,5216881	0,6523588	0,5959537	0,7368115	0,7196640	0,0158707	0,7610859	0,5760935	0,6438601	0,0589282	0,1083120	0,0034949	0,5447667	0,0250849	0,1088346	0,5758741	0,5830916	0,8271944	0,2337946	0,4658828	0,5249091
460	0,2050197	0,8471170	0,3665506	0,1918236	0,7149464	0,4303231	0,5252711	0,1233948	0,3040005	0,4215015	0,5750648	0,5267502	0,7603106	0,7219389	0,6604102	0,6445262	0,0520352	0,7094068	0,5127724	0,6950108	0,0659886	0,1263836	0,0135284	0,5040451	0,0294187	0,1277975	0,6134652	0,4403234	0,7479737	0,1797589	0,6363356	0,5190844
480	0,2417975	0,8215290	0,3424953	0,1431192	0,7046931	0,5285695	0,3624809	0,1883737	0,2569293	0,4073813	0,5849186	0,6061782	0,7037157	0,6822089	0,7073063	0,5917211	0,0674098	0,6583361	0,5686835	0,8493916	0,1555050	0,1127482	0,0035901	0,6023006	0,0351024	0,2060955	0,4837779	0,5979545	0,6286305	0,1720868	0,5022747	0,4467530
500	0,2410081	0,7407015	0,4197572	0,1381589	0,8165552	0,4017090	0,4698254	0,1360150	0,2907909	0,4827872	0,5596004	0,6237898	0,6381853	0,5305602	0,5497576	0,6370512	0,0364435	0,7344386	0,4996495	0,7312787	0,0819412	0,0675086	0,0022708	0,6213989	0,0276963	0,1467898	0,4783643	0,5749210	0,7206477	0,2318442	0,6112851	0,4606493
520	0,1698621	0,8137681	0,4257552	0,1719070	0,7902967	0,4509432	0,4004864	0,0842151	0,2876740	0,3777292	0,5094202	0,4582987	0,6759449	0,4992551	0,6745160	0,6632144	0,0514576	0,6460628	0,4676802	0,6849593	0,1516950	0,0716932	0,0049089	0,5826726	0,0189786	0,1716332	0,5849266	0,4997147	0,7350907	0,2829654	0,5606531	0,4567452
540	0,2385396	0,7251250	0,3502395	0,1353965	0,8411984	0,5395017	0,5021614	0,1292369	0,2584174	0,4601928	0,4370912	0,5133057	0,5488187	0,5268504	0,6353545	0,6485331	0,0614299	0,7138408	0,5875711	0,6403410	0,1224428	0,0786605	0,0032348	0,5864985	0,0115902	0,2186724	0,4175457	0,6080853	0,8152978	0,2161221	0,5610368	0,5605266
560	0,2024411	0,7865913	0,4321705	0,0866459	0,6128145	0,4225200	0,4244154	0,1627898	0,4382336	0,4264865	0,5221245	0,6558668	0,6708921	0,6154452	0,5597990	0,6623554	0,0294321	0,7390734	0,4241167	0,6161331	0,1081138	0,1625153	0,0068552	0,6118265	0,0154808	0,1607577	0,5927768	0,5967331	0,7168807	0,2619388	0,4993983	0,4090971
580	0,2899187	0,7541682	0,3698252	0,1108450	0,7764896	0,4006355	0,4566750	0,1954697	0,4377382	0,5495258	0,6237349	0,5929459	0,7422719	0,6441653	0,7498545	0,5555466	0,0382854	0,6958101	0,6523754	0,6526166	0,0856832	0,1396085	0,0061962	0,6163960	0,0369959	0,1649638	0,6955534	0,4517303	0,6280045	0,2851299	0,4490486	0,6145134
600	0,3604700	0,7945981	0,3531838	0,0816230	0,7498563	0,4182292	0,5737122	0,2636544	0,3234578	0,5706946	0,5844550	0,5908757	0,7559189	0,5066743	0,6983150	0,7376548	0,0198034	0,6946927	0,5832705	0,7153705	0,0904764	0,1333261	0,0096197	0,5987595	0,1049121	0,2230969	0,5553474	0,5575052	0,7108810	0,2639181	0,4831210	0,4683549
620	0,1690165	0,8680260	0,4167882	0,0788926	0,8107716	0,4071687	0,4064342	0,2650651	0,3187209	0,5388973	0,5634874	0,5668044	0,7719637	0,5804748	0,7817930	0,5263786	0,0375661	0,6209191	0,5889063	0,5516358	0,0595928	0,1045306	0,0420483	0,6140741	0,1834082	0,2462708	0,5540989	0,5250233	0,6075723	0,2432678	0,4585868	0,4679257
640	0,2536570	0,7392909	0,3956406	0,0892248	0,7548250	0,4665423	0,4688508	0,3533806	0,2543484	0,4127817	0,9196462	0,5892890	0,7489597	0,6482743	0,6867341	0,6418500	0,0162887	0,7395457	0,5522122	0,5880331	0,0622580	0,0876064	0,0340174	0,6196460	0,1979332	0,2122098	0,5952355	0,6176016	0,5466792	0,2381946	0,4581678	0,4888033
660	0,2747658	0,8043779	0,3934707	0,0820232	0,7150860	0,5654516	0,6282073	0,3434557	0,3401911	0,5666853	0,7275897	0,5727033	0,7212006	0,6162828	0,5072295	0,5673736	0,0448782	0,6481551	0,5552992	0,5645394	0,1044259	0,1323050	0,0550386	0,5621193	0,3040218	0,1772922	0,6002407	0,6624044	0,7171695	0,2646621	0,3787721	0,5870211
680	0,2883937	0,8021649	0,3323052	0,1115261	0,8308852	0,4840410	0,5073110	0,2686585	0,3391828	0,5477863	0,7853252	0,4974873	0,6435549	0,6475208	0,5899360	0,5908308	0,0519531	0,6571297	0,6484897	0,6112657	0,0529306	0,1395866	0,0735120	0,6244775	0,3959280	0,2373021	0,6287717	0,6557432	0,6206719	0,2834768	0,4081172	0,5532151
700	0,2087851	0,6748204	0,3932776	0,0634957	0,7943069	0,3979549	0,4891502	0,3563093	0,2881502	0,5482968	0,8493018	0,4843415	0,5869785	0,7113015	0,5192145	0,5347125	0,0541748	0,7471101	0,4720911	0,4859595	0,0833709	0,1154723	0,0638149	0,5865889	0,3986264	0,2210225	0,5547871	0,5566882	0,7003139	0,2779167	0,3921736	0,4713978
720	0,2348738	0,8297025	0,3938036	0,1651258	0,7848802	0,4000328	0,4772711	0,3045489	0,2831072	0,5688830	0,7195408	0,4286833	0,6068713	0,6603394	0,6034925	0,5260170	0,0547442	0,6596482	0,5238545	0,6535281	0,0681260	0,1571886	0,0465865	0,6372521	0,3981955	0,2286938	0,5570860	0,6914363	0,8177675	0,3438464	0,3959107	0,4461805
740	0,2765044	0,7921084	0,3808989	0,0769714	0,6973061	0,4280974	0,4471584	0,2562292	0,3472562	0,5772859	0,6338712	0,4810121	0,6986785	0,6604138	0,5903404	0,6033716	0,0413073	0,6742196	0,4871513	0,6006601	0,1333687	0,1004610	0,0463301	0,6403375	0,4511388	0,1926405	0,6279807	0,6041088	0,7965779	0,3150592	0,4023014	0,5643027
760	0,2830310	0,7607279	0,3916016	0,1194467	0,6299596	0,4002782	0,4627873	0,2707144	0,2894599	0,5674553	0,7324656	0,4797433	0,5949654	0,7468953	0,6725540	0,4740807	0,0497519	0,6731198	0,6124183	0,6287579	0,0916007	0,1146203	0,0699150	0,4717735	0,4018994	0,1737944	0,6876348	0,6190333	0,6540477	0,3124308	0,4142689	0,4844702
780	0,1575177	0,6980599	0,3403800	0,1097835	0,6499529	0,3767678	0,4334639	0,2376537	0,2372727	0,4116720	0,6214103	0,4673808	0,7132574	0,7441308	0,6093026	0,5364526	0,0481551	0,6616564	0,6656181	0,6447766	0,0635916	0,1058151	0,0625426	0,5473173	0,4170362	0,1795512	0,6053202	0,6058283	0,8947020	0,3205837	0,3305781	0,4321304
800	0,1686930	0,7353715	0,4266658	0,1317031	0,7255210	0,4960496	0,4422995	0,3125789	0,3101748	0,5003847	0,8345090	0,3955699	0,5552826	0,5623895	0,6784700	0,4429420	0,0752918	0,6183921	0,7731127	0,5421825	0,1142584	0,1716851	0,0777984	0,6477479	0,4917324	0,1485034	0,6178405	0,4963103	0,7358825	0,2878269	0,4591197	0,6354886
820	0,2362443	0,8300727	0,3864890	0,1083324	0,7127802	0,4741347	0,4149792	0,2755338	0,3441435	0,5249944	0,7232349	0,4000448	0,6213542	0,5628550	0,7062850	0,4458765	0,0602705	0,6776005	0,7142927	0,7393291	0,0507032	0,0898558	0,0787491	0,6021729	0,4718183	0,1572947	0,6403441	0,6814993	0,7104004	0,2595407	0,4293835	0,4928881
840	0,1470838	0,7342884	0,4337828	0,0861481	0,6792773	0,4010306	0,4068504	0,2523737	0,3749136	0,5348102	0,6756699	0,4258950	0,6841463	0,5893930	0,6113772	0,4059685	0,0625455	0,7484112	0,5915746	0,5607982	0,0778671	0,0788137	0,1022911	0,5089467	0,4557367	0,1570327	0,7419718	0,5399602	0,9008695	0,2268246	0,3853236	0,5694735
