"Time"	slyA	hlyE	hns	cspA	bolA	stpA	bglJ	leuO	cadC	nhaR	bglF	bglB	bglG	yjjQ	nhaA	osmC	cadB	cadA	gspB	leuA	ampC	yciF	proW	smtA	leuC	gspO	yciG	pgaC	proV	pgaA	leuL	pgaB
580	0,8179599	0,6933879	0,5178417	0,8584123	0,0532383	0,3376217	0,7347465	0,0253777	0,5274190	0,3567294	0,9043484	0,3452989	0,3775218	0,1723185	0,0323973	0,2168847	0,3620088	0,5799447	0,5257963	0,4099693	0,6347170	0,2904733	0,0779390	0,4720196	0,0486439	0,0611684	0,0249602	0,4278112	0,0974142	0,4711033	0,0145653	0,0253917
600	0,7801545	0,6362978	0,5442422	0,7403170	0,0786921	0,2903682	0,5933987	0,0676793	0,5213361	0,3414049	0,7224332	0,2113841	0,3384994	0,1328542	0,0306626	0,2333359	0,5011058	0,4903613	0,4342710	0,3192749	0,6461773	0,2176696	0,0511820	0,6797127	0,0235038	0,0445641	0,0257978	0,4735241	0,0567929	0,4615724	0,0195840	0,0335764
620	0,8350800	0,6986823	0,4866630	0,6895334	0,0745176	0,3020977	0,3697928	0,0353823	0,5005508	0,5414969	0,7540208	0,2095399	0,3687268	0,1967011	0,0286083	0,1653947	0,3148771	0,4860960	0,6700216	0,2287476	0,6434085	0,2464710	0,0682145	0,6313889	0,0531164	0,0939407	0,0305176	0,6855093	0,0583019	0,4375390	0,0051479	0,0309451
640	0,7962952	0,7054148	0,7500904	0,7239696	0,0525945	0,3009045	0,2489467	0,0330313	0,4450140	0,4441426	0,5810658	0,2416403	0,3919698	0,1567624	0,0311227	0,1922609	0,3560980	0,5544124	0,6184492	0,1176135	0,8423204	0,3009912	0,1014287	0,4851566	0,0238230	0,0563433	0,0426006	0,5726083	0,0582774	0,4245667	0,0165155	0,0656859
660	0,7224562	0,6088646	0,7592638	0,7331663	0,1254686	0,3641103	0,2384759	0,0173115	0,3940213	0,4753556	0,6161877	0,1489447	0,4263985	0,1599545	0,0647460	0,2158348	0,5356529	0,5847849	0,5353283	0,1115555	0,7369033	0,3806823	0,1070280	0,4956961	0,0155557	0,1251792	0,0569206	0,6601245	0,0185097	0,4720948	0,0162253	0,0757567
680	0,7432144	0,8278724	0,5643112	0,7107344	0,0756913	0,3598097	0,1912993	0,0341045	0,5275427	0,5255509	0,5021980	0,0631212	0,3833459	0,1444560	0,0932053	0,3246007	0,4663391	0,4014501	0,4689483	0,0660389	0,6711620	0,3407115	0,0607162	0,4585544	0,0217216	0,0849547	0,0712887	0,6777085	0,0154877	0,4294487	0,0140422	0,0992498
700	0,7221260	0,6024607	0,5757125	0,7945298	0,0487154	0,4426104	0,1640166	0,0181334	0,5346688	0,5444168	0,4561388	0,0372478	0,3520529	0,1932726	0,1112154	0,3513257	0,5235440	0,4967419	0,5580951	0,0507531	0,7583982	0,3023663	0,0766837	0,5281273	0,0393911	0,0893584	0,1294152	0,6246352	0,0441719	0,4789754	0,0106995	0,1447344
720	0,6061715	0,7745543	0,5947011	0,8204332	0,0739044	0,3804440	0,0760344	0,0136670	0,4407149	0,4711722	0,4158786	0,0396333	0,4245960	0,1504542	0,1288128	0,2889501	0,5210738	0,4767336	0,5893574	0,0449972	0,6612962	0,3245687	0,1275704	0,5116882	0,0230979	0,1143370	0,0659973	0,5502691	0,0280247	0,4941204	0,0090205	0,1357701
740	0,6856219	0,8336257	0,5400193	0,7084948	0,1156305	0,4068014	0,0948477	0,0377314	0,6044139	0,5564251	0,3602798	0,0302856	0,3148493	0,1156411	0,1135282	0,2597949	0,4400761	0,4756612	0,5416084	0,0154034	0,6959320	0,3851980	0,0683237	0,4832312	0,0125897	0,0662421	0,0783660	0,7006874	0,0219520	0,5158888	0,0080698	0,1713318
760	0,7550536	0,8375424	0,5273310	0,7202813	0,0541721	0,4566053	0,0617864	0,0303270	0,5789129	0,6577780	0,2573100	0,0287049	0,3068864	0,0932578	0,1227714	0,2551777	0,3940627	0,5192412	0,5418724	0,0203713	0,7019433	0,3341287	0,0516445	0,5660597	0,0379615	0,0838098	0,0538716	0,5574183	0,0178011	0,5567892	0,0142471	0,1702734
780	0,6308865	0,6274780	0,6102145	0,7043308	0,0517575	0,2989082	0,0843905	0,0222947	0,4795291	0,5294001	0,2199770	0,0337454	0,3000470	0,1361982	0,1017769	0,3870809	0,4676548	0,4107052	0,5967898	0,0088919	0,7750801	0,3456310	0,0612396	0,5463061	0,0058409	0,1207688	0,0616235	0,6840915	0,0211563	0,6119620	0,0084461	0,1815855
800	0,7715752	0,7914578	0,6287431	0,6346874	0,0439739	0,3253103	0,0464102	0,0449433	0,4219436	0,5405944	0,1419003	0,0299699	0,2719746	0,1878291	0,1003189	0,4960872	0,4977195	0,4801786	0,4315222	0,0090781	0,6950724	0,3129314	0,0549225	0,5293244	0,0421234	0,0726982	0,0483208	0,6321924	0,0355976	0,5679008	0,0245850	0,2247433
820	0,7865773	0,6899137	0,5917221	0,7123732	0,0562049	0,2563240	0,0337702	0,0307647	0,4680572	0,3992310	0,1390150	0,0286401	0,2257350	0,1540869	0,1376355	0,4092713	0,4452451	0,4642669	0,4407619	0,0026073	0,7134420	0,2862776	0,0601299	0,5392379	0,0285232	0,0491602	0,0615420	0,7446289	0,0599113	0,5945364	0,0042879	0,1819346
840	0,6989036	0,7302408	0,6768267	0,7488991	0,0462945	0,3222624	0,0179708	0,0188827	0,3591002	0,4283763	0,1036507	0,0134134	0,3383148	0,1813477	0,1313184	0,3528959	0,3513992	0,4565646	0,4187054	0,0033352	0,6476063	0,3090509	0,0449290	0,4661838	0,0223104	0,0521138	0,0365748	0,6140021	0,0324638	0,6569532	0,0159124	0,2671414
860	0,6498074	0,7881391	0,7400138	0,6822238	0,0716352	0,2947790	0,0064253	0,0284411	0,3943972	0,5601627	0,0611528	0,0585313	0,3175664	0,1243474	0,0944463	0,4558708	0,3762049	0,4995439	0,4144626	0,0059295	0,5797831	0,3103234	0,0970361	0,5408796	0,0228473	0,0614932	0,0554116	0,5697110	0,0276617	0,5833722	0,0165872	0,2782342
880	0,7530127	0,7500842	0,6358950	0,7092679	0,0468402	0,3173034	0,0039179	0,0368166	0,4358040	0,6168143	0,0879863	0,0203585	0,3690513	0,1608714	0,1083253	0,4499135	0,4014599	0,5616355	0,4244006	0,0009911	0,6790089	0,2726451	0,0519783	0,5721722	0,0346759	0,0799576	0,0348204	0,5464906	0,0276889	0,4913827	0,0027926	0,2322864
900	0,6747348	0,6654389	0,5967152	0,7314561	0,0716678	0,4368554	0,0041835	0,0258132	0,4365575	0,5414306	0,0858738	0,0076535	0,2180839	0,1360027	0,1130700	0,3521201	0,4240892	0,4692160	0,4324695	0,0006484	0,8643899	0,2963208	0,0893524	0,5494288	0,0498047	0,1155840	0,0235371	0,6295342	0,0427454	0,5014054	0,0177570	0,1375431
920	0,6295491	0,7508534	0,6941380	0,7523321	0,0886041	0,3965424	0,0048243	0,0304600	0,4632198	0,4303604	0,0531913	0,0205879	0,2642019	0,1029632	0,0666067	0,4239033	0,5196640	0,6826304	0,4787631	0,0166010	0,7200006	0,3473046	0,0770570	0,5011151	0,0293775	0,0837787	0,0520423	0,6993272	0,0361602	0,4502034	0,0064815	0,1977785
940	0,7194004	0,8553739	0,5147012	0,6166847	0,0908093	0,3131963	0,0062640	0,0141673	0,4527665	0,5967631	0,0657921	0,0157536	0,3233029	0,1114809	0,0573865	0,3477754	0,4464230	0,4832758	0,5359637	0,0127482	0,8503794	0,3514782	0,0914587	0,6372343	0,0280797	0,0834236	0,0685949	0,6798231	0,0326975	0,4923571	0,0199555	0,2371493
960	0,7114103	0,7159889	0,5522669	0,7420146	0,0484067	0,3428957	0,0119916	0,0432770	0,3616251	0,4605162	0,0291344	0,0104846	0,1859361	0,1388275	0,0710305	0,3861639	0,4579404	0,5888513	0,4785800	0,0053844	0,7539119	0,2670995	0,0814422	0,6324297	0,0242688	0,1114870	0,0408014	0,7937999	0,0138821	0,4970038	0,0075684	0,1983501
980	0,8461921	0,6720718	0,5678768	0,7100769	0,0744648	0,4564226	0,0055946	0,0208632	0,5544939	0,4384733	0,0517068	0,0321571	0,2627002	0,1176945	0,1109675	0,3614598	0,5101158	0,5397155	0,6179022	0,0076415	0,8851882	0,2709138	0,1009578	0,5695715	0,0218585	0,0687268	0,0644940	0,7098722	0,0245550	0,5732526	0,0160155	0,1791001
1000	0,7110280	0,6540900	0,6104255	0,6485922	0,0547855	0,4129534	0,0115616	0,0290731	0,5569759	0,4118514	0,0598665	0,0446176	0,2705424	0,1571180	0,0845849	0,3361429	0,4818645	0,6151334	0,4839276	0,0091500	0,8810112	0,2756251	0,0846021	0,7665845	0,0570553	0,0948137	0,0492587	0,7619613	0,0177215	0,6473292	0,0091838	0,2398468
1020	0,7870143	0,6121234	0,6725722	0,6268217	0,0491816	0,3519833	0,0079452	0,0127396	0,4815472	0,5534758	0,0541876	0,0317316	0,2361027	0,1615219	0,1110279	0,2484741	0,5443891	0,3655875	0,5730496	0,0141823	0,7027454	0,2869722	0,0823591	0,6163019	0,0312912	0,0882685	0,0411266	0,7889031	0,0578425	0,5953821	0,0192762	0,1126842
1040	0,9373936	0,7521096	0,5925369	0,6156072	0,0444223	0,2806011	0,0060023	0,0235043	0,4410823	0,5222563	0,0354948	0,0305609	0,1927651	0,1199779	0,1443213	0,3186165	0,4426743	0,5827138	0,5968684	0,0095528	0,7726039	0,2783689	0,0631066	0,6062246	0,0599304	0,1036013	0,0580089	0,7152287	0,0106021	0,6745864	0,0376990	0,1679310
1060	0,7080922	0,6700974	0,5738422	0,8262556	0,0680274	0,2954942	0,0045519	0,0292859	0,4495491	0,4225025	0,0413497	0,0089259	0,2576763	0,1291749	0,0968693	0,3397034	0,4215418	0,4982411	0,4637514	0,0129318	0,7800010	0,3278537	0,0828929	0,4868774	0,0255533	0,0958330	0,0525421	0,6508727	0,0465076	0,5898077	0,0251717	0,1415282
1080	0,7075528	0,7100142	0,6218816	0,8047527	0,0857985	0,3610319	0,0026720	0,0159214	0,4815408	0,6003553	0,0331863	0,0135992	0,2876519	0,1677884	0,0729782	0,2141168	0,4704605	0,4379645	0,5243261	0,0271005	0,7319114	0,2677220	0,1015996	0,5341665	0,0389973	0,1052998	0,0439278	0,6518117	0,0134445	0,6177042	0,0262739	0,1844016
1100	0,6918326	0,6562546	0,4737894	0,5732807	0,0880072	0,3507017	0,0060658	0,0348869	0,4165589	0,4366887	0,0438430	0,0437392	0,1934033	0,1256676	0,0795961	0,2776690	0,4466610	0,5496045	0,4967787	0,0094661	0,8591077	0,2715040	0,1064409	0,6457901	0,0518168	0,0928047	0,0593345	0,6350558	0,0277845	0,5822233	0,0175452	0,1797119

0	0,6410892	0,7298096	0,5192714	0,8349751	0,0576235	0,3897457	0,0450614	0,0293885	0,4798629	0,5075378	0,0539931	0,0338744	0,2339164	0,1372085	0,0631031	0,3563936	0,3909691	0,5923431	0,4914657	0,0179721	0,6253934	0,3508222	0,0614639	0,5862523	0,0266939	0,0729061	0,0551336	0,7773873	0,0500264	0,5814250	0,0096851	0,2133253
20	0,8459462	0,6412280	0,4904361	0,7650759	0,0537961	0,4509557	0,0106182	0,0282422	0,4314008	0,4437235	0,0190476	0,0325407	0,2298400	0,2053516	0,1044743	0,3590934	0,3544034	0,5155060	0,4357525	0,0023190	0,6358850	0,2929510	0,0651527	0,5861413	0,0274211	0,1053929	0,0313180	0,6442867	0,0281381	0,5673793	0,0204807	0,1735885
40	0,7218628	0,7390597	0,4410633	0,8283267	0,0363719	0,3472287	0,0057369	0,0217444	0,5435149	0,4144563	0,0520901	0,0321940	0,2480595	0,1575734	0,1195716	0,2875491	0,3549438	0,5742381	0,3957188	0,0009113	0,7089299	0,2877006	0,0479017	0,5126921	0,0210775	0,1076183	0,0388057	0,7217069	0,0285171	0,5649597	0,0394959	0,4010893
60	0,7037526	0,7840164	0,4262357	0,8678975	0,0435660	0,3945010	0,0146529	0,0226685	0,5419470	0,2926485	0,0414396	0,0557114	0,2429526	0,1512778	0,1194377	0,3060145	0,3142442	0,5524962	0,3630379	0,0114051	0,6940424	0,2771962	0,0413632	0,5680991	0,0176554	0,0843166	0,0398957	0,7227099	0,0300528	0,6029564	0,0329633	0,5893305
80	0,6107443	0,7158215	0,4708935	0,7739795	0,0196385	0,4332410	0,0272928	0,0177539	0,5785664	0,3314623	0,0640961	0,0572959	0,2714148	0,1890724	0,1073339	0,2244451	0,2974216	0,6737308	0,2979346	0,0097636	0,6735811	0,2520165	0,0371717	0,4721690	0,0339065	0,0816874	0,0425270	0,6465327	0,0182921	0,6460637	0,0093149	0,4731965
100	0,7500086	0,7201205	0,5437133	0,9203001	0,0262887	0,4005124	0,0143481	0,0190527	0,5060905	0,3952116	0,0433569	0,0258513	0,2757914	0,1711878	0,0710107	0,2815033	0,2433606	0,6406662	0,2550673	0,0051279	0,5584481	0,2463570	0,0246608	0,5122666	0,0153694	0,1209603	0,0615310	0,7608961	0,0340760	0,6390387	0,0024313	0,6060023
120	0,9105085	0,7134085	0,6267342	0,7314437	0,0503408	0,2903134	0,0150771	0,0173235	0,5715035	0,3177584	0,0556853	0,0324668	0,3023538	0,1745880	0,0789812	0,3309818	0,2644389	0,4632940	0,1687787	0,0012057	0,6248050	0,2271691	0,0467357	0,5655333	0,0309661	0,1460437	0,0460056	0,6433241	0,0423264	0,7786707	0,0147098	0,6706449
140	0,9424709	0,7368451	0,6413739	0,6706980	0,0288231	0,3465468	0,0070903	0,0099697	0,5857257	0,2342270	0,0276075	0,0401594	0,3364953	0,2337838	0,0519530	0,2078076	0,2416404	0,5517487	0,1207235	0,0016596	0,5115529	0,2079279	0,0211025	0,5393343	0,0331083	0,1139064	0,0742935	0,7677434	0,0211088	0,6833559	0,0151348	0,7063675
160	0,7390575	0,7420023	0,6181126	0,5532826	0,0126143	0,2609567	0,0039671	0,0234917	0,6856269	0,2521740	0,0369533	0,0199701	0,2950427	0,1894808	0,0378659	0,2977071	0,3608902	0,7079556	0,0840624	0,0005600	0,6078951	0,2689083	0,0225487	0,6173458	0,0302156	0,1413452	0,0544956	0,6716886	0,0350403	0,6421727	0,0143362	0,7159117
180	0,6779026	0,7122272	0,6282476	0,5682331	0,0066666	0,3757288	0,0071323	0,0251948	0,6323725	0,2284258	0,0926140	0,0182030	0,2762052	0,1953328	0,0599269	0,2422651	0,2332290	0,5802950	0,0856121	0,0009153	0,5901398	0,2543896	0,0060319	0,5883718	0,0403515	0,0916878	0,0441014	0,6942252	0,0611778	0,7390744	0,0225597	0,8048564
200	0,7325222	0,6584653	0,5272195	0,7000685	0,0096122	0,4010678	0,0157374	0,0238989	0,8128622	0,1703386	0,0632562	0,0216354	0,2898714	0,1655203	0,0474367	0,2087927	0,3646235	0,5915015	0,0808915	0,0075562	0,4781323	0,2155178	0,0162554	0,4399732	0,0275464	0,0544360	0,0519300	0,6931896	0,0496315	0,7010548	0,0085707	0,8216114
220	0,6682886	0,6784088	0,6610381	0,6838889	0,0005534	0,3519831	0,0085091	0,0137532	0,7044911	0,2136329	0,0642690	0,0171401	0,2883537	0,1680788	0,0295629	0,1699442	0,3042797	0,5043942	0,0993869	0,0040268	0,4975046	0,2024638	0,0326021	0,4813700	0,0359576	0,0616712	0,0308017	0,5650282	0,0292073	0,6154905	0,0130136	0,6276573
240	0,8174547	0,8065981	0,6693361	0,6125139	0,0031191	0,3882629	0,0145378	0,0169083	0,6154229	0,1885345	0,0886340	0,0292132	0,2901189	0,1973318	0,0150610	0,2115259	0,2246341	0,6309494	0,0933697	0,0057106	0,4224843	0,1775476	0,0270890	0,4825352	0,0237683	0,0997779	0,0426654	0,7091287	0,0465390	0,6969178	0,0052824	0,7557541
260	0,8714003	0,7437985	0,6688798	0,7089849	0,0199654	0,4724361	0,0229183	0,0214354	0,8355017	0,1388561	0,0914973	0,0680035	0,2479771	0,1879783	0,0079811	0,1481250	0,3664396	0,5708579	0,0917433	0,0015955	0,5557218	0,1669346	0,0288000	0,4253860	0,0182461	0,1002237	0,0279195	0,6655440	0,0200577	0,6042755	0,0212122	0,5920581
280	0,6911847	0,6770501	0,5611651	0,6716274	0,0031726	0,3686662	0,0542093	0,0372261	0,6370812	0,2063139	0,0505404	0,0051221	0,3178176	0,1916451	0,0149847	0,1691195	0,2694091	0,6098349	0,0965515	0,0049065	0,5658985	0,1739839	0,0131500	0,5636107	0,0134079	0,0760833	0,0352233	0,8040392	0,0459486	0,7151928	0,0243900	0,7895872
300	0,9293063	0,6352844	0,5530772	0,6521318	0,0025509	0,3293068	0,0408523	0,0313761	0,7757943	0,2615876	0,0616922	0,0227437	0,2620307	0,1529945	0,0176085	0,1674220	0,3011393	0,5664381	0,1175270	0,0129134	0,4217484	0,2471150	0,0101832	0,4628809	0,0357383	0,0723198	0,0283986	0,8266406	0,0447029	0,7186596	0,0119587	0,6323182
320	0,6468700	0,6212137	0,4879308	0,7901684	0,0008620	0,2987099	0,0201602	0,0268700	0,8157685	0,1474559	0,0558959	0,0444651	0,3166060	0,1963962	0,0150740	0,1445566	0,3532951	0,5757308	0,0677552	0,0204198	0,4493702	0,2101899	0,0120956	0,6296952	0,0793128	0,0844249	0,0699009	0,6457718	0,0462137	0,6239152	0,0270357	0,6910299
340	0,7270049	0,6915181	0,6027663	0,6691696	0,0027517	0,4098165	0,0295651	0,0156807	0,6976898	0,1918320	0,0488473	0,0352714	0,3080179	0,1347249	0,0078151	0,1634263	0,3607813	0,6263751	0,1059951	0,0045164	0,4458803	0,2063492	0,0203720	0,5306279	0,0546611	0,1023143	0,0473754	0,6846119	0,0680168	0,5712504	0,0487254	0,6658730
360	0,6529529	0,6738113	0,5555609	0,7431126	0,0038280	0,3395233	0,0285534	0,0946415	0,6844241	0,2272885	0,0409094	0,0355459	0,2201810	0,1585114	0,0008232	0,1557031	0,3407979	0,5331782	0,1153305	0,0127463	0,3356857	0,1746621	0,0144317	0,5783705	0,0442086	0,1360001	0,0527522	0,6530812	0,0410164	0,6385711	0,0225733	0,6963550
380	0,7814720	0,7381465	0,6313465	0,7810321	0,0003670	0,4069343	0,0118071	0,0221364	0,6479552	0,2090713	0,0740276	0,0335104	0,2850290	0,1609558	0,0024951	0,1458757	0,3739874	0,6477924	0,0777878	0,0027913	0,3989982	0,2403927	0,0169148	0,6313879	0,0228582	0,1123299	0,0586796	0,6713422	0,0317419	0,8264432	0,0147781	0,6791958
400	0,4880199	0,7085314	0,5833788	0,8155676	0,0000000	0,4353200	0,0146181	0,0283192	0,6400894	0,1977023	0,0354507	0,0193346	0,2905714	0,1310068	0,0182616	0,1516221	0,3176218	0,6431161	0,1128093	0,0049880	0,4848909	0,1624726	0,0088897	0,5645584	0,0313579	0,1106296	0,0657297	0,6203864	0,0522546	0,6955170	0,0092345	0,6404578
420	0,6875701	0,7762091	0,6784036	0,7510398	0,0000000	0,3399902	0,0258464	0,0138381	0,7482517	0,1455910	0,0537798	0,0299213	0,3238954	0,1680479	0,0142297	0,1215637	0,2548285	0,6275704	0,1144578	0,0050417	0,3142824	0,2230358	0,0117507	0,4675478	0,0359374	0,0898240	0,0863114	0,6991480	0,0481140	0,5984462	0,0175739	0,7051607
440	0,6628453	0,8216920	0,6892324	0,7944120	0,0010224	0,3967192	0,0169346	0,0276127	0,6108974	0,1393479	0,0341895	0,0264440	0,2113492	0,1148374	0,0079545	0,1954520	0,3504804	0,5608487	0,1143377	0,0080065	0,4870532	0,2098240	0,0177544	0,5952226	0,0537562	0,1245827	0,0384546	0,6319727	0,0645230	0,6159839	0,0179444	0,7571095
460	0,6512080	0,7125914	0,5363078	0,6147487	0,0010303	0,3335239	0,0262147	0,0355364	0,5999496	0,1636511	0,0437999	0,0234793	0,3274631	0,1297264	0,0045664	0,1362854	0,3995466	0,5728757	0,0670341	0,0108696	0,5456363	0,1831757	0,0138361	0,5253797	0,0370361	0,1343893	0,0710640	0,6670987	0,1110542	0,7508102	0,0189668	0,7042990
480	0,7245764	0,6322077	0,4733314	0,6892417	0,0021337	0,3405775	0,0038532	0,0228720	0,6358574	0,2255946	0,0214573	0,0167514	0,2737510	0,1441923	0,0062219	0,0958414	0,3468198	0,6190748	0,0537039	0,0027859	0,4710832	0,1670410	0,0075221	0,6353558	0,0333708	0,0846094	0,0527111	0,6521176	0,0562969	0,7337281	0,0225164	0,6559385
500	0,7749266	0,6958287	0,5907043	0,6489202	0,0001899	0,3444958	0,0048566	0,0600105	0,6968975	0,1912985	0,0118734	0,0311005	0,2926323	0,2021476	0,0017806	0,0879515	0,2967641	0,4399787	0,0623331	0,0130367	0,5045022	0,1240898	0,0292597	0,5791768	0,0288081	0,0973686	0,0421922	0,7605719	0,0546453	0,7375750	0,0094704	0,6756999
520	0,6469592	0,8363562	0,5622435	0,8434779	0,0007409	0,3558776	0,0057253	0,0371663	0,6912815	0,1413336	0,0175990	0,0104917	0,2932071	0,1431489	0,0023187	0,1258401	0,3336410	0,6195005	0,0879262	0,0076254	0,4673874	0,1294869	0,0079482	0,5715372	0,0461087	0,0898003	0,0650894	0,7537105	0,0293905	0,7074124	0,0203124	0,7717157
540	0,8146834	0,7494882	0,5289331	0,7714746	0,0017161	0,3819645	0,0032873	0,0367124	0,6142784	0,1746125	0,0080858	0,0262869	0,3061709	0,1502036	0,0007578	0,0967192	0,2971452	0,5149018	0,1020191	0,0223800	0,4769090	0,1814133	0,0545489	0,6013787	0,0396544	0,0894138	0,0455859	0,7439892	0,0356105	0,6164598	0,0136387	0,7423614
560	0,6829384	0,8515680	0,5501241	0,8320634	0,0013445	0,3876346	0,0096465	0,0344193	0,7157680	0,1883171	0,0323370	0,0440644	0,3071116	0,0993400	0,0118229	0,1039483	0,3121372	0,5584726	0,1133417	0,0109374	0,6141481	0,2137079	0,0170140	0,6683175	0,0799227	0,1271929	0,0262464	0,7040118	0,0294762	0,6439417	0,0264248	0,6432814
580	0,6880132	0,6759880	0,6347940	0,6894918	0,0088696	0,3659385	0,0327821	0,0135412	0,6559741	0,2300905	0,0184075	0,0197246	0,3447584	0,1726971	0,0283076	0,0686058	0,3548305	0,6177553	0,0858168	0,0106487	0,5580898	0,2536378	0,0203178	0,5955910	0,0193660	0,1085496	0,0446396	0,6294624	0,0469204	0,5713332	0,0118661	0,5288143
600	0,6342152	0,7221024	0,5553615	0,6795567	0,0070848	0,3409124	0,0171733	0,0086420	0,5613400	0,2490263	0,0246140	0,0103665	0,2744107	0,1823462	0,0143683	0,0664745	0,4168727	0,6713628	0,1786191	0,0102475	0,5989337	0,1865091	0,0115525	0,5635090	0,0181461	0,1562449	0,0393367	0,5125803	0,0302721	0,4494735	0,0241233	0,5007679
620	0,7625570	0,7879414	0,5611055	0,5872237	0,0361469	0,3512840	0,0013472	0,0215356	0,5450623	0,2510266	0,0564691	0,0182837	0,3215937	0,1353804	0,0211034	0,0656505	0,4953735	0,6312317	0,2413788	0,0076920	0,5185008	0,2158160	0,0171458	0,4446730	0,0252581	0,1042509	0,0388970	0,4167495	0,0612546	0,4454085	0,0101347	0,3821109
640	0,7507752	0,7596036	0,6618448	0,6806248	0,0197623	0,3645645	0,0032848	0,0253003	0,7043149	0,3864931	0,0561478	0,0199355	0,2841768	0,1329751	0,0213350	0,1292920	0,5009881	0,6828338	0,2358232	0,0211902	0,6140706	0,2716770	0,0210756	0,5151785	0,0372618	0,1095328	0,0460064	0,4044367	0,0481763	0,5071012	0,0154489	0,3109003
660	0,7129568	0,6944628	0,7252240	0,7063260	0,0263012	0,3581869	0,0065852	0,0356715	0,6063328	0,4344372	0,0488591	0,0297132	0,2618491	0,1672605	0,0164426	0,1360208	0,6562810	0,5817730	0,4378736	0,0162708	0,7051348	0,2896090	0,0311054	0,5096243	0,0413942	0,1080933	0,0563245	0,4253290	0,0711911	0,3632042	0,0065944	0,2125302
680	0,8089874	0,7467792	0,5965847	0,7091448	0,0532477	0,3765394	0,0214458	0,0369333	0,6496377	0,3265849	0,0749784	0,0083169	0,2016447	0,1403784	0,0180634	0,1723152	0,6929811	0,5746605	0,3652091	0,0037290	0,6571729	0,3040972	0,0629945	0,5791347	0,0298563	0,0848954	0,1039802	0,3249292	0,0239937	0,4444115	0,0091435	0,1273686
700	0,7892278	0,6219365	0,5556069	0,7663094	0,0535538	0,3363093	0,0073577	0,0117580	0,6293022	0,5324164	0,0269358	0,0191150	0,2169082	0,1593257	0,0274776	0,1602065	0,6025035	0,6141355	0,2986947	0,0027409	0,7307594	0,3875993	0,0952156	0,6141828	0,0200510	0,1021354	0,1007859	0,4107704	0,0323248	0,5406715	0,0065985	0,1068386
720	0,7247044	0,8127646	0,7095329	0,7287709	0,0585189	0,4250419	0,0119965	0,0193015	0,5721116	0,5406060	0,0721783	0,0307286	0,2575752	0,1324612	0,0443312	0,1569713	0,4465412	0,6695782	0,3813748	0,0035827	0,6870281	0,3291360	0,0583945	0,6612193	0,0245452	0,1212605	0,0955947	0,4520446	0,0475718	0,5408147	0,0051163	0,1176940
740	0,7864863	0,7336617	0,6774056	0,6374140	0,0447465	0,3330701	0,0062152	0,0292309	0,3560941	0,5579116	0,0186728	0,0284645	0,2345391	0,1166028	0,0448701	0,2290927	0,4207225	0,5328145	0,4228201	0,0069084	0,7483290	0,2661732	0,0540351	0,5693412	0,0250058	0,0898471	0,0589372	0,4753261	0,0350940	0,5636442	0,0049365	0,1421199
760	0,7138040	0,7126154	0,5446520	0,6069310	0,0625199	0,3522246	0,0079270	0,0311732	0,6425646	0,5153766	0,0342067	0,0536682	0,3152055	0,1647228	0,1427039	0,2401367	0,4851739	0,5677649	0,3785089	0,0027020	0,7732586	0,2797517	0,0737262	0,5058864	0,0225839	0,0988290	0,0297317	0,5802401	0,0226922	0,4950518	0,0023608	0,1982721
780	0,7903750	0,6871715	0,5822037	0,7759495	0,1201803	0,3384459	0,0133391	0,0340377	0,5291979	0,5327577	0,0137704	0,0474750	0,3040012	0,1473969	0,0861169	0,2096115	0,4845535	0,5794500	0,4213010	0,0010695	0,8047960	0,3153304	0,0726381	0,5618092	0,0207727	0,1196371	0,0230437	0,6089021	0,0449535	0,6017783	0,0039059	0,1969087
800	0,8672377	0,7278688	0,6151308	0,6656087	0,0547598	0,4985750	0,0057678	0,0347630	0,5145916	0,4977589	0,0313751	0,0131300	0,4001052	0,1652740	0,1389280	0,2990884	0,4475163	0,5030447	0,5100475	0,0010404	0,6773652	0,2930157	0,0886478	0,4567735	0,0144854	0,1195304	0,0497481	0,7478844	0,0329883	0,5759875	0,0252733	0,1598706
820	0,6923540	0,7086256	0,6165932	0,6682609	0,0540268	0,4059019	0,0208235	0,0579593	0,5531866	0,4896010	0,0381341	0,0267962	0,3329944	0,1202676	0,0835753	0,3057323	0,5139456	0,5046385	0,4127678	0,0041586	0,7390553	0,2629432	0,0729142	0,5684779	0,0226496	0,0979937	0,0373564	0,7375756	0,0601943	0,5825295	0,0185987	0,2539661
840	0,6024957	0,6749080	0,5546892	0,8321181	0,0441553	0,3796218	0,0098030	0,0178448	0,5662333	0,6476818	0,0517923	0,0816739	0,3122702	0,1141914	0,1715581	0,2539595	0,5110084	0,5974323	0,5050062	0,0022181	0,6561969	0,3296984	0,0787953	0,5307258	0,0496730	0,1023617	0,0667640	0,7210316	0,0372608	0,5138270	0,0276243	0,2334245
860	0,7206650	0,6750474	0,6092164	0,6529068	0,0640571	0,4076289	0,0162567	0,0541920	0,4255529	0,5499996	0,0424395	0,0089534	0,2991356	0,1070000	0,1036870	0,3551466	0,4017448	0,5100398	0,5333326	0,0189832	0,6153869	0,3508354	0,1074748	0,7299657	0,0349246	0,1144115	0,0498253	0,7801405	0,0390158	0,5013042	0,0149005	0,2894608
